,Best4+ Enterocytes,CD4+ Activated Fos-hi,CD4+ Activated Fos-lo,CD4+ Memory,CD4+ PD1+,CD69+ Mast,CD69- Mast,CD8+ IELs,CD8+ IL17+,CD8+ LP,Cycling B,Cycling T,Cycling TA,DC2,Enterocyte Progenitors,Enterocytes,Enteroendocrine,Follicular,GC,Goblet,Immature Enterocytes 1,Immature Enterocytes 2,Immature Goblet,M cells,MT-hi,Macrophages,NKs,Plasma,Secretory TA,Stem,TA 1,TA 2,Tregs,Tuft
ENSG00000011600,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.884156275879253,0.0,0.0,0.0,0.0,0.0,0.0,0.9236279888586565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9027717673417294,0.9097718433900313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000012779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000013275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000013306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996876821373448,0.9194545149803162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8863768740133806,0.8787878787878788,0.0,0.8901398127729242,0.0,0.0
ENSG00000013364,0.7787413416486798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7302008397651442,0.0,0.7709188136187467,0.8236571171066978,0.0,0.0,0.0,0.0,0.7970100334196379,0.8522568038015654,0.0,0.7585267514893503,0.0,0.0,0.0,0.0,0.7393818858898047,0.7272727272727273,0.0,0.7690189769773772,0.0,0.0
ENSG00000013588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837934537367388,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000013725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000014641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8703456051421888,0.8508629293152781,0.8155632831833579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7878787878787878,0.0,0.8109662334124247,0.0,0.0,0.0,0.0,0.8004844423496362,0.8101276899829055,0.0,0.8204955223834876,0.0,0.0
ENSG00000016490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874735492648501,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0
ENSG00000016602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9745995619080283,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000017797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000019102,0.8701220913366838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.9082859447508147,0.0,0.8626744403983607,0.0,0.8327475316596754,0.0,0.0,0.0,0.0,0.8359556830290592,0.0,0.0,0.8471471721475775,0.0,0.0
ENSG00000019582,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7032655369151722,0.8077596733064363,0.6859020193417867,0.0,0.85142136703838,0.0,0.0,0.0,0.8282714052633806,0.8291086301659093,0.0,0.0,0.0,0.0,0.6847121263995315,0.0,0.8315223130312833,0.7073736461726102,0.7217712366219723,0.0,0.0,0.0,0.0,0.7338377580498204,0.0
ENSG00000021355,0.0,0.0,0.0,0.0,0.0,0.0,0.9026130961649346,0.0,0.0,0.0,0.0,0.0,0.7575757575757576,0.7771740646073313,0.0,0.8055265545845032,0.0,0.0,0.0,0.0,0.0,0.7804054780439897,0.0,0.7661156166683544,0.0,0.0,0.0,0.0,0.7731206724137971,0.8044583508462617,0.0,0.7784179593577529,0.0,0.0
ENSG00000022277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000023191,0.0,0.0,0.0,0.0,0.9298912088076273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8791686928633488,0.9731520847840742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8875211206349459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.0,0.0
ENSG00000023734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000025708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142566883202755,0.0,0.909240540229913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.9469324007178798,0.0
ENSG00000026025,0.0,0.7070002682281263,0.6702376224777915,0.0,0.0,0.7380672205578197,0.7565150477669456,0.6554829333767747,0.6963429234244607,0.6700210878343293,0.0,0.7279143369559086,0.0,0.6861000115221197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557976784128131,0.6593447399861885,0.6363636363636364,0.0,0.0,0.0,0.0,0.6539966843344949,0.0
ENSG00000026297,0.0,0.7734408378601074,0.0,0.0,0.8945929317763357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7439579783063947,0.9059898365627636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.7356889862002749,0.0,0.0,0.7670926867109357,0.7729578560048883,0.0,0.7490385987541892,0.7457119479323878,0.0
ENSG00000026508,0.0,0.0,0.0,0.0,0.9491958022117615,0.0,0.9509536334962556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.0
ENSG00000027697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000029993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000030582,0.7907899184660478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.9173267592083324,0.0,0.8060581449306372,0.0,0.0,0.0,0.0,0.0,0.7722200372002341,0.0,0.7799506548679236,0.0,0.8580664631092187,0.0,0.0,0.7336049802375563,0.7292828559875488,0.0,0.7608218156930172,0.0,0.0
ENSG00000034510,0.3030720515684648,0.10855477506464178,0.147162372415716,0.15007045232888425,0.06520458965590506,0.07063856088753903,0.07086715011885672,0.09434163751024188,0.1268612923044147,0.1259605505249717,0.0723483959833781,0.14459239714073413,0.2593678597247962,0.2744012890440045,0.16943045457204184,0.011820827469681248,0.20498916055216934,0.07161150737242265,0.05672872066497803,0.02603442921782985,0.0,0.07874436089486787,0.2095372225299026,0.2835610400546681,0.06505818439252449,0.24619562698133063,0.11341600345842766,0.02555904605171897,0.2698841853575273,0.2072736711213083,0.14332420536966034,0.25375759240352747,0.25226838119102246,0.17573445132284454
ENSG00000034713,0.0,0.0,0.0,0.0,0.0,0.8113208702116301,0.0,0.0,0.0,0.0,0.7400326277270461,0.0,0.0,0.861697054270542,0.0,0.8075681419083567,0.0,0.0,0.0,0.0,0.0,0.743752242940845,0.0,0.7272727272727273,0.8274004170388887,0.0,0.0,0.0,0.7292696363998182,0.7503868522066058,0.0,0.0,0.8087803053133416,0.0
ENSG00000035115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000039068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000041357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923042710983392,0.89890769033721,0.8398338068615306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.8195003596219149,0.8264237389420018,0.0,0.832227116281336,0.0,0.0
ENSG00000042445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807152441053679,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000042493,0.7575757575757576,0.7990174528324243,0.0,0.0,0.0,0.8776615370403636,0.8894954215396534,0.795785362070257,0.8198514652974678,0.0,0.0,0.808195746306217,0.0,0.771863913897312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8015491727626685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000042753,0.6730010148250696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.7506085995471838,0.759196546944705,0.0,0.6690795042298057,0.6707042798851476,0.0,0.0,0.0,0.0,0.7092639966444536,0.0,0.793784833315647,0.0,0.8373461456009836,0.0,0.0,0.7171031832695007,0.6923535213325963,0.0,0.7232779282512087,0.0,0.0
ENSG00000044012,0.8787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9446866132996299,0.0,0.0,0.0,0.9156074180747523,0.9413097789793303,0.8963252396294565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000044115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811525525468768,0.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000044574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9923664999730659,0.0,0.0,0.0,0.9696969696969697,0.0,0.0
ENSG00000046604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000048462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000050405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9636707215598135,0.0,0.9393939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9427021019386522,0.0,0.0
ENSG00000051108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223841898369066,0.0,0.0,0.8952191851355813,0.0,0.0,0.0,0.0,0.9245232975844181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487605727080143,0.0,0.8787878787878788,0.0,0.0,0.0,0.0
