clusterName,gene
EC venous systemic,ENSG00000130300
EC venous systemic,ENSG00000164035
Migratory DCs,ENSG00000102962
Plasma cells,ENSG00000132465
Plasmacytoid DCs,ENSG00000239961
Plasmacytoid DCs,ENSG00000132465
B cells,ENSG00000156738
B cells,ENSG00000105369
NK cells,ENSG00000150045
NK cells,ENSG00000180644
CD8 T cells,ENSG00000271503
CD8 T cells,ENSG00000167286
CD4 T cells,ENSG00000227507
CD4 T cells,ENSG00000167286
T cells proliferating,ENSG00000160654
T cells proliferating,ENSG00000148773
T cells proliferating,ENSG00000166803
T cells proliferating,ENSG00000167286
Hematopoietic stem cells,ENSG00000170891
Hematopoietic stem cells,ENSG00000226777
Mast cells,ENSG00000172236
Myofibroblasts,ENSG00000106819
Myofibroblasts,ENSG00000050165
Myofibroblasts,ENSG00000114200
SM activated stress response,ENSG00000111404
SM activated stress response,ENSG00000187479
SM activated stress response,ENSG00000119508
Smooth muscle FAM83D+,ENSG00000163017
Smooth muscle,ENSG00000107796
Smooth muscle,ENSG00000149591
Pericytes,ENSG00000131097
Pericytes,ENSG00000171303
Lymphatic EC differentiating,ENSG00000153993
Lymphatic EC differentiating,ENSG00000160145
EC general capillary,ENSG00000142748
EC general capillary,ENSG00000167434
EC aerocyte capillary,ENSG00000136160
EC arterial,ENSG00000155011
EC venous pulmonary,ENSG00000213088
EC venous pulmonary,ENSG00000101955
Neuroendocrine,ENSG00000134443
Neuroendocrine,ENSG00000100604
Ionocyte,ENSG00000176009
Ionocyte,ENSG00000162399
AT1,ENSG00000204305
Lymphatic EC mature,ENSG00000137077
Lymphatic EC proliferating,ENSG00000117724
Lymphatic EC proliferating,ENSG00000137077
Mesothelium,ENSG00000172137
Mesothelium,ENSG00000116690
Subpleural fibroblasts,ENSG00000184937
Subpleural fibroblasts,ENSG00000198759
Adventitial fibroblasts,ENSG00000168079
Adventitial fibroblasts,ENSG00000174807
Peribronchial fibroblasts,ENSG00000143196
Peribronchial fibroblasts,ENSG00000189058
Alveolar fibroblasts,ENSG00000147257
Alveolar fibroblasts,ENSG00000118526
Alveolar Mph MT-positive,ENSG00000100292
Alveolar Mph MT-positive,ENSG00000164120
Alveolar Mph CCL3+,ENSG00000050730
Alveolar Mph CCL3+,ENSG00000163735
Alveolar macrophages,ENSG00000183019
Alveolar macrophages,ENSG00000170323
Alveolar Mph proliferating,ENSG00000166803
Alveolar Mph proliferating,ENSG00000100526
Alveolar Mph proliferating,ENSG00000171848
Alveolar Mph proliferating,ENSG00000148773
Alveolar Mph proliferating,ENSG00000175063
Classical monocytes,ENSG00000163221
Classical monocytes,ENSG00000085265
Non-classical monocytes,ENSG00000131042
Non-classical monocytes,ENSG00000104972
Interstitial Mph perivascular,ENSG00000124491
Interstitial Mph perivascular,ENSG00000010327
Interstitial Mph perivascular,ENSG00000072694
Monocyte-derived Mph,ENSG00000166920
Monocyte-derived Mph,ENSG00000129226
DC2,ENSG00000132514
DC2,ENSG00000196735
DC1,ENSG00000197992
DC1,ENSG00000163687
AT2 proliferating,ENSG00000198901
AT2 proliferating,ENSG00000131400
AT2 proliferating,ENSG00000131747
Goblet (subsegmental),ENSG00000117983
Goblet (subsegmental),ENSG00000149021
Goblet (bronchial),ENSG00000197943
Goblet (bronchial),ENSG00000174501
Goblet (nasal),ENSG00000197353
Goblet (nasal),ENSG00000215182
Club (nasal),ENSG00000115112
Club (nasal),ENSG00000167653
SMG duct,ENSG00000156689
SMG duct,ENSG00000187908
Club (non-nasal),ENSG00000197446
Club (non-nasal),ENSG00000149021
Multiciliated (nasal),ENSG00000007933
Multiciliated (nasal),ENSG00000227877
Multiciliated (nasal),ENSG00000126861
Multiciliated (non-nasal),ENSG00000179902
Multiciliated (non-nasal),ENSG00000166959
Deuterosomal,ENSG00000164287
Deuterosomal,ENSG00000148019
Hillock-like,ENSG00000186847
Hillock-like,ENSG00000171401
Suprabasal,ENSG00000171346
Suprabasal,ENSG00000206073
Suprabasal,ENSG00000186081
Tuft,ENSG00000137709
Tuft,ENSG00000110944
Tuft,ENSG00000118513
Basal resting,ENSG00000171346
Basal resting,ENSG00000128422
SMG serous (bronchial),ENSG00000111215
SMG serous (bronchial),ENSG00000184530
SMG serous (nasal),ENSG00000126549
SMG mucous,ENSG00000078898
pre-TB secretory,ENSG00000149021
pre-TB secretory,ENSG00000168878
AT0,ENSG00000025423
AT0,ENSG00000229807
AT0,ENSG00000164265
AT2,ENSG00000122852
AT2,ENSG00000185303
