,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Dendritic cell,Endothelial cell,Endothelial cell (APC),Enterocyte progenitor,Erythroid progenitor cell (RP high),Goblet cell,Macrophage,Mast cell,Monocyte,Neutrophil,Sinusoidal endothelial cell,Smooth muscle cell,T cell
ENSG00000143947,0.6368645906448365,0.6,0.0,0.0,0.6459282994270324,0.0,0.6285046935081482,0.6646941224733989,0.0,0.0,0.6773579716682434,0.0,0.0,0.0,0.0,0.6252619703610738
ENSG00000243955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140264,0.06070940494537354,0.02620585759480794,0.0,0.03516610463460287,0.04052366415659587,0.014466460545857747,0.008083768685658773,0.011171460151672363,0.01728684107462565,0.019877906640370688,0.14186290502548218,0.0482605497042338,0.0072107076644897464,0.03472245931625366,0.03565715154012044,0.029991658528645833
ENSG00000182117,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9385319709777832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197958,0.4367169737815857,0.4357606887817383,0.0,0.4426676074663798,0.4898489276568095,0.0,0.4,0.4888266126314799,0.43900787432988486,0.0,0.0,0.429448672135671,0.0,0.0,0.45407617489496865,0.43601100047429403
ENSG00000185499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149273,0.12080592314402262,0.16241464614868165,0.07157926559448242,0.11634327967961629,0.11394591331481933,0.09792990287144979,0.10471761624018351,0.2924068013827006,0.07637062867482504,0.0,0.1038699189821879,0.09460599819819132,0.06666666666666667,0.0955479621887207,0.10436800718307496,0.19817217588424682
ENSG00000019582,0.6343906084696452,0.6826634248097737,0.0,0.7405742883682251,0.630440088113149,0.0,0.6,0.0,0.0,0.7164482673009237,0.0,0.6291998585065206,0.0,0.0,0.0,0.0
ENSG00000109270,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173812,0.1993735671043396,0.09624505440394084,0.06694345076878866,0.11561143000920614,0.09586758613586426,0.08177165587743124,0.01865833600362142,0.08491020997365316,0.09624505440394084,0.0660914142926534,0.0,0.21141662200291952,0.09553449551264445,0.05343099435170492,0.08642050822575888,0.13640209436416625
ENSG00000129562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.9781594753265381,0.0,0.0,0.0,0.0,0.0
ENSG00000167088,0.0,0.0,0.0,0.0,0.0,0.0,0.9542450388272603,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610010703404744,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
ENSG00000122862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9496546665827433,0.0,0.0,0.0
ENSG00000205581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174021,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9509945591290792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137818,0.44681397279103596,0.3518070975939433,0.33378825585047406,0.34939865668614706,0.3333333333333333,0.0,0.40426509380340575,0.4758404771486918,0.0,0.0,0.3953312158584595,0.33806595802307127,0.3374045650164286,0.0,0.0,0.3803160866101583
ENSG00000118680,0.0,0.0,0.0,0.0,0.0,0.0,0.8196271498998006,0.0,0.8133701244990031,0.0,0.0,0.0,0.0,0.8,0.826255997021993,0.0
ENSG00000083845,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9397010087966919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168028,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9652748664220174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132475,0.10276405811309815,0.08743836482365926,0.06666666666666667,0.12343480984369913,0.0863162358601888,0.11930288473765055,0.11748509009679159,0.0,0.20898890097935993,0.07224972248077392,0.1114798108736674,0.11680465539296468,0.07846603393554688,0.11864848136901855,0.12991461753845215,0.13617610136667888
ENSG00000100097,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8012605627377828,0.8017828305562337,0.0,0.0,0.816351056098938,0.0
ENSG00000269893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000233276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167283,0.0,0.6798705617586772,0.0,0.6785456736882528,0.0,0.0,0.6208991010983785,0.6,0.0,0.0,0.0,0.667600150903066,0.0,0.0,0.6979860822359721,0.6881796717643738
ENSG00000172757,0.19177655378977457,0.14379653930664063,0.0,0.14141353368759155,0.1481067935625712,0.1016964872678121,0.06666666666666667,0.0880926012992859,0.10695200761159261,0.0828732411066691,0.17824990749359132,0.15908432801564534,0.1469090779622396,0.12721331914265951,0.16986316045125324,0.18989174365997313
ENSG00000177410,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184009,0.7503602862358093,0.0,0.0,0.0,0.0,0.0,0.7905699054400126,0.0,0.7333333333333333,0.0,0.7539843360582987,0.0,0.7449597199757894,0.0,0.0,0.0
ENSG00000241468,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9539763967196146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232112,0.3996650775273641,0.33752689361572263,0.0,0.35302358071009315,0.0,0.3333333333333333,0.4378678599993388,0.3634279688199361,0.3778649648030599,0.0,0.0,0.35906508763631184,0.0,0.3534212311108907,0.43747106393178303,0.4122108737627665
ENSG00000125743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658203244209289,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
ENSG00000204287,0.7505546967188518,0.7372262318929036,0.0,0.8086865941683451,0.0,0.0,0.0,0.0,0.0,0.7693419257799784,0.0,0.7333333333333333,0.0,0.0,0.0,0.0
ENSG00000106153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130255,0.1143929640452067,0.1149136781692505,0.04856231609980265,0.11898401180903116,0.08723861773808797,0.09411248366038004,0.07465294599533082,0.2591190020243327,0.06944517294565837,0.041453659534454346,0.0,0.081243630250295,0.022414358456929524,0.09161343177159627,0.07024770975112915,0.11835651397705078
ENSG00000156508,0.2671175440152486,0.23926029602686563,0.2,0.23556876182556152,0.2403357704480489,0.22896802425384521,0.21143406629562378,0.3721357544263204,0.2218345284461975,0.0,0.21860940456390382,0.2403357704480489,0.2083393176396688,0.0,0.0,0.24816508293151857
ENSG00000155957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000203747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171858,0.42640461921691897,0.45104212363560997,0.0,0.4298176606496175,0.0,0.0,0.4284357269605001,0.5286646087964376,0.4208887020746867,0.0,0.434769340356191,0.4056568423906962,0.0,0.4,0.0,0.44706208308537804
ENSG00000108107,0.4509793957074483,0.4378855228424072,0.0,0.4379496932029724,0.4274096091588338,0.0,0.4,0.4845077912012736,0.4281079729398092,0.0,0.4945550719896952,0.4396956165631612,0.0,0.0,0.0,0.4557167132695516
ENSG00000117318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127184,0.5126251419385274,0.5066660046577454,0.0,0.5173115770022074,0.0,0.4666666666666667,0.5680281599362691,0.5094005783398946,0.5692212502161662,0.0,0.0,0.0,0.0,0.5039584557215373,0.0,0.5296246012051901
ENSG00000173660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136810,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8431452314058939,0.8503670612970988,0.0,0.0,0.0,0.8275933623313904,0.0,0.0,0.0
ENSG00000130770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9531916340192159,0.0
ENSG00000086061,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9668929656346639,0.0
ENSG00000101335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000125868,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.8979100465774537,0.0,0.0,0.0,0.0,0.0,0.9289339979489645,0.0
ENSG00000154723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000245910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165949,0.0,0.0,0.0,0.0,0.8952614347139994,0.8806940913200378,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105640,0.18850592772165933,0.1803959886233012,0.13333333333333333,0.2091416915257772,0.1474575638771057,0.16883508364359537,0.1480388641357422,0.3013957420984904,0.15688933531443278,0.0,0.13805332978566487,0.16547475258509317,0.0,0.14536725282669066,0.21451473633448284,0.19335499207178752
ENSG00000204257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000215030,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175899,0.0,0.0,0.0,0.0,0.9333333333333333,0.9376697738965353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135390,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.90247882604599,0.8856040318806966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122406,0.2947240074475606,0.34077526330947877,0.0,0.32237048546473185,0.34108640750249225,0.29210463762283323,0.34938157399495445,0.39956681728363036,0.4183284163475037,0.0,0.0,0.2905983606974284,0.0,0.26666666666666666,0.31354710658391316,0.3216395099957784
ENSG00000100316,0.15635784069697062,0.18055028120676678,0.13882356882095337,0.17038582960764567,0.14330808321634927,0.15748735268910727,0.24174580574035645,0.3153234004974365,0.24670020739237467,0.0,0.13333333333333333,0.13685790300369263,0.0,0.15095395247141521,0.17891035477320352,0.18055028120676678
ENSG00000144713,0.11744054158528645,0.07065844933191935,0.0012169400850931802,0.09700713555018108,0.02125927209854126,0.04115386009216308,0.07250887552897135,0.1683536966641744,0.06839090585708618,0.0,0.05599149465560913,0.046343012650807695,0.0034199039141337077,0.02839376131693522,0.04534277121225993,0.08967005014419556
ENSG00000198467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000111341,0.0,0.0,0.0,0.0,0.9376075943311055,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109072,0.0,0.0,0.0,0.0,0.0,0.0,0.9346602280934652,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167526,0.2019559939702352,0.1967905879020691,0.14051931699117023,0.21130379438400268,0.14967637459437053,0.18872241576512655,0.17161767482757567,0.31537446975708006,0.15292559067408243,0.13333333333333333,0.0,0.1753955086072286,0.0,0.16514103809992473,0.20237441857655844,0.21894891262054444
ENSG00000197956,0.49867043892542523,0.0,0.0,0.40146151383717854,0.0,0.0,0.45979930957158405,0.4563570022583008,0.46709109942118326,0.0,0.5120520234107971,0.4794560472170512,0.4269752343495687,0.0,0.4331778566042582,0.4
ENSG00000198755,0.0,0.7444235603014628,0.0,0.7371938665707906,0.0,0.0,0.0,0.7926198681195576,0.7494259357452393,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333
ENSG00000185201,0.0,0.0,0.0,0.0,0.0,0.8231654644012452,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8131374438603719,0.8111092805862427,0.0
ENSG00000180879,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000283458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196154,0.6781807184219361,0.0,0.0,0.5693646748860677,0.0,0.0,0.5333333333333333,0.592081089814504,0.0,0.0,0.6309159636497498,0.6520895878473918,0.0,0.5664186437924703,0.0,0.5865392208099365
ENSG00000156411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187514,0.15280116399129232,0.17185223897298177,0.0,0.1684505820274353,0.17700423002243043,0.17848380406697592,0.0,0.25010752280553183,0.23611843585968018,0.13333333333333333,0.15099798440933226,0.15116808811823526,0.1336774706840515,0.1455977996190389,0.23240864276885986,0.2004264791806539
ENSG00000127922,0.0,0.0,0.0,0.0,0.0,0.0,0.9365578293800354,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112695,0.0,0.0,0.0,0.0,0.0,0.0,0.877966292699178,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8905587633450825,0.0
ENSG00000125356,0.0,0.0,0.0,0.0,0.0,0.0,0.9008084734280905,0.0,0.9007486979166667,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0
ENSG00000165119,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9517973939577739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197756,0.058915106455485027,0.0551262100537618,0.008565608660380046,0.058661611874898274,0.09053598244984945,0.0651034394900004,0.14157018661499024,0.1356406768163045,0.017957305908203124,0.0007237712542215983,0.07044713099797567,0.040412294864654544,0.0,0.046161810557047524,0.06669799486796062,0.06455158392588298
ENSG00000159140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.9371265927950542,0.0,0.0,0.0
ENSG00000137154,0.6944317181905111,0.6418373743693034,0.0,0.6258782108624776,0.0,0.0,0.6,0.7380317171414693,0.0,0.0,0.6550562103589376,0.0,0.0,0.0,0.0,0.6431916038195292
ENSG00000135046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883637297153473,0.8666666666666667,0.8803749124209086,0.0,0.0,0.0
ENSG00000166562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145741,0.6210966348648072,0.6071972807248434,0.0,0.618237841129303,0.0,0.0,0.0,0.6227622429529825,0.6300132075945536,0.0,0.0,0.6,0.0,0.0,0.0,0.6131147861480712
ENSG00000116171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140988,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9631624102592469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142089,0.49851162830988566,0.0,0.0,0.0,0.5903071244557698,0.5610905369122823,0.5109266678492228,0.0,0.4666666666666667,0.4812058766682943,0.536292572816213,0.4981699109077454,0.0,0.5018918673197429,0.0,0.0
ENSG00000075624,0.33201664686203003,0.21270719369252522,0.0,0.29396171967188517,0.0,0.21959062019983927,0.0,0.2129459301630656,0.2,0.24926105340321858,0.3753418286641439,0.30854238669077555,0.320650056997935,0.24586636225382488,0.26893529494603474,0.27347299655278523
ENSG00000143742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000205352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135404,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8384301066398621,0.8507427930831909,0.8323348601659138,0.0,0.0,0.0,0.0,0.0
ENSG00000197253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9692235112190246,0.0,0.0,0.0,0.0
ENSG00000196126,0.7333333333333333,0.7417269984881083,0.0,0.8075910369555156,0.0,0.0,0.0,0.0,0.0,0.7738605856895446,0.0,0.7358111341794332,0.0,0.0,0.0,0.0
ENSG00000132002,0.0,0.0,0.0,0.0,0.0,0.8991597493489584,0.8666666666666667,0.0,0.9020280241966248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112306,0.05967155297597249,0.05444380839665731,0.001514271895090739,0.052346821626027426,0.05088128248850505,0.02518931229909261,0.2211565653483073,0.2071893533070882,0.12507638931274415,0.0,0.1363149126370748,0.026641400655110677,0.00141984224319458,0.03387863238652547,0.0376570463180542,0.07125309705734253
ENSG00000070756,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.8715376853942871,0.0,0.0,0.0,0.8742262522379557,0.0,0.0,0.0,0.0
ENSG00000110848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.9712788621584575
ENSG00000170421,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9355363527933757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204389,0.0,0.0,0.0,0.0,0.0,0.8764435569445292,0.0,0.0,0.8675573587417602,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113558,0.0,0.0,0.0,0.0,0.0,0.0,0.8858708739280701,0.8666666666666667,0.9031963189442952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182718,0.82016628185908,0.0,0.0,0.0,0.8526711622873943,0.0,0.8,0.0,0.8676893393198649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068697,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.887309730052948,0.0,0.9093515197436015,0.0,0.0,0.0,0.0,0.0
ENSG00000211896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111348,0.5379719734191895,0.0,0.0,0.5283794681231181,0.5397383173306783,0.0,0.0,0.4666666666666667,0.0,0.0,0.5389978766441346,0.5363439202308655,0.5543467164039612,0.49849604765574135,0.0,0.581638220945994
