,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Dendritic cell,Endothelial cell,Endothelial cell (APC),Enterocyte progenitor,Erythroid progenitor cell (RP high),Goblet cell,Macrophage,Mast cell,Monocyte,Neutrophil,Sinusoidal endothelial cell,Smooth muscle cell,T cell
ENSG00000143947,3.4795938,1.994044,0.0,0.0,3.622469,0.0,3.3099737,3.875517,0.0,0.0,4.0276327,0.0,0.0,0.0,0.0,3.2106566
ENSG00000243955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0053785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140264,3.2948744,3.1429856,2.6237786,3.1953697,3.2181082,3.050273,2.962493,3.010935,3.0774934,3.098471,3.6064687,3.2485309,2.9419856,3.1931264,3.1976187,3.166625
ENSG00000182117,2.4407964,0.0,0.0,0.0,0.0,0.0,0.0,2.6472259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211592,0.0,0.0,7.770927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197958,2.7862883,2.7735267,0.0,2.8367343,3.1493726,0.0,1.4542974,3.143074,2.8079755,0.0,0.0,2.6050076,0.0,0.0,2.915173,2.7777603
ENSG00000185499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149273,3.2874012,3.481628,2.7032104,3.2659423,3.2533014,3.1424592,3.1998758,4.1371937,2.8079755,0.0,3.1939101,3.105571,2.5040135,3.1178734,3.1976187,3.650971
ENSG00000019582,3.2948744,4.159277,0.0,5.254237,3.2181082,0.0,1.7870435,0.0,0.0,4.80718,0.0,3.1797805,0.0,0.0,0.0,0.0
ENSG00000109270,0.0,0.0,0.0,0.0,0.0,0.0,1.4676012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173812,3.5802836,3.1178734,2.8407748,3.206101,3.1158116,3.008223,1.8007152,3.0381875,3.1178734,2.8287072,1.2967399,3.634961,3.1137543,2.5843675,3.0502548,3.2973788
ENSG00000129562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983948,0.0,0.0,3.04753,0.0,0.0,0.0,0.0,0.0
ENSG00000167088,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.439853,0.0,0.0,1.4272748,0.0,0.0,0.0,0.0,0.0
ENSG00000122862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.131885,0.0,4.1472034,0.0,0.0,0.0
ENSG00000205581,0.0,0.0,0.0,0.0,0.0,0.0,2.9218986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174021,0.0,0.0,0.0,0.0,0.0,0.0,1.4676012,1.9965146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129559,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137818,3.9616964,3.1886563,2.9352024,3.1644506,2.915173,0.0,3.6430876,4.181084,0.0,0.0,3.5740352,3.0275393,3.0173192,0.0,0.0,3.446166
ENSG00000118680,0.0,0.0,0.0,0.0,0.0,0.0,2.962493,0.0,2.8079755,0.0,0.0,0.0,0.0,2.2448308,3.0755208,0.0
ENSG00000083845,0.0,0.0,0.0,0.0,0.0,0.0,2.9085948,3.2157474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168028,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,2.792017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132475,3.0794706,2.9284763,2.4350743,3.229691,2.915173,3.2100863,3.1998758,0.0,3.5859525,2.6576407,3.1550362,3.1953697,2.7935758,3.2066689,3.2580965,3.283688
ENSG00000100097,2.9368918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993494,3.0053785,0.0,0.0,3.2437847,0.0
ENSG00000269893,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7349663,0.0,0.0,0.0,0.0
ENSG00000233276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6896734,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167283,0.0,2.7309332,0.0,2.7117,0.0,0.0,1.4542974,0.9983948,0.0,0.0,0.0,2.487523,0.0,0.0,2.915173,2.823494
ENSG00000172757,3.3279712,3.0874224,0.0,3.0686498,3.1158116,2.674891,1.7870435,2.471116,2.7369895,2.360999,3.2690372,3.1753745,3.1086316,2.9402802,3.229691,3.3202283
ENSG00000177410,0.0,0.0,0.0,0.0,0.0,0.0,2.962493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184009,2.6700616,0.0,0.0,0.0,0.0,0.0,3.1998758,0.0,2.1065965,0.0,2.7240148,0.0,2.5515816,0.0,0.0,0.0
ENSG00000241468,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232112,2.960883,2.2822747,0.0,2.593492,0.0,2.138712,3.1998758,2.6983833,2.8079755,0.0,0.0,2.6601107,0.0,2.5992243,3.1976187,3.0426216
ENSG00000125743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.529261,0.0,0.0,1.2967399,0.0,0.0,0.0,0.0,0.0
ENSG00000204287,3.8099928,3.4176784,0.0,5.1197853,0.0,0.0,0.0,0.0,0.0,4.2464743,0.0,3.2181082,0.0,0.0,0.0,0.0
ENSG00000106153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2053306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130255,3.2948744,3.2973788,2.7176223,3.3151019,3.1493726,3.1903384,3.0553637,3.9421415,3.0053785,2.5957737,1.4272748,3.10761,2.1502078,3.1764739,3.0145464,3.3125494
ENSG00000156508,3.3758314,3.234365,2.4931047,3.2066689,3.2414207,3.1496215,2.9218986,3.9404817,3.0774934,0.0,3.0374813,3.2414207,2.8495548,0.0,0.0,3.2824523
ENSG00000155957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8079755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000203747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2152367,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177606,0.0,0.0,0.0,0.0,0.0,2.270595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171858,2.8971977,3.0874224,0.0,2.9352024,0.0,0.0,2.9218986,3.5958786,2.8079755,0.0,2.9749968,2.472983,0.0,2.2631438,0.0,3.0621524
ENSG00000108107,3.0145464,2.9020646,0.0,2.9028788,2.7189443,0.0,1.6010664,3.2449024,2.7369895,0.0,3.3094049,2.9201388,0.0,0.0,0.0,3.0492973
ENSG00000117318,0.0,0.0,0.0,0.0,3.1158116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0113676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127184,2.6700616,2.5866365,0.0,2.7143261,0.0,1.1076013,3.109262,2.6316135,3.1178734,0.0,0.0,0.0,0.0,2.5137157,0.0,2.8134875
ENSG00000173660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.471116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136810,0.0,0.0,0.0,0.0,0.0,0.0,1.4676012,2.935801,3.0774934,0.0,0.0,0.0,2.5040135,0.0,0.0,0.0
ENSG00000130770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0561578,0.0,0.0,0.0,0.0,0.0,0.0,2.9284763,0.0
ENSG00000086061,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9284763,0.0
ENSG00000101335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.917231,0.0
ENSG00000125868,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,2.7369895,0.0,0.0,0.0,0.0,0.0,3.9318256,0.0
ENSG00000154723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0561578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000245910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.844462,0.0,0.0,0.0,0.0,0.0
ENSG00000165949,0.0,0.0,0.0,0.0,3.9148202,3.4368176,0.0,0.0,0.0,2.7136722,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105640,3.2204132,3.1731794,2.526327,3.3240926,2.915173,3.0994902,2.9218986,3.7654262,3.0053785,0.0,2.7188191,3.0755208,0.0,2.8827543,3.3489397,3.2461548
ENSG00000204257,0.0,0.0,0.0,2.226565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1178734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000215030,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104529,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175899,0.0,0.0,0.0,0.0,2.915173,3.1179876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135390,0.0,0.0,0.0,0.0,0.0,0.0,1.5081956,2.471116,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122406,2.6852047,3.1472387,0.0,3.0062912,3.1493726,2.6449122,3.1998758,3.5007312,3.613646,0.0,0.0,2.6084962,0.0,1.6721102,2.915173,2.999922
ENSG00000100316,3.0994813,3.2677622,2.887543,3.2021327,2.9556878,3.1087961,3.5877585,3.9758315,3.613646,0.0,2.693469,2.8438175,0.0,3.0464292,3.2580965,3.2677622
ENSG00000144713,3.997759,3.761591,2.9436815,3.9000845,3.2923765,3.539049,3.772124,4.242501,3.747334,2.8899472,3.6619222,3.5893705,2.993598,3.3909585,3.5808492,3.8632565
ENSG00000198467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1976187,0.0
ENSG00000111341,0.0,0.0,0.0,0.0,3.5808492,3.3512669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109072,0.0,0.0,0.0,0.0,0.0,0.0,3.0664105,0.0,3.0053785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5737636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1689763,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1939101,0.0,0.0,0.0,0.0,0.0
ENSG00000167526,3.1886563,3.1579585,2.5215757,3.234365,2.7189443,3.104649,2.9757967,3.729395,2.7679136,2.2497756,0.0,3.0072045,0.0,2.9118779,3.190889,3.268978
ENSG00000197956,3.9583313,0.0,0.0,2.4865127,0.0,0.0,3.594718,3.5500422,3.673454,0.0,4.0668855,3.7907598,3.08299,0.0,3.1976187,2.4320016
ENSG00000198755,0.0,2.7336197,0.0,2.5809758,0.0,0.0,0.0,3.3928316,2.8079755,0.0,0.0,0.0,0.0,0.0,0.0,2.4315166
ENSG00000185201,0.0,0.0,0.0,0.0,0.0,3.1324677,0.0,0.0,0.0,0.0,0.0,2.429391,0.0,2.964363,2.915173,0.0
ENSG00000180879,0.0,0.0,3.6101398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000283458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9201388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196154,4.660719,0.0,0.0,3.001737,0.0,0.0,1.4676012,3.442302,0.0,0.0,4.0093474,4.311194,0.0,2.913524,0.0,3.352933
ENSG00000156411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187514,3.0994813,3.2580965,0.0,3.2324147,3.2923765,3.301156,0.0,3.681058,3.613646,2.7103868,3.0813315,3.083438,2.7244506,2.9926975,3.59452,3.421969
ENSG00000127922,0.0,0.0,0.0,0.0,0.0,0.0,2.9085948,0.0,2.7679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.144908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176907,0.0,0.0,0.0,0.0,0.0,0.0,1.5081956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112695,0.0,0.0,0.0,0.0,0.0,0.0,2.9218986,2.4266531,0.0,0.0,0.0,0.0,0.0,0.0,3.2580965,0.0
ENSG00000125356,0.0,0.0,0.0,0.0,0.0,0.0,2.9218986,0.0,2.9201388,0.0,1.4272748,0.0,0.0,0.0,0.0,0.0
ENSG00000165119,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,2.0113676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197756,3.2135153,3.1842077,2.6321208,3.2117991,3.3596034,3.2503219,3.574087,3.5495687,2.7679136,2.476471,3.2748396,3.0426197,2.449585,3.1035366,3.2580965,3.2473428
ENSG00000159140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3825824,0.0,0.0,2.5263276,0.0,0.0,0.0
ENSG00000137154,3.8078365,3.0689752,0.0,2.613173,0.0,0.0,1.5988094,4.4415836,0.0,0.0,3.2690372,0.0,0.0,0.0,0.0,3.0954795
ENSG00000135046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0915174,2.3888535,3.0072064,0.0,0.0,0.0
ENSG00000166562,0.0,0.0,2.2094057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145741,2.6700616,2.4465575,0.0,2.6393359,0.0,0.0,0.0,2.6843812,2.7369895,0.0,0.0,2.182429,0.0,0.0,0.0,2.5669842
ENSG00000116171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5011737,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197249,0.0,0.0,0.0,0.0,0.0,0.0,2.9757967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140988,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,2.6319084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085063,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142089,3.1493726,0.0,0.0,0.0,4.0545154,3.7846212,3.295239,0.0,2.1065965,2.6941612,3.5482452,3.1429856,0.0,3.1953697,0.0,0.0
ENSG00000075624,3.6828535,2.6026897,0.0,3.4342294,0.0,2.7039013,0.0,2.607851,2.1065965,3.0618289,3.9382896,3.5361168,3.6145287,3.0256717,3.2437847,3.28122
ENSG00000143742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000205352,2.4407964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135404,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,3.0053785,3.2533014,2.8240042,0.0,0.0,0.0,0.0,0.0
ENSG00000197253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6246977,0.0,0.0,0.0,0.0,0.0
ENSG00000102265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3220898,2.8638523,0.0,0.0,0.0,0.0
ENSG00000196126,2.8971977,3.1515117,0.0,4.4503407,0.0,0.0,0.0,0.0,0.0,3.786538,0.0,3.0090346,0.0,0.0,0.0,0.0
ENSG00000132002,0.0,0.0,0.0,0.0,0.0,2.837079,1.4542974,0.0,2.9201388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8079755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112306,3.3436532,3.3151019,2.6993206,3.3024082,3.2923765,3.064896,4.1674604,4.094041,3.673454,2.6399403,3.7299805,3.083438,2.6973882,3.1579585,3.190889,3.4021425
ENSG00000070756,0.0,0.0,0.0,2.4427147,0.0,0.0,0.0,2.6352608,0.0,0.0,0.0,2.6915927,0.0,0.0,0.0,0.0
ENSG00000110848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2967399,0.0,0.0,0.0,0.0,3.009955
ENSG00000170421,0.0,0.0,0.0,0.0,0.0,0.0,2.9757967,0.0,3.0774934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204389,0.0,0.0,0.0,0.0,0.0,2.9669824,0.0,0.0,2.7679136,2.7309332,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113558,0.0,0.0,0.0,0.0,0.0,0.0,2.9085948,2.070736,3.4291608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182718,2.2954166,0.0,0.0,0.0,3.2204132,0.0,1.6010664,0.0,3.5859525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8028677,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068697,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,2.1065965,0.0,2.6188297,0.0,0.0,0.0,0.0,0.0
ENSG00000211896,0.0,0.0,2.9488075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0129728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111348,2.8971977,0.0,0.0,2.7077725,2.915173,0.0,0.0,0.9983948,0.0,0.0,2.9085855,2.8732533,3.0275412,1.9105867,0.0,3.2250404
ENSG00000172115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0129728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.380161,1.3220898,2.6738229,0.0,0.0,0.0,0.0
ENSG00000156467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6536462,3.0053785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197728,3.1387522,2.7336197,2.5488553,2.8935657,3.1345382,0.0,2.9085948,3.4437978,2.7679136,2.459668,0.0,2.8242235,2.5311246,2.816801,0.0,3.2032652
ENSG00000149131,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9965146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000257698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135480,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8079755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164825,0.0,0.0,0.0,0.0,0.0,0.0,4.4673996,0.0,3.4704947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131143,2.4407964,0.0,0.0,0.0,0.0,0.0,3.3099737,2.5611975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142676,3.4335034,3.6942573,2.7595606,3.5505195,3.2923765,3.1266901,3.574087,3.6588955,2.9201388,2.8134813,2.8629591,3.3176615,2.8503199,3.1786768,3.190889,3.372457
ENSG00000134873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000263961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7493646,0.0,0.0,0.0,0.0,0.0
ENSG00000163739,0.0,0.0,0.0,0.0,0.0,0.0,1.8007152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.470416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0110927,2.7679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189043,0.0,2.0592318,0.0,2.2388396,0.0,1.1086937,3.0686674,2.5611975,2.9201388,2.4860075,0.0,0.0,0.0,2.5074797,3.59452,0.0
ENSG00000042493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1139412,0.0,0.0,0.0,0.0,0.0
ENSG00000162244,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,2.638023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130755,3.1709895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7493646,2.8654125,2.7770557,0.0,0.0,2.6345491
