cluster,count
Sinusoidal endothelial cell,3847
Macrophage,2018
Dendritic cell,1816
T cell,922
B cell (Plasmocyte),707
Monocyte,583
Neutrophil,364
Endothelial cell (APC),116
B cell,81
Antigen presenting cell (RPS high),33
Erythroid progenitor cell (RP high),20
Endothelial cell,15
Smooth muscle cell,15
Mast cell,10
Goblet cell,7
Enterocyte progenitor,6
