clusterName,gene
NK Proliferating,ENSG00000150045
NK Proliferating,ENSG00000115523
NK Proliferating,ENSG00000148773
NK,ENSG00000159674
NK,ENSG00000137441
NK,ENSG00000150045
NK CD56high,ENSG00000134545
NK CD56high,ENSG00000143185
NK CD56high,ENSG00000150045
CD8 Tissue Resident Memory,ENSG00000113088
CD8 Tissue Resident Memory,ENSG00000111796
CD8 Tissue Resident Memory,ENSG00000168685
CD8 Central Memory,ENSG00000172116
CD8 Central Memory,ENSG00000168685
CD8 Central Memory,ENSG00000271503
CD8 Effector Memory 1,ENSG00000153563
CD8 Effector Memory 1,ENSG00000113088
CD8 Effector Memory 1,ENSG00000275302
CD8 Effector Memory 2,ENSG00000100450
CD8 Effector Memory 2,ENSG00000160654
T Proliferating,ENSG00000169715
T Proliferating,ENSG00000186810
T Proliferating,ENSG00000113088
T Proliferating,ENSG00000167286
CD4 Regulatory,ENSG00000139193
CD4 Regulatory,ENSG00000116824
CD4 Regulatory,ENSG00000150093
CD4 Regulatory,ENSG00000172183
CD4 Central Memory,ENSG00000168685
CD4 Central Memory,ENSG00000118503
CD4 Central Memory,ENSG00000213145
CD4 Effector Memory,ENSG00000069667
CD4 Effector Memory,ENSG00000168685
CD4 Effector Memory,ENSG00000111796
CD4 Naive,ENSG00000173762
CD4 Naive,ENSG00000142546
CD8 Naive,ENSG00000172116
CD8 Naive,ENSG00000139193
CD8 Naive,ENSG00000173762
Cycling Progenitor,ENSG00000237819
Cycling Progenitor,ENSG00000092621
Cycling Progenitor,ENSG00000110492
Cycling Progenitor,ENSG00000119535
Early GMP,ENSG00000237819
Early GMP,ENSG00000136997
Early GMP,ENSG00000005381
LMPP,ENSG00000174059
LMPP,ENSG00000119535
LMPP,ENSG00000095932
LMPP,ENSG00000226777
HSC,ENSG00000145708
HSC,ENSG00000120885
MPP-MyLy,ENSG00000145708
MPP-MyLy,ENSG00000119535
MPP-MyLy,ENSG00000226777
MPP-MkEry,ENSG00000181722
MPP-MkEry,ENSG00000145708
MPP-MkEry,ENSG00000170891
MEP,ENSG00000103381
MEP,ENSG00000233968
cDC2,ENSG00000132514
cDC2,ENSG00000158481
Pre-cDC,ENSG00000140749
Pre-cDC,ENSG00000179639
Pre-cDC,ENSG00000148773
Early ProMono,ENSG00000143546
Early ProMono,ENSG00000172232
Early ProMono,ENSG00000197561
Early ProMono,ENSG00000163220
Late ProMono,ENSG00000104918
Late ProMono,ENSG00000163221
Late ProMono,ENSG00000143546
Late ProMono,ENSG00000163220
CD14 Mono,ENSG00000163221
CD14 Mono,ENSG00000197249
Megakaryocyte Precursor,ENSG00000166091
Megakaryocyte Precursor,ENSG00000174175
Megakaryocyte,ENSG00000111644
Stromal,ENSG00000107562
Small Pre-B,ENSG00000137265
Small Pre-B,ENSG00000110987
Large Pre-B,ENSG00000100721
Large Pre-B,ENSG00000272398
Large Pre-B,ENSG00000107438
Pro-B Cycling,ENSG00000131016
Pro-B Cycling,ENSG00000276043
Pre-ProB,ENSG00000018510
Pre-ProB,ENSG00000161544
Pre-ProB,ENSG00000095585
Pro-B VDJ,ENSG00000172995
Pro-B VDJ,ENSG00000131016
CLP,ENSG00000132465
CLP,ENSG00000107447
CLP,ENSG00000169575
MLP,ENSG00000107447
MLP,ENSG00000226777
CFU-E,ENSG00000184371
CFU-E,ENSG00000130208
BFU-E,ENSG00000168734
BFU-E,ENSG00000119865
BFU-E,ENSG00000125538
EoBasoMast Precursor,ENSG00000105205
GMP-Cycle,ENSG00000197561
GMP-Cycle,ENSG00000149516
GMP-Cycle,ENSG00000005381
GMP-Neut,ENSG00000197561
GMP-Neut,ENSG00000172232
GMP-Mono,ENSG00000196415
GMP-Mono,ENSG00000149516
GMP-Mono,ENSG00000005381
Orthochromatic Erythroblast,ENSG00000204010
Orthochromatic Erythroblast,ENSG00000158578
Polychromatic Erythroblast,ENSG00000206177
Polychromatic Erythroblast,ENSG00000170180
Polychromatic Erythroblast,ENSG00000136929
Basophilic Erythroblast,ENSG00000168754
Basophilic Erythroblast,ENSG00000206177
Basophilic Erythroblast,ENSG00000158578
Basophilic Erythroblast,ENSG00000170180
Pro-Erythroblast,ENSG00000168754
Pro-Erythroblast,ENSG00000119888
Pro-Erythroblast,ENSG00000055118
Pro-Erythroblast,ENSG00000130208
MLP-II,ENSG00000132744
Pre-pDC,ENSG00000120280
Pre-pDC,ENSG00000124813
Pre-pDC,ENSG00000182557
Pre-pDC,ENSG00000095585
Pre-pDC,ENSG00000140968
Pre-pDC Cycling,ENSG00000100600
Pre-pDC Cycling,ENSG00000178999
Pre-pDC Cycling,ENSG00000269404
pDC,ENSG00000239961
pDC,ENSG00000132386
ASDC,ENSG00000167601
ASDC,ENSG00000239961
Immature B,ENSG00000211898
Immature B,ENSG00000156738
Immature B,ENSG00000100721
Mature B,ENSG00000156738
Mature B,ENSG00000105369
Plasma Cell,ENSG00000048462
Plasma Cell,ENSG00000240505
CD16 Mono,ENSG00000197249
CD16 Mono,ENSG00000203747
cDC1,ENSG00000131203
cDC1,ENSG00000123685
