software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
4.1,author_cell_type,EC cells (TAC1+),42,0.7547169811320755,1.0,0.3809523809523809,113140,0,26,16,2,"['ENSG00000129167', 'ENSG00000036565']","['ENSG00000129167', 'ENSG00000036565', 'ENSG00000134193', 'ENSG00000177984', 'ENSG00000128536', 'ENSG00000175426', 'ENSG00000163497', 'ENSG00000163499', 'ENSG00000171951', 'ENSG00000100604']",1.0
4.1,author_cell_type,L cells (PYY+),33,0.8064516129032258,1.0,0.4545454545454545,113149,0,18,15,2,"['ENSG00000115263', 'ENSG00000131096']","['ENSG00000125820', 'ENSG00000115263', 'ENSG00000178473', 'ENSG00000131096', 'ENSG00000141837', 'ENSG00000163497', 'ENSG00000006468', 'ENSG00000176840', 'ENSG00000163499', 'ENSG00000166922']",0.4275501370429992
4.1,author_cell_type,N cells (NTS+),5,0.8823529411764706,1.0,0.6,113177,0,2,3,2,"['ENSG00000172410', 'ENSG00000159708']","['ENSG00000172410', 'ENSG00000125780', 'ENSG00000159708', 'ENSG00000088386', 'ENSG00000128564', 'ENSG00000171450', 'ENSG00000173404', 'ENSG00000178473', 'ENSG00000011347', 'ENSG00000016082']",1.0
4.1,author_cell_type,EECs,14,0.7352941176470589,1.0,0.3571428571428571,113168,0,9,5,2,"['ENSG00000164638', 'ENSG00000169213']","['ENSG00000135596', 'ENSG00000181555', 'ENSG00000164638', 'ENSG00000169213', 'ENSG00000145198', 'ENSG00000153956', 'ENSG00000080298', 'ENSG00000153201', 'ENSG00000141837', 'ENSG00000162992']",0.4821138978004455
4.1,author_cell_type,Tuft,569,0.9090909090909092,0.9371196754563894,0.81195079086116,112582,31,107,462,1,['ENSG00000152292'],"['ENSG00000152292', 'ENSG00000183476', 'ENSG00000070985', 'ENSG00000152229', 'ENSG00000135407', 'ENSG00000095303', 'ENSG00000102010', 'ENSG00000169435', 'ENSG00000101336', 'ENSG00000160862']",1.0
4.1,author_cell_type,Enterocyte,9649,0.8885395698097844,0.909269760444393,0.8142812726707431,102749,784,1792,7857,1,['ENSG00000114113'],"['ENSG00000114113', 'ENSG00000138823', 'ENSG00000110244', 'ENSG00000154646', 'ENSG00000168955', 'ENSG00000118137', 'ENSG00000084674', 'ENSG00000196549', 'ENSG00000100170', 'ENSG00000090402']",1.0
4.1,author_cell_type,Naive B,517,0.8182877111240536,0.9366666666666666,0.5435203094777563,112646,19,236,281,2,"['ENSG00000104921', 'ENSG00000100721']","['ENSG00000104921', 'ENSG00000167483', 'ENSG00000211899', 'ENSG00000137101', 'ENSG00000247982', 'ENSG00000100721', 'ENSG00000012124', 'ENSG00000188404', 'ENSG00000007312', 'ENSG00000156738']",0.7280740737915039
4.1,author_cell_type,Memory B,1039,0.615539858728557,0.6230847803881512,0.5871029836381135,111774,369,429,610,2,"['ENSG00000153064', 'ENSG00000156738']","['ENSG00000159958', 'ENSG00000136573', 'ENSG00000153064', 'ENSG00000156738', 'ENSG00000128218', 'ENSG00000007312', 'ENSG00000177455', 'ENSG00000112149', 'ENSG00000105369', 'ENSG00000211895']",0.4025841653347015
4.1,author_cell_type,Cycling B cell,178,0.7490636704119851,0.898876404494382,0.449438202247191,112995,9,98,80,2,"['ENSG00000127074', 'ENSG00000110987']","['ENSG00000127074', 'ENSG00000180263', 'ENSG00000140398', 'ENSG00000110987', 'ENSG00000136237', 'ENSG00000196092', 'ENSG00000012124', 'ENSG00000100721', 'ENSG00000118308', 'ENSG00000176788']",1.0
4.1,author_cell_type,IgG plasma cell,422,0.7574679943100996,0.8658536585365854,0.504739336492891,112727,33,209,213,2,"['ENSG00000211897', 'ENSG00000211893']","['ENSG00000211897', 'ENSG00000211893', 'ENSG00000211892', 'ENSG00000211896', 'ENSG00000099958', 'ENSG00000211677', 'ENSG00000170476', 'ENSG00000132465', 'ENSG00000211890', 'ENSG00000139193']",1.0
4.1,author_cell_type,IgA plasma cell,14494,0.8722588188325207,0.8795830337886412,0.8441424037532772,97013,1675,2259,12235,1,['ENSG00000211890'],"['ENSG00000239951', 'ENSG00000243466', 'ENSG00000211890', 'ENSG00000211677', 'ENSG00000099958', 'ENSG00000249096', 'ENSG00000048462', 'ENSG00000254709', 'ENSG00000170476', 'ENSG00000132465']",0.5302363038063049
4.1,author_cell_type,LEC4 (STAB2+),5,0.7692307692307693,1.0,0.4,113177,0,3,2,2,"['ENSG00000144668', 'ENSG00000102271']","['ENSG00000144668', 'ENSG00000186654', 'ENSG00000102271', 'ENSG00000071242', 'ENSG00000113649', 'ENSG00000120549', 'ENSG00000152894', 'ENSG00000011295', 'ENSG00000160058', 'ENSG00000109501']",1.0
