author_cell_type,mean,std,median,count,q1,q3,f_score
Stromal 1 (ADAMDEC1+),-0.1018899672739394,0.35438680340101447,-0.001398902,165,-0.31743553,0.21716999,0.2752293577981651
Enterocyte,-0.09922419565431254,0.3018093535299732,-0.019154169,9649,-0.3484445,0.15975563,0.8885395698097844
Transitional Stromal 3 (C3+),-0.09676980992786421,0.2621680946324404,-0.0356940875,3638,-0.2408703,0.132645115,0.9168606788383776
LEC6 (ADAMTS4+),-0.10935301029464213,0.24914023241455652,-0.049491752,489,-0.22027466,0.08514741,0.6852886405959032
SELL+ CD4 T,-0.09241991146852459,0.27300283265386827,-0.0582161,305,-0.3612042,0.18430562,0.3245686113393591
TRGV2 gdT,-0.09364731582575697,0.20415839586035206,-0.0714562945,502,-0.230879965,0.0656007025,0.5572998430141287
TRGV5/7 gdT,-0.10543321246800724,0.2648160979215956,-0.0786307275,552,-0.34842642999999995,0.13798475,0.6288343558282209
BEST2+ Goblet cell,-0.11488695912576423,0.14501354389573612,-0.08805248,3007,-0.131108595,-0.025704303499999998,0.6826434277414669
LYVE1+ Macrophage,-0.16190293531714284,0.16995087326472658,-0.12203816,420,-0.21331718249999998,-0.035839424,0.662020905923345
Treg,-0.15781510202727272,0.12254132935865637,-0.15168281,198,-0.215486375,-0.093121921,0.6081081081081081
TA,-0.15574780417861658,0.2143985600616507,-0.15483502,43485,-0.28378373,0.0024754168,0.8572541394073927
Cycling B cell,-0.1729307851598427,0.2223711723404232,-0.18683096,178,-0.37416218749999997,0.04414125325,0.7490636704119851
cDC2,-0.21310765047578617,0.20191565566986505,-0.22511645,318,-0.3593181575,-0.07137866000000001,0.4154518950437317
venous capillary,-0.26384121085714285,0.16679306042815972,-0.23813024,7,-0.331696745,-0.163638963,0.6521739130434783
Stem cells,-0.24544150222321917,0.23700338130098192,-0.25311003,1022,-0.43291797,-0.0473192915,0.754041570438799
gdT,-0.23713920319653295,0.2376079143435663,-0.25543675,1047,-0.421206635,-0.0374961755,0.5449169248099127
Stromal 2 (NPY+),-0.38704566369911503,0.25608098026289494,-0.281163305,226,-0.390419635,-0.2377181025,0.7272727272727273
Microfold cell,-0.33138703855172413,0.17173287969779252,-0.30937397,348,-0.433493285,-0.18601985,0.3225806451612903
NK cell,-0.34564841534246576,0.1521773845848032,-0.3242014,73,-0.46922666,-0.20091249,0.5990783410138248
Mast cell,-0.4599905795364238,0.243218922008511,-0.32636663,151,-0.7894131,-0.27868555,0.9568345323741008
CX3CR1+ CD8 Tmem,-0.32630743052054795,0.1866477425847788,-0.33730492,73,-0.47434607,-0.19645742,0.6852791878172588
LEC1 (ACKR4+),-0.3472244979304124,0.16271221454229048,-0.370241805,194,-0.458894415,-0.217632235,0.7244897959183674
CD8 Tmem,-0.3885314334764398,0.13107711987297346,-0.37494934,191,-0.45801976,-0.295120675,0.5764966740576497
Activated CD8 T,-0.36615315996985814,0.1599778687023211,-0.3884801,2256,-0.4650741975,-0.24022452,0.6076043737574552
Th17,-0.49284078214285715,0.11837607706796811,-0.54073656,14,-0.5843761749999999,-0.3985994275,0.4545454545454545
Lymphoid DC,-0.5666864687500001,0.20271523604271532,-0.57210235,24,-0.635928125,-0.46457666,0.5833333333333334
EECs,-0.7138479621428572,0.15023386284455312,-0.7016801500000001,14,-0.835450025,-0.59937375,0.7352941176470589
EC cells (TAC1+),-0.6943330754761904,0.17672583340514614,-0.744624975,42,-0.8344964874999999,-0.6316407749999999,0.7547169811320755
N cells (NTS+),-0.708267836,0.2359720983509963,-0.76554406,5,-0.8799212,-0.678472,0.8823529411764706
L cells (PYY+),-0.7480213984848485,0.1553726617501907,-0.79217595,33,-0.8836833,-0.65671766,0.8064516129032258
Stromal 3 (C7+),-0.8003640659537572,0.13112191032190568,-0.8287491,173,-0.9094435,-0.70687467,0.5690072639225182
T reticular,-0.8303660249056604,0.11005304428270508,-0.86695576,53,-0.92860866,-0.7290843,0.7961783439490446
