author_cell_type,mean,std,median,count,q1,q3,f_score
Mesothelium (PRG4+),0.9188706716,0.030976074244710976,0.93078154,25,0.91346747,0.93911093,0.9047619047619048
Adult Glia,0.7340069548,0.3529930198993924,0.8335551,275,0.7947209,0.8454042850000001,0.873269435569755
Paneth,0.5638930900444896,0.2690125631655764,0.6671952,2655,0.57787885,0.6942675300000001,0.927706705589422
Tuft,0.46727588514411245,0.3964509866608405,0.624621,569,0.5587493,0.65464586,0.9090909090909092
myofibroblast (RSPO2+),0.43752839640350877,0.29738916556664735,0.56247817,114,0.406213555,0.596717455,0.8507853403141361
Contractile pericyte (PLN+),0.46330852441828796,0.2022217103214595,0.540632755,1028,0.4085744325,0.5871118750000001,0.8459902794653706
Stromal 1 (CCL11+),0.4113602831561955,0.27583483921244656,0.50531715,573,0.39598134,0.57707,0.8112909593367549
cycling EC,0.3857467976,0.23566103203014982,0.4810159,5,0.4496143,0.51204044,0.5882352941176471
Naive B,0.35788076742553193,0.24273972118941808,0.44886753,517,0.2860104,0.5299552,0.8182877111240536
I cells (CCK+),0.40338235833333336,0.1974022118491506,0.43839297,6,0.2857905725,0.5664679525,0.9615384615384616
BEST4+ epithelial,0.27784215642094534,0.3298996283517444,0.41337148999999995,3822,0.16328171,0.5182307475,0.8780224233418884
myofibroblast,0.30452798371428574,0.27911469771957,0.39641732,126,0.2131678625,0.5188649875,0.8948339483394834
cDC1,0.3251608715,0.23230354426466615,0.38660279,56,0.31094851,0.4680023975,0.75
D cells (SST+),0.062639698,0.45535041594378595,0.38273293,5,-0.39884847,0.39736098,1.0
Monocytes,0.20838955899390244,0.30658712931191184,0.35902521,164,-0.02549220125,0.46177572499999997,0.819672131147541
LEC4 (STAB2+),0.25530800600000003,0.258462756678801,0.33640853,5,0.2859064,0.38894436,0.7692307692307693
Mature venous EC,0.09789790773012551,0.4036252878763661,0.33109584,1673,-0.23892035,0.40638363,0.9267376330619912
LEC5 (CLDN11+),0.17183062257446807,0.2635476251153957,0.32501838,47,0.005232486,0.36769047,0.5063291139240507
ILC3,0.17289530273990383,0.33582822359656983,0.314465025,208,0.025314176,0.41609739,0.5921052631578947
MAIT cell,0.22481291926041666,0.2409119258234092,0.31419492,48,0.08302089,0.41914114,0.7196969696969697
TRGV4 gdT,0.20076549719252135,0.2471666114882656,0.27068811000000004,468,0.06208442225,0.400661065,0.6534090909090909
arterial capillary,0.08095552746059224,0.36378369957774553,0.23158841,439,-0.1564053,0.365387455,0.6659939455095862
Mature arterial EC,-0.051186247124673206,0.4118108622963527,0.173397055,1224,-0.45484421999999997,0.286875185,0.6683526011560693
Pericyte,0.09158911179333333,0.22102484394751132,0.14251971,45,0.08984429,0.22131126,0.6451612903225806
Memory B,-0.028679971551116457,0.25974608674754934,0.10203461,1039,-0.25559511999999995,0.186381725,0.615539858728557
Goblet cell,0.01839046832446352,0.19560760776947228,0.09109466,699,0.0395218395,0.122112767,0.3946227233304423
LEC3 (ADGRG3+),-0.061624104416666665,0.28898295819904624,0.081919067,198,-0.253088325,0.156125135,0.6561679790026247
Macrophages,0.04259509738742947,0.20335913433966535,0.080109343,638,-0.037560583499999994,0.2046634925,0.751101321585903
IgG plasma cell,0.037440621142180094,0.12346072794569982,0.06703793,422,-0.02815918825,0.12926907999999998,0.7574679943100996
Activated CD4 T,-0.006317327722645503,0.19921044005541275,0.046080787,567,-0.12448264,0.156760065,0.5348460291734197
Colonocyte,-0.010515714450980032,0.24788463908443592,0.020852925,11969,-0.19881544,0.1844417,0.7125099884577821
IgA plasma cell,0.014003388942526701,0.13272486563099356,0.020312644499999997,14494,-0.1022315275,0.1429519775,0.8722588188325207
mLN Stroma (FMO2+),-0.04281975067054263,0.3164635106251446,0.0153787015,129,-0.15816496,0.21999024,0.5042016806722689
SELL+ CD8 T,-0.027584529923076924,0.1805801517371923,0.004815565000000001,78,-0.1505831125,0.12377004999999999,0.6565656565656566
