clusterName,gene
PT,ENSG00000158296
PT,ENSG00000148942
ICA,ENSG00000147606
ICA,ENSG00000144227
ICB,ENSG00000091137
PODO,ENSG00000139304
PODO,ENSG00000153246
MES,ENSG00000249669
MES,ENSG00000172572
FIB,ENSG00000145675
FIB,ENSG00000165966
ENDO,ENSG00000127329
LEUK,ENSG00000185811
PEC,ENSG00000128918
PEC,ENSG00000229981
PT_VCAM1,ENSG00000187323
PC,ENSG00000167580
PC,ENSG00000112319
CNT,ENSG00000251504
CNT,ENSG00000091129
DCT2,ENSG00000235885
DCT2,ENSG00000143341
DCT2,ENSG00000119121
DCT1,ENSG00000092439
DCT1,ENSG00000148842
TAL,ENSG00000074803
