cluster,count
respiratory tract epithelial cell,13707
glandular secretory epithelial cell,5310
respiratory basal cell,5004
respiratory tract multiciliated cell,4462
nasal mucosa goblet cell,2814
club cell,2000
keratinizing barrier epithelial cell,820
ionocyte,341
T cell,214
professional antigen presenting cell,84
keratinocyte,77
