,T cell,club cell,glandular secretory epithelial cell,ionocyte,keratinizing barrier epithelial cell,keratinocyte,nasal mucosa goblet cell,professional antigen presenting cell,respiratory basal cell,respiratory tract epithelial cell,respiratory tract multiciliated cell
CNN3,0.0,0.0,0.0,0.9873943374240554,0.9,0.0,0.0,0.0,0.0,0.0,0.0
CFAP276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ELAPOR1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LAMTOR5,0.0,0.3816414563623172,0.2697350566284232,0.29070432112828565,0.2,0.0,0.316898341092651,0.20806144967169876,0.22598495087395762,0.34608632660943434,0.2513867113714154
CIMAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ATP5PB,0.0,0.31627476205441163,0.2654802494157957,0.41827231853655045,0.2,0.0,0.2509766673435217,0.24803181626121268,0.3948012539396269,0.2808186267994889,0.29148886812684266
CSDE1,0.0,0.3190106318191237,0.3262690912628382,0.42241444209362433,0.3318100597344982,0.0,0.3,0.0,0.3619175269449705,0.30530172197769617,0.30960572671842573
ATP1A1,0.23222056992905662,0.2852368276856194,0.343836266938213,0.509258944855908,0.2,0.0,0.23392979684125273,0.0,0.33751879537161644,0.29815095450407986,0.2856294011174716
CD2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM8A,0.11395777500627839,0.2350703107714977,0.18366954039295744,0.11716812257092168,0.3087627709602887,0.0,0.1,0.14479962633309312,0.279039466905615,0.1803639494113137,0.13902278956751823
TXNIP,0.44415339157332934,0.2816678842752759,0.3239114018164543,0.3276974532103829,0.0,0.0,0.2604106260092902,0.2,0.43565533021851516,0.32129363580264797,0.2876308061769312
APH1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MRPS21,0.0,0.41924847784935737,0.4125051788362736,0.5198711800611334,0.0,0.0,0.40321747372985595,0.0,0.47938951562283494,0.4,0.5894795135673189
MCL1,0.4468837367863639,0.5122599416120764,0.0,0.0,0.47221653158812843,0.0,0.42337881662275245,0.49524160190639555,0.5042355847671908,0.4,0.0
ENSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CTSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9274335487507525,0.0,0.0,0.9
SELENBP1,0.0,0.9180772196435163,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
S100A10,0.16412286728163303,0.20400936671515746,0.21313717035844154,0.12896599304444617,0.4490424222124352,0.0,0.1,0.1682145432183834,0.27388485972257043,0.18041044337423012,0.2889796208340239
S100A11,0.1,0.19907116125586438,0.20308642207721883,0.1219370224228216,0.2922559487760818,0.0,0.14883197726392985,0.13686578631288746,0.21937418290735994,0.2008801313816257,0.22569285613698273
SPRR3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRR2A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,0.0,0.0,0.8505624832726898,0.0,0.9429531784061206,0.0,0.0,0.0,0.8,0.0,0.0
S100A8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A6,0.1,0.17192908372001278,0.1728389364266095,0.1604970197739332,0.1733583928483884,0.0,0.1754520363676358,0.10114962486870256,0.15003035388355962,0.1841281925916094,0.1679319919532983
S100A4,0.1834634109867975,0.26384333862418197,0.2384179888888207,0.11658196406167773,0.3310732493210713,0.0,0.1596474721598678,0.1307637791934786,0.10039877352156334,0.23688672151576345,0.1
S100A2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9832192297762703,0.0,0.0
S100A16,0.0,0.5,0.5011670108399754,0.0,0.657860184489077,0.0,0.5166554985601126,0.0,0.5293323804919468,0.524234696059865,0.0
S100A14,0.0,0.5224047949728318,0.5,0.0,0.5390671725081583,0.0,0.6043747522093543,0.0,0.50134938948042,0.5367998172620077,0.0
S100A13,0.0,0.4483088318496538,0.3799003294374731,0.30595831713896704,0.33928987252162274,0.0,0.44167975371885737,0.0,0.3,0.41248810985686035,0.34404135708075473
JTB,0.20076253378951478,0.3329254510591256,0.2488637011336067,0.22127084225332988,0.13483763879742944,0.0,0.4316541582913261,0.1,0.20409603721256836,0.30395728294620994,0.27142598189421063
RAB13,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9539274198283019,0.0,0.0
RPS27,0.281392035351565,0.14060108602399063,0.12663053754169126,0.13532124016724403,0.1,0.0,0.17321583970424684,0.22452633683019457,0.18210571766524006,0.1326404149639761,0.1155596782076076
TPM3,0.5203809739857103,0.22417781183274674,0.23730985982318664,0.0,0.3546448117567952,0.0,0.2,0.4949398659969786,0.2663255040319096,0.2132905716805426,0.21269068036392533
EFNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DPM3,0.0,0.0,0.0,0.8775842504885096,0.0,0.0,0.8,0.0,0.0,0.0,0.8218426081866073
KRTCAP2,0.21795139280770304,0.22051781265469508,0.22633784950482286,0.20157563098858672,0.1,0.0,0.20637343111323742,0.10561543430917131,0.16541652987743452,0.19868531219695001,0.18684948596255585
MUC1,0.0,0.42075359393124734,0.4960765653503422,0.35980708860868654,0.41020213138759376,0.0,0.35386978810040515,0.0,0.3,0.44854756945920216,0.3518632288304135
FDPS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR2,0.4359017709971294,0.32280582554232373,0.3,0.33542144021869136,0.0,0.0,0.44914399810148237,0.530668590577862,0.3474378186989763,0.31729167961987365,0.0
RAB25,0.0,0.6421320493150058,0.6118411984739491,0.0,0.0,0.0,0.6,0.0,0.6129912181942878,0.6428047300275523,0.0
LMNA,0.0,0.3988566237750234,0.3951851382359204,0.324747299009257,0.4729596674291366,0.0,0.3,0.0,0.573811766816356,0.3821302745626688,0.3364383063257651
NAXE,0.0,0.9,0.0,0.9560150400566878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP23,0.0,0.7,0.7207202806886386,0.8110446960039038,0.0,0.0,0.0,0.0,0.7405553758603287,0.0,0.0
CFAP45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TAGLN2,0.13677502293199467,0.15336284255491303,0.1252210845602231,0.11198535079198665,0.1,0.0,0.1357351878572181,0.2717222463596355,0.1962743480303614,0.15151635983518785,0.22749404392376124
TSTD1,0.0,0.4161523413505358,0.43965920094536964,0.5158149835131913,0.0,0.0,0.4182221921268215,0.0,0.4,0.40779870057574963,0.6060279361459604
NECTIN4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PFDN2,0.0,0.0,0.0,0.9648251911282066,0.0,0.0,0.0,0.0,0.9,0.0,0.0
UFC1,0.0,0.6,0.0,0.0,0.6444543647361008,0.0,0.6859759775964781,0.0,0.6073223906783654,0.0,0.8663422368681972
NDUFS2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SDHC,0.0,0.5846862785066834,0.0,0.6462515229356018,0.0,0.0,0.5343895447392739,0.0,0.6139040312882162,0.5,0.5552767766814937
CFAP126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PBX1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST3,0.0,0.4368118634270412,0.41105618590934334,0.5669403150943712,0.0,0.0,0.41273595555005727,0.0,0.4622259135305532,0.4,0.5631125705388559
TMCO1,0.0,0.4357788750617728,0.4376611274821299,0.3978595347651341,0.3,0.0,0.4299404338087548,0.0,0.3647713657036492,0.3590882973157088,0.3627010410717414
MPC2,0.0,0.6507257948073841,0.6,0.7470396881828874,0.0,0.0,0.6117370041084528,0.0,0.0,0.0,0.7666926651912261
ATP1B1,0.0,0.36309954955818363,0.4053351595146085,0.46161313474412624,0.38410473541309187,0.0,0.3,0.0,0.3174902627359377,0.3632573231527017,0.32018894107934964
FMO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PRRC2C,0.44830783494447674,0.400167940032094,0.3547895435046652,0.31078028886892095,0.4877715809605494,0.0,0.0,0.0,0.39345812189912593,0.33767005625237373,0.3
PRDX6,0.1432208387246742,0.26912222778657496,0.2068428768474717,0.27145042050123047,0.1,0.0,0.17901446681649955,0.1732673066731572,0.21643845250173394,0.2148805496342579,0.21049795581346925
QSOX1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GLUL,0.0,0.3227670131115631,0.33386243886804684,0.21368704686127865,0.2,0.0,0.20757359158662098,0.23409240793518826,0.43363665027386056,0.3698642670990672,0.2891580247596418
ARPC5,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9710530549370388,0.0,0.0,0.0
NIBAN1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PTPRC,0.948678700851171,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
ELF3,0.0,0.3766387816131541,0.3447927352249236,0.3,0.42858794900408254,0.0,0.3140266348302718,0.0,0.3429182854150993,0.35479179004409384,0.3319402617863104
PPP1R12B,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5B,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9298262452978999,0.0,0.0
SNRPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NUCKS1,0.0,0.44964662465676924,0.4,0.5697543635552955,0.0,0.0,0.4126082684052628,0.0,0.5553075481911296,0.4019297184509326,0.4953875113070835
PIGR,0.0,0.5541053137276386,0.5961420223666076,0.5,0.0,0.0,0.6158140338571025,0.0,0.0,0.552676198062497,0.5277893709186505
CD55,0.0,0.5164406490859934,0.5038683963411021,0.30391265447754584,0.4332737496588427,0.0,0.45897996150476467,0.0,0.3,0.4958846310659351,0.34085229367327363
CD46,0.0,0.0,0.7325864127442595,0.8188946180849612,0.8088579580600571,0.0,0.0,0.0,0.0,0.0,0.7
LAMB3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NENF,0.0,0.5225639847260506,0.6031069975808616,0.6251460686262211,0.0,0.0,0.5179091503689268,0.0,0.5,0.5154377564358628,0.0
ATF3,0.0,0.697963777164568,0.0,0.6175894492329098,0.0,0.0,0.6305595183458663,0.0,0.6954126249908557,0.6,0.0
DUSP10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPN2,0.0,0.3276064318394992,0.38064683652952425,0.49373363357741074,0.5043245869870547,0.0,0.3271810566058098,0.0,0.3,0.3753156489554861,0.4620439161979534
SRP9,0.0,0.0,0.0,0.8,0.0,0.0,0.8323567744817046,0.0,0.8523671641520956,0.0,0.0
EPHX1,0.0,0.461480884676621,0.4264158104382517,0.4,0.0,0.0,0.45180207134021816,0.0,0.4482434946685464,0.44707687382621997,0.5045815940493951
H3-3A,0.1,0.14133990401332583,0.11403520878727931,0.1292385823404126,0.12664213975073535,0.0,0.10187785379796614,0.11880594597632124,0.16183370065960662,0.1209460827295225,0.13418518038614308
ARF1,0.10761223672704374,0.15651118201373299,0.11150147495571847,0.1501435198446394,0.2218031552621345,0.0,0.16852289832646217,0.23383413709944714,0.17873404560710965,0.13397529390531085,0.1
GUK1,0.13096572492258832,0.1805600845836474,0.17033043973282017,0.15939604170059343,0.12744243104862718,0.0,0.20503880250866455,0.1,0.11958849752547551,0.17309128519671493,0.1287725778342914
H2AC25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMM20,0.0,0.5346215527735791,0.5000728010698922,0.5975376536891328,0.0,0.0,0.5334862617348851,0.0,0.647355934223285,0.5,0.0
ADSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HNRNPU,0.0,0.26982298119279274,0.22535224661574058,0.35370321874239413,0.264246195557467,0.0,0.2,0.36431564352397383,0.36586550142634355,0.21143740104527237,0.4215585639267071
ADI1,0.0,0.6232638097522452,0.0,0.6770252676020518,0.0,0.0,0.6940483254138775,0.0,0.6188668680931644,0.6,0.0
RPS7,0.21945605088494605,0.13415439149823727,0.11988703807749486,0.11440058126503894,0.1,0.0,0.11760152603553808,0.23172036737420845,0.2861044677524174,0.15190460306158649,0.1097863435514727
PDIA6,0.0,0.0,0.0,0.0,0.0,0.0,0.9010538277643843,0.0,0.9,0.0,0.0
LAPTM4A,0.0,0.25924979744658383,0.24018064760833124,0.2559544411347502,0.28763102136634505,0.0,0.25534570979405774,0.2,0.32706032002208246,0.23973929289391055,0.22170868862631316
SDC1,0.0,0.0,0.0,0.0,0.9109398965536215,0.0,0.0,0.0,0.9,0.0,0.0
RHOB,0.0,0.8039653576220342,0.0,0.0,0.0,0.0,0.8,0.0,0.8092076894572597,0.0,0.0
SF3B6,0.0,0.4139116870104935,0.31962335776914286,0.43227780742615335,0.3143360155219256,0.0,0.3,0.0,0.5122657764650522,0.3483078653900027,0.46046350755050564
HADHA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OST4,0.200525213465042,0.20974483631355137,0.178402812470084,0.1993081953174758,0.1,0.0,0.3208931215934627,0.17674937608951496,0.17321964759087444,0.19479558862173238,0.16033463481267357
ATRAID,0.0,0.5662418900351909,0.5125431420389834,0.7372597909689766,0.0,0.0,0.527740068162476,0.0,0.6862738034032074,0.5,0.0
NRBP1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MRPL33,0.0,0.8410069966505158,0.0,0.915036107704335,0.8,0.0,0.0,0.0,0.0,0.0,0.0
FOSL2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1CB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
YPEL5,0.0,0.0,0.0,0.0,0.962700598762275,0.0,0.0,0.0,0.9,0.0,0.0
DPY30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SRSF7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
COX7A2L,0.0,0.0,0.0,0.9010502050051844,0.0,0.0,0.0,0.0,0.9,0.0,0.0
ZFP36L2,0.9447946582193076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
EPAS1,0.0,0.6864165077783034,0.5033243799742266,0.5,0.0,0.0,0.6176734454812574,0.0,0.696353306729195,0.6223916105348815,0.0
CALM2,0.2113742033864808,0.20959650642494557,0.18641811994193613,0.437704359278163,0.1,0.0,0.18708009479460533,0.16503869554595701,0.1837525149489549,0.1826467597897627,0.4626202779736549
EPCAM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLEC1,0.0,0.8,0.0,0.8228823808094908,0.0,0.0,0.8460576143754451,0.0,0.0,0.0,0.0
SPTBN1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN4,0.0,0.42861514372864196,0.3481941116767361,0.4050720686133554,0.3,0.0,0.30951682463660013,0.0,0.46716343165186797,0.34996635760581707,0.40915515054639096
RPS27A,0.25715799907440573,0.13481308914335952,0.11885197258574846,0.11151296025621434,0.1,0.0,0.13451360987537075,0.25106641448861944,0.2208988164313158,0.13937333438192495,0.11908091338629898
REL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MDH1,0.0,0.8,0.0,0.8487687126744404,0.0,0.0,0.0,0.0,0.844357318987449,0.0,0.0
RAB1A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GFPT1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MXD1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBP1,0.3006993230200513,0.15971353135962194,0.11256792860323053,0.2716347559036871,0.4365649912656771,0.0,0.1,0.2963457168946371,0.2254956266366926,0.12091372705867957,0.10299016102850544
SNRPG,0.0,0.39827713206391085,0.3375832704889678,0.393971819905944,0.3,0.0,0.3201971280395637,0.0,0.35312540562946104,0.33609800953320546,0.45802104977867286
