cluster_name,skos,manual_mapped_cid,cell_ontology_id
T cell,,,CL:0000084
club cell,,,CL:0000158
glandular secretory epithelial cell,,,CL:0000150
ionocyte,,,CL:0005006
keratinizing barrier epithelial cell,,,CL:0000237
keratinocyte,,,CL:0000312
nasal mucosa goblet cell,,,CL:0002480
professional antigen presenting cell,,,CL:0000145
respiratory basal cell,,,CL:0002633
respiratory tract epithelial cell,,,CL:0002368
respiratory tract multiciliated cell,,,CL:4030034
