,T cell,club cell,glandular secretory epithelial cell,ionocyte,keratinizing barrier epithelial cell,keratinocyte,nasal mucosa goblet cell,professional antigen presenting cell,respiratory basal cell,respiratory tract epithelial cell,respiratory tract multiciliated cell
S100A11,2.038091507261783,3.483944842788783,3.515274253804918,2.610829833190498,3.990818941637246,0.0,2.985520912811064,2.8497525046271406,3.613885002092041,3.4997354677010977,3.647749330277615
SPRR3,0.0,0.0,0.0,0.0,3.4908664313763156,0.0,0.0,0.0,0.0,0.0,0.0
SPRR2A,0.0,0.0,0.0,0.0,1.7876108084083073,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,0.0,0.0,1.568489539664073,0.0,4.1087509395143815,0.0,0.0,0.0,0.7754222785375373,0.0,0.0
S100A8,0.0,0.0,0.0,0.0,4.334645150339467,0.0,0.0,0.0,0.0,0.0,0.0
S100A6,3.2943208015710406,4.7592652547988825,4.767479500259535,4.611975252585031,4.77143151655377,0.0,4.7852189773894676,3.33263358605911,4.418863789599669,4.836106024884875,4.715236954597793
S100A4,3.5728902392055164,4.155618978010413,3.9959138105356224,2.959395589854337,4.573275907559693,0.0,3.3796547517436504,3.115279523418169,2.719454866246805,3.9850477686974823,2.708610400309347
S100A2,0.0,0.0,0.0,0.0,0.48108175264672254,0.0,0.0,0.0,2.866863357478226,0.0,0.0
S100A16,0.0,1.375664307544696,1.3919080250798648,0.0,2.1629624942725174,0.0,1.5094929550052294,0.0,1.5723103907613991,1.5509802090832585,0.0
S100A14,0.0,1.7816919593249523,1.5713528918532638,0.0,1.8909413915408613,0.0,2.2030873082334548,0.0,1.5928465962624563,1.8791367832613377,0.0
S100A13,0.0,2.054324286754487,1.7603465646581244,1.2871938968423962,1.5541601131848681,0.0,2.0299327725767427,0.0,1.2104988022750978,1.9083827637278141,1.5830107419270534
JTB,1.0107897869383395,1.387764983480852,1.177090969285575,1.0913323094612624,0.6073309717591748,0.0,1.628836937749519,0.39575120151279525,1.0279893941683507,1.3203184596118875,1.2390589276960566
RAB13,0.0,0.3133208051021914,0.0,0.0,0.0,0.0,0.0,0.0,0.6800591673714452,0.0,0.0
RPS27,3.7872563592284716,3.0655249550240784,2.9424348219881136,3.030693366770803,2.3354655345465556,0.0,3.255320603497366,3.509535801361027,3.3021561281435057,3.008576728218363,2.7658178995203304
TPM3,1.5292509131696406,0.8141963517850339,0.8436762421401169,0.0,1.0786290547068553,0.0,0.6816851661416576,1.4522188233163904,0.9001236696390382,0.7832788083164065,0.7807702190133633
EFNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6208911555876512,0.0,0.0
DPM3,0.0,0.0,0.0,0.652129746674131,0.0,0.0,0.35021723818136685,0.0,0.0,0.0,0.4480922789971542
KRTCAP2,1.315613073926919,1.320582174761011,1.3305165329505795,1.277536637867863,0.724638290813066,0.0,1.289953646648876,0.767750834587438,1.1088948174997877,1.2683356585275651,1.2203976868867996
MUC1,0.0,2.004467704670219,2.328570721067793,1.6613112433460935,1.9502086447603209,0.0,1.6212360977010065,0.0,0.7698398013481997,2.1278741204102825,1.599275943615004
FDPS,0.0,0.0,0.0,0.7437806922653551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR2,1.249452560094194,0.9278445635757393,0.7442443447882642,0.9720859771782215,0.0,0.0,1.286150606670508,1.5095596987684803,1.005217588101566,0.8998421698901962,0.0
RAB25,0.0,0.9298071636135109,0.8302952136546564,0.0,0.0,0.0,0.7319783094861088,0.0,0.8354011549916662,0.9315582040049435,0.0
LMNA,0.0,1.1151505812284008,1.1050366757876255,0.8175138873374704,1.308659357563866,0.0,0.6152012811958663,0.0,1.6183371790446281,1.0596529792543905,0.8759478679567048
NAXE,0.0,0.3259082969298295,0.0,0.7409539473262222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP23,0.0,0.4650392532091104,0.5865803477213706,0.9055957596186556,0.0,0.0,0.0,0.0,0.6595516196327051,0.0,0.0
CFAP45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6038532033448222
TAGLN2,1.563769149359022,1.6206249954226464,1.499640150326968,1.3940694521845818,1.2269853380563331,0.0,1.5593051935879672,1.9267066662353636,1.7358154931890468,1.6151691243080522,1.8163971316634435
TSTD1,0.0,1.1765864613395425,1.2557396853829763,1.5046609976098793,0.0,0.0,1.1852292938562432,0.0,1.0376781508531598,1.1254485103061724,1.8492029683726705
NECTIN4,0.0,0.0,0.0,0.0,1.2598619924491339,0.0,0.0,0.0,0.0,0.0,0.0
PFDN2,0.0,0.0,0.0,0.6147838828360851,0.0,0.0,0.0,0.0,0.21624905576218345,0.0,0.0
UFC1,0.0,0.4514211686517258,0.0,0.0,0.6033655619826197,0.0,0.7204211662861952,0.0,0.4870876276977352,0.0,1.6926031616939285
NDUFS2,0.0,0.0,0.0,0.6062873577588056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0928335167632,0.0,0.0,0.0
SDHC,0.0,0.7065360890745516,0.0,0.8498967534991491,0.0,0.0,0.5432270016265441,0.0,0.7786915859686991,0.3564137088663671,0.6216284365868394
CFAP126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300689272273273
PBX1,0.0,0.0,0.0,0.7944170894749919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST3,0.0,1.0050528635615879,0.9126319414613251,1.4167110095231192,0.0,0.0,0.9208183043742677,0.0,1.0806728262952974,0.8117296573453117,1.404298640826384
TMCO1,0.0,0.7283081662883082,0.7307459486927576,0.6618827203062534,0.23572786312509297,0.0,0.7192621118118048,0.0,0.5965527183082492,0.5761868796910402,0.591348069318118
MPC2,0.0,0.6044921525419743,0.42304750082568554,0.9851202516522075,0.0,0.0,0.47930335533308155,0.0,0.0,0.0,1.06810326490397
ATP1B1,0.0,2.045842081992837,2.2416494274205343,2.4759706917212125,2.149399757191117,0.0,1.4080195404576854,0.0,1.706488939543574,2.046800617638257,1.7321006275680049
FMO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7286729379952799,0.0,0.0
PRRC2C,0.8442949776358117,0.762979122264209,0.6663322777699444,0.5343357528310891,0.9093422130518913,0.0,0.0,0.0,0.7503864438086473,0.6228478521183793,0.47673281514597443
PRDX6,1.0471351664131234,1.6102385659227094,1.4552504041859256,1.6153843319810988,0.5945545649083586,0.0,1.3290848896726204,1.2953955985828969,1.4861335060747198,1.4821766188970353,1.468906443279913
QSOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.5687959373825775,0.0,0.0,0.0,0.0
GLUL,0.0,1.8214669046255785,1.8648230992199128,1.319514353258972,1.1808332445982486,0.0,1.277592914047842,1.4207719616310297,2.2157027547626225,1.9914643284990194,1.6724615359673334
ARPC5,0.0,0.0,0.0,0.0,0.42238243199239367,0.0,0.0,1.4591606508862602,0.0,0.0,0.0
NIBAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.9010564238782037,0.0,0.0,0.0,0.0
PTPRC,1.496442509025397,0.0,0.0,0.0,0.0,0.0,0.0,0.7679937366471665,0.0,0.0,0.0
ELF3,0.0,2.6273840570837255,2.4667020292932227,1.8282996538239473,2.86624918767348,0.0,2.126588450056046,0.0,2.4537534268841723,2.5221023751581475,2.353263277639594
PPP1R12B,0.0,0.0,0.0,0.8477171276285638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5B,0.0,0.0,0.0,0.0,0.39128520748037376,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR1,0.0,0.0,0.0,0.0,0.63908745283296,0.0,0.0,0.0,0.0,0.0,0.0
BTG2,0.0,0.8566257248275252,0.0,0.0,0.0,0.0,0.0,0.0,1.2207209496827605,0.0,0.0
SNRPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199676359784899,0.0,0.0
NUCKS1,0.0,0.8460427060217117,0.6838171602482481,1.1805970138752853,0.0,0.0,0.7370067536798092,0.0,1.1422427152818106,0.6972725574425056,0.9730852435208126
PIGR,0.0,2.572059299091267,2.927886413456187,1.5797133931867215,0.0,0.0,3.077807077520607,0.0,0.0,2.557197121625092,2.1876466294277566
CD55,0.0,1.770339935816009,1.7254785301863136,0.7117000163312548,1.3629801961147978,0.0,1.5083500910076488,0.0,0.6838536537755753,1.6913897114198202,0.8768921037679251
CD46,0.0,0.0,0.48367006545583724,0.9376613660680927,0.8884257910255828,0.0,0.0,0.0,0.0,0.0,0.32605934160596806
LAMB3,0.0,0.0,0.0,0.0,0.9069450638207086,0.0,0.0,0.0,0.0,0.0,0.0
NENF,0.0,0.9900362871176973,1.2586195974359262,1.332618572517537,0.0,0.0,0.9736995114650957,0.0,0.8123565948191599,0.9606611184612416,0.0
ATF3,0.0,1.5525195004574452,0.0,1.0858439172276944,0.0,0.0,1.1689614255990075,0.0,1.5395159624801935,0.8948499526582903,0.0
DUSP10,0.0,0.0,0.0,0.0,0.12991107457902756,0.0,0.0,0.0,0.0,0.0,0.0
CAPN2,0.0,0.683548721821936,0.8425266237549535,1.1269975757326045,1.1510778074810655,0.0,0.6818662401936351,0.0,0.4965277914706961,0.8286926725561692,1.0454500508021312
SRP9,0.0,0.0,0.0,0.478964344890783,0.0,0.0,0.7080743728893268,0.0,0.8040479009717262,0.0,0.0
EPHX1,0.0,1.5255714078728744,1.2956581521104837,0.9533995507212233,0.0,0.0,1.492626764571403,0.0,1.4775264701819308,1.470711303845505,1.6582939896105788
H3-3A,2.5840017846281516,2.9664479635318903,2.8056149527163172,2.917061552912528,2.9038516828160414,0.0,2.6334542044236198,2.8532150047143183,3.0389798481641392,2.869324244107872,2.9387335412069326
ARF1,0.8644689889279602,1.0154354419384708,0.8823053398407994,1.0010620803575607,1.1224786593106437,0.0,1.0383849207100846,1.1401047648536549,1.0554518487855746,0.9568426666813479,0.7986635630588823
GUK1,1.670359106364573,1.8417639977743834,1.8148479330561331,1.778140340809816,1.6523873182481923,0.0,1.8984762266583126,1.2708661738337668,1.5804532121960977,1.8228403481643025,1.6604909150839773
H2AC25,0.0,0.0,0.0,0.0,0.06913926699052185,0.0,0.0,0.0,0.0,0.0,0.0
TOMM20,0.0,0.7252495646205274,0.6014668747582643,0.8761109043977724,0.0,0.0,0.7221601579096757,0.0,0.9998797213157176,0.6010290004383936,0.0
ADSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5948234078709177
HNRNPU,0.0,0.6849169957191851,0.5781579496911629,0.8508180476840529,0.6735406979302169,0.0,0.4742466834051027,0.8715423229527115,0.8740712117627114,0.5354931867430102,0.9582278775730445
ADI1,0.0,0.7733121886540574,0.0,0.9597655602444668,0.0,0.0,1.0131666231408945,0.0,0.7545403132827591,0.6121821876659523,0.0
RPS7,3.2050647382951696,2.7809371715460633,2.698297008471833,2.6521086200049186,2.3345248995512,0.0,2.6821698774147897,3.263884319799665,3.512524918392581,2.870998543006315,2.5877732833977265
PDIA6,0.0,0.0,0.0,0.0,0.0,0.0,0.6447216743310802,0.0,0.6379274183239761,0.0,0.0
LAPTM4A,0.0,1.1301189738031687,1.074458888669048,1.1232736928652765,1.1824961528742637,0.0,1.1217359321462563,0.7548543052922245,1.2517817000907243,1.072636802264849,0.9641610186975688
SDC1,0.0,0.0,0.0,0.0,1.2167508769872182,0.0,0.0,0.0,1.0836395897295332,0.0,0.0
RHOB,0.0,0.8759064881588982,0.0,0.0,0.0,0.0,0.8411736634687972,0.0,0.8999734563427517,0.0,0.0
SF3B6,0.0,0.7823439473471178,0.571298392079967,0.8214186168492967,0.5550289463244902,0.0,0.4754599104282313,0.0,0.9669303101344653,0.6364073519081931,0.8740928753211002
HADHA,0.0,0.0,0.0,0.5862618554294581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OST4,1.4304706983928814,1.449577256414977,1.3598092453952177,1.4275725253431826,0.4795267133594248,0.0,1.6868271379201267,1.3528537813971244,1.331797254692041,1.4148211059346543,1.208930539514204
ATRAID,0.0,0.5222419433877887,0.4120383526877497,0.9738006550107499,0.0,0.0,0.4483887467639958,0.0,0.8155410368261473,0.36035579685503777,0.0
NRBP1,0.0,0.0,0.0,0.0,0.22194255943887098,0.0,0.0,0.0,0.0,0.0,0.0
IFT172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462217077246893
MRPL33,0.0,0.39746719225323585,0.0,0.7437806922653551,0.23447783403905195,0.0,0.0,0.0,0.0,0.0,0.0
FOSL2,0.0,0.0,0.0,0.0,0.43507278240659103,0.0,0.0,0.0,0.0,0.0,0.0
PPP1CB,0.0,0.0,0.0,0.0,1.1468249141120432,0.0,0.0,0.0,0.0,0.0,0.0
YPEL5,0.0,0.0,0.0,0.0,1.4206488220439433,0.0,0.0,0.0,0.5298935043131834,0.0,0.0
DPY30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2449316315403594
SRSF7,1.0430107683816707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.916304074735331
COX7A2L,0.0,0.0,0.0,0.652129746674131,0.0,0.0,0.0,0.0,0.6452810474342634,0.0,0.0
ZFP36L2,1.6504148146689381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9111171392371694,0.0,0.0
EPAS1,0.0,1.9481851231369358,0.6111788013160446,0.5908608956383753,0.0,0.0,1.4600874577846696,0.0,2.0119392305148303,1.498874666200336,0.0
CALM2,1.5598260978744163,1.555129482517478,1.4844817842394409,2.323483923729305,0.4452020391423537,0.0,1.486861639504406,1.2734136957835094,1.4719692987870439,1.4644808544246228,2.4312135870586626
