,Aberrant erythroid,CD11c+ memory B cells,CD4+ cytotoxic T cells,CD4+ memory T cells,CD4+ naive T cells,CD56brightCD16- NK cells,CD56dimCD16+ NK cells,CD69+PD-1+ memory CD4+ T cells,CD8+ central memory T cells,CD8+ effector memory T cells,CD8+ naive T cells,CD8+CD103+ tissue resident memory T cells,Class switched memory B cells,Classical Monocytes,Conventional dendritic cell 1,Conventional dendritic cell 2,Early erythroid progenitor,Early promyelocytes,Eosinophil-basophil-mast cell progenitors,Erythro-myeloid progenitors,GammaDelta T cells,HSCs & MPPs,Immature B cells,Late erythroid progenitor,Late promyelocytes,Lymphomyeloid prog,Mature naive B cells,Megakaryocyte progenitors,Mesenchymal cells_1,Myelocytes,NK T cells,NK cell progenitors,Non-classical monocytes,Nonswitched memory B cells,Plasma cells,Plasmacytoid dendritic cell progenitors,Plasmacytoid dendritic cells,Pre-B cells,Pre-pro-B cells,Pro-B cells
VCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368641131963485,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555494953424503,0.9345695865459931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIM,0.0,0.06748310877726628,0.1463663746149112,0.19731085422711495,0.15302134324342775,0.040356761369949735,0.05470081170399984,0.08574622869491577,0.07177954300855979,0.12977269979623648,0.0945281737889999,0.1345925606214083,0.0709180908325391,0.17246119792644793,0.27281848131082,0.24206016308222061,0.03841007367158548,0.1227543797248449,0.14765602808732253,0.0922123942619715,0.08952403527039748,0.1590681901344886,0.06044233609468509,0.02564102564102564,0.2234814228155674,0.09817953293140118,0.043867262510152966,0.07780404732777522,0.38362954060236615,0.2107380475753393,0.09595919725222465,0.09628470891561264,0.10005937019983928,0.06361253750629914,0.11230266399872608,0.16306237226877457,0.18207364968764475,0.17845376943930602,0.0720515251159668,0.12588265461799425
VPREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9594130256237128,0.9487179487179487,0.9579672813415527
VPREB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744442355938447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904188396074833,0.0,0.0,0.0,0.8785026470820109,0.0,0.0,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,0.0,0.0,0.9040071200101804,0.0,0.899258323204823
XBP1,0.0,0.0,0.0,0.0,0.0,0.5611670215924581,0.4674650277846899,0.0,0.0,0.0,0.0,0.0,0.0,0.4358974358974359,0.44970013545109677,0.4371614593725938,0.47468860638447297,0.6058390354498838,0.5108481813699771,0.5083436232346755,0.0,0.5429116013722542,0.0,0.46184479578947407,0.5016294549673032,0.5524385785445188,0.0,0.5551701829983637,0.5118843699112917,0.44639417911187196,0.0,0.5113099767611577,0.0,0.0,0.7095741232236227,0.4954774089348622,0.5032582038488144,0.49557634806021666,0.5728024015059838,0.5009650144821558
XRN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBX1,0.0,0.0346259321921911,0.0131491713034801,0.03387460647485195,0.02601439219254714,0.03468324282230475,0.017752049825130366,0.027237889094230455,0.015172432630490035,0.018533167166587632,0.0504307502355331,0.033198318420312345,0.039213273769769914,0.01459566904948308,0.1380186692262307,0.05799366113467094,0.24857548414132533,0.1686928058281923,0.12083547084759443,0.12260887714532706,0.03559403541760567,0.08731005589167277,0.01972642006018223,0.2647188672652611,0.12365697591732709,0.16551687167241022,0.022520169233664487,0.2052161128093035,0.006321832155570006,0.016293854285509158,0.021457797441727076,0.03667688522583399,0.1288835864800673,0.03033215113175221,0.0025708705951005984,0.123235882856907,0.03646340125646347,0.1397869097880828,0.0819754096177908,0.1855597022252205
YBX3,0.7430277726589105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7594245458260561,0.7167061765988668,0.0,0.6819299428890913,0.0,0.7348744028653854,0.8099197072860522,0.8082123016699766,0.6956069026237879,0.708901027838389,0.0,0.7226279973983765,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6775694413062854,0.0,0.0,0.751640335107461,0.0,0.7338459858527551
ZFAS1,0.0,0.06438917227280445,0.06741092143914638,0.11820700076910165,0.1831791660724542,0.059508988490471475,0.02564102564102564,0.06968327363332112,0.07952136106980152,0.06513503270271497,0.16655438068585518,0.10568364614095443,0.15456198881833982,0.06335382430981366,0.09329732870444274,0.06175130911362477,0.20595497962756035,0.24699826271106035,0.23106248409320146,0.3318450450897217,0.06810501141425891,0.34139952292809117,0.06512426107357709,0.06935311586428912,0.149730078684978,0.2759802524860089,0.11023927499086429,0.2070608261304024,0.04544405753795917,0.05663081927177233,0.08110719919204712,0.3281188851747757,0.08690589972031422,0.14300537415039846,0.027665405701368283,0.13481983618858534,0.09802394341199826,0.07948475159131564,0.27941463543818545,0.119708884985019
ZFP36L2,0.0,0.037163196465907954,0.15096584038856703,0.1837321672684107,0.1378824756695674,0.22180045109528762,0.143427862570836,0.20201120468286368,0.23144551729544616,0.14512214141014296,0.1582436699133653,0.21581025459827521,0.08485679901563205,0.04113152852425209,0.0409659926707928,0.033636498145568065,0.12907267075318557,0.10953009587067825,0.0994948332126324,0.11642117836536506,0.20276871247169298,0.16417764547543648,0.04236237819378193,0.09392200983487643,0.05635554515398466,0.1227063781175858,0.11405764634792621,0.06350878874460857,0.029975677147889748,0.029903929967146654,0.23248111590360984,0.1493924856185913,0.03906477108979837,0.0945338943065741,0.02564102564102564,0.07123348040458484,0.11735345308597271,0.07230321566263835,0.15168518133652517,0.08539467897170629
AHSP,0.9743589743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9808848484968528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA1,0.9362246929070889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908226436529404,0.0,0.0,0.0,0.0,0.0,0.0,0.9443197005834335,0.0,0.0,0.0,0.0,0.8984788992466071,0.0,0.0,0.0,0.0,0.0,0.8974358974358975,0.0,0.0,0.0,0.0,0.0
CALD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IGFBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
