,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Dendritic cell,Endothelial cell,Endothelial cell (APC),Enterocyte progenitor,Erythroid progenitor cell (RP high),Goblet cell,Macrophage,Mast cell,Monocyte,Neutrophil,Sinusoidal endothelial cell,Smooth muscle cell,T cell
TSPAN8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBA52,0.5595238327980041,0.5598092555999756,0.0,0.5573534886042277,0.0,0.0,0.0,0.5423444787661235,0.0,0.0,0.554911728700002,0.5511728008588155,0.0,0.5333333333333333,0.0,0.5488219658533732
ANXA5,0.938817310333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4A2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30,0.378195317586263,0.291800057888031,0.26666666666666666,0.3107954462369283,0.348934268951416,0.2701743324597677,0.28107664982477826,0.3294771671295166,0.0,0.0,0.29636005163192747,0.2952770908673604,0.26860066254933673,0.0,0.0,0.31565924485524494
ITM2B,0.0,0.0,0.0,0.0,0.0,0.7156578501065572,0.7115617314974467,0.0,0.7030266086260478,0.7376630266507467,0.6666666666666666,0.0,0.0,0.698689067363739,0.0,0.0
SH3BGRL3,0.6009936412175496,0.5333333333333333,0.0,0.5539742390314738,0.0,0.0,0.0,0.0,0.0,0.5405863722165426,0.5462103247642517,0.6108667333920796,0.0,0.0,0.5494430700937907,0.5431992053985596
ANXA4,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9447283148765564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-B,0.3603179136912028,0.3333333333333333,0.0,0.3398723483085632,0.0,0.3814407547314962,0.349107817808787,0.0,0.0,0.39522207180658975,0.49487173159917197,0.3555827498435974,0.3579917828241984,0.36792893409729005,0.0,0.3605555733044942
UQCR10,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9654722213745117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9451726794242858,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26,0.21530095338821412,0.1873661438624064,0.15884439945220946,0.22588245073954263,0.18753113746643066,0.19635159571965535,0.30090270439783734,0.28757779598236083,0.20986290375391642,0.0,0.13333333333333333,0.20150145292282104,0.0,0.1895888129870097,0.1999893625577291,0.213520081837972
RPS27A,0.6368645906448365,0.6,0.0,0.0,0.6459282994270324,0.0,0.6285046935081482,0.6646941224733989,0.0,0.0,0.6773579716682434,0.0,0.0,0.0,0.0,0.6252619703610738
GSTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERF2,0.06070940494537354,0.02620585759480794,0.0,0.03516610463460287,0.04052366415659587,0.014466460545857747,0.008083768685658773,0.011171460151672363,0.01728684107462565,0.019877906640370688,0.14186290502548218,0.0482605497042338,0.0072107076644897464,0.03472245931625366,0.03565715154012044,0.029991658528645833
NOP10,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9385319709777832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12,0.4367169737815857,0.4357606887817383,0.0,0.4426676074663798,0.4898489276568095,0.0,0.4,0.4888266126314799,0.43900787432988486,0.0,0.0,0.429448672135671,0.0,0.0,0.45407617489496865,0.43601100047429403
MUC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS3,0.12080592314402262,0.16241464614868165,0.07157926559448242,0.11634327967961629,0.11394591331481933,0.09792990287144979,0.10471761624018351,0.2924068013827006,0.07637062867482504,0.0,0.1038699189821879,0.09460599819819132,0.06666666666666667,0.0955479621887207,0.10436800718307496,0.19817217588424682
CD74,0.6343906084696452,0.6826634248097737,0.0,0.7405742883682251,0.630440088113149,0.0,0.6,0.0,0.0,0.7164482673009237,0.0,0.6291998585065206,0.0,0.0,0.0,0.0
LAMTOR3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF1,0.1993735671043396,0.09624505440394084,0.06694345076878866,0.11561143000920614,0.09586758613586426,0.08177165587743124,0.01865833600362142,0.08491020997365316,0.09624505440394084,0.0660914142926534,0.0,0.21141662200291952,0.09553449551264445,0.05343099435170492,0.08642050822575888,0.13640209436416625
DAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.9781594753265381,0.0,0.0,0.0,0.0,0.0
SNRPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.9542450388272603,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9610010703404744,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
SRGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9496546665827433,0.0,0.0,0.0
HMGN1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9509945591290792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEDD8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPLP1,0.44681397279103596,0.3518070975939433,0.33378825585047406,0.34939865668614706,0.3333333333333333,0.0,0.40426509380340575,0.4758404771486918,0.0,0.0,0.3953312158584595,0.33806595802307127,0.3374045650164286,0.0,0.0,0.3803160866101583
MYL12B,0.0,0.0,0.0,0.0,0.0,0.0,0.8196271498998006,0.0,0.8133701244990031,0.0,0.0,0.0,0.0,0.8,0.826255997021993,0.0
RPS5,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9397010087966919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSA,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9652748664220174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3-3B,0.10276405811309815,0.08743836482365926,0.06666666666666667,0.12343480984369913,0.0863162358601888,0.11930288473765055,0.11748509009679159,0.0,0.20898890097935993,0.07224972248077392,0.1114798108736674,0.11680465539296468,0.07846603393554688,0.11864848136901855,0.12991461753845215,0.13617610136667888
LGALS1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8012605627377828,0.8017828305562337,0.0,0.0,0.816351056098938,0.0
ENSG00000269893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GPX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MG,0.0,0.6798705617586772,0.0,0.6785456736882528,0.0,0.0,0.6208991010983785,0.6,0.0,0.0,0.0,0.667600150903066,0.0,0.0,0.6979860822359721,0.6881796717643738
CFL1,0.19177655378977457,0.14379653930664063,0.0,0.14141353368759155,0.1481067935625712,0.1016964872678121,0.06666666666666667,0.0880926012992859,0.10695200761159261,0.0828732411066691,0.17824990749359132,0.15908432801564534,0.1469090779622396,0.12721331914265951,0.16986316045125324,0.18989174365997313
ZFAS1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1,0.7503602862358093,0.0,0.0,0.0,0.0,0.0,0.7905699054400126,0.0,0.7333333333333333,0.0,0.7539843360582987,0.0,0.7449597199757894,0.0,0.0,0.0
ATP5MF,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9539763967196146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMA7,0.3996650775273641,0.33752689361572263,0.0,0.35302358071009315,0.0,0.3333333333333333,0.4378678599993388,0.3634279688199361,0.3778649648030599,0.0,0.0,0.35906508763631184,0.0,0.3534212311108907,0.43747106393178303,0.4122108737627665
SNRPD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658203244209289,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0
HLA-DRA,0.7505546967188518,0.7372262318929036,0.0,0.8086865941683451,0.0,0.0,0.0,0.0,0.0,0.7693419257799784,0.0,0.7333333333333333,0.0,0.0,0.0,0.0
CHCHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36,0.1143929640452067,0.1149136781692505,0.04856231609980265,0.11898401180903116,0.08723861773808797,0.09411248366038004,0.07465294599533082,0.2591190020243327,0.06944517294565837,0.041453659534454346,0.0,0.081243630250295,0.022414358456929524,0.09161343177159627,0.07024770975112915,0.11835651397705078
EEF1A1,0.2671175440152486,0.23926029602686563,0.2,0.23556876182556152,0.2403357704480489,0.22896802425384521,0.21143406629562378,0.3721357544263204,0.2218345284461975,0.0,0.21860940456390382,0.2403357704480489,0.2083393176396688,0.0,0.0,0.24816508293151857
TMBIM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCGR3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS21,0.42640461921691897,0.45104212363560997,0.0,0.4298176606496175,0.0,0.0,0.4284357269605001,0.5286646087964376,0.4208887020746867,0.0,0.434769340356191,0.4056568423906962,0.0,0.4,0.0,0.44706208308537804
RPL28,0.4509793957074483,0.4378855228424072,0.0,0.4379496932029724,0.4274096091588338,0.0,0.4,0.4845077912012736,0.4281079729398092,0.0,0.4945550719896952,0.4396956165631612,0.0,0.0,0.0,0.4557167132695516
ID3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSME2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7C,0.5126251419385274,0.5066660046577454,0.0,0.5173115770022074,0.0,0.4666666666666667,0.5680281599362691,0.5094005783398946,0.5692212502161662,0.0,0.0,0.0,0.0,0.5039584557215373,0.0,0.5296246012051901
UQCRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8431452314058939,0.8503670612970988,0.0,0.0,0.0,0.8275933623313904,0.0,0.0,0.0
ATP5IF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.9531916340192159,0.0
DNAJA1,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9668929656346639,0.0
MYL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DSTN,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.8979100465774537,0.0,0.0,0.0,0.0,0.0,0.9289339979489645,0.0
ATP5PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000245910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IFI27,0.0,0.0,0.0,0.0,0.8952614347139994,0.8806940913200378,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
RPL18A,0.18850592772165933,0.1803959886233012,0.13333333333333333,0.2091416915257772,0.1474575638771057,0.16883508364359537,0.1480388641357422,0.3013957420984904,0.15688933531443278,0.0,0.13805332978566487,0.16547475258509317,0.0,0.14536725282669066,0.21451473633448284,0.19335499207178752
HLA-DMA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000215030,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1D,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2M,0.0,0.0,0.0,0.0,0.9333333333333333,0.9376697738965353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MC2,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.90247882604599,0.8856040318806966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL5,0.2947240074475606,0.34077526330947877,0.0,0.32237048546473185,0.34108640750249225,0.29210463762283323,0.34938157399495445,0.39956681728363036,0.4183284163475037,0.0,0.0,0.2905983606974284,0.0,0.26666666666666666,0.31354710658391316,0.3216395099957784
RPL3,0.15635784069697062,0.18055028120676678,0.13882356882095337,0.17038582960764567,0.14330808321634927,0.15748735268910727,0.24174580574035645,0.3153234004974365,0.24670020739237467,0.0,0.13333333333333333,0.13685790300369263,0.0,0.15095395247141521,0.17891035477320352,0.18055028120676678
RPL32,0.11744054158528645,0.07065844933191935,0.0012169400850931802,0.09700713555018108,0.02125927209854126,0.04115386009216308,0.07250887552897135,0.1683536966641744,0.06839090585708618,0.0,0.05599149465560913,0.046343012650807695,0.0034199039141337077,0.02839376131693522,0.04534277121225993,0.08967005014419556
TPM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MGP,0.0,0.0,0.0,0.0,0.9376075943311055,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTN,0.0,0.0,0.0,0.0,0.0,0.0,0.9346602280934652,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPL13,0.2019559939702352,0.1967905879020691,0.14051931699117023,0.21130379438400268,0.14967637459437053,0.18872241576512655,0.17161767482757567,0.31537446975708006,0.15292559067408243,0.13333333333333333,0.0,0.1753955086072286,0.0,0.16514103809992473,0.20237441857655844,0.21894891262054444
S100A6,0.49867043892542523,0.0,0.0,0.40146151383717854,0.0,0.0,0.45979930957158405,0.4563570022583008,0.46709109942118326,0.0,0.5120520234107971,0.4794560472170512,0.4269752343495687,0.0,0.4331778566042582,0.4
RPL10A,0.0,0.7444235603014628,0.0,0.7371938665707906,0.0,0.0,0.0,0.7926198681195576,0.7494259357452393,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333
IFITM2,0.0,0.0,0.0,0.0,0.0,0.8231654644012452,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8131374438603719,0.8111092805862427,0.0
SSR4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000283458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A4,0.6781807184219361,0.0,0.0,0.5693646748860677,0.0,0.0,0.5333333333333333,0.592081089814504,0.0,0.0,0.6309159636497498,0.6520895878473918,0.0,0.5664186437924703,0.0,0.5865392208099365
ATP5MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTMA,0.15280116399129232,0.17185223897298177,0.0,0.1684505820274353,0.17700423002243043,0.17848380406697592,0.0,0.25010752280553183,0.23611843585968018,0.13333333333333333,0.15099798440933226,0.15116808811823526,0.1336774706840515,0.1455977996190389,0.23240864276885986,0.2004264791806539
SEM1,0.0,0.0,0.0,0.0,0.0,0.0,0.9365578293800354,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCIM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.877966292699178,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8905587633450825,0.0
NDUFA1,0.0,0.0,0.0,0.0,0.0,0.0,0.9008084734280905,0.0,0.9007486979166667,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0
HNRNPK,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9517973939577739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL37A,0.058915106455485027,0.0551262100537618,0.008565608660380046,0.058661611874898274,0.09053598244984945,0.0651034394900004,0.14157018661499024,0.1356406768163045,0.017957305908203124,0.0007237712542215983,0.07044713099797567,0.040412294864654544,0.0,0.046161810557047524,0.06669799486796062,0.06455158392588298
SON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.9371265927950542,0.0,0.0,0.0
RPS6,0.6944317181905111,0.6418373743693034,0.0,0.6258782108624776,0.0,0.0,0.6,0.7380317171414693,0.0,0.0,0.6550562103589376,0.0,0.0,0.0,0.0,0.6431916038195292
ANXA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883637297153473,0.8666666666666667,0.8803749124209086,0.0,0.0,0.0
SEC11C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTF3,0.6210966348648072,0.6071972807248434,0.0,0.618237841129303,0.0,0.0,0.0,0.6227622429529825,0.6300132075945536,0.0,0.0,0.6,0.0,0.0,0.0,0.6131147861480712
SCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9631624102592469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM3,0.49851162830988566,0.0,0.0,0.0,0.5903071244557698,0.5610905369122823,0.5109266678492228,0.0,0.4666666666666667,0.4812058766682943,0.536292572816213,0.4981699109077454,0.0,0.5018918673197429,0.0,0.0
ACTB,0.33201664686203003,0.21270719369252522,0.0,0.29396171967188517,0.0,0.21959062019983927,0.0,0.2129459301630656,0.2,0.24926105340321858,0.3753418286641439,0.30854238669077555,0.320650056997935,0.24586636225382488,0.26893529494603474,0.27347299655278523
SRP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8384301066398621,0.8507427930831909,0.8323348601659138,0.0,0.0,0.0,0.0,0.0
TPSB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TIMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9692235112190246,0.0,0.0,0.0,0.0
HLA-DRB1,0.7333333333333333,0.7417269984881083,0.0,0.8075910369555156,0.0,0.0,0.0,0.0,0.0,0.7738605856895446,0.0,0.7358111341794332,0.0,0.0,0.0,0.0
DNAJB1,0.0,0.0,0.0,0.0,0.0,0.8991597493489584,0.8666666666666667,0.0,0.9020280241966248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL6IP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS12,0.05967155297597249,0.05444380839665731,0.001514271895090739,0.052346821626027426,0.05088128248850505,0.02518931229909261,0.2211565653483073,0.2071893533070882,0.12507638931274415,0.0,0.1363149126370748,0.026641400655110677,0.00141984224319458,0.03387863238652547,0.0376570463180542,0.07125309705734253
PABPC1,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.8715376853942871,0.0,0.0,0.0,0.8742262522379557,0.0,0.0,0.0,0.0
CD69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.9712788621584575
KRT8,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9355363527933757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA1A,0.0,0.0,0.0,0.0,0.0,0.8764435569445292,0.0,0.0,0.8675573587417602,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,0.0,0.0,0.0,0.0,0.0,0.0,0.8858708739280701,0.8666666666666667,0.9031963189442952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA2,0.82016628185908,0.0,0.0,0.0,0.8526711622873943,0.0,0.8,0.0,0.8676893393198649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCGRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM4A,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.887309730052948,0.0,0.9093515197436015,0.0,0.0,0.0,0.0,0.0
ENSG00000211896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGDIB,0.5379719734191895,0.0,0.0,0.5283794681231181,0.5397383173306783,0.0,0.0,0.4666666666666667,0.0,0.0,0.5389978766441346,0.5363439202308655,0.5543467164039612,0.49849604765574135,0.0,0.581638220945994
CYCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9211889108022054,0.8666666666666667,0.9003695487976074,0.0,0.0,0.0,0.0
UQCRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9411356170972188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS26,0.2800449291865031,0.2161254127820333,0.2027964989344279,0.23623566230138143,0.27925627628962196,0.0,0.23880424896876018,0.3425684213638306,0.21922956705093383,0.2,0.0,0.22566744486490886,0.20188208023707072,0.2246810515721639,0.0,0.2932019869486491
SERPING1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
