author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
Antigen presenting cell (RPS high),0.016236800814278543,0.2568458526152826,0.09860566100123984,33
B cell,-0.6076395270430014,0.14213020755472253,-0.5820074940490126,81
B cell (Plasmocyte),0.7323902910257567,0.30218647513181957,0.795882184558705,707
Dendritic cell,0.21717826258074363,0.22562070980588542,0.29037407015259126,1816
Endothelial cell,0.40946149678678456,0.14596731193849674,0.4524586292638456,15
Endothelial cell (APC),-0.05417096533035897,0.21492445106411975,-0.008614893872087354,116
Enterocyte progenitor,0.9642854794180487,0.016679982062024645,0.9705204870857655,6
Erythroid progenitor cell (RP high),0.7228312796619315,0.10167901396770108,0.7500098691758093,20
Goblet cell,0.9789426492917485,0.008101915486272798,0.9818615447586669,7
Macrophage,0.7163339479214925,0.324120497875401,0.8129616812967353,2018
Mast cell,0.929481288947047,0.02253410973299543,0.931867269120422,10
Monocyte,0.3604317897237397,0.21855489792377272,0.43555206873926966,583
Neutrophil,0.5384711931438253,0.28872379903055284,0.6215323095542903,364
Sinusoidal endothelial cell,0.16781669852211464,0.3452476420377992,0.3218399218527932,3847
Smooth muscle cell,0.6074660612968799,0.07360310970311779,0.610745161439274,15
T cell,0.37050053588015164,0.2343015799181263,0.4444112919353993,922
