clusterName,gene
B cell,ENSG00000132465
B cell,ENSG00000223865
Mast cell,ENSG00000197253
Mast cell,ENSG00000092009
T cell,ENSG00000145649
Sinusoidal endothelial cell,ENSG00000142748
Neutrophil,ENSG00000239839
B cell (Plasmocyte),ENSG00000211592
Erythroid progenitor cell (RP high),ENSG00000244734
Goblet cell,ENSG00000160182
Goblet cell,ENSG00000106541
Enterocyte progenitor,ENSG00000137673
Enterocyte progenitor,ENSG00000120437
Enterocyte progenitor,ENSG00000131495
Smooth muscle cell,ENSG00000101335
Smooth muscle cell,ENSG00000149591
Endothelial cell (APC),ENSG00000111341
Endothelial cell,ENSG00000113140
Endothelial cell,ENSG00000125968
Endothelial cell,ENSG00000111341
Macrophage,ENSG00000173369
Monocyte,ENSG00000167996
Monocyte,ENSG00000085265
Antigen presenting cell (RPS high),ENSG00000205352
Antigen presenting cell (RPS high),ENSG00000121552
Antigen presenting cell (RPS high),ENSG00000204482
Dendritic cell,ENSG00000179344
Dendritic cell,ENSG00000223865
