,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Dendritic cell,Endothelial cell,Endothelial cell (APC),Enterocyte progenitor,Erythroid progenitor cell (RP high),Goblet cell,Macrophage,Mast cell,Monocyte,Neutrophil,Sinusoidal endothelial cell,Smooth muscle cell,T cell
RPL11,3.4335034,3.6942573,2.7595606,3.5505195,3.2923765,3.1266901,3.574087,3.6588955,2.9201388,2.8134813,2.8629591,3.3176615,2.8503199,3.1786768,3.190889,3.372457
CLDN10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7493646,0.0,0.0,0.0,0.0,0.0
CXCL1,0.0,0.0,0.0,0.0,0.0,0.0,1.8007152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.470416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0110927,2.7679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA4,0.0,2.0592318,0.0,2.2388396,0.0,1.1086937,3.0686674,2.5611975,2.9201388,2.4860075,0.0,0.0,0.0,2.5074797,3.59452,0.0
CAPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1139412,0.0,0.0,0.0,0.0,0.0
RPL29,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,2.638023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMFG,3.1709895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7493646,2.8654125,2.7770557,0.0,0.0,2.6345491
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263995,0.0
RPS16,3.1886563,3.1842077,2.4982107,3.2437847,0.0,2.8417063,2.9757967,3.341365,3.0774934,1.7506866,0.0,3.1579585,0.0,2.766516,2.9284763,3.214662
HLA-DQA2,0.0,0.0,0.0,2.5708804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS14,3.0735521,2.5866365,0.0,0.0,0.0,0.0,1.8423724,4.219344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.960441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GADD45B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2898855,0.0
FOLR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6594927,0.0,0.0,0.0,0.0,0.0,0.0
HERPUD1,0.0,0.0,2.5178988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3128643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPINK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3538256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9808555,0.0,4.3652606,0.0,0.0,0.0,0.0
ARPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4813107,0.0,0.0,0.0,3.0145464,0.0
RPL36A,0.0,0.0,0.0,0.0,2.7189443,0.0,3.0531068,2.6843812,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LST1,3.2204132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1644506,0.0,0.0,0.0,0.0
COX6B1,0.0,0.0,0.0,0.0,0.0,0.0,1.5081956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JCHAIN,0.0,3.1515117,5.1437535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1240873,0.0,0.0,0.0,0.0
HLA-C,2.431281,0.0,0.0,0.0,0.0,3.112371,1.4542974,0.0,0.0,2.9990163,3.22505,2.662588,0.0,2.816801,0.0,2.7665205
HBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9441328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS18,3.8429322,3.512678,0.0,3.1189067,3.622469,0.0,1.5988094,4.7680106,0.0,0.0,3.8851526,0.0,0.0,0.0,0.0,3.4148295
VSIG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6082072,0.0,0.0,0.0,0.0,0.0,0.0
DEFA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.607213,0.0,0.0,0.0
HNRNPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.040836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5077734,0.0,0.0,0.0
RPL37,3.912415,3.705799,2.609662,3.529131,3.2533014,3.1287827,3.8724284,3.941309,2.7679136,2.3425221,1.4813107,3.1622815,2.9139438,3.2135153,2.915173,3.4143558
RPL7A,0.0,2.6084962,0.0,0.0,0.0,0.0,0.0,3.2545447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8079755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0117867,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,0.0,2.5832353,0.0,2.7721202,0.0,0.0,1.4542974,3.1016014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3424711
SAT1,3.322802,0.0,0.0,3.3926935,2.915173,0.0,1.4542974,0.0,2.7369895,3.674858,0.0,4.0216756,0.0,0.0,0.0,0.0
RPLP2,3.2390628,3.3151019,2.5753508,3.2849236,3.1158116,3.125156,3.3881097,3.7509155,0.0,2.3884044,0.0,3.1240873,2.8947744,3.083438,0.0,3.3429947
MZB1,0.0,0.0,2.9377377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS15A,3.687905,3.3151019,2.8145864,3.304512,2.915173,3.0583823,3.1070051,3.877794,3.4704947,2.4232774,3.3739495,3.1731794,2.543213,3.1355898,3.2414207,3.56821
HLA-DQB1,0.0,0.0,0.0,3.2135153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM3,0.0,0.0,0.0,0.0,0.0,0.0,2.9085948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN4,0.0,0.0,0.0,0.0,0.0,0.0,3.0686674,0.0,2.9201388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3M,0.0,0.0,0.0,0.0,0.0,0.0,1.4676012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6319084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS11,3.1493726,3.4704947,2.5178988,3.355591,2.7189443,3.0445225,3.4434388,3.6681685,0.0,2.465559,1.2967399,3.1178734,0.0,2.97665,2.5753508,3.2032652
ASAH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3220898,0.0,0.0,0.0,0.0,0.0
RPS4X,3.2135153,3.0814521,2.573111,2.9394321,0.0,3.02102,2.962493,3.813859,2.7679136,0.0,1.4272748,2.6864786,0.0,0.0,0.0,3.1451097
AGR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0915174,0.0,0.0,0.0,0.0,0.0
RGS2,2.8971977,3.3151019,0.0,3.3542562,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,3.190889,0.0,0.0,3.0755208,0.0
SOD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2250404,0.0,0.0,0.0,0.0
RPS19,3.8208473,0.0,0.0,0.0,3.2533014,0.0,0.0,3.732293,0.0,0.0,3.487003,0.0,0.0,0.0,0.0,3.1786776
GTF3C6,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIF1,3.2158089,0.0,0.0,3.0136259,0.0,0.0,1.4542974,0.0,0.0,3.6049047,0.0,3.7719064,0.0,0.0,0.0,0.0
ENSG00000226608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8121562,0.0,0.0,0.0,0.0,0.0,0.0
HLA-E,0.0,0.0,0.0,0.0,2.915173,3.0667584,0.0,0.0,0.0,3.0117867,2.6188297,0.0,0.0,2.5126731,0.0,0.0
MARCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2326097,0.0,0.0,0.0,0.0,0.0,0.0
RPL4,0.0,0.0,0.0,0.0,0.0,0.0,2.962493,3.1722302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC40A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0589223,0.0,0.0,0.0,0.0,0.0,0.0
CCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5565438,0.0,0.0,0.0,0.0,0.0,0.0
CD82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2967399,0.0,0.0,0.0,0.0,0.0
NDUFA2,0.0,0.0,0.0,0.0,0.0,0.0,2.962493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8,3.0794706,3.0874224,2.0940146,2.9556878,2.915173,2.3900485,1.4542974,3.452856,0.0,0.0,0.0,2.7202682,0.0,0.0,2.9284763,2.8685417
CSTB,0.0,0.0,0.0,0.0,0.0,0.0,1.5081956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSAP,3.0676718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4639778,0.0,3.272633,0.0,0.0,0.0,0.0
UQCRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5611975,2.9201388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST3,0.0,0.0,0.0,3.8840153,0.0,0.0,0.0,0.0,0.0,4.1001143,0.0,2.9069579,0.0,0.0,0.0,0.0
COX6C,0.0,2.4719892,0.0,0.0,0.0,2.569046,0.0,2.6377277,0.0,0.0,3.234472,0.0,0.0,0.0,3.1976187,2.7478738
ARPC3,3.1387522,2.7693136,0.0,2.9709249,0.0,0.0,0.0,0.0,0.0,2.7396972,1.2967399,3.085428,2.5993016,0.0,0.0,0.0
PFN1,2.960883,2.4322278,0.0,2.8499393,0.0,0.0,0.0,2.122805,2.7679136,0.0,0.0,2.8175406,2.81607,0.0,0.0,3.1429856
RPL24,3.1709895,2.9539628,0.0,2.8939679,2.9556878,2.7506022,1.5988094,3.3524256,3.1178734,0.0,0.0,0.0,0.0,2.7567935,3.2437847,3.0621524
HLA-DPB1,0.0,3.093432,0.0,4.2972393,0.0,0.0,0.0,0.0,0.0,3.422685,0.0,0.0,0.0,0.0,0.0,0.0
TMBIM6,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNDA,2.7721202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9678636,0.0,0.0,0.0
SEC62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15,3.820847,3.5673728,2.9251318,3.7611809,3.1158116,3.3582647,3.7797387,4.1263075,3.0053785,2.9226322,3.2704537,3.374468,2.8630738,3.2799878,3.9318256,3.51769
NIFK,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7780507,0.0,0.0,0.0,0.0,0.0
VCAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7302632,0.0,0.0,0.0,0.0,0.0,0.0
RPS7,3.0145464,3.0874224,0.0,2.9213846,0.0,0.0,3.3089108,3.7485003,2.7679136,0.0,2.7188191,2.1046963,0.0,0.0,2.9284763,2.9201403
S100A10,3.2390628,0.0,0.0,2.582387,0.0,0.0,1.4542974,0.0,3.5859525,0.0,0.0,2.8530083,0.0,0.0,0.0,0.0
SELENOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0352235,0.0,0.0,0.0,0.0,0.0,0.0
HES1,0.0,0.0,0.0,0.0,3.893389,3.243988,3.1998758,0.0,3.1178734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GC,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,3.5859525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,0.0,0.0,0.0,0.0,0.0,0.0,3.7380815,0.0,3.9821382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7358923,0.0,0.0,0.0,0.0,0.0
LCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIM,0.0,0.0,0.0,0.0,3.1345382,3.1230633,0.0,0.0,0.0,2.3207042,3.386703,0.0,0.0,0.0,0.0,0.0
ADIRF,0.0,0.0,0.0,0.0,0.0,2.8961864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.946033,0.0
FCN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9004393,0.0,0.0
IL32,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.123591
NDUFB4,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8870916,0.0,0.0,3.0473034,0.0,0.0,0.0,0.0,0.0
HSPB1,0.0,0.0,0.0,0.0,3.1345382,3.006369,0.0,0.0,2.8079755,0.0,0.0,0.0,0.0,0.0,3.1282532,0.0
TM4SF1,0.0,0.0,0.0,0.0,3.166625,3.5874817,3.0531068,0.0,3.5859525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP7,0.0,0.0,0.0,0.0,0.0,0.0,3.1070051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM1,0.0,0.0,0.0,0.0,2.915173,3.0667584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0755208,2.8392575
RPS9,3.0145464,3.021948,0.0,2.7339568,0.0,0.0,2.9218986,3.1448123,2.8079755,0.0,1.3967292,2.960883,0.0,0.0,0.0,2.5359335
SUB1,0.0,2.9539628,2.4739776,2.4327242,0.0,0.0,1.5081956,2.6346598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347218
KRT18,0.0,0.0,0.0,0.0,0.0,0.0,3.0664105,0.0,3.1178734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0053785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9284763,0.0
RPL6,3.0676718,3.036935,0.0,3.0053785,0.0,0.0,0.0,3.6974547,2.1065965,0.0,1.4272748,2.8377426,0.0,0.0,3.0755208,3.0874224
NDUFB1,0.0,0.0,0.0,0.0,0.0,0.0,2.9218986,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AA1,2.4407964,0.0,0.0,0.0,0.0,0.0,1.4542974,2.122805,3.1178734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0774934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM59,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0053785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSTM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6843812,0.0,0.0,1.5662192,0.0,0.0,0.0,0.0,0.0
ALOX5AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8780398,0.0,2.6776917,0.0,0.0,0.0
FTL,4.2849517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.508395,0.0,4.523802,0.0,0.0,0.0,0.0
PPIA,2.431281,2.7336197,0.0,2.5801315,0.0,0.0,1.4676012,3.513682,2.1065965,0.0,2.8240042,0.0,0.0,0.0,0.0,2.8438187
ID2,0.0,0.0,0.0,2.1717033,0.0,2.4190745,0.0,0.0,2.7679136,2.8447704,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,3.8078365,2.5178988,0.0,3.0350502,0.0,0.0,0.0,0.0,0.0,3.8793628,3.1139412,3.634961,2.860742,0.0,0.0,0.0
SNRPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2053306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1824481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA8,0.0,0.0,0.0,0.0,0.0,2.6827517,1.4542974,2.1824481,2.9201388,0.0,2.7188191,0.0,0.0,0.0,0.0,2.8324609
RPS28,3.1493726,3.1472387,2.4051998,3.1035366,0.0,3.0360308,2.9218986,3.4437978,3.0774934,1.9397619,3.1939101,3.031286,0.0,2.8779912,2.9284763,3.166625
LIPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2215686,0.0,0.0,0.0,0.0,0.0,0.0
RAC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7493646,0.0,0.0,0.0,0.0,0.0
HINT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.022074,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,0.0,0.0,0.0,0.0,0.0,0.0,3.4049673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR183,0.0,3.2923765,0.0,3.023808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPY30,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFC1,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE1,0.0,0.0,0.0,0.0,0.0,2.9669824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RERGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1976187,0.0
TPSAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6679125,0.0,0.0,0.0,0.0,0.0
TRAPPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3220898,0.0,0.0,0.0,0.0,0.0
RPS10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0129728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPDH,2.5359092,0.0,0.0,0.0,0.0,2.6545806,0.0,2.6193423,0.0,0.0,3.1579285,2.7609472,3.2072377,0.0,3.1282532,2.8415375
S100P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8249695,0.0,0.0,0.0
OAZ1,2.2954166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8780398,2.7763467,2.2461789,0.0,0.0,0.0
EEF1B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1722302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABRACL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2967399,0.0,0.0,0.0,0.0,0.0
UBL5,0.0,0.0,0.0,0.0,0.0,0.0,1.5081956,0.0,0.0,0.0,1.3220898,0.0,0.0,0.0,0.0,0.0
CD5L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4219677,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1824481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.478979,0.0,0.0,0.0,0.0,0.0
FGGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAV1,0.0,0.0,0.0,0.0,2.7189443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAU,3.1493726,2.9284763,2.5033476,3.0104094,0.0,2.4975295,2.9218986,2.8197966,0.0,0.0,2.9085855,2.8939679,0.0,2.7309332,3.1931264,3.065722
HMGN3,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFR2,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNLL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3220898,0.0,0.0,0.0,0.0,0.0
DDX5,0.0,1.6863012,0.0,2.4111855,2.7189443,3.0247436,1.4542974,0.9983948,0.0,0.0,2.6188297,0.0,0.0,2.4739776,0.0,2.6776013
RACK1,0.0,0.0,0.0,0.0,2.9556878,0.0,0.0,3.0888762,2.8079755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS5,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,2.070736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS17,2.4407964,3.1842077,2.2395668,3.1137543,2.7189443,2.852242,2.9757967,3.6775472,2.1065965,0.0,1.2967399,2.9168253,0.0,2.6877544,0.0,3.1387522
RPL10,3.322802,3.1536555,0.0,2.902066,0.0,0.0,3.295239,3.8807273,2.8079755,0.0,3.386703,0.0,0.0,0.0,0.0,3.163366
ANAPC16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS24,3.6278026,3.1558044,0.0,3.3353438,0.0,2.852242,1.4542974,3.822649,2.8079755,2.1522927,0.0,3.126168,2.6922364,2.8212473,0.0,3.1622815
RPL14,2.7862883,2.8779912,0.0,2.7644238,0.0,2.216295,1.5081956,3.215746,0.0,0.0,2.9444513,0.0,0.0,0.0,0.0,2.7630315
ATP5ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2516738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.153658
CYB5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7369895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP8,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,2.7679136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL35,2.9385843,3.0804608,2.2834606,3.0512142,0.0,2.8568692,1.6010664,3.5495687,3.0053785,0.0,2.7188191,2.3182132,0.0,2.412569,0.0,3.1055732
RPL27A,4.001265,3.568042,2.9626215,3.7155273,3.166625,2.8068438,0.0,4.20484,3.613646,2.336161,3.4180725,3.2437847,3.0127072,2.6551776,2.9284763,3.6904426
CTSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12069,0.0,0.0,0.0,0.0,0.0,0.0
DBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.693469,0.0,0.0,0.0,0.0,0.0
BLVRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7014513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSP90AB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3128643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2072108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL39,3.2948744,2.9539628,2.270898,3.1709895,2.915173,2.9811773,0.0,3.4640608,0.0,0.0,3.1719875,3.0598898,2.2004902,3.010868,3.2414207,3.235538
LGALS4,0.0,0.0,0.0,0.0,0.0,0.0,1.4542974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL6IP5,0.0,0.0,0.0,0.0,0.0,0.0,1.4676012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99811983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS25,3.2948744,3.6301827,2.8109076,3.4687357,3.2414207,3.2015963,3.0553637,3.9537644,3.4291608,2.7974286,3.6420937,3.1731794,2.8076134,3.2677622,3.6828535,3.5535371
TMSB4X,4.218982,0.0,0.0,5.0024905,0.0,0.0,1.4542974,0.0,0.0,0.0,1.3967292,0.0,0.0,0.0,0.0,1.3394315
AGR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1206298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYZ,3.6031659,0.0,0.0,3.3068314,0.0,0.0,0.0,0.0,3.1178734,0.0,0.0,4.159277,4.692875,0.0,0.0,0.0
