reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
no,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Lung,318426,318426,Original_annotation,X_umap,Xu,Cell,2023,10.1016/j.cell.2023.11.026,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/493a8b60-d676-44d1-b022-d14c1ad0b36c.cxg/,bronchus | lower lobe of left lung | lung | lung parenchyma | upper lobe of left lung,normal,854c0855-23ad-4362-8b77-6b1639e7a9fc,bf868bea-52be-443c-bbce-bb35249085b9,493a8b60-d676-44d1-b022-d14c1ad0b36c,018a8104-6273-4114-b24d-efd15478cea8,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/018a8104-6273-4114-b24d-efd15478cea8.h5ad,UBERON:0002048 | UBERON:0002185 | UBERON:0008946 | UBERON:0008952 | UBERON:0008953,EFO:0009899 | EFO:0030004,CL:0000057 | CL:0000077 | CL:0000084 | CL:0000097 | CL:0000158 | CL:0000160 | CL:0000186 | CL:0000187 | CL:0000232 | CL:0000235 | CL:0000583 | CL:0000623 | CL:0000646 | CL:0000669 | CL:0000784 | CL:0000786 | CL:0000787 | CL:0000788 | CL:0000815 | CL:0000860 | CL:0000875 | CL:0000904 | CL:0000905 | CL:0000913 | CL:0000938 | CL:0000939 | CL:0000980 | CL:0000990 | CL:0001056 | CL:0001062 | CL:0002038 | CL:0002062 | CL:0002063 | CL:0002138 | CL:0002144 | CL:0002543 | CL:0002553 | CL:0002591 | CL:0005006 | CL:1000271 | CL:1000413 | CL:4028003 | CL:4028004,PATO:0000461,HsapDv:0000114 | HsapDv:0000115 | HsapDv:0000116 | HsapDv:0000117 | HsapDv:0000119 | HsapDv:0000123 | HsapDv:0000125 | HsapDv:0000126 | HsapDv:0000129 | HsapDv:0000131 | HsapDv:0000135 | HsapDv:0000140 | HsapDv:0000143 | HsapDv:0000144 | HsapDv:0000145 | HsapDv:0000148 | HsapDv:0000150 | HsapDv:0000152 | HsapDv:0000153 | HsapDv:0000155 | HsapDv:0000156 | HsapDv:0000158 | HsapDv:0000159 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000169 | HsapDv:0000239 | HsapDv:0000240 | HsapDv:0000241 | HsapDv:0000242,PATO:0000383 | PATO:0000384,FALSE,43,"""UBERON:0002048: 156",272; UBERON:0008946: 57,019; UBERON:0008953: 44,212; UBERON:0002185: 35,445; UBERON:0008952: 25,"478""",respiratory_system,respiratory_system_Xu_2023,Original_annotation,168,318426,-0.14811407999999998,-0.0985229149517857,0.3097501802468515,8,19,141,0.5479569450157685,0.5284048341207379
