reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
no,Smoking modulates different secretory subpopulations expressing SARS-CoV-2 entry genes in the nasal and bronchial airways,Bronchial scRNA-Seq Dataset,2075,2075,author_cell_type_final,X_umap,Xu,Sci Rep,2022,10.1038/s41598-022-17832-6,https://cellxgene.cziscience.com/collections/af500bec-a5d6-4569-9f50-4314f2e7a011,https://cellxgene.cziscience.com/e/d2bc2703-a9b5-4949-b85d-61da7b9961b1.cxg/,bronchial mucosa,normal,af500bec-a5d6-4569-9f50-4314f2e7a011,70689718-c4e6-4b79-a421-da78f0d7849d,d2bc2703-a9b5-4949-b85d-61da7b9961b1,167280f7-b523-4ddc-92ea-85b83edc2012,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/167280f7-b523-4ddc-92ea-85b83edc2012.h5ad,UBERON:0000410,EFO:0010010,CL:0000084 | CL:0000097 | CL:0000158 | CL:0000451 | CL:0000623 | CL:0000763 | CL:0002332 | CL:0002368 | CL:0017000 | CL:1000272 | CL:1000312 | CL:1000349 | CL:4033044 | CL:4033048,PATO:0000461,HsapDv:0000145 | HsapDv:0000152 | HsapDv:0000156 | HsapDv:0000158 | HsapDv:0000159 | HsapDv:0000161 | HsapDv:0000163 | HsapDv:0000164 | HsapDv:0000165 | HsapDv:0000168 | HsapDv:0000172 | HsapDv:0000212 | HsapDv:0000213,PATO:0000383 | PATO:0000384,TRUE,17,"""UBERON:0000410: 2","075""","""EFO:0010010: 2","075""",CL:1000349: 521; CL:1000272: 371; CL:0000084: 245; CL:1000312: 195; CL:0000763: 142; CL:0000158: 135; CL:0002368: 102; CL:0002332: 88; CL:4033048: 68; CL:0000097: 53; CL:0000623: 53; CL:0000451: 41; CL:0017000: 41; CL:4033044: 20,"""PATO:0000461: 2",respiratory_system,respiratory_system_Xu_2022,author_cell_type_final,16,2075,0.6733314432373738,0.6762994558125192,0.27820066740470956,13,2,1,0.7121046892039258,0.7276222926841155
