author_cell_type,mean,std,median,count,q1,q3,f_score
Fetal endocrine cell,0.8717179762357978,0.058520965412284014,0.8939871738170693,124,0.8676316107337855,0.9020003492159839,0.8333333333333334
Macrophage,0.7335747583186678,0.4308269676664002,0.8651064666430098,147,0.8502880491094694,0.8707092948057067,0.7960199004975125
B cell (Plasmocyte),0.8297939224670355,0.03913798797264585,0.842738111534002,6,0.8016366268385962,0.856237861949189,0.9090909090909092
Enterocyte progenitor,0.5903625471911021,0.13835616497724054,0.635074833569706,3784,0.5106896903994813,0.6899309370216016,0.5144873699851411
Endothelial cell (endothelial to mesenchymal transition),0.40828100709534487,0.48918740501530855,0.6073159326167481,9,0.5752562151729718,0.6289699424126788,0.8
Pancreas exocrine cell,0.42417865110453035,0.2890027353437516,0.5657552298226631,5566,0.33111739361723896,0.6154079893730486,0.9169592553278354
Endothelial cell (APC),0.42274350580128633,0.2701876421430167,0.5587051965739116,12,0.40801974969168275,0.5827452356467728,0.7142857142857143
Endothelial cell,0.47544335572143687,0.19809327771755456,0.5500902743666454,20,0.2968454896675345,0.6440324621962699,0.5681818181818182
Stromal cell,-0.06577685834727845,0.2990248509971301,0.0445978802507257,43,-0.19517577134584851,0.1751705528289244,0.8743169398907104
