author_cell_type,mean,std,median,count,q1,q3,f_score
CholMucus,0.9098596619124143,0.06681395505558195,0.9346714712868994,41,0.9188013483277854,0.9423902556033572,0.7894736842105263
lrNK,0.7514668451471291,0.16046236039637987,0.8108172185884341,84,0.7591895040983629,0.8356085670259193,0.8223684210526315
Fibroblast,0.7447600475522327,0.23577090884545346,0.80059969879143,48,0.7474511770613633,0.8116852332893603,0.5859375
Kupffer,0.6328973969891667,0.21970968931939894,0.7141131777678219,233,0.6333561269067608,0.7452596081989521,0.7917261055634808
CD4T,0.6575041707822574,0.18402104060967753,0.7065551509663878,141,0.6466010404406511,0.7583983047838311,0.8659217877094972
AntiB,0.5737802090811747,0.3686426180702353,0.7011312257112438,33,0.6537793718110223,0.7285591028405085,0.68
aStellate,0.5472871616994713,0.28889526708723523,0.6908880088118438,257,0.4452076298411135,0.7407697556740425,0.696
cvLSEC,0.6423236351350977,0.16007956089480105,0.6828720520561796,1228,0.6063140888743386,0.7364325382186085,0.8838757396449705
Prolif,0.5633128621708355,0.3068488946702052,0.6629229322466288,268,0.5781071936633415,0.698810886358368,0.8092105263157895
Stellate,0.5519770230680688,0.2738878207112294,0.6500949884371855,507,0.5682934104682984,0.6824397332007264,0.8229352346999406
VSMC,0.5483705081387984,0.37194528228870694,0.6488460746623939,34,0.6381944155849422,0.6578626775764818,0.7547169811320755
Monocyte,0.5616451742613074,0.14839594436908585,0.6023800248126159,249,0.4747903225791959,0.6738778850053811,0.7095709570957096
P-Hepato2,0.5136820321165073,0.21288045325130067,0.5728486276113302,2582,0.4783505465253114,0.6307298331234183,0.7101902528016679
I-Hepato,0.3616925764350216,0.4078891643615086,0.5442494804591079,237,0.4202629334767099,0.585228829439248,0.0702576112412178
Chol-Doublet,0.32301321342422373,0.39357465493934407,0.5364488726092791,137,0.1188041282613603,0.5931320592520802,0.1900070372976777
cvEndo,0.4259195467998752,0.22319500571752895,0.47473914021168606,78,0.38042978354820506,0.5736569466592245,0.6300813008130082
cvLSEC--Mac,0.23583828640227664,0.4534378845151709,0.4710135320905461,10,0.07250898896369865,0.5431892608218445,0.5769230769230769
Tcell-Doublet,0.16722244433687355,0.4422303453997608,0.41982804474111357,64,0.0017803554835999,0.46981137464153466,0.5405405405405406
ppLSEC,0.2753230980376433,0.23803217565984044,0.383179989020764,289,0.1210975525061229,0.454418586411097,0.7395925597874224
Chol,0.24515551756298162,0.32047017641189063,0.37684056068039135,754,0.1092981912839093,0.48133090242682414,0.8256227758007118
Hepato-Doublet,0.27597536612509976,0.2069841783405975,0.3192325671032329,1037,0.1637870480267178,0.4320553420957928,0.2384291725105189
C-Hepato,0.13273510885763973,0.2979874027435032,0.2282735943231648,5568,-0.08266592666865591,0.38470893928308497,0.3849631129755533
C-Hepato2,0.09045529717734314,0.3425139382208663,0.218874268548669,1665,-0.1827420970614702,0.3774389877821291,
P-Hepato,-0.14509149408848335,0.2799411500453945,-0.1630736166209207,10201,-0.4148602247504764,0.1217753706790226,0.6161930529707074
cvLSEC-Doublet,-0.26655311394756387,0.27884244243081213,-0.1884105738270433,319,-0.5082589607246368,-0.0265522269960345,0.1674356303021283
Stellate-Doublet,-0.3417182531426549,0.2569244275289471,-0.26212106920795597,282,-0.5381974215013224,-0.1196245045681369,0.2654320987654321
Kupffer-Doublet,-0.4129367783308978,0.24498059404964692,-0.3601009481143918,157,-0.6030198123897531,-0.1675331502746511,0.509915014164306
Chol--Stellate-Doublet,-0.7943725072152285,0.09264883892948775,-0.8012353668830572,6,-0.8784756645877523,-0.7166619811853235,0.5
