author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
Ascending vasa recta endothelium,-0.043230702652826344,0.22785927507161746,-0.006860254854510857,241
B cell,0.6347363198259692,0.17891162251914677,0.7000915017344133,947
CD4 T cell,-0.11663290442363539,0.1618717881072542,-0.08543997610972244,2305
CD8 T cell,-0.012891578994954567,0.21826553318520064,0.06398709526134902,941
Connecting tubule,-0.054116819087699365,0.2161388477534483,0.013742995773925265,63
Descending vasa recta endothelium,-0.22832798289168174,0.1433996566850759,-0.25876244608436066,163
Distinct proximal tubule 1,0.2370528980148363,0.45411874246942724,0.4848684008941303,62
Distinct proximal tubule 2,-0.7618047353647497,0.09490923654209546,-0.7621898687493803,57
Epithelial progenitor cell,0.26045362238292136,0.3109599302458188,0.3806079829106791,188
Fibroblast,0.7352331723314489,0.11260110339583287,0.7732580338438844,10
Glomerular endothelium,0.719306883313751,0.15234456994933257,0.7708680401725242,596
Indistinct intercalated cell,0.2759577385374098,0.3464714450287646,0.42380395145053185,24
MNP-a/classical monocyte derived,-0.15083990262412617,0.31449250049319116,-0.12246906115778564,340
MNP-b/non-classical monocyte derived,0.09306154388425547,0.32400372083266926,0.2252562309174316,297
MNP-c/dendritic cell,0.052919481311689304,0.3847157407544075,0.23591813890033891,172
MNP-d/Tissue macrophage,0.054393004205937255,0.34744619019647915,0.12450621766580873,73
Mast cell,-0.39092927729073806,0.2415333751156361,-0.44418877909906684,40
Myofibroblast,-0.42845033693945345,0.2409060137138777,-0.46299019129090013,115
NK cell,0.13280687031734734,0.21055902031723375,0.21058902583468195,1150
NKT cell,-0.06264615881451852,0.18847068314294427,-0.04238185030702181,712
Neutrophil,0.7273831618453598,0.09718243151562099,0.7649641971179539,39
Pelvic epithelium,0.3533968292161384,0.497919805644251,0.6338337196048212,14
Peritubular capillary endothelium 1,0.16715146184711782,0.25793092398656736,0.2926759937724388,653
Peritubular capillary endothelium 2,0.32039122299320444,0.1531210290803332,0.36982793076640336,163
Plasmacytoid dendritic cell,0.8682108998274585,0.02750779916769517,0.8745596823588693,18
Podocyte,0.9131349640665627,0.06813206685161194,0.9420542484271908,23
Principal cell,0.026420871258490474,0.2603368293714238,0.12974405696414765,80
Proliferating Proximal Tubule,-0.08927246958522365,0.18477966354976885,-0.06889934253427564,57
Proximal tubule,0.021804209378946865,0.14393616682539345,0.0688112842687818,10202
Thick ascending limb of Loop of Henle,0.18469658491917776,0.33624768598855803,0.3249649859883186,302
Type A intercalated cell,0.10158750048004997,0.26442809896127717,0.22788775387489038,193
Type B intercalated cell,0.2828107304697036,0.3040018776653499,0.4302088107788408,103
