,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
ENSG00000188290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937813435831377,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188157,0.0,0.0,0.0,0.0,0.9206661985766503,0.0,0.9474090818435915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,0.0,0.9496206448924157,0.0,0.0,0.0,0.0,0.0
ENSG00000078808,0.0,0.0,0.0,0.0,0.9747045616949758,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175756,0.0,0.0,0.0,0.0,0.6929454380466092,0.0,0.6623025997992484,0.0,0.6706236081738626,0.0,0.0,0.7571399423383898,0.0,0.6510582566261292,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.7373217498102496,0.0,0.0,0.6535944054203648,0.0,0.680025496790486,0.0,0.0,0.7780225449992765,0.7341099496810667,0.6845784552635685
ENSG00000221978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000242485,0.0,0.0,0.0,0.0,0.7419553822086703,0.0,0.697439314857606,0.0,0.7490758684373671,0.0,0.0,0.0,0.0,0.6836616339222077,0.6774193548387096,0.0,0.6917939955188382,0.0,0.0,0.0,0.0,0.7474070768202504,0.0,0.0,0.6855809996204991,0.0,0.6841043137734936,0.0,0.0,0.0,0.7356727123260498,0.7325849859945236
ENSG00000160075,0.0,0.0,0.0,0.0,0.7919685206105632,0.0,0.7763986029932576,0.0,0.7778506778901623,0.0,0.0,0.0,0.0,0.0,0.7765955655805526,0.0,0.0,0.0,0.0,0.0,0.0,0.7827758327607186,0.0,0.0,0.7534891674595494,0.0,0.7419354838709677,0.0,0.0,0.0,0.8070649793071132,0.8099580599415687
ENSG00000008128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078369,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845635025731979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162585,0.0,0.0,0.0,0.0,0.8882069049342987,0.0,0.8782324233362752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.0,0.8732647492039588,0.0,0.0,0.0,0.8425991477504853,0.8658315827769618
ENSG00000157916,0.0,0.0,0.0,0.0,0.8255895126250482,0.0,0.7741935483870968,0.0,0.8039150910992776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7909990010722991,0.0,0.0,0.8516910268414405,0.0,0.834651610543651,0.0,0.0,0.0,0.8355241860112836,0.8276886343955994
ENSG00000177133,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9748164530723326,0.0,0.0,0.0,0.0,0.0
ENSG00000235169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,0.0709320402914478,0.16031901682576827,0.1081743509538712,0.06753978229338123,0.08059428007371965,0.10706438172248102,0.12140529386458858,0.10394970447786393,0.09022640989672753,0.10911511028966596,0.06451612903225806,0.20563179831351003,0.13793793416792346,0.10467955950767763,0.14950966450475878,0.06497683640449278,0.15347813406298239,0.07198186266806818,0.07204157498575026,0.08977808106330133,0.0,0.17035088423759706,0.06985850103439824,0.13413916095610587,0.15562848314162223,0.0,0.06833929400290212,0.10804256123881187,0.09957766725170997,0.12200993876303395,0.10744684934616089,0.16412480800382553
ENSG00000171735,0.0,0.0,0.0,0.0,0.7854624525193246,0.0,0.8183458928138979,0.7862674843880438,0.7734379826053497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614563934264644,0.0,0.0,0.7419354838709677,0.0,0.7639296285567745,0.0,0.0,0.0,0.7760534324953633,0.7573196638015008
ENSG00000116288,0.0,0.0,0.0,0.0,0.34515087642977316,0.30937876816718807,0.3630818666950349,0.29381146354060017,0.38510247392039143,0.0,0.0,0.494033892308512,0.2903225806451613,0.3118279691665403,0.3236369644441912,0.0,0.31414348463858327,0.322340399988236,0.341720292645116,0.3167098222240325,0.0,0.40157875899345646,0.0,0.293230822009425,0.5068308134232798,0.46706934705857306,0.3436778533843256,0.46706934705857306,0.345555018994116,0.5291261115381795,0.44350412391847177,0.4209444945858371
ENSG00000116285,0.0,0.0,0.0,0.0,0.0,0.0,0.9811608810578624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142599,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.9369896073495189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9626326849383693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074800,0.0,0.0,0.0,0.0,0.491903878027393,0.3225806451612903,0.4680561269483259,0.3960278207255948,0.5385966108691308,0.0,0.0,0.426787136062499,0.395612403269737,0.4163115293748917,0.40282461720128215,0.0,0.3402798810312825,0.32916835431129704,0.37947833153509325,0.3758625618873104,0.0,0.3791752976755942,0.0,0.35347231165055304,0.3292072819125268,0.0,0.6328756886143838,0.45259038094551335,0.40921096647939376,0.6196192214565892,0.4008063116381245,0.44231833373346635
ENSG00000171612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9547669983679249,0.972196057919533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9887780220277848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9803885586800114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000233954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.0,0.0,0.0,0.0,0.0,0.0,0.9722468929906045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000186510,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482063631857595,0.9371327507880426
ENSG00000184908,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9480765038920987,0.9405913756739709
ENSG00000117118,0.0,0.0,0.0,0.0,0.811851353414597,0.0,0.7741935483870968,0.0,0.7894654812351349,0.0,0.0,0.9015031533856546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8155352280985925,0.0,0.0,0.82875249655016,0.0,0.0,0.0,0.0,0.0,0.8528680282254373,0.8411715069124776
ENSG00000159423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.0,0.0,0.0,0.8563024863120048,0.0,0.8064516129032258,0.0,0.8340325240165957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8202909750323142,0.0,0.0,0.876425447002534,0.0,0.0,0.954421874015562,0.0,0.0,0.0,0.836038141481338
ENSG00000077549,0.0,0.0,0.0,0.0,0.49373422707280806,0.0,0.4602104194702641,0.0,0.45161290322580644,0.7797137652674029,0.0,0.5757598973089649,0.4891478669258856,0.6359960763685165,0.5493252738829582,0.0,0.0,0.4785207336948764,0.5997298167597863,0.4900529749931828,0.0,0.48639613774514967,0.0,0.4550511721641787,0.526014885594768,0.5723286059594923,0.45575521646007416,0.0,0.0,0.0,0.48854357388711744,0.5290390156930492
ENSG00000173436,0.0,0.0,0.0,0.0,0.6165829704653832,0.0,0.5297142536409439,0.4948423427920188,0.5158370867852242,0.0,0.0,0.7443109039337404,0.5077645086473034,0.5545338257666557,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.49051102707462924,0.0,0.5023127544310785,0.48612260818481445,0.546353199789601,0.6149926685517834,0.5606055817296428,0.0,0.6767264623795787,0.6437989357979067,0.6484801634665458
ENSG00000158747,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.9804374421796491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162545,0.0,0.0,0.0,0.0,0.9177312562542577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8813726056006647,0.0,0.0,0.0,0.0,0.9218472703810661,0.0,0.0,0.0,0.8709677419354839,0.8822398608730685
ENSG00000158825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.9852130028509325
ENSG00000244038,0.0,0.0,0.0,0.0,0.9354838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9636051174133055,0.0,0.0,0.0,0.0,0.0,0.0,0.9456499430441088
ENSG00000127483,0.0,0.0,0.0,0.0,0.7758995736798933,0.0,0.7879904104817298,0.0,0.7395825789820764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7503953922179437,0.0,0.0,0.0,0.7096774193548387,0.0,0.7801497444029777,0.7264764020519872,0.0,0.7575049035010799,0.0,0.0,0.0,0.7605641388124035,0.7463707635479588
