,author_cell_type,silhouette_score
18718,Proximal tubule,-0.08135691980718082
18719,Peritubular capillary endothelium 1,0.41094571385153755
18721,MNP-a/classical monocyte derived,0.05723517331412458
18724,MNP-a/classical monocyte derived,-0.20601335139985236
18726,Epithelial progenitor cell,-0.20987095073828455
18728,Proximal tubule,0.10056464776423528
18731,NK cell,0.07041194718366445
18732,Proximal tubule,-0.43847078945599943
18734,CD4 T cell,-0.11346805180962366
18735,Proximal tubule,0.08634339471121112
18736,Ascending vasa recta endothelium,0.08318489690689232
18737,Proximal tubule,-0.49504098898285803
18739,Proximal tubule,0.08329149637733191
18743,Proximal tubule,0.12317866024099047
18745,Thick ascending limb of Loop of Henle,0.43058739616789604
18748,Proximal tubule,0.07496518208782192
18750,Proximal tubule,0.11180521691243465
18751,CD8 T cell,0.160597270974741
18752,CD4 T cell,0.010999866164909718
18755,MNP-c/dendritic cell,-0.8105009726656571
18756,Proximal tubule,0.1051310743759329
18758,Proximal tubule,-0.08274187989175852
18761,Proximal tubule,0.10246807227875819
18762,Proximal tubule,0.12715126213890385
18764,Ascending vasa recta endothelium,0.269877446515448
18766,CD8 T cell,0.1556419049521675
18767,Proximal tubule,-0.08262094398657449
18768,Proximal tubule,0.09294005194367325
18769,Proximal tubule,0.1020238859079846
18770,Thick ascending limb of Loop of Henle,0.2727720495977168
18771,Proximal tubule,0.019152927683647413
18781,Proximal tubule,0.11269315088949226
18782,Proximal tubule,0.11494036710231886
18783,MNP-a/classical monocyte derived,0.1483385171448833
18785,NK cell,0.2744917816094781
18786,Proximal tubule,0.12417434495456386
18788,NK cell,0.2290267163796241
18789,Proximal tubule,-0.22496264884685832
18790,Proximal tubule,0.11852395044858147
18791,Proximal tubule,0.10405507887861794
18795,Proximal tubule,0.10391845377751044
18799,Proximal tubule,0.06900170438609554
18801,NK cell,0.24253540724531533
18802,NK cell,0.15321680483788563
18803,Proximal tubule,-0.0780648543161658
18804,CD8 T cell,0.058296856602798236
18805,CD8 T cell,0.1669501415952036
18809,Proximal tubule,0.11168035171111795
18810,B cell,0.706976184825272
18811,Proximal tubule,0.022894398660010307
18816,Proximal tubule,-0.0824114869155125
18817,Proximal tubule,-0.08047933615017677
18820,Proximal tubule,0.07331568254811781
18821,CD4 T cell,-0.18486001430358867
18823,Proximal tubule,0.09061504507997249
18829,Proximal tubule,0.10618399399521625
18830,Proximal tubule,0.035763515445665084
18831,Proximal tubule,-0.08078204855539908
18832,NK cell,0.26456931274821277
18833,CD4 T cell,-0.05833771516089841
18835,CD8 T cell,0.21123562122481002
18836,Peritubular capillary endothelium 1,0.3639820386565127
18839,Glomerular endothelium,0.8062299115784027
18846,Proximal tubule,0.10861064263018812
18848,Peritubular capillary endothelium 1,-0.10612493590822089
18849,CD8 T cell,0.07627261391010076
18850,Proximal tubule,0.1234218868014891
18852,Proximal tubule,0.06921215650392586
18853,Epithelial progenitor cell,0.4977702998733167
18854,NK cell,0.12866317136692987
18856,Proximal tubule,0.05065153382959924
18857,CD8 T cell,-0.17998085781834136
18858,CD4 T cell,0.0497271600666742
18860,Ascending vasa recta endothelium,-0.2000215574021832
18861,Proximal tubule,0.11630245768308053
18863,Proximal tubule,-0.46492810945569835
18866,Glomerular endothelium,0.6988284432563925
18868,Proximal tubule,0.033149681645921907
18869,Proximal tubule,0.10830110128969565
18870,Principal cell,0.07489632906179645
18872,B cell,0.7242973346539855
18873,CD4 T cell,-0.12996839206978633
18874,NK cell,0.23783215126446028
18875,B cell,0.7436536764133016
18876,Descending vasa recta endothelium,-0.2728678247048895
18879,Proximal tubule,0.12648824951238266
18880,CD4 T cell,0.0762761112992794
18881,Proximal tubule,0.1258493471970027
18883,Proximal tubule,-0.5231304191065232
18884,Proximal tubule,0.07141752486943564
18892,Proximal tubule,-0.2983420572973231
18893,MNP-c/dendritic cell,0.31092825066077023
18894,Proximal tubule,0.004608376646672654
18895,CD8 T cell,0.08406072516253334
18897,Proximal tubule,0.06541558907999624
18898,NKT cell,-0.21012857155957712
18901,NKT cell,0.1951680478017992
18903,Proximal tubule,0.04400907423920063
18907,NK cell,-0.14360499799208892
18908,NKT cell,0.09976148548884706
18910,Epithelial progenitor cell,0.5396225998352059
18911,Proximal tubule,0.047323638715742786
18912,Proximal tubule,-0.15720945871459807
18913,Proximal tubule,0.09214737216563215
18915,B cell,0.6989830110384845
18916,CD4 T cell,-0.1898685426317172
18917,Proximal tubule,0.13338089313826026
18923,Descending vasa recta endothelium,-0.23618520232501158
18925,Ascending vasa recta endothelium,0.029978823936076416
18926,CD8 T cell,-0.4345465936426438
18927,Peritubular capillary endothelium 1,0.4037965459519316
18928,Proximal tubule,-0.026706460427618435
18930,NK cell,0.2964046147571556
18931,CD4 T cell,-0.05260301634464873
18932,Proximal tubule,0.13279144189018383
18933,CD4 T cell,-0.10369327926470413
18938,Proximal tubule,-0.5668882370882526
18941,Proximal tubule,0.11855765316974792
18942,Proximal tubule,0.09939633909554386
18944,Ascending vasa recta endothelium,0.23143018348832992
18945,CD8 T cell,0.12427434740384492
18947,Proximal tubule,-0.22128925643006309
18948,Proximal tubule,-0.022900123226204612
18949,MNP-c/dendritic cell,-0.36223304470061346
18951,Glomerular endothelium,0.7796210458590344
18952,Proximal tubule,-0.08058471240546289
18954,Epithelial progenitor cell,0.07947535000368838
18955,Ascending vasa recta endothelium,-0.40250395637086606
18956,Proximal tubule,0.0035473208825709734
18958,NKT cell,-0.2117918935023649
18960,CD4 T cell,-0.09855012406511557
18964,NKT cell,0.18416634462958464
18965,Proximal tubule,0.07712160934790009
18966,CD4 T cell,-0.9349692139046354
18968,NK cell,0.30339531370295186
18969,Ascending vasa recta endothelium,0.13672271390917926
18972,Proximal tubule,0.04618668200883618
18973,CD8 T cell,-0.07507205738152448
18974,Proximal tubule,0.0721769323862188
18976,Proximal tubule,0.1299791279604258
18977,B cell,0.6296862675061777
18979,MNP-b/non-classical monocyte derived,0.2895637513184215
18980,Proximal tubule,0.032937197104153076
18982,Proximal tubule,0.07892766344002004
18983,Proximal tubule,-0.08235813796313067
18984,Proximal tubule,0.023922604957095223
18985,Peritubular capillary endothelium 1,0.2693918911269048
18986,Proximal tubule,0.13476711819401163
18987,Proximal tubule,-0.07966023825979211
18988,Proximal tubule,0.12775758006412574
18989,CD4 T cell,-0.08955352910656438
18990,Proximal tubule,0.07194812238355032
18994,Peritubular capillary endothelium 1,0.3902170119345449
18995,Proximal tubule,0.08258713757410906
18998,Peritubular capillary endothelium 1,0.22542577978655948
18999,CD4 T cell,-0.06638870170818327
19000,CD8 T cell,0.13972721029996715
19001,Proximal tubule,-0.023523067204647655
19002,Proximal tubule,-0.16374085284007178
19004,Glomerular endothelium,0.7659419623955671
19008,CD4 T cell,0.026936609577012934
19012,NKT cell,-0.14750695313350606
19014,Neutrophil,0.8025951818071053
19016,Glomerular endothelium,0.8112155787514581
19017,NK cell,0.21295909845251834
19020,Proximal tubule,0.01815241153747922
19022,Proximal tubule,0.10633866557357782
19023,NK cell,0.336028719920603
19025,Proximal tubule,-0.010278457522297614
19030,Thick ascending limb of Loop of Henle,0.3268885595736891
19032,Proximal tubule,-0.0776503653626239
19033,B cell,0.48459682691912276
19034,Proximal tubule,0.0817929038575102
19035,CD4 T cell,0.04197097077703403
19036,NK cell,0.27975837295246736
19038,Proximal tubule,-0.17243547518477367
19039,CD4 T cell,-0.09115435087674914
19042,Proximal tubule,0.13344520161775203
19043,Proximal tubule,-0.5360004768729717
19046,Proximal tubule,0.13615104306875425
19050,NK cell,0.06368350216264901
19051,Proximal tubule,0.0250498331956256
19052,Thick ascending limb of Loop of Henle,-0.33864379175256865
19053,Proximal tubule,0.031335892950792525
19055,Proximal tubule,0.029795748636177816
19057,NK cell,0.22903747632582894
19058,MNP-c/dendritic cell,0.42061752414055004
19059,Proximal tubule,0.0646491083621244
19063,Proximal tubule,0.11002888369353078
19064,CD8 T cell,-0.4739145801692254
19066,Proximal tubule,-0.03439594834864145
19067,Proximal tubule,0.11813345599456107
19068,CD8 T cell,-0.07280888708442756
19069,Proximal tubule,-0.07838328162204376
19070,Proximal tubule,0.025468281911815514
19072,Proximal tubule,-0.33680976693096365
19074,Proximal tubule,0.0611122383077394
19075,NK cell,0.21496172886501588
19076,Proximal tubule,0.07374796979272538
19080,NKT cell,-0.5791974588367134
19081,Proximal tubule,0.10326911863340672
19082,Proximal tubule,0.01734838406314433
19083,Proximal tubule,0.11030556745191729
19084,Ascending vasa recta endothelium,-0.4028029633527237
19085,Proximal tubule,0.09731548518946398
19087,CD4 T cell,0.04979700221628517
19089,Proximal tubule,0.07632969956475788
19090,Proximal tubule,0.10041605987815073
19093,Proximal tubule,0.11812245304715946
19094,Proximal tubule,0.06969640782285218
19095,Proximal tubule,0.11563917411004268
19096,Myofibroblast,-0.5532270022694742
19097,Proximal tubule,0.12431310676563247
19098,Descending vasa recta endothelium,-0.4113144901511063
19101,Epithelial progenitor cell,-0.06651631267578517
19102,CD4 T cell,-0.03240434100040272
19104,Proximal tubule,0.036911393109697786
19109,CD4 T cell,-0.28954779667483066
19111,CD8 T cell,0.218889834918549
19112,Neutrophil,0.808216823095135
19115,NKT cell,0.046285579294421834
19116,Proximal tubule,-0.02867724909324724
19117,Proximal tubule,0.12402041317199768
19119,Proximal tubule,-0.017580683032723067
19120,Proximal tubule,0.10868372400550613
19122,Proximal tubule,0.11360683685284272
19124,B cell,0.5457732922960518
19125,Proximal tubule,0.07081203577814708
19126,Proximal tubule,-0.07513943333315022
19128,Proximal tubule,0.09506904372343795
19129,NK cell,0.000909955599594566
19130,NK cell,0.1182959237577
19131,Proximal tubule,0.1357113907055089
19132,Proximal tubule,0.08813222213026405
19133,CD4 T cell,-0.17678056843188156
19134,Glomerular endothelium,0.4126906766125607
19138,Proximal tubule,0.13645718690757716
19144,Proximal tubule,-0.020409945201213173
19145,Proximal tubule,0.05013645812471352
19146,Proximal tubule,0.021198368427263067
19151,Proximal tubule,0.1314081944262553
19155,Proximal tubule,0.10513984694437689
19156,Proximal tubule,0.03824789393603081
19159,Neutrophil,0.5645159313605012
19161,Proximal tubule,-0.08013955401763088
19162,CD4 T cell,-0.13458407647270124
19163,Proximal tubule,0.021431865885754055
19165,CD4 T cell,0.0642099818093742
19167,Proximal tubule,0.08580579780638573
19168,CD4 T cell,-0.02756388085576076
19169,CD4 T cell,0.03702958087980927
19170,Ascending vasa recta endothelium,-0.013879041358563073
19172,Proximal tubule,0.034363282003687746
19173,Proximal tubule,-0.43872150671555565
19175,Proximal tubule,-0.10168568232732982
19176,Proximal tubule,0.13233800489350708
19177,CD8 T cell,0.12455451045580869
19179,NK cell,0.32943193995494646
19180,Proximal tubule,-0.08087541179507846
19181,Proximal tubule,0.08247649769502854
19182,CD8 T cell,-0.1237324746679857
19184,MNP-a/classical monocyte derived,-0.48398887236676447
19186,CD4 T cell,-0.07860682322284931
19187,Proximal tubule,0.007824135591638902
19188,Proximal tubule,0.05895597270726612
19189,Glomerular endothelium,0.8033540512678776
19191,Proximal tubule,-0.06817786049670238
19193,Myofibroblast,-0.478012128085672
19194,CD4 T cell,-0.05075371599612131
19195,Proximal tubule,-0.9571803717728261
19197,B cell,0.6621903121111717
19198,Glomerular endothelium,0.7449734078408369
19199,B cell,0.7514413487498296
19200,CD8 T cell,0.17852724959859378
19201,Proximal tubule,-0.08178745492627015
19202,Proliferating Proximal Tubule,-0.10504003502482397
19204,Proximal tubule,0.11047997860317804
19206,Proximal tubule,0.10831075592129064
19210,MNP-a/classical monocyte derived,0.22878451365657948
19211,Proximal tubule,0.1019223369417936
19212,MNP-d/Tissue macrophage,0.4498130696377428
19213,Proximal tubule,0.10089485376366851
19215,Type A intercalated cell,0.3490573590536488
19217,NK cell,0.3377837793136031
19219,Thick ascending limb of Loop of Henle,0.26362710008521123
19221,Type A intercalated cell,0.3539320525345157
19222,Glomerular endothelium,0.8050897439391071
19224,Peritubular capillary endothelium 1,0.3508045697058963
19226,NKT cell,0.026107270362447612
19227,MNP-b/non-classical monocyte derived,0.27930007943699287
19229,Proximal tubule,0.10651934974302317
19231,Proximal tubule,-0.023825431629840025
19233,Proximal tubule,0.04423853897679421
19236,Proximal tubule,0.07046825362248821
19238,NKT cell,-0.12864804226111543
19239,CD8 T cell,0.10174786680826176
19240,Proximal tubule,0.07124339978319465
19241,Proximal tubule,0.0736090569563432
19243,CD8 T cell,0.006502702667584042
19245,Proximal tubule,-0.33560261371113387
19252,Glomerular endothelium,0.7406665366536881
19253,Proximal tubule,0.00022565877824448622
19254,Proximal tubule,0.09598488187808343
19256,CD4 T cell,-0.1781896765581568
19257,CD4 T cell,-0.1712849504379311
19258,CD4 T cell,-0.11491784005524504
19259,Proximal tubule,0.11065832528043056
19261,Proximal tubule,0.1325897279933718
19264,MNP-d/Tissue macrophage,0.26610808166785443
19265,Proximal tubule,-0.0811640416774084
19266,Proximal tubule,-0.08025400782087556
19273,Proximal tubule,0.10004292376007363
19275,Proximal tubule,-0.10715097706119411
19279,Proximal tubule,0.04334701317578903
19281,Proximal tubule,0.060063567885336525
19282,MNP-b/non-classical monocyte derived,0.31758167671986987
19283,Proximal tubule,0.04544379837698404
19284,B cell,0.5161231620144558
19285,CD4 T cell,-0.019091574325330485
19288,Proximal tubule,0.030361738010409676
19289,CD8 T cell,-0.32007766165805523
19290,Proximal tubule,-0.023050404593937212
19292,MNP-a/classical monocyte derived,-0.041471580125971755
19293,Proximal tubule,0.10331102116923474
19296,Thick ascending limb of Loop of Henle,0.43231309888829844
19299,Ascending vasa recta endothelium,0.09901624613717672
19301,Proximal tubule,0.014078585725846497
19304,NKT cell,-0.22850980872735063
19308,Peritubular capillary endothelium 1,0.012173098851149632
19317,Proximal tubule,-0.08206103876522172
19318,CD4 T cell,-0.04768768774514455
19320,Proximal tubule,0.11043984033579898
19322,Thick ascending limb of Loop of Henle,0.45117227472478544
19324,Peritubular capillary endothelium 1,0.33735328164045664
19325,Proximal tubule,-0.06788624345228036
19326,Glomerular endothelium,0.3440451899476268
19329,Proximal tubule,0.08840291009877374
19330,Myofibroblast,-0.21862676482982768
19334,Peritubular capillary endothelium 1,0.3032704793482755
19335,Proximal tubule,0.015066286953775918
19339,Proximal tubule,0.10485213365543003
19340,MNP-a/classical monocyte derived,-0.20892172950182716
19342,Type A intercalated cell,0.3613802336956976
19344,Proximal tubule,0.13224283198460682
19346,MNP-a/classical monocyte derived,-0.037737505005257244
19348,Proximal tubule,-0.080469271928762
19349,Proximal tubule,0.11157607203854022
19350,Proximal tubule,0.1199618750780839
19352,Proximal tubule,0.08519020715614856
19353,Glomerular endothelium,0.8133362344565483
19354,Proximal tubule,0.12805245602452006
19358,Proximal tubule,0.1367999625693342
19361,Proximal tubule,0.01671128497679471
19362,Proximal tubule,-0.08204841985042644
19366,Proximal tubule,0.04383898115100332
19367,Proximal tubule,0.10905126203309791
19368,CD4 T cell,-0.04168451424323556
19369,B cell,0.7506626031850036
19371,Proximal tubule,0.03880652677072604
19374,CD4 T cell,-0.38308176557375656
19375,MNP-b/non-classical monocyte derived,0.3075090939383963
19377,Glomerular endothelium,0.60531381765222
19378,Proximal tubule,0.09592688585526375
19380,Principal cell,0.1683493727887543
19384,NKT cell,-0.1658653384853897
19385,Proximal tubule,0.02093494095772101
19386,Proximal tubule,0.11998291268906564
19387,Proximal tubule,0.039075061611466566
19389,CD4 T cell,-0.3865632747911807
19391,CD8 T cell,0.223407677671888
19397,Proximal tubule,0.024555175747410986
19399,Proximal tubule,0.043798320024407124
19401,CD8 T cell,0.1288065662858264
19403,Proximal tubule,-0.008864184916972532
19404,CD4 T cell,0.10790884182667337
19405,Peritubular capillary endothelium 1,-0.10691204018433782
19407,Proximal tubule,-0.08154583070690187
19408,CD4 T cell,-0.03832727965573163
19409,MNP-a/classical monocyte derived,-0.20401233949205577
19411,Proximal tubule,-0.32591412362685335
19412,CD4 T cell,-0.030607184406422933
19413,Proximal tubule,0.026661397540011733
19414,MNP-b/non-classical monocyte derived,-0.5475695609458464
19417,Proximal tubule,0.1063047323052259
19418,NKT cell,0.08685447349548182
19420,CD4 T cell,-0.03520882630095367
19424,NK cell,0.1673127763430744
19425,Proximal tubule,0.07976993268575105
19429,NK cell,0.2406493869472953
19431,Proximal tubule,0.12617201876224632
19432,Peritubular capillary endothelium 2,0.4552550212921949
19434,Proximal tubule,-0.1328204471491822
19435,Glomerular endothelium,0.7237482272506965
19436,Proximal tubule,0.08471732828445072
19438,B cell,0.6761367290476049
19447,Proximal tubule,0.1242239886971963
19452,CD4 T cell,-0.37739541413132316
19453,MNP-a/classical monocyte derived,0.1401153188878627
19454,Proximal tubule,-0.046608671605462594
19457,MNP-b/non-classical monocyte derived,0.3339231772606217
19459,Proximal tubule,0.13552461133576105
19461,MNP-a/classical monocyte derived,-0.77981950115055
19462,CD8 T cell,0.041525130314643284
19463,B cell,0.6421193457973055
19465,CD4 T cell,-0.12349278770492828
19466,Proximal tubule,0.06275138629009346
19469,NKT cell,-0.08149463446396421
19476,Proximal tubule,0.0784595908008788
19480,Peritubular capillary endothelium 1,-5.51813969419585e-05
19481,Proximal tubule,0.04803609341944949
19482,CD8 T cell,0.2005362750227226
19483,Neutrophil,0.7909781197836145
19488,Proximal tubule,0.09932762655083797
19489,Proximal tubule,0.10848371901224904
19490,Proximal tubule,0.0951780200608138
19491,Proximal tubule,0.047212673718500874
19495,Proximal tubule,0.11723090711243593
19499,Proximal tubule,-0.0393785765258461
19500,Descending vasa recta endothelium,-0.09744772629482379
19501,Proximal tubule,0.10104297482204126
19502,Proximal tubule,0.0838294971150622
19506,Proximal tubule,-0.7865874913097136
19507,NK cell,0.2231710167510922
19510,Proximal tubule,-0.07078019165119129
19511,Proximal tubule,-0.15288914747387522
19512,Proximal tubule,-0.07361847095149662
19514,Proximal tubule,-0.0786049763842352
19517,Proximal tubule,-0.07958832826478109
19519,Proximal tubule,0.1114617074756264
19520,Peritubular capillary endothelium 1,0.11762867055863971
19523,Proximal tubule,0.0736462801925953
19524,Proximal tubule,0.10533837704422722
19527,Peritubular capillary endothelium 2,0.17843128235505326
19528,NK cell,-0.4877137525243894
19529,Proximal tubule,0.10306258626087295
19533,CD4 T cell,-0.06891684400241904
19535,NKT cell,0.0037572580578283496
19540,Type B intercalated cell,0.4647951449225441
19544,Proximal tubule,0.09778608252638968
19545,Proximal tubule,0.02171080235274593
19546,Proximal tubule,0.11529331622531495
19548,Proximal tubule,0.027030425671653296
19551,Type A intercalated cell,0.36689980757426544
19552,Proximal tubule,-0.004977447175378452
19554,Proximal tubule,0.1181239407595382
19555,Peritubular capillary endothelium 1,0.40189610899846895
19557,Proximal tubule,0.06586833309271305
19559,Proximal tubule,-0.007283754015993474
19560,Proximal tubule,0.13183313247133435
19561,Proximal tubule,0.07494319397859936
19562,Proximal tubule,-0.08183253454733157
19567,MNP-a/classical monocyte derived,-0.5248025595665902
19570,Proximal tubule,0.09934675958975502
19574,Proximal tubule,-0.08023340434755516
19578,NK cell,0.31363911446821136
19580,Proximal tubule,0.02721460027488906
19586,Proximal tubule,0.09309367357883427
19587,NK cell,0.32277233858105786
19595,CD8 T cell,0.14258941441360343
19597,Proximal tubule,0.04918617000266492
19601,Peritubular capillary endothelium 1,-0.2720101485539425
19602,Proximal tubule,0.09735694570564815
19603,Proximal tubule,0.03736917302276413
19604,Proximal tubule,0.09673502010640488
19605,NKT cell,-0.1463425223652093
19606,CD4 T cell,0.04766576282709679
19614,Peritubular capillary endothelium 1,-0.27472831906209266
19615,Proximal tubule,0.0984359988093441
19618,Proximal tubule,0.07792750426312148
19619,MNP-c/dendritic cell,0.3737114723394983
19621,CD8 T cell,-0.5303281586945514
19622,B cell,0.6730346028598724
19624,CD4 T cell,-0.20923672811584274
19625,Proximal tubule,0.12027296807090987
19626,Proximal tubule,0.11144200208217019
19628,Podocyte,0.9447537400548427
19629,NKT cell,0.1670113868838949
19632,Proximal tubule,0.10714001539386513
19634,Descending vasa recta endothelium,-0.3813044723787509
19636,Proximal tubule,-0.29400527473333166
19638,Proximal tubule,0.1113702888437946
19639,Proximal tubule,0.02545848028636472
19640,CD4 T cell,-0.18947326398832076
19642,Thick ascending limb of Loop of Henle,0.252907713747607
19650,Proximal tubule,-0.01792360674472632
19651,Ascending vasa recta endothelium,-0.12808218707075397
19654,Proximal tubule,0.13457255967004705
19657,Proximal tubule,0.08471305437657499
19660,Peritubular capillary endothelium 1,-0.14345284230058794
19664,B cell,0.5816735406227879
19665,Proximal tubule,0.11834487857311088
19670,CD4 T cell,-0.2637161613568057
19673,CD4 T cell,0.06123284618612696
19674,Ascending vasa recta endothelium,0.13808982732598374
19675,CD4 T cell,-0.3294100698583887
19676,MNP-b/non-classical monocyte derived,0.3445186696540438
19677,Proximal tubule,0.08832817461260493
19681,CD8 T cell,-0.2626950878424847
19682,NK cell,0.251769299024719
19683,Proximal tubule,0.07439737370518316
19685,Connecting tubule,-0.17721124819630032
19687,CD8 T cell,-0.45442818973042154
19691,Proximal tubule,0.10243318052765576
19694,Proximal tubule,0.1297505576066731
19697,Proximal tubule,0.06218766197589309
19698,CD4 T cell,-0.15028193444964189
19699,Proximal tubule,0.04985503677556193
19701,Proximal tubule,0.023931186037442043
19704,B cell,0.5775620469293978
19706,Glomerular endothelium,0.7317289863419714
19707,Proximal tubule,0.10670474542719183
19709,NK cell,0.25302533944693506
19710,B cell,0.7175081553488862
19711,CD4 T cell,-0.035218076215284305
19713,Peritubular capillary endothelium 1,-0.2877788723033161
19714,NK cell,0.2794749071066938
19716,CD4 T cell,0.07449999823467955
19717,Distinct proximal tubule 1,-0.4614166904623048
19718,Proximal tubule,0.09421015720282691
19720,Proximal tubule,0.08187479874472911
19721,NK cell,0.05265628832494746
19723,NKT cell,0.1008251881398453
19724,Proximal tubule,0.011911902972682199
19725,CD8 T cell,-0.4836732315700098
19727,CD4 T cell,-0.039279346204422125
19728,Proximal tubule,0.023735795101486806
19733,NKT cell,0.0118611840917155
19734,Myofibroblast,-0.6979666455354196
19735,Thick ascending limb of Loop of Henle,0.0707271847859667
19736,Proximal tubule,-0.005859815204661242
19738,NKT cell,-0.072302882578151
19740,Thick ascending limb of Loop of Henle,0.37844981372001474
19741,MNP-c/dendritic cell,0.03705300364098459
19744,Proximal tubule,0.0030450500791335436
19746,Proximal tubule,0.12632831556172075
19747,Proximal tubule,0.07809079616518147
19750,Fibroblast,0.7083939436399912
19751,Proximal tubule,0.04225533414606748
19755,Proximal tubule,-0.19919311596643502
19756,Proximal tubule,0.0583388016929523
19757,Glomerular endothelium,0.7627246071193804
19758,Descending vasa recta endothelium,-0.40708562222232636
19762,Proximal tubule,0.11813855220967141
19763,Proximal tubule,-0.007984533880398667
19767,CD8 T cell,-0.12708040410825444
19768,Peritubular capillary endothelium 1,0.3794418349171634
19769,CD8 T cell,0.16069904811532282
19771,CD4 T cell,-0.13179382147672616
19774,Proximal tubule,-0.06074027820484119
19775,Proximal tubule,0.01294763685843008
19776,Proximal tubule,0.10390982757227223
19777,Proximal tubule,0.1085521179716151
19780,CD4 T cell,-0.562811002736042
19783,CD8 T cell,0.048911601363752215
19786,Proximal tubule,-0.49679854820796765
19788,Proximal tubule,-0.5648919835771249
19789,Type B intercalated cell,0.42775091404467463
19791,CD4 T cell,-0.033937747576935635
19792,Proximal tubule,0.11595100499341644
19793,Proximal tubule,-0.08185380285877931
19794,Proximal tubule,0.13339100722189706
19796,CD4 T cell,-0.2389463599447232
19797,B cell,0.6736982970614919
19800,Proximal tubule,-0.08247184667088377
19802,Proximal tubule,0.06250036749090876
19803,Proximal tubule,-0.00016513536863144282
19804,Proximal tubule,0.06662122496129323
19806,Thick ascending limb of Loop of Henle,0.09510584010124451
19807,NK cell,0.15952297593139558
19809,NK cell,0.30266886640431057
19810,Proximal tubule,-0.08028467065091179
19811,Type A intercalated cell,0.12301106980412986
19812,CD8 T cell,0.12251801461443178
19816,MNP-a/classical monocyte derived,-0.13650309218815626
19818,CD4 T cell,-0.08854551748053997
19819,B cell,0.6101992116880461
19820,NK cell,0.24433947051068725
19821,Proximal tubule,0.10702631554951973
19825,CD8 T cell,0.1285351981706601
19826,CD8 T cell,0.1297218353245566
19828,Proximal tubule,0.10085089209715374
19829,Proximal tubule,0.10996070743663802
19830,CD4 T cell,-0.026605078813489908
19831,Proximal tubule,0.03815022535040055
19833,NK cell,0.009269633246546173
19838,Proximal tubule,0.10510454067323045
19840,CD4 T cell,-0.14357669064384473
19841,CD4 T cell,-0.6342264611620451
19842,CD4 T cell,-0.13555772431888746
19844,Proximal tubule,0.09995657765601698
19847,Proximal tubule,-0.017881006939510658
19848,Thick ascending limb of Loop of Henle,0.3757602412560428
19849,CD4 T cell,-0.33476658771646706
19850,CD8 T cell,0.05667994501503627
19853,NKT cell,-0.12575744634259048
19854,MNP-c/dendritic cell,-0.30219527615147296
19855,MNP-b/non-classical monocyte derived,0.10860034112103392
19856,Proximal tubule,-0.02821286209755905
19857,CD4 T cell,-0.13026953990413284
19858,Proximal tubule,-0.3760345082351736
19859,Proximal tubule,0.02547584783072832
19860,Proximal tubule,0.10461678873192529
19863,Proximal tubule,-0.4465448994669034
19864,Glomerular endothelium,0.75667721048917
19874,Proximal tubule,-0.08184672665635156
19877,Proximal tubule,0.08366645266626296
19878,CD4 T cell,-0.12278054399999057
19879,CD4 T cell,-0.15845970349186064
19881,Proximal tubule,0.0648557945802997
19882,Proximal tubule,0.09684065270087955
19883,MNP-c/dendritic cell,-0.32941978984249065
19886,Proximal tubule,0.09955755271429005
19888,Proximal tubule,0.109980984517767
19890,MNP-c/dendritic cell,0.2482442231214219
19898,CD4 T cell,-0.3975808481492049
19900,Proximal tubule,0.12152057872539791
19903,Proximal tubule,0.10982215498131988
19907,Proximal tubule,-0.08204847457289208
19908,Proximal tubule,0.10272623431658862
19909,Proximal tubule,0.10525000199441673
19910,Proximal tubule,0.13529755789125947
19911,CD4 T cell,0.0016329100896652305
19913,Proximal tubule,0.0894214249383124
19914,CD4 T cell,-0.10011570351005916
19915,NK cell,0.253032947889696
19917,Proximal tubule,0.0672784403265858
19919,Proximal tubule,0.061313507721072885
19922,Proximal tubule,0.12694437733825037
19927,Proximal tubule,-0.07484803470562758
19928,Proximal tubule,-0.03156028275827316
19930,Proximal tubule,-0.08217059560023289
19935,Peritubular capillary endothelium 2,0.01252338255558369
19938,Proximal tubule,0.1355159234835123
19942,NKT cell,-0.17593436056523093
19943,Proximal tubule,0.10392582561259371
19946,Proximal tubule,0.13519358564359688
19947,MNP-b/non-classical monocyte derived,0.2854706522382414
19948,Proximal tubule,-0.06791005080189629
19949,Proximal tubule,-0.08236097945707337
19953,CD4 T cell,-0.13701182677077406
19954,Proximal tubule,-0.01577108220335711
19955,Glomerular endothelium,0.6974846503740769
19958,NK cell,0.3018196475976805
19959,Proximal tubule,-0.08211951988519159
19963,Proximal tubule,-0.3187015214223524
19969,Proximal tubule,0.0969825645554161
19978,Proximal tubule,0.04673717504357958
19982,Peritubular capillary endothelium 2,0.43181628462084626
19984,Proximal tubule,0.06489923146904968
19988,Peritubular capillary endothelium 1,0.4106118018831352
19990,CD8 T cell,0.03490426153335102
19991,Epithelial progenitor cell,0.5508083847754166
19993,Proximal tubule,0.10599850405561938
19994,B cell,0.6855391988668194
19995,Glomerular endothelium,0.815828310686104
19996,Proximal tubule,0.12700143796738547
19997,NK cell,0.13120821041757758
19999,Proximal tubule,-0.12509388041666475
20001,Proximal tubule,0.1020891278458045
20002,Proximal tubule,-0.029902979163940455
20003,Proximal tubule,-0.9527178482536779
20006,Proximal tubule,0.08929202957659022
20008,Proximal tubule,0.05184065665940317
20009,Proximal tubule,0.11354535098837565
20010,Proximal tubule,0.11770298033658227
20011,Proximal tubule,0.11387472149807573
