,author_cell_type,silhouette_score
3005,Proximal tubule,0.05006878517915016
3007,Proximal tubule,0.08167495794463807
3008,NK cell,0.2448782752193929
3010,Proximal tubule,0.10755085390304844
3013,Proximal tubule,0.025611187634963336
3014,Proximal tubule,-0.08028216601112324
3017,Proximal tubule,0.08995763904570864
3018,Proximal tubule,0.02786664825994833
3019,Proximal tubule,-0.08113793512936786
3020,Proximal tubule,0.038101933510899584
3023,Proximal tubule,0.13392952645174339
3024,Proximal tubule,0.08224944710630544
3026,Proximal tubule,-0.32121010711107
3027,Peritubular capillary endothelium 1,-0.20209952142172594
3028,Proximal tubule,-0.07997758319656799
3033,CD8 T cell,-0.3501822798739221
3034,Peritubular capillary endothelium 1,-0.22021747714138246
3036,Proximal tubule,0.0719398071096325
3037,MNP-b/non-classical monocyte derived,0.18840563218105627
3038,Proximal tubule,0.10276184816984978
3039,Proximal tubule,-0.08265133837342725
3040,Proximal tubule,-0.08139618231878985
3044,Proximal tubule,0.08636301853354474
3045,NK cell,0.2203689403636984
3048,MNP-d/Tissue macrophage,-0.44702366878164285
3053,CD4 T cell,-0.11453545403489601
3054,Proximal tubule,0.12260618782819505
3055,B cell,0.3264416018641339
3058,Peritubular capillary endothelium 1,0.4024974973672131
3059,B cell,0.5789090353774164
3063,Type A intercalated cell,-0.20350906574047697
3064,CD4 T cell,0.05253823504568236
3065,CD4 T cell,-0.009360585361265474
3067,Proximal tubule,-0.012472730890526432
3070,Proximal tubule,0.07139847367489112
3074,Proximal tubule,0.022365412596926756
3075,Proximal tubule,-0.46864067461817793
3078,Glomerular endothelium,0.7318744708050858
3079,Proximal tubule,-0.5250125835728809
3080,NKT cell,0.09973626965659184
3081,Proximal tubule,0.03152047852933025
3082,CD8 T cell,0.18344757870318712
3084,Thick ascending limb of Loop of Henle,-0.4292009039786831
3086,MNP-b/non-classical monocyte derived,-0.7239593140357854
3089,Proximal tubule,0.004783917667685669
3093,Glomerular endothelium,0.7888726265283357
3094,Proximal tubule,-0.0011836122855724644
3095,Proximal tubule,-0.4786782805320425
3097,CD4 T cell,-0.060819896858672916
3098,CD4 T cell,-0.07313357017127031
3099,Type B intercalated cell,0.32230604122381157
3102,Proximal tubule,0.10059461867532242
3103,Proximal tubule,0.08290817691504512
3105,NK cell,-0.24122255397179146
3108,Proximal tubule,0.0042039965648748906
3115,Ascending vasa recta endothelium,0.2013938957097958
3117,Proximal tubule,0.09002302967416942
3123,CD4 T cell,-0.2453281679336347
3124,Thick ascending limb of Loop of Henle,0.43725835435711763
3125,Proximal tubule,0.12988220149148638
3127,CD4 T cell,0.1096574002029866
3128,Epithelial progenitor cell,-0.24579313141126297
3129,Proximal tubule,0.11209565854338155
3130,Glomerular endothelium,0.8139779853854617
3134,Distinct proximal tubule 1,-0.3409594186444827
3136,Proximal tubule,0.023543692480532896
3139,CD4 T cell,0.029381744714929697
3140,B cell,0.7498245342325269
3142,B cell,0.7616630466278165
3144,Epithelial progenitor cell,0.3212342156954881
3145,B cell,0.47142457104913643
3146,Proximal tubule,0.04990312896373237
3148,Proximal tubule,0.12176777363864602
3150,NK cell,0.2516177431545961
3151,Thick ascending limb of Loop of Henle,0.4530796327379711
3153,Proximal tubule,-0.3249804756806475
3154,CD4 T cell,-0.037241340357041096
3155,B cell,0.6677620204656899
3156,B cell,0.730003236118466
3157,CD4 T cell,-0.07272155414251062
3158,MNP-a/classical monocyte derived,-0.25293537735468546
3160,Epithelial progenitor cell,0.1316897909396078
3163,Proximal tubule,0.052597678224573736
3165,NKT cell,-0.28892123769385986
3166,NK cell,0.2739710459259957
3168,Proximal tubule,-0.08181942089023238
3171,B cell,0.5980071114176042
3173,Proximal tubule,0.023710411724839797
3175,Proximal tubule,0.05096302023817552
3178,CD4 T cell,-0.13399024656566352
3179,B cell,0.6555253593358897
3180,NKT cell,-0.10408977098737407
3181,B cell,0.7337901648804128
3184,Proximal tubule,0.1351263008807479
3186,Proximal tubule,0.12598154225584327
3187,NK cell,-0.5634503409487103
3188,Proximal tubule,0.11761745712687766
3190,Proximal tubule,-0.08038496377360824
3191,NKT cell,0.002805030670395821
3193,Proximal tubule,-0.295389902914941
3196,B cell,0.5067048019280936
3197,Proximal tubule,0.08106610386744735
3198,Myofibroblast,-0.35460381911055666
3199,Glomerular endothelium,0.7410066445695811
3200,Proximal tubule,-0.007877682916671333
3202,Proximal tubule,0.04452294128199147
3204,Proximal tubule,0.12864325331559057
3205,NK cell,-0.14217665758201484
3206,NK cell,-0.007315936476588987
3207,Proximal tubule,-0.19471897568264093
3209,Proximal tubule,-0.05661475630389982
3210,CD4 T cell,-0.18985678058939703
3211,Proximal tubule,0.03491803155912901
3212,CD4 T cell,-0.032848517750742434
3217,CD8 T cell,-0.40787658787345926
3218,Proximal tubule,0.0274544496211375
3219,Proximal tubule,0.043055724159142716
3220,B cell,0.7339430486306614
3221,Proximal tubule,-0.045824163670540666
3224,B cell,0.751921487096472
3227,Proximal tubule,0.12751041371467817
3229,Proximal tubule,-0.5133871755515802
3232,Peritubular capillary endothelium 1,-0.043623665688012
3233,Proximal tubule,-0.02881813083220003
3235,CD4 T cell,-0.19903508019911495
3236,Proximal tubule,0.021795818754568718
3237,MNP-a/classical monocyte derived,-0.2519553510429407
3238,CD4 T cell,-0.0860508138717012
3244,CD4 T cell,-0.2216773469114163
3249,NK cell,-0.12111063112208885
3251,Proximal tubule,0.03750145260859404
3252,Proximal tubule,-0.04928701467036643
3254,NKT cell,0.1107560283716999
3255,CD4 T cell,-0.17887293145742672
3256,Proximal tubule,0.07158013730102149
3259,Proximal tubule,-0.020947915143355565
3265,Glomerular endothelium,0.7402561408533653
3267,CD4 T cell,0.10921282103857555
3268,NK cell,-0.3174021597678899
3271,Proximal tubule,-0.025506662354471965
3273,B cell,0.7588302037292078
3274,Proximal tubule,-0.02835922332280194
3279,CD4 T cell,-0.19939039899778668
3280,NKT cell,0.03932748126094125
3281,Proximal tubule,0.08082621357606548
3282,Proximal tubule,-0.048067077787899724
3283,CD4 T cell,-0.1224197562712503
3286,CD4 T cell,-0.19376287774139034
3288,Thick ascending limb of Loop of Henle,0.41801701645839223
3289,NKT cell,0.05247956268737387
3290,NKT cell,-0.404310219884031
3292,Proximal tubule,-0.36040141105296963
3293,Type B intercalated cell,-0.3059982644616002
3294,Proximal tubule,0.061777659305156274
3295,Peritubular capillary endothelium 2,0.411248254523725
3296,CD4 T cell,0.003868066151488289
3297,Proximal tubule,0.1239224301340352
3298,NKT cell,0.04835065024855369
3299,Proximal tubule,-0.015189647616733613
3300,Proximal tubule,0.1050594665135897
3302,Proximal tubule,0.04748406778838585
3311,Proximal tubule,0.048117140697398836
3312,NKT cell,0.181833633266174
3315,Peritubular capillary endothelium 1,0.052996814312362625
3319,Ascending vasa recta endothelium,0.05749330271180535
3320,MNP-b/non-classical monocyte derived,0.2252562309174316
3322,NK cell,-0.18634351809691577
3323,Proximal tubule,-0.03274841938401407
3324,Proximal tubule,0.07775659718281604
3325,NKT cell,-0.0320781959813197
3326,Descending vasa recta endothelium,-0.17550594474507128
3329,CD4 T cell,-0.0782346576411612
3332,CD4 T cell,0.0034354265043853665
3335,CD8 T cell,0.21136576669131477
3336,NKT cell,0.11946524322127113
3342,Peritubular capillary endothelium 1,0.267475023864278
3344,Proximal tubule,0.13560638588606636
3346,NKT cell,-0.3030029310387782
3347,Proximal tubule,0.13665419667253206
3348,B cell,0.6606442858601314
3350,Proximal tubule,0.11741658642867014
3351,Glomerular endothelium,0.763518386417606
3357,Proximal tubule,-0.0763311796865166
3358,B cell,0.6260502036383085
3361,NKT cell,-0.24431569367744702
3364,Proximal tubule,-0.08106783748192845
3365,Proximal tubule,0.08536699007705845
3366,MNP-c/dendritic cell,-0.01065491625069868
3367,Proximal tubule,0.1186698864988254
3369,NK cell,0.3256299108221816
3371,Proximal tubule,0.11789224590600395
3373,CD4 T cell,-0.11252491963026916
3376,Proximal tubule,0.04376697461294459
3377,Proximal tubule,-0.1853109607703318
3379,Proximal tubule,0.014431598208569358
3380,Proximal tubule,-0.08069873201585064
3382,Proximal tubule,-0.467290394177604
3383,Type B intercalated cell,-0.2734933920897672
3385,Proximal tubule,0.11685245317653184
3387,Distinct proximal tubule 2,-0.8908734219482023
3388,Proximal tubule,-0.0018953345366922118
3390,CD8 T cell,-0.2860617829337542
3393,Myofibroblast,0.03455242670918358
3396,Proximal tubule,0.09064015728397092
3397,CD4 T cell,0.11129912265934006
3398,Proximal tubule,-0.08166996160413653
3399,Proliferating Proximal Tubule,0.05786164163654946
3401,Peritubular capillary endothelium 1,0.4037642288757018
3402,Proximal tubule,0.12407601841993673
3404,Proximal tubule,0.0696612491328902
3405,CD8 T cell,0.08718967323704133
3407,Type A intercalated cell,0.13727282957475578
3408,Proximal tubule,0.08446722633319324
3410,NKT cell,0.05168066997775633
3411,CD8 T cell,-0.4818467461748894
3412,NK cell,0.2817329434349507
3414,Glomerular endothelium,0.7956654493848527
3415,CD8 T cell,0.16422557291966333
3416,Proximal tubule,-0.04215384640125897
3417,CD4 T cell,-0.6253186203671272
3419,Proximal tubule,0.11516453239901982
3420,Proximal tubule,0.03045337820430665
3427,Proximal tubule,0.0026662969678086443
3429,Proximal tubule,-0.08189417104089335
3430,MNP-c/dendritic cell,0.28521699661332767
3432,Proximal tubule,0.12633552021803246
3435,Proximal tubule,0.006767409972337789
3437,Proximal tubule,0.002009967256446028
3439,Proximal tubule,-0.4250068696162729
3442,Peritubular capillary endothelium 2,0.17678182399214637
3444,B cell,0.7589653887566137
3445,Proximal tubule,0.10578777392985517
3446,CD4 T cell,0.03135583552036372
3447,Proximal tubule,-0.5355409116809344
3448,Peritubular capillary endothelium 2,0.061127714298056524
3450,Proximal tubule,-0.07172128854040502
3451,Proximal tubule,0.12958011848326825
3455,Proximal tubule,0.10733281430302503
3457,MNP-a/classical monocyte derived,-0.22125669804149814
3458,MNP-a/classical monocyte derived,-0.3813986881860232
3459,Proximal tubule,0.10621043334454158
3460,Connecting tubule,0.12362050856417228
3463,Proximal tubule,0.0193130973248165
3464,Proximal tubule,-0.07756812623346152
3466,NKT cell,-0.13066468922654598
3467,CD4 T cell,0.09314116679778114
3468,NKT cell,-0.40979782537002524
3469,Thick ascending limb of Loop of Henle,0.43471021712308455
3470,Proximal tubule,0.021971449747214395
3471,CD8 T cell,-0.3843617697098529
3472,CD4 T cell,-0.165894932406848
3473,CD4 T cell,-0.006567623710358913
3474,CD4 T cell,-0.0762561116731726
3477,CD8 T cell,-0.357699004018076
3478,Proximal tubule,0.12017062703584445
3485,Proximal tubule,0.07265094467376734
3488,Proximal tubule,0.11198641967234786
3491,CD4 T cell,-0.21664606488992902
3492,Proximal tubule,0.11555469488646787
3493,Proximal tubule,0.12341102258059593
3494,CD8 T cell,0.04590487457140911
3495,NKT cell,0.14003181161089914
3496,NK cell,-0.08236471402865553
3502,CD4 T cell,-0.30405824164957396
3503,B cell,0.5858270980616971
3504,Ascending vasa recta endothelium,-0.3948396547054531
3507,Glomerular endothelium,0.7711978281802695
3509,Proximal tubule,0.10461734948378652
3512,Proximal tubule,-0.04269663797680581
3514,CD8 T cell,0.2131126867417513
3515,Thick ascending limb of Loop of Henle,0.2386053879838304
3518,Peritubular capillary endothelium 1,0.3488114758834367
3520,Proximal tubule,0.035749981938437383
3521,CD4 T cell,-0.019116930869729206
3526,CD4 T cell,-0.029280868797725648
3527,Proximal tubule,0.08262515264432262
3531,Proximal tubule,0.07663983613335092
3532,B cell,0.6413991343220065
3534,Type B intercalated cell,0.47833353265299083
3536,Proximal tubule,0.11032748886643436
3537,Proximal tubule,0.0949515423317826
3538,CD4 T cell,-0.031118517708150824
3540,Proximal tubule,0.0911716988434843
3542,Proximal tubule,0.13341782695193916
3544,Proximal tubule,-0.24008166065216852
3545,Proximal tubule,0.12280845976018388
3547,Proximal tubule,0.13316078594879024
3548,Peritubular capillary endothelium 1,-0.21757899417395765
3550,Proximal tubule,0.10905285860433438
3552,MNP-a/classical monocyte derived,-0.6990513410621125
3553,Proximal tubule,0.05029006772762219
3555,Proximal tubule,0.10347245881670755
3558,Proximal tubule,-0.024529912309089463
3560,B cell,0.07487864354422434
3564,Proximal tubule,-0.08882772371941225
3567,CD8 T cell,0.04057161822148074
3568,Proximal tubule,0.05907614218838953
3569,Proximal tubule,0.1071260818570116
3570,Proximal tubule,0.12491998234506195
3573,Proximal tubule,0.042384708457283524
3574,Proximal tubule,0.12931002548623968
3576,Proximal tubule,0.07863414187261443
3577,NK cell,-0.07407194479747022
3579,B cell,0.5586050456632329
3582,Proximal tubule,0.13579812311502346
3583,MNP-a/classical monocyte derived,0.04535981303781253
3584,MNP-b/non-classical monocyte derived,0.31232723019419006
3589,Mast cell,-0.5523985803998068
3591,Proximal tubule,-0.026897421511080502
3593,Proximal tubule,-0.08001609148826115
3596,Distinct proximal tubule 2,-0.7948693012240227
3598,Myofibroblast,-0.7620212898590749
3599,CD4 T cell,0.000728258682464077
3603,Ascending vasa recta endothelium,0.09419842771146879
3605,CD8 T cell,0.10890145713659383
3606,Proximal tubule,0.0698599264122043
3607,Peritubular capillary endothelium 2,0.4504898671601101
3608,Proximal tubule,-0.410736070039812
3610,Proximal tubule,0.0005464580665793991
3612,Proximal tubule,0.041282512485617165
3614,Proximal tubule,0.010153874687712791
3617,Proximal tubule,0.0020622684445813235
3618,CD4 T cell,-0.2446158088659724
3619,Peritubular capillary endothelium 1,0.40904879701985486
3621,CD4 T cell,-0.36496916244999494
3623,Epithelial progenitor cell,0.43850778225625703
3625,NK cell,-0.1291104223317761
3627,NKT cell,-0.41914770069621937
3628,CD4 T cell,0.0016795339536095598
3629,Peritubular capillary endothelium 1,-0.23807151673678695
3631,Proximal tubule,0.07106369215704508
3632,CD4 T cell,0.1056165259697011
3633,Proximal tubule,-0.08208740600813741
3635,Proximal tubule,0.1240871052508628
3636,Proximal tubule,0.09081038857484805
3637,Principal cell,0.11059864758993182
3641,NKT cell,-0.07371415160394405
3642,Proximal tubule,0.07151934467014302
3643,Proximal tubule,0.09006932331292744
3645,Proximal tubule,0.12863251842240894
3646,Proximal tubule,0.13055752321589595
3650,NKT cell,-0.15755057035323605
3653,Proximal tubule,0.0742269997812568
3654,Proximal tubule,0.12515671803389497
3655,CD8 T cell,0.029762658288220105
3656,Proximal tubule,0.016673527263189405
3658,NK cell,0.21717354066104022
3659,Proximal tubule,0.05756289477937815
3661,Proximal tubule,0.01962241750298133
3662,B cell,0.7527376239506556
3663,Proximal tubule,0.045970064037664946
3669,NKT cell,-0.05417042477708407
3672,MNP-b/non-classical monocyte derived,0.3587804983347495
3673,Proximal tubule,0.10690165321932274
3674,MNP-a/classical monocyte derived,-0.13172352095728893
3675,Proximal tubule,0.13570048753191943
3676,CD4 T cell,-0.07245289831576272
3677,Peritubular capillary endothelium 1,0.33683502594334547
3678,Proximal tubule,-0.08204047364048453
3681,Proximal tubule,0.13369995091393178
3682,Proximal tubule,0.10708749963905449
3685,CD4 T cell,-0.2443265300703857
3687,Proximal tubule,0.06911166510425003
3689,Proximal tubule,-0.031119817375258353
3690,NK cell,0.08970208491455202
3691,Proximal tubule,0.10272607392199189
3699,Proximal tubule,0.12160463405360775
3700,Proximal tubule,0.1251876365307867
3701,CD4 T cell,0.026372236331741884
3704,Glomerular endothelium,0.8154434775224342
3705,Proximal tubule,0.1142623141389875
3708,Proximal tubule,0.12174010060220981
3710,Proximal tubule,0.06148255667096341
3711,NK cell,0.07125186860538024
3713,Proximal tubule,0.046664834092727085
3715,CD8 T cell,0.20685688181428577
3717,Peritubular capillary endothelium 2,0.4430226684267109
3720,Proximal tubule,-0.08150650398849886
3724,Proximal tubule,0.026107283952555665
3726,Proximal tubule,0.0743295838194883
3727,Proximal tubule,0.032656961219804014
3729,Proximal tubule,0.1286301391987997
3732,Proximal tubule,0.10985170700317606
3735,Epithelial progenitor cell,0.4291017896708591
3736,Proximal tubule,0.10753916156619996
3737,NK cell,0.3190413691342177
3738,Proximal tubule,-0.0817881453140864
3740,Type B intercalated cell,0.39228621693037946
3742,CD4 T cell,-0.2025669525495372
3743,Glomerular endothelium,0.8154231499672797
3744,Proximal tubule,0.10416677377336594
3745,Proximal tubule,-0.18431161265783083
3746,Proximal tubule,-0.002319494670722283
3751,CD4 T cell,-0.03188951223860744
3752,NKT cell,0.16850925423649643
3753,Proximal tubule,-0.045784377348312595
3757,CD4 T cell,-0.08887121498423178
3760,Proximal tubule,0.12662401814848037
3763,Proximal tubule,-0.09899291457670938
3767,Proximal tubule,0.10805530225242195
3768,Proximal tubule,-0.5597250392478489
3769,Epithelial progenitor cell,0.5459006646459139
3772,Proximal tubule,0.13168388062092282
3777,Proximal tubule,0.07733448666059323
3778,Proximal tubule,0.08675207473601619
3781,Proximal tubule,0.025178220957040195
3782,Proximal tubule,0.10532408837103269
3783,Type A intercalated cell,-0.42566909511948237
3791,Proximal tubule,-0.08101371008179481
3793,Proximal tubule,0.0779819970348629
3794,NKT cell,-0.02381847434436944
3796,Glomerular endothelium,0.7187573886592518
3797,Peritubular capillary endothelium 2,0.17183397650038634
3800,NK cell,0.32577710223259626
3801,Proximal tubule,0.03586896266071219
3803,Proximal tubule,0.03992351547650859
3807,Proximal tubule,0.07301777438997809
3811,Proximal tubule,0.12165803939620491
3813,Proximal tubule,0.08470352842039383
3814,CD8 T cell,0.03727239926216186
3815,Proximal tubule,-0.5024743845445574
3816,CD4 T cell,-0.23272256500552174
3820,Proximal tubule,0.07728946089240794
3821,Proximal tubule,0.09997749026577647
3823,Proximal tubule,0.08681825787806823
3826,CD4 T cell,-0.03443728714036662
3835,Proximal tubule,0.12102261881866683
3839,Proximal tubule,-0.04484959827268066
3841,Proximal tubule,-0.00967211330270174
3844,Proximal tubule,0.06849964073430705
3847,CD4 T cell,-0.04995300845289773
3848,Proximal tubule,0.09244342036281614
3849,CD4 T cell,-0.3762703452415563
3850,NK cell,0.08488060026465158
3852,Connecting tubule,0.12555544724081577
3853,Proximal tubule,0.08673886528722356
3854,Proximal tubule,0.09800666212645259
3856,Proximal tubule,0.03462399034746048
3857,Peritubular capillary endothelium 1,-0.4170353373176386
3858,CD4 T cell,-0.27471062461870116
3859,Proximal tubule,-0.13389271822323257
3862,Podocyte,0.9465378966193829
3865,Proximal tubule,0.03050969778434519
3866,NK cell,-0.07192498519543077
3867,Epithelial progenitor cell,0.05300352509544558
3868,Proximal tubule,0.1301195205549607
3870,Proximal tubule,0.013252419921803933
3871,Proximal tubule,0.10702889516892963
3874,NKT cell,0.0832322465558779
3876,Proximal tubule,-0.29726124741499854
3877,Glomerular endothelium,0.7872150317666005
3878,NK cell,0.1928360370600519
3884,Proximal tubule,-0.2809114636130751
3885,Proximal tubule,0.07946065846758131
3887,CD4 T cell,-0.40939105185503544
3893,Proximal tubule,0.08827850119352272
3896,CD4 T cell,0.015364389872973422
3898,Descending vasa recta endothelium,-0.23651579219146868
3899,CD8 T cell,0.112005785043732
3902,CD4 T cell,0.030795140491471636
3903,CD8 T cell,0.23991880619943373
3904,Proximal tubule,0.10679372999928576
3906,Proximal tubule,0.10572819616429956
3908,CD8 T cell,0.07144361440162104
3913,B cell,0.7190274825436286
3915,Proximal tubule,-0.47939056011287595
3917,Proximal tubule,-0.4304523132732535
3920,Proximal tubule,-0.035325300577261784
3921,Proximal tubule,0.09800543789234496
3922,B cell,0.7209405118716002
3923,Proximal tubule,0.110591300728337
3928,Proximal tubule,-0.17819272139927625
3930,Type A intercalated cell,0.34572167044414637
3931,NK cell,-0.000827165331434136
3936,Proximal tubule,0.004086505016956541
3942,Proximal tubule,0.13594159815127665
3944,Proximal tubule,0.1170642672363109
3945,Thick ascending limb of Loop of Henle,0.16512521253210719
3947,B cell,0.7640596658756462
3948,Type A intercalated cell,0.2361788679650998
3951,Proximal tubule,-0.08180174119275613
3955,CD4 T cell,-0.34075294326009337
3957,Peritubular capillary endothelium 1,0.3082720378491677
3959,CD4 T cell,-0.17088081564380075
3960,Proximal tubule,0.12342359361771955
3961,CD4 T cell,-0.4411716310312801
3964,Proximal tubule,0.13514643009247299
3965,B cell,0.6872374952485518
3968,Proximal tubule,0.10653119509757575
3970,Proximal tubule,-0.07963812999242927
3972,Proximal tubule,0.03009596107324798
3973,Proximal tubule,0.0899131015046706
3974,Peritubular capillary endothelium 1,0.09588227026676077
3975,Proximal tubule,0.12162235927696907
3976,CD8 T cell,0.025953239025553302
3979,Proximal tubule,0.12976601843087002
3981,NKT cell,-0.04769400682892753
3982,Proximal tubule,0.0510861257567766
3984,Proximal tubule,0.11479452308624132
3985,Proximal tubule,-0.5074551443986302
3986,Proximal tubule,0.0387790768757993
3988,Proximal tubule,-0.042617365311370184
3989,Proximal tubule,0.12558237227327546
3992,Proximal tubule,-0.0801057803737422
3996,Proximal tubule,-0.07947924231816393
3997,Proximal tubule,0.0940740667525139
3998,B cell,0.6387947939968026
4005,CD4 T cell,-0.03265249177764895
4006,Peritubular capillary endothelium 1,0.15685807782082048
4008,Proximal tubule,0.13059390350338626
4009,Glomerular endothelium,0.7099793257506156
4010,CD4 T cell,-0.3551077310975874
4012,Proximal tubule,-0.02325272928827165
4013,Proximal tubule,0.12730941309714724
4014,Glomerular endothelium,0.77955204416536
4016,NK cell,-0.15019615732891237
4018,Proximal tubule,-0.034685526094563594
4019,Glomerular endothelium,0.8093068128262602
4022,CD8 T cell,-0.038823885713403956
4023,Proximal tubule,0.1266049032176534
4024,NK cell,0.2787444092164786
4026,CD8 T cell,0.16760777929435686
4027,Proximal tubule,0.07759619445777156
4029,B cell,0.5341002914150647
4030,Proximal tubule,0.05680171754420336
4032,CD8 T cell,0.21877433677916042
4033,Proximal tubule,0.057120364449366176
4034,Proximal tubule,0.13362694009107898
4035,CD4 T cell,-0.198129449794921
4039,Proximal tubule,0.03789183715407321
4040,NK cell,0.08626609316903906
4043,NK cell,0.25119793871789303
4045,Proximal tubule,0.10692509290610343
4047,Proximal tubule,0.08429148177359888
4050,Proximal tubule,0.08403644434896415
4052,Proximal tubule,-0.03559733870782172
4054,Glomerular endothelium,0.7853591256368895
4055,Proximal tubule,-0.09594859479545095
4056,Proximal tubule,0.10614035500522503
4057,Glomerular endothelium,0.4965298526338035
4058,Proximal tubule,0.10926442406484227
4059,Proximal tubule,0.08378738374102349
4062,Proximal tubule,-0.17048556604073056
4064,Peritubular capillary endothelium 2,0.2749126357659273
4067,Proximal tubule,-0.01909274228199121
4069,Thick ascending limb of Loop of Henle,0.45605001585201477
4071,NK cell,0.28852850569711863
4072,Proximal tubule,0.041089736543012643
4073,NK cell,0.2935407507223604
4074,CD4 T cell,-0.16025734711403167
4076,Glomerular endothelium,0.7284867266599974
4077,B cell,0.6660483018484755
4079,Proximal tubule,0.060501838476080184
4080,Proximal tubule,0.10062423714767563
4084,B cell,0.20775515400087347
4086,NKT cell,-0.3706396802234753
4088,Type B intercalated cell,0.479253702127756
4089,NKT cell,0.1964260613246056
4090,Proximal tubule,0.05373915774735209
4092,Peritubular capillary endothelium 1,-0.4619580348551982
4094,MNP-a/classical monocyte derived,0.031790391184416594
4095,Proximal tubule,0.05215744670174125
4096,Ascending vasa recta endothelium,0.03864790885392932
4097,Proximal tubule,-0.08189116592832821
4099,Proximal tubule,-0.0824143175117085
4100,Proximal tubule,0.002284402116918036
4103,Proximal tubule,-0.0744419968356606
4106,CD4 T cell,-0.030896741656483234
4107,CD4 T cell,0.07690070266611689
4108,Proximal tubule,0.13013478898770192
4109,Neutrophil,0.8096057767061197
4110,CD4 T cell,-0.03223305944660058
4111,Proximal tubule,0.08192784546371572
4113,Proximal tubule,0.1354110512834117
4115,MNP-b/non-classical monocyte derived,0.02545977314662243
4116,B cell,0.7653371419521011
4117,Proximal tubule,-0.023319714875482164
4120,MNP-b/non-classical monocyte derived,-0.7784805093931483
4122,Proximal tubule,0.1283207024540315
4124,Proximal tubule,0.04783232545186559
4126,MNP-c/dendritic cell,0.29242035898739055
4127,NKT cell,0.0654197547840271
4128,Ascending vasa recta endothelium,0.2310771401659748
4129,Peritubular capillary endothelium 1,-0.07205587014153227
4130,Proximal tubule,0.12780475515979725
4132,Type A intercalated cell,0.254197671705957
4133,NKT cell,0.06893793932328793
4135,Proximal tubule,0.08791784376503624
4143,Epithelial progenitor cell,0.35907669209965815
4144,Proximal tubule,0.0838161280730372
4146,B cell,0.04523886445265625
4147,CD4 T cell,0.08562176957177568
4150,Proximal tubule,0.11800095941693772
4151,Proximal tubule,0.1228263199006864
4154,MNP-c/dendritic cell,0.4214469478941353
4156,Proximal tubule,0.06575204768338103
4157,Glomerular endothelium,0.7907436625916483
4158,CD8 T cell,-0.3720537535530167
4163,CD4 T cell,-0.055979040322094616
4165,Proximal tubule,0.06441456052366497
4166,Proximal tubule,0.10912578223391901
4168,Proximal tubule,0.08053788531049126
4170,CD4 T cell,0.00015403603852587628
4172,Proximal tubule,0.03052581028917149
4173,Thick ascending limb of Loop of Henle,0.45153480712372424
4177,NKT cell,-0.3107983413735178
4178,CD4 T cell,-0.05298824700685206
4182,Proximal tubule,-0.11180274052582517
4184,Proximal tubule,0.12502891998499538
4185,CD8 T cell,0.19039843079904456
4188,Proximal tubule,0.08784762666905269
4191,Descending vasa recta endothelium,-0.28662803020901934
4192,Proximal tubule,0.03324423480214708
4196,CD8 T cell,0.04704568727568001
4197,Peritubular capillary endothelium 1,0.3740561589221715
4198,Proximal tubule,0.12451912872385848
4199,NK cell,0.24660440168485104
4205,Proximal tubule,0.09963024344289563
4213,Proximal tubule,0.0533799282643527
4219,Proximal tubule,0.07104129606463966
4220,Glomerular endothelium,0.2534099156816266
4221,Proximal tubule,0.07849623270353333
4223,Proximal tubule,-0.034680149504041545
4226,Proximal tubule,-0.48675353480211514
4230,Proximal tubule,-0.08276923451308209
4231,Indistinct intercalated cell,0.4354153407279525
4232,NKT cell,-0.11086132652075993
4235,CD4 T cell,0.08528135331160594
4237,Ascending vasa recta endothelium,0.3117719396686045
4240,Proximal tubule,0.10932021598500577
4243,Proximal tubule,-0.07933389688037855
4244,Proximal tubule,0.09213576614911079
4251,MNP-a/classical monocyte derived,-0.10288291773868916
4252,CD4 T cell,-0.10066868890874422
4255,Proximal tubule,0.05125794124182521
4256,Proximal tubule,0.07244521518968565
4257,Proximal tubule,-0.07299060323011125
4259,Proximal tubule,0.08682776553072817
4261,Proximal tubule,-0.01758466391389049
4262,Proximal tubule,-0.0224504902061913
4264,Peritubular capillary endothelium 1,0.4006371405136021
4268,Proximal tubule,0.034348604684341026
4269,Proximal tubule,0.1073037695714835
4272,Proximal tubule,0.11428962731603517
4273,Descending vasa recta endothelium,-0.4371084986075638
4274,Proximal tubule,0.1266806613189152
4275,MNP-b/non-classical monocyte derived,0.31288100152136655
4276,Proximal tubule,0.08101003265350402
4277,Proximal tubule,0.13446137669585745
4282,Glomerular endothelium,0.7563469996359875
4283,Proximal tubule,0.12465175655613858
4286,Proximal tubule,0.07480381099998315
4289,Glomerular endothelium,0.7953121974454027
4291,Distinct proximal tubule 1,0.5044957886655764
4292,MNP-b/non-classical monocyte derived,0.36516529026471994
4294,Proximal tubule,0.12960230517094476
4296,NK cell,0.32255304779182353
4299,Proximal tubule,0.13608802498883218
4300,Proximal tubule,0.06502788141147929
4301,Descending vasa recta endothelium,-0.0121939897763548
4302,Proximal tubule,0.0033955430676448784
4303,B cell,0.7593583867955708
4306,Proximal tubule,0.10574582344201833
4311,NK cell,0.27749535099829425
4312,CD8 T cell,0.20206694904645664
4313,Proximal tubule,0.049529420622784044
4314,Glomerular endothelium,0.5384909554384589
4315,MNP-a/classical monocyte derived,-0.44088389809063705
4319,CD4 T cell,0.052491817315469716
4320,CD8 T cell,0.10495433188234864
4321,CD4 T cell,0.1166306949817408
