,acinar,alpha,beta,delta,duct,endothelial,mesenchymal,pp,unclear
ENSG00000161921,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
ENSG00000168763,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000120899,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000105552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000158864,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.6
ENSG00000109323,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000167642,5.1,11.1,5.1,5.1,6.1,0.1,0.1,6.1,4.1
ENSG00000165195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000198478,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000198755,8.1,5.1,5.1,5.1,5.1,5.1,8.6,4.1,4.1
ENSG00000106948,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000161202,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.6
ENSG00000161940,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000138032,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1
ENSG00000111775,3.1,3.1,3.1,2.1,4.1,3.1,2.1,2.1,3.6
ENSG00000116001,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000233276,0.1,0.1,0.1,0.1,0.1,2.1,1.1,0.1,0.1
ENSG00000184371,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000150316,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000147100,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000092841,5.1,7.1,4.1,4.1,7.1,5.1,4.1,4.1,3.1
ENSG00000115464,0.1,1.1,2.1,1.1,1.1,2.1,1.1,1.1,1.1
ENSG00000151233,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000180353,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000174871,0.1,2.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000123106,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000197702,1.1,0.1,0.1,0.1,1.1,1.1,2.1,0.1,0.1
ENSG00000108691,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000187210,0.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000137267,1.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.6
ENSG00000136634,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000080345,0.1,0.1,0.1,1.1,1.1,1.1,1.1,0.1,0.6
ENSG00000179954,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000054983,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000198846,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000178996,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000151693,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000129559,0.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
ENSG00000184752,0.1,1.1,1.1,1.1,1.1,2.1,0.1,0.1,0.1
ENSG00000136436,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000149428,1.1,0.1,1.1,1.1,1.1,0.1,1.1,0.1,1.1
ENSG00000138448,1.1,0.1,0.1,1.1,1.1,3.1,2.1,1.1,2.1
ENSG00000078142,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000197958,7.1,4.1,5.1,4.1,3.1,2.1,5.1,3.1,2.6
ENSG00000141367,2.1,3.1,4.1,3.1,3.1,3.1,4.1,3.1,1.5999999
ENSG00000172731,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000141429,1.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
ENSG00000198721,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169442,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000260565,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000149532,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000099968,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000130749,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000064726,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000120937,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000175216,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000186665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000010404,1.1,6.1,6.1,10.1,1.1,1.1,1.1,8.1,1.1
ENSG00000153250,0.1,0.1,0.1,0.1,0.1,2.1,1.1,0.1,0.1
ENSG00000179981,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000131981,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.6
ENSG00000077264,0.1,1.1,1.1,2.1,0.1,0.1,0.1,1.1,0.1
ENSG00000023191,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000160305,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000163349,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000143933,2.1,3.1,3.1,3.1,4.1,2.1,2.1,3.1,3.1
ENSG00000145743,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000005810,0.1,1.1,1.1,1.1,0.1,1.1,1.1,1.1,1.0999999
ENSG00000170633,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000176387,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000163435,3.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,1.1
ENSG00000114126,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000109790,0.1,0.1,0.1,0.1,1.1,2.1,1.1,0.1,0.1
ENSG00000165637,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1,0.6
ENSG00000104823,1.1,1.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1
ENSG00000023572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000115828,0.1,3.1,2.1,3.1,0.1,0.1,0.1,3.1,0.1
ENSG00000049618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000128165,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000119917,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000117222,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000163947,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000182944,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
ENSG00000007384,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000006757,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000163545,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000134769,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000167842,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000127663,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000128510,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166123,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000112701,0.1,1.1,1.1,1.1,0.1,1.1,1.1,1.1,0.1
ENSG00000104763,1.1,1.1,1.1,1.1,2.1,1.1,1.1,1.1,0.6
ENSG00000124596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000141232,1.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000011028,0.1,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1
ENSG00000078902,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000163596,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000109189,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000117595,0.1,1.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1
ENSG00000143198,1.1,1.1,1.1,0.1,1.1,1.1,1.1,1.1,0.6
ENSG00000118849,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000086062,1.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
ENSG00000173391,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000160691,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1
ENSG00000164506,0.1,0.1,1.1,0.1,0.1,0.1,0.1,1.1,0.1
ENSG00000104231,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000119919,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000163817,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000119326,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100387,0.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
ENSG00000109472,0.1,21.1,11.1,17.1,0.1,0.1,0.1,14.1,1.1
ENSG00000107164,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000106443,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000116954,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000176087,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000026508,7.1,0.1,0.1,0.1,11.1,0.1,1.1,0.1,1.1
ENSG00000205730,0.1,0.1,0.1,0.1,0.1,2.1,3.1,0.1,0.1
ENSG00000107863,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1
ENSG00000198146,1.1,1.1,1.1,1.1,0.6,1.1,1.1,0.1,0.6
ENSG00000134874,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000123562,1.1,1.1,1.1,2.1,1.1,1.1,2.1,1.1,1.1
ENSG00000143621,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,1.1
ENSG00000109911,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000182836,0.1,1.1,2.1,0.1,0.1,0.1,0.1,1.1,0.1
ENSG00000116198,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000143256,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000176903,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000112514,0.1,2.1,1.1,1.1,1.1,1.1,0.1,1.1,0.1
ENSG00000087303,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000221890,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000170860,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000178177,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1,0.1
ENSG00000168461,0.1,0.1,0.1,0.1,0.1,3.1,3.1,0.1,0.1
ENSG00000118518,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000116918,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1
ENSG00000147155,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000120727,0.1,1.1,1.1,1.1,0.1,1.1,1.1,1.1,1.1
ENSG00000142910,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1,0.1
ENSG00000143569,0.1,0.1,1.1,0.1,0.1,1.1,1.1,1.1,0.1
ENSG00000187735,1.1,1.1,2.1,1.1,1.1,1.1,1.1,1.1,0.6
ENSG00000275835,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000153786,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000128512,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
ENSG00000124493,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000137693,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
ENSG00000077044,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000244067,8.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000105993,0.1,1.1,1.1,1.1,1.1,2.1,1.1,1.1,0.1
ENSG00000177105,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000110429,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000196683,1.1,2.1,2.1,2.1,1.1,1.1,1.1,2.1,1.1
ENSG00000166377,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000167748,2.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000085760,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000092010,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.6
ENSG00000156162,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000164164,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000119314,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
ENSG00000139508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000113384,1.1,0.1,0.1,1.1,1.1,1.1,1.1,0.6,0.1
ENSG00000140743,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000124126,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000140395,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000198604,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,1.0999999
ENSG00000140575,1.1,1.1,2.1,1.1,3.1,3.1,2.1,1.1,1.1
ENSG00000089356,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000169504,0.1,0.1,0.1,0.1,0.1,4.1,1.5999999,0.1,0.6
ENSG00000142669,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1
ENSG00000117472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000143033,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000129071,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000163602,0.1,1.1,1.1,1.1,0.1,2.1,0.1,1.1,0.6
ENSG00000217555,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000102158,1.1,0.1,1.1,1.1,1.1,0.1,1.1,0.1,0.6
ENSG00000171475,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.5999999
ENSG00000125648,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000110851,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000205937,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000148468,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000174405,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000003989,2.1,10.1,3.1,2.1,0.1,0.1,0.1,2.1,0.6
ENSG00000070831,2.1,2.1,2.1,2.1,2.1,2.1,1.1,2.1,0.6
ENSG00000053254,1.1,0.1,1.1,0.1,0.1,1.1,1.1,1.1,0.6
ENSG00000148702,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000134755,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
ENSG00000165669,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000047849,1.1,0.1,1.1,0.1,1.1,1.1,2.1,0.1,1.1
ENSG00000109099,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000111540,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000131435,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000137834,0.1,0.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1
ENSG00000162482,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000121039,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000086300,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000138138,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000204842,0.1,1.1,1.1,1.1,0.1,0.1,1.1,1.1,1.1
ENSG00000148516,0.1,0.1,0.1,0.1,0.1,2.1,1.1,0.1,0.1
ENSG00000158195,0.1,0.1,1.1,1.1,1.1,1.1,1.1,0.6,0.6
ENSG00000078140,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
ENSG00000197121,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000076248,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000088367,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000109854,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.1
ENSG00000197451,1.1,0.1,0.1,0.1,1.1,2.1,2.1,1.1,0.6
ENSG00000106635,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000159086,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000091490,1.1,0.1,0.1,0.1,3.1,0.1,0.1,0.1,0.6
ENSG00000188643,0.1,0.1,0.1,0.1,1.1,0.1,1.1,0.1,0.1
ENSG00000054598,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000123352,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000106077,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000119950,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000196263,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000100605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000107341,1.1,0.6,1.1,0.1,1.1,1.1,1.1,1.1,0.1
ENSG00000170581,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000128654,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000142541,8.1,3.1,3.6,3.1,3.1,2.1,7.1,2.1,1.1
ENSG00000000971,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000147889,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000117632,0.1,1.1,0.1,1.1,1.1,0.1,0.1,0.1,0.1
ENSG00000164692,0.1,0.1,0.1,0.1,0.1,0.1,48.1,0.1,0.1
ENSG00000102781,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000113552,0.1,0.1,2.1,1.1,0.1,1.1,0.1,0.1,0.1
ENSG00000178828,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000177683,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000170458,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000273611,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000184205,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000104419,1.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1,1.1
ENSG00000168925,7.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000126391,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000002933,0.1,2.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000171862,0.1,1.1,1.1,0.1,0.1,0.1,1.1,1.1,1.5999999
ENSG00000139289,1.1,0.1,0.1,0.1,0.1,0.1,2.6,0.1,0.1
ENSG00000101746,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000095794,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166938,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000130382,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
ENSG00000091136,0.1,0.1,0.1,0.1,1.1,2.1,4.1,0.1,0.1
ENSG00000112320,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000257103,0.1,0.1,1.1,1.1,1.1,1.1,1.1,0.1,0.1
ENSG00000169908,4.1,0.1,0.1,0.1,5.1,6.1,0.1,0.1,0.1
ENSG00000172493,0.1,0.1,1.1,0.1,0.1,1.1,0.1,0.1,0.6
ENSG00000213465,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000131236,1.1,1.1,1.1,1.1,2.1,4.1,3.1,1.1,0.6
ENSG00000177733,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1
ENSG00000128524,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.1
ENSG00000177200,0.1,1.1,2.1,2.1,1.1,1.1,1.1,2.1,0.6
ENSG00000085662,0.1,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.1
ENSG00000079689,0.1,5.1,13.1,6.1,0.1,0.1,0.1,4.1,0.1
ENSG00000187231,0.1,0.1,0.1,0.1,1.1,0.1,0.1,0.6,0.1
ENSG00000184226,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000186298,1.1,1.1,1.1,1.1,0.1,1.1,1.1,1.1,1.1
ENSG00000006451,0.1,0.1,0.1,0.1,1.1,1.1,1.1,0.1,0.1
ENSG00000198830,1.1,2.1,2.1,3.1,1.1,1.1,1.1,2.1,0.6
ENSG00000249348,2.1,4.1,4.1,4.1,3.1,3.1,2.1,5.1,2.1
ENSG00000165474,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000140564,0.1,0.1,0.1,0.1,0.1,2.1,0.1,0.1,0.1
ENSG00000110442,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1
ENSG00000038002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000234127,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000076706,0.1,0.1,0.1,0.1,0.1,5.1,0.1,0.1,0.1
ENSG00000164292,1.1,1.1,2.1,3.1,1.1,0.1,1.1,3.1,1.1
ENSG00000067955,0.1,0.1,0.1,1.1,0.1,1.1,0.1,1.1,0.1
ENSG00000172845,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166181,0.1,0.1,1.1,1.1,1.1,0.1,0.1,0.1,1.1
ENSG00000157214,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000171714,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000115145,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000164181,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000009413,0.1,1.1,1.1,1.1,0.1,0.1,0.1,2.1,0.1
ENSG00000069535,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000101972,0.1,0.1,1.1,1.1,0.1,1.1,0.1,1.1,0.1
ENSG00000197045,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000111647,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000216490,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000101361,0.1,0.1,0.1,0.1,0.1,1.1,1.1,0.1,0.1
ENSG00000138363,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000157388,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000126368,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000203727,0.1,0.1,0.1,1.1,0.1,0.1,0.1,1.1,0.1
ENSG00000198959,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000182463,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000185808,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000182606,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,0.6
ENSG00000011451,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000085978,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000102010,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000167985,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000166747,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000185947,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000091844,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000160712,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000160695,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000140285,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000118260,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000272886,0.1,1.1,0.1,0.1,0.1,1.1,0.1,0.1,0.6
ENSG00000139641,0.1,1.1,1.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000135801,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000134775,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000125820,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.1
ENSG00000185722,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000064787,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000085449,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000099866,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000090565,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ENSG00000122861,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
