reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,# of cell types,notes,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
yes,Muraro Pancreas,A Single-Cell Transcriptome Atlas of the Human Pancreas,2126,2126,cellular_classification,X_tsne,Muraro,Cell Systems,2016,10.1016/j.cels.2016.09.002,https://cellxgene.cziscience.com/collections/6e8c5415-302c-492a-a5f9-f29c57ff18fb,https://cellxgene.cziscience.com/e/b07e5164-baf6-43d2-bdba-5a249d0da879.cxg/,pancreas,10,older technology; relatively few cells but decent clustering,a85aa35c-69e6-4686-97fd-38c895017c7a,b07e5164-baf6-43d2-bdba-5a249d0da879,e4218427-f7ce-4506-a8fd-40607a652149,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/e4218427-f7ce-4506-a8fd-40607a652149.h5ad,UBERON:0001264,EFO:0010010,CL:0000115 | CL:0000169 | CL:0000171 | CL:0000173 | CL:0002064 | CL:0002079 | CL:0002275 | CL:0005019 | CL:0008019 | CL:0008024,PATO:0000461,HsapDv:0000117 | HsapDv:0000142 | HsapDv:0000148 | HsapDv:0000153,PATO:0000383 | PATO:0000384,TRUE,4,"""UBERON:0001264: 2","126""","""EFO:0010010: 2","126""",CL:0000171: 812; CL:0000169: 448; CL:0002079: 246; CL:0002064: 219; CL:0000173: 193; CL:0002275: 98; CL:0008019: 78; CL:0000115: 21; CL:0008024: 8; CL:0005019: 3,"""PATO:0000461: 2",pancreas,pancreas_Muraro_2016,cellular_classification,9,2123,0.7087747,0.5593173522222222,0.45691843881245264,7,1,1,0.9530791788856304,0.9203690580852304
