dataset,organ,first_author,year,cluster_header,embedding,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
kidney_Stewart_2019,kidney,Stewart,2019,author_cell_type,X_umap,10.1126/science.aat5031,Spatiotemporal immune zonation of the human kidney,Mature kidney dataset: full,Science,https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec,https://cellxgene.cziscience.com/e/9ea768a2-87ab-46b6-a73d-c4e915f25af3.cxg/,https://datasets.cellxgene.cziscience.com/7dafa492-6129-4dff-a794-17bdefde3575.h5ad,32,20343,0.23608765332728476,0.263885237732722,0.3877540383217566,9,7,16,0.8096255104233827,0.7520513944249135
