,ASDC,BFU-E,Basophilic Erythroblast,CD14 Mono,CD16 Mono,CD4 Central Memory,CD4 Effector Memory,CD4 Naive,CD4 Regulatory,CD8 Central Memory,CD8 Effector Memory 1,CD8 Effector Memory 2,CD8 Naive,CD8 Tissue Resident Memory,CFU-E,CLP,Cycling Progenitor,Early GMP,Early ProMono,EoBasoMast Precursor,GMP-Cycle,GMP-Mono,GMP-Neut,HSC,Immature B,LMPP,Large Pre-B,Late ProMono,MEP,MLP,MLP-II,MPP-MkEry,MPP-MyLy,Mature B,Megakaryocyte,Megakaryocyte Precursor,NK,NK CD56high,NK Proliferating,Orthochromatic Erythroblast,Plasma Cell,Polychromatic Erythroblast,Pre-ProB,Pre-cDC,Pre-pDC,Pre-pDC Cycling,Pro-B Cycling,Pro-B VDJ,Pro-Erythroblast,Small Pre-B,Stromal,T Proliferating,cDC1,cDC2,pDC
NORAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4204004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOSIP,0.0,0.49652636,0.5490511,0.0,0.0,1.2423261,1.3020046,1.4278134,1.1630685,0.0,0.0,0.0,1.4576794,0.0,0.598564,0.0,0.38505363,0.0,0.0,0.0,0.3854217,0.0,0.0,0.0,0.0,0.0,0.33511585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47220027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40683645,0.44495052,0.0,0.0,0.63167584,0.0,0.0,0.5731152,0.0,0.0,0.0
NPC2,1.4220978,0.59616566,0.32906348,1.9948666,2.3482282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264104,0.6868142,0.9690311,0.88991636,1.4555967,0.706198,0.9732369,1.162917,0.84252656,1.1068124,0.0,0.9222418,0.7276766,1.5687901,0.7104083,0.89438117,0.8969593,0.8803863,0.9496427,0.0,0.0,0.47728682,0.0,0.0,0.0,0.0,1.3156103,0.0,0.5213354,1.2639155,1.07766,1.3422523,0.59696555,0.0,0.4931714,0.0,1.8267668,0.0,1.434922,1.475897,2.5023177
NPM1,2.4712458,3.1168585,2.966676,1.6018018,1.4498894,2.41049,2.4009311,2.6176333,2.3685703,2.2962198,2.100752,1.9600132,2.6528444,2.1852262,3.2157044,2.986806,2.9426546,3.1478748,2.0551157,2.8753471,2.6582575,2.580628,2.7444491,3.0234697,2.101382,3.1874096,2.868497,1.5791018,3.1435885,2.9729757,2.8057506,3.121715,3.0711672,2.2007883,0.0,3.024631,1.7391728,1.8647078,2.2028315,0.63086593,0.97272503,1.0533496,3.2965956,2.4311886,2.8362303,2.4443069,2.9808576,2.448165,3.1447453,2.5875459,1.5546507,2.6317797,2.3951623,2.0816321,2.219578
NPM3,0.0,0.8175669,0.588784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86278594,0.0,0.86549354,0.95753455,0.0,0.65296817,0.98307437,0.7667404,0.95511776,0.0,0.0,0.7493259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67576224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75771755,0.0,0.0,0.0,0.8052331,0.0,0.0,0.0,0.0,0.0,0.0
NPR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7538248,0.0,0.0,0.0,0.3028374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPRL3,0.0,0.0,0.21664904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718333,0.0,0.0,0.0,0.0,0.0,0.0
NQO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40531516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31156743,0.0,0.0,0.0,0.0,0.0,0.0
NR1H2,0.0,0.0,0.25195736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28405374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34249932,0.0,0.0,0.0,0.0,0.0,0.0
NR3C1,0.7116474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6329088,0.0,0.0,0.0,0.70823205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1560091,1.5715039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77974516,0.0
NRBP1,0.0,0.0,0.21452615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28220576,0.0,0.0,0.0,0.0,0.0,0.0
NRDC,0.0,0.0,0.25644624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34052083,0.0,0.0,0.0,0.0,0.0,0.0
NREP,0.0,0.35623622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3420025,1.163825,0.49726984,0.5611091,0.0,0.0,0.4060493,0.6651018,0.0,0.0,0.0,0.4976747,0.55544794,0.0,0.0,1.0227344,1.0875401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8905934,0.6471691,1.2242839,1.0631771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4891307,0.66368234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67652196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSA2,0.9335717,1.036953,0.94454193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0698298,0.96577376,0.96681243,1.0655558,0.0,0.95293456,0.98417485,0.958971,0.9104509,1.0589144,0.0,1.0605161,0.9778702,0.0,1.0987456,1.0119116,0.9695148,1.0827348,1.0709949,0.0,0.0,0.9438189,0.0,0.0,0.0,0.0,0.0,0.0,1.0237037,0.9267597,0.97673315,0.836735,0.8938412,0.0,1.0419043,0.0,0.0,0.7178644,0.7360751,0.8637041,0.0
NSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24427697,0.0,0.0,0.0,0.0,0.0,0.0
NSD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23716885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2386883,0.0,0.0,0.0,0.0,0.0,0.0
NSFL1C,0.0,0.0,0.32411364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3320795,0.0,0.36230266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35465303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40389636,0.0,0.0,0.0,0.0,0.0,0.0
NSL1,0.0,0.0,0.15347272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29820156,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE1,0.0,0.5550999,0.19564852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5311682,0.0,0.49708062,0.44956717,0.0,0.0,0.30064481,0.0,0.0,0.0,0.0,0.0,0.64796966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4567526,0.4082716,0.0,0.0,0.41782755,1.7246255,0.0,0.0,0.0,0.0,0.0
NSMCE2,0.0,0.0,0.28225386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31989124,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287949,0.0,0.0,0.0,0.0,0.0,0.0
NSRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24369967,0.0,0.0,0.0,0.0,0.0,0.0
NSUN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20739675,0.0,0.0,0.0,0.0,0.0,0.0
NT5C,0.0,0.49322724,0.36135623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5786721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5410056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5436276,0.0,0.0,0.0,0.0,0.0,0.0
NT5C3A,0.0,0.58120847,0.21132253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48112544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970701,0.0,0.0,0.0,0.0,0.0,3.2581463,0.8457011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38144064,0.0,0.0,0.0,0.0,0.0,0.0
NTAN1,0.55133605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20781404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTMT1,0.0,0.0,0.21647485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3428313,0.0,0.0,0.0,0.0,0.0,0.0
NTRK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3684144,0.0,0.0,0.0,0.0
NUBP2,0.0,0.34413594,0.42189717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47378442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46004564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5116804,0.0,0.0,0.0,0.0,0.0,0.0
NUCB1,0.0,0.0,0.24123028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612508,0.0,0.39262417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61544764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793609,0.0,0.0,0.0,0.0,0.0,0.0
NUCB2,0.0,1.6615274,0.9761039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6591423,1.9063983,2.0852492,2.1358547,1.1078303,1.8757758,2.3348932,1.8243103,2.2728221,1.2439934,0.0,1.8665867,1.4376122,0.0,1.2819495,1.8318708,1.5897115,1.4633952,1.4981551,0.0,0.0,1.7207215,0.0,0.0,1.628919,0.0,1.0607013,0.618374,1.5933149,0.80534613,2.0250175,2.4491844,1.2828908,1.1271386,1.397269,0.0,0.0,0.5348481,0.0,0.0,1.4579324
NUCKS1,1.1927751,1.4852476,1.2982174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2990696,1.0255358,1.6784599,1.2233803,1.46193,1.2397048,1.7014322,1.4166518,1.1461682,0.91842604,0.0,0.9965122,2.0474663,0.0,0.9554131,1.2126689,1.076065,0.88046896,0.9094753,0.0,0.0,1.6498308,0.0,0.0,1.5849353,0.0,0.0,1.1078396,1.264584,1.6243927,1.6246498,2.1617582,1.9804821,1.0545062,1.3966691,0.0,1.3859195,1.227567,0.75219965,0.0,0.0
NUDC,0.6227907,0.98939896,1.2371517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0920802,0.0,0.96822,0.81360734,0.0,0.7690325,0.84646064,0.5171445,0.46823087,0.0,0.0,0.6602739,1.0221635,0.0,0.6565894,0.0,0.0,0.0,0.0,0.0,0.0,1.1097348,0.0,0.0,1.0528028,0.0,0.0,0.55579627,0.787368,0.7558259,0.8691763,0.9771463,1.0311909,0.0,1.2309681,0.0,0.0,0.71758765,0.0,0.0,0.0
NUDCD2,0.0,0.6659059,0.565814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6724942,0.0,0.6381822,0.58246773,0.0,0.0,0.56871146,0.0,0.0,0.0,0.0,0.46425354,0.418691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66217816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57574356,0.5977901,0.5305642,0.0,0.6771525,0.0,0.0,0.0,0.0,0.0,0.0
NUDT1,0.8738891,0.6597545,0.8365489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5928173,0.0,0.8939098,0.654762,0.9288627,0.5110051,0.9416508,0.8733393,0.6942992,0.0,0.0,0.36779177,0.92201376,0.0,0.0,0.7191536,0.0,0.0,0.0,0.0,0.0,0.82949317,0.0,0.0,1.1383346,0.0,0.0,0.84087366,0.6972219,1.1001153,0.9855832,1.2826087,0.8199233,0.0,0.7830448,0.0,0.0,0.78872967,0.0,0.0,0.0
NUDT21,0.0,0.42896134,0.5147224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47109565,0.0,0.446232,0.0,0.0,0.0,0.404866,0.0,0.0,0.0,0.0,0.0,0.68314934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5457945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248343,0.73003507,0.0,0.577684,0.0,0.0,0.6734466,0.0,0.0,0.0
NUDT4,0.0,0.0,0.47098824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95921946,0.0,0.8041502,0.0,0.0,0.0,0.0,0.0,0.0,0.42392588,0.0,0.0,0.0,0.0,0.0,0.0
NUDT5,0.46932507,0.58065027,0.3295559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543764,0.0,0.563707,0.5590004,0.0,0.0,0.57669926,0.0,0.0,0.0,0.0,0.0,0.70923924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6367426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47846237,0.788152,0.86929697,0.78603303,0.0,0.4842611,0.0,0.0,0.0,0.0,0.0,0.0
NUF2,0.0,0.0,0.19229344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3687533,0.0,0.0,0.0,0.42356595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP107,0.0,0.0,0.22499892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26393366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37980205,0.0,0.0,0.0,0.0,0.0,0.0
NUP160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23549673,0.0,0.0,0.0,0.0,0.0,0.0
NUP210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29872656,0.0,0.0,0.0,0.0,0.0,0.0
NUP37,0.0,0.0,0.60717934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54094565,0.0,0.0,0.0,0.0,0.0,0.0
NUP50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23105562,0.0,0.0,0.0,0.0,0.0,0.0
NUP54,0.0,0.0,0.2942636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3554205,0.0,0.0,0.0,0.0,0.0,0.0
NUP62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33179036,0.0,0.0,0.0,0.0,0.0,0.0
NUP93,0.0,0.0,0.17867292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2847051,0.0,0.0,0.0,0.0,0.0,0.0
NUP42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23105562,0.0,0.0,0.0,0.0,0.0,0.0
NUPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33437127,0.0,0.0,0.0,0.0
NUSAP1,0.0,0.0,0.7287561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6017185,0.0,0.0,0.0,0.41843957,0.0,0.0,0.0,0.0,0.0,1.6524875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1916552,0.0,0.0,1.469341,0.0,0.0,0.0,1.5420237,1.6671879,0.0,0.48050386,0.0,0.0,0.0,0.0,0.0,0.0
NUTF2,0.0,0.75868237,0.81149614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7749592,0.0,0.74145705,0.6531005,0.0,0.0,0.57533497,0.0,0.0,0.0,0.0,0.5473871,0.8804828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5411565,0.84813684,0.0,0.0,0.0,0.0,0.0,0.5558597,0.835586,0.5157945,0.61835426,0.6694218,0.93104565,0.0,0.86874425,0.0,0.0,0.7265575,0.50970924,0.0,0.0
NUTM2A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20021114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
