reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary
unk,Characterizing smoking-induced transcriptional heterogeneity in the human bronchial epithelium at single-cell resolution,Characterizing smoking-induced transcriptional heterogeneity in the human bronchial epithelium at single-cell resolution.,796,796,,,Duclos,Sci. Adv.,2019.0,10.1126/sciadv.aaw3413,https://cellxgene.cziscience.com/collections/1f0f863f-b69d-4ba3-8bab-d2727dd0aecf,https://cellxgene.cziscience.com/e/61d327d1-2227-4c5f-9367-e3559dc79b07.cxg/,epithelium of main bronchus,normal,1f0f863f-b69d-4ba3-8bab-d2727dd0aecf,51d29a70-0292-4486-8efe-ac7de03a18a2,61d327d1-2227-4c5f-9367-e3559dc79b07,5d129809-6384-4827-a690-9c1a636714ee,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/5d129809-6384-4827-a690-9c1a636714ee.h5ad,UBERON:0002340,EFO:0008679,CL:0000084 | CL:0000158 | CL:0002332 | CL:0002368 | CL:0017000 | CL:1000272 | CL:1000312 | CL:1000349 | CL:4033044,PATO:0000461,HsapDv:0000118 | HsapDv:0000119 | HsapDv:0000120 | HsapDv:0000121 | HsapDv:0000128 | HsapDv:0000129 | HsapDv:0000137 | HsapDv:0000138 | HsapDv:0000143 | HsapDv:0000144 | HsapDv:0000145,PATO:0000383 | PATO:0000384,True,12,UBERON:0002340: 796,EFO:0008679: 796,CL:1000349: 218; CL:0000158: 209; CL:1000272: 130; CL:1000312: 75; CL:0002332: 71; CL:0000084: 56; CL:0017000: 13; CL:4033044: 13; CL:0002368: 11,PATO:0000461: 796,PATO:0000383: 421; PATO:0000384: 375,25-year-old stage: 133; 34-year-old stage: 79; 43-year-old stage: 79; 49-year-old stage: 74; 26-year-old stage: 72; 24-year-old stage: 70; 27-year-old stage: 68; 35-year-old stage: 65; 50-year-old stage: 60; 44-year-old stage: 58; 51-year-old stage: 38; 1-month-old stage: 0; 1-year-old stage: 0; 10-month-old stage: 0; 10-year-old stage: 0; 101-year-old stage: 0; 102-year-old stage: 0; 10th week post-fertilization stage: 0; 11-month-old stage: 0; 11-year-old stage: 0; 111-year-old stage: 0; 11th week post-fertilization stage: 0; 12-month-old stage: 0; 12-year-old stage: 0; 12th week post-fertilization stage: 0; 13-month-old stage: 0; 13-year-old stage: 0; 13th week post-fertilization stage: 0; 14-month-old stage: 0; 14-year-old stage: 0; 14th week post-fertilization stage: 0; 15-19 year-old: 0; 15-month-old stage: 0; 15-year-old stage: 0; 15th week post-fertilization stage: 0; 16-month-old stage: 0; 16-year-old stage: 0; 16th week post-fertilization stage: 0; 17-year-old stage: 0; 17th week post-fertilization stage: 0; 18-month-old stage: 0; 18-year-old stage: 0; 18th week post-fertilization stage: 0; 19-month-old stage: 0; 19-year-old stage: 0; 19th week post-fertilization stage: 0; 2-month-old stage: 0; 2-year-old stage: 0; 20-month-old stage: 0; 20-year-old stage: 0; 20th week post-fertilization stage: 0; 21-month-old stage: 0; 21-year-old stage: 0; 21st week post-fertilization stage: 0; 22-year-old stage: 0; 22nd week post-fertilization stage: 0; 23-year-old stage: 0; 23rd week post-fertilization stage: 0; 24th week post-fertilization stage: 0; 25th week post-fertilization stage: 0; 26th week post-fertilization stage: 0; 27th week post-fertilization stage: 0; 28-year-old stage: 0; 29-year-old stage: 0; 3-month-old stage: 0; 3-year-old stage: 0; 30-year-old stage: 0; 31-year-old stage: 0; 31st week post-fertilization stage: 0; 32-year-old stage: 0; 32nd week post-fertilization stage: 0; 33-year-old stage: 0; 33rd week post-fertilization stage: 0; 34th week post-fertilization stage: 0; 36-year-old stage: 0; 37-year-old stage: 0; 38-year-old stage: 0; 39-year-old stage: 0; 4-month-old stage: 0; 4-year-old stage: 0; 40-year-old stage: 0; 41-year-old stage: 0; 42-year-old stage: 0; 45-year-old stage: 0; 46-year-old stage: 0; 47-year-old stage: 0; 48-year-old stage: 0; 5-month-old stage: 0; 5-year-old stage: 0; 52-year-old stage: 0; 53-year-old stage: 0; 54-year-old stage: 0; 55-year-old stage: 0; 56-year-old stage: 0; 57-year-old stage: 0; 58-year-old stage: 0; 59-year-old stage: 0; 6-month-old stage: 0; 6-year-old stage: 0; 60-79 year-old stage: 0; 60-year-old stage: 0; 61-year-old stage: 0; 62-year-old stage: 0; 63-year-old stage: 0; 64-year-old stage: 0; 65-year-old stage: 0; 66-year-old stage: 0; 67-year-old stage: 0; 68-year-old stage: 0; 69-year-old stage: 0; 7-month-old stage: 0; 7-year-old stage: 0; 70-year-old stage: 0; 71-year-old stage: 0; 72-year-old stage: 0; 73-year-old stage: 0; 74-year-old stage: 0; 75-year-old stage: 0; 76-year-old stage: 0; 77-year-old stage: 0; 78-year-old stage: 0; 79-year-old stage: 0; 8-month-old stage: 0; 8-year-old stage: 0; 80 year-old and over stage: 0; 80-year-old stage: 0; 81-year-old stage: 0; 82-year-old stage: 0; 83-year-old stage: 0; 84-year-old stage: 0; 85-year-old stage: 0; 86-year-old stage: 0; 87-year-old stage: 0; 88-year-old stage: 0; 89-year-old stage: 0; 9-month-old stage: 0; 9-year-old stage: 0; 90 year-old and over stage: 0; 90-year-old stage: 0; 91-year-old stage: 0; 92-year-old stage: 0; 93-year-old stage: 0; 94-year-old stage: 0; 95-year-old stage: 0; 96-year-old stage: 0; 97-year-old stage: 0; 9th week post-fertilization stage: 0; Carnegie stage 01: 0; Carnegie stage 09: 0; Carnegie stage 10: 0; Carnegie stage 11: 0; Carnegie stage 12: 0; Carnegie stage 13: 0; Carnegie stage 14: 0; Carnegie stage 15: 0; Carnegie stage 16: 0; Carnegie stage 17: 0; Carnegie stage 18: 0; Carnegie stage 19: 0; Carnegie stage 20: 0; Carnegie stage 21: 0; Carnegie stage 22: 0; Carnegie stage 23: 0; adult stage: 0; blastula stage: 0; child stage (1-4 yo): 0; eighth LMP month stage: 0; eighth decade stage: 0; embryonic stage: 0; fifth LMP month stage: 0; fifth decade stage: 0; fourth LMP month stage: 0; fourth decade stage: 0; infant stage: 0; juvenile stage (5-14 yo): 0; late adult stage: 0; middle aged stage: 0; newborn stage (0-28 days): 0; ninth LMP month stage: 0; ninth decade stage: 0; nursing stage (0-11 months): 0; organogenesis stage: 0; pediatric stage: 0; postnatal stage: 0; prenatal stage: 0; prime adult stage: 0; seventh LMP month stage: 0; seventh decade stage: 0; sixth LMP month stage: 0; sixth decade stage: 0; tenth decade stage: 0; third decade stage: 0; unknown: 0; young adult stage: 0
unk,LungMAP — Human data from a broad age healthy donor group,Single-cell multiomic profiling of human lungs across age groups,10393,46500,,,Wang,eLife,2020.0,10.7554/eLife.62522,https://cellxgene.cziscience.com/collections/625f6bf4-2f33-4942-962e-35243d284837,https://cellxgene.cziscience.com/e/3de0ad6d-4378-4f62-b37b-ec0b75a50d94.cxg/,lung,normal,625f6bf4-2f33-4942-962e-35243d284837,41222d84-f6cc-4705-be46-1e9aa5502063,3de0ad6d-4378-4f62-b37b-ec0b75a50d94,b1ba366b-d63b-4fdb-8bc6-c3c27dc3bd89,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/b1ba366b-d63b-4fdb-8bc6-c3c27dc3bd89.h5ad,UBERON:0002048,EFO:0009922,CL:0000057 | CL:0000064 | CL:0000066 | CL:0000071 | CL:0000084 | CL:0000097 | CL:0000115 | CL:0000138 | CL:0000158 | CL:0000160 | CL:0000186 | CL:0000192 | CL:0000235 | CL:0000236 | CL:0000359 | CL:0000451 | CL:0000576 | CL:0000583 | CL:0000595 | CL:0000623 | CL:0000646 | CL:0000669 | CL:0002062 | CL:0002063 | CL:0002543 | CL:1000223 | CL:1000413 | unknown,PATO:0000461,HsapDv:0000068 | HsapDv:0000097 | HsapDv:0000125,PATO:0000383 | PATO:0000384,True,9,"UBERON:0002048: 46,500","EFO:0009922: 46,500","CL:0000583: 7,620; CL:0002063: 7,226; CL:0000057: 7,073; CL:0002062: 3,618; CL:0000084: 3,100; CL:0000115: 2,767; CL:0000576: 2,645; unknown: 2,206; CL:0000158: 1,291; CL:0000066: 1,219; CL:0000235: 1,148; CL:0000623: 1,071; CL:0000236: 1,034; CL:0000669: 803; CL:0000064: 666; CL:0000186: 558; CL:0000192: 449; CL:0000138: 394; CL:0000160: 235; CL:0000646: 204; CL:0000451: 203; CL:0000595: 202; CL:0000359: 199; CL:1000413: 180; CL:0002543: 157; CL:0000097: 129; CL:1000223: 68; CL:0000071: 35","PATO:0000461: 46,500","PATO:0000384: 28,922; PATO:0000383: 17,578","3-year-old stage: 19,081; 31st week post-fertilization stage: 17,026; 31-year-old stage: 10,393; 1-month-old stage: 0; 1-year-old stage: 0; 10-month-old stage: 0; 10-year-old stage: 0; 101-year-old stage: 0; 102-year-old stage: 0; 10th week post-fertilization stage: 0; 11-month-old stage: 0; 11-year-old stage: 0; 111-year-old stage: 0; 11th week post-fertilization stage: 0; 12-month-old stage: 0; 12-year-old stage: 0; 12th week post-fertilization stage: 0; 13-month-old stage: 0; 13-year-old stage: 0; 13th week post-fertilization stage: 0; 14-month-old stage: 0; 14-year-old stage: 0; 14th week post-fertilization stage: 0; 15-19 year-old: 0; 15-month-old stage: 0; 15-year-old stage: 0; 15th week post-fertilization stage: 0; 16-month-old stage: 0; 16-year-old stage: 0; 16th week post-fertilization stage: 0; 17-year-old stage: 0; 17th week post-fertilization stage: 0; 18-month-old stage: 0; 18-year-old stage: 0; 18th week post-fertilization stage: 0; 19-month-old stage: 0; 19-year-old stage: 0; 19th week post-fertilization stage: 0; 2-month-old stage: 0; 2-year-old stage: 0; 20-month-old stage: 0; 20-year-old stage: 0; 20th week post-fertilization stage: 0; 21-month-old stage: 0; 21-year-old stage: 0; 21st week post-fertilization stage: 0; 22-year-old stage: 0; 22nd week post-fertilization stage: 0; 23-year-old stage: 0; 23rd week post-fertilization stage: 0; 24-year-old stage: 0; 24th week post-fertilization stage: 0; 25-year-old stage: 0; 25th week post-fertilization stage: 0; 26-year-old stage: 0; 26th week post-fertilization stage: 0; 27-year-old stage: 0; 27th week post-fertilization stage: 0; 28-year-old stage: 0; 29-year-old stage: 0; 3-month-old stage: 0; 30-year-old stage: 0; 32-year-old stage: 0; 32nd week post-fertilization stage: 0; 33-year-old stage: 0; 33rd week post-fertilization stage: 0; 34-year-old stage: 0; 34th week post-fertilization stage: 0; 35-year-old stage: 0; 36-year-old stage: 0; 37-year-old stage: 0; 38-year-old stage: 0; 39-year-old stage: 0; 4-month-old stage: 0; 4-year-old stage: 0; 40-year-old stage: 0; 41-year-old stage: 0; 42-year-old stage: 0; 43-year-old stage: 0; 44-year-old stage: 0; 45-year-old stage: 0; 46-year-old stage: 0; 47-year-old stage: 0; 48-year-old stage: 0; 49-year-old stage: 0; 5-month-old stage: 0; 5-year-old stage: 0; 50-year-old stage: 0; 51-year-old stage: 0; 52-year-old stage: 0; 53-year-old stage: 0; 54-year-old stage: 0; 55-year-old stage: 0; 56-year-old stage: 0; 57-year-old stage: 0; 58-year-old stage: 0; 59-year-old stage: 0; 6-month-old stage: 0; 6-year-old stage: 0; 60-79 year-old stage: 0; 60-year-old stage: 0; 61-year-old stage: 0; 62-year-old stage: 0; 63-year-old stage: 0; 64-year-old stage: 0; 65-year-old stage: 0; 66-year-old stage: 0; 67-year-old stage: 0; 68-year-old stage: 0; 69-year-old stage: 0; 7-month-old stage: 0; 7-year-old stage: 0; 70-year-old stage: 0; 71-year-old stage: 0; 72-year-old stage: 0; 73-year-old stage: 0; 74-year-old stage: 0; 75-year-old stage: 0; 76-year-old stage: 0; 77-year-old stage: 0; 78-year-old stage: 0; 79-year-old stage: 0; 8-month-old stage: 0; 8-year-old stage: 0; 80 year-old and over stage: 0; 80-year-old stage: 0; 81-year-old stage: 0; 82-year-old stage: 0; 83-year-old stage: 0; 84-year-old stage: 0; 85-year-old stage: 0; 86-year-old stage: 0; 87-year-old stage: 0; 88-year-old stage: 0; 89-year-old stage: 0; 9-month-old stage: 0; 9-year-old stage: 0; 90 year-old and over stage: 0; 90-year-old stage: 0; 91-year-old stage: 0; 92-year-old stage: 0; 93-year-old stage: 0; 94-year-old stage: 0; 95-year-old stage: 0; 96-year-old stage: 0; 97-year-old stage: 0; 9th week post-fertilization stage: 0; Carnegie stage 01: 0; Carnegie stage 09: 0; Carnegie stage 10: 0; Carnegie stage 11: 0; Carnegie stage 12: 0; Carnegie stage 13: 0; Carnegie stage 14: 0; Carnegie stage 15: 0; Carnegie stage 16: 0; Carnegie stage 17: 0; Carnegie stage 18: 0; Carnegie stage 19: 0; Carnegie stage 20: 0; Carnegie stage 21: 0; Carnegie stage 22: 0; Carnegie stage 23: 0; adult stage: 0; blastula stage: 0; child stage (1-4 yo): 0; eighth LMP month stage: 0; eighth decade stage: 0; embryonic stage: 0; fifth LMP month stage: 0; fifth decade stage: 0; fourth LMP month stage: 0; fourth decade stage: 0; infant stage: 0; juvenile stage (5-14 yo): 0; late adult stage: 0; middle aged stage: 0; newborn stage (0-28 days): 0; ninth LMP month stage: 0; ninth decade stage: 0; nursing stage (0-11 months): 0; organogenesis stage: 0; pediatric stage: 0; postnatal stage: 0; prenatal stage: 0; prime adult stage: 0; seventh LMP month stage: 0; seventh decade stage: 0; sixth LMP month stage: 0; sixth decade stage: 0; tenth decade stage: 0; third decade stage: 0; unknown: 0; young adult stage: 0"
unk,The integrated Human Lung Cell Atlas,An integrated cell atlas of the human lung in health and disease (core),461098,584944,,,Sikkema,Nat Med,2023.0,10.1038/s41591-023-02327-2,https://cellxgene.cziscience.com/collections/6f6d381a-7701-4781-935c-db10d30de293,https://cellxgene.cziscience.com/e/066943a2-fdac-4b29-b348-40cede398e4e.cxg/,lung parenchyma | nose | respiratory airway,normal,6f6d381a-7701-4781-935c-db10d30de293,99df0d1e-e330-4204-92ef-c564b684930a,066943a2-fdac-4b29-b348-40cede398e4e,4cb45d80-499a-48ae-a056-c71ac3552c94,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/4cb45d80-499a-48ae-a056-c71ac3552c94.h5ad,UBERON:0000004 | UBERON:0001005 | UBERON:0008946,EFO:0009899 | EFO:0009900 | EFO:0009901 | EFO:0009922 | EFO:0011025,CL:0000037 | CL:0000057 | CL:0000077 | CL:0000084 | CL:0000097 | CL:0000158 | CL:0000186 | CL:0000192 | CL:0000236 | CL:0000313 | CL:0000319 | CL:0000322 | CL:0000451 | CL:0000499 | CL:0000583 | CL:0000622 | CL:0000623 | CL:0000624 | CL:0000625 | CL:0000784 | CL:0000786 | CL:0000860 | CL:0000861 | CL:0000875 | CL:0000990 | CL:0002062 | CL:0002063 | CL:0002075 | CL:0002138 | CL:0002144 | CL:0002145 | CL:0002399 | CL:0002480 | CL:0002543 | CL:0002632 | CL:0002633 | CL:0005006 | CL:0005012 | CL:0009089 | CL:0019001 | CL:0019003 | CL:0019019 | CL:1000223 | CL:1000312 | CL:1001568 | CL:1001603 | CL:2000093 | CL:4028004 | CL:4028006 | CL:4030023,PATO:0000461,HsapDv:0000104 | HsapDv:0000109 | HsapDv:0000112 | HsapDv:0000115 | HsapDv:0000116 | HsapDv:0000117 | HsapDv:0000118 | HsapDv:0000119 | HsapDv:0000120 | HsapDv:0000121 | HsapDv:0000123 | HsapDv:0000124 | HsapDv:0000125 | HsapDv:0000127 | HsapDv:0000128 | HsapDv:0000129 | HsapDv:0000130 | HsapDv:0000131 | HsapDv:0000132 | HsapDv:0000134 | HsapDv:0000135 | HsapDv:0000136 | HsapDv:0000138 | HsapDv:0000140 | HsapDv:0000141 | HsapDv:0000143 | HsapDv:0000145 | HsapDv:0000146 | HsapDv:0000147 | HsapDv:0000148 | HsapDv:0000149 | HsapDv:0000150 | HsapDv:0000151 | HsapDv:0000152 | HsapDv:0000153 | HsapDv:0000155 | HsapDv:0000156 | HsapDv:0000157 | HsapDv:0000158 | HsapDv:0000160 | HsapDv:0000162 | HsapDv:0000163 | HsapDv:0000165 | HsapDv:0000169 | HsapDv:0000170 | HsapDv:0000238 | HsapDv:0000239 | HsapDv:0000240 | HsapDv:0000241 | unknown,PATO:0000383 | PATO:0000384,False,107,"UBERON:0008946: 333,468; UBERON:0001005: 173,197; UBERON:0000004: 78,279","EFO:0009899: 328,263; EFO:0011025: 130,370; EFO:0009922: 86,309; EFO:0009900: 37,081; EFO:0009901: 2,921","CL:0002633: 80,113; CL:0000583: 78,816; CL:0002063: 62,405; CL:0000158: 36,023; CL:0002480: 35,833; CL:0002145: 35,225; CL:0000625: 29,074; CL:0000861: 28,223; CL:0002144: 23,205; CL:0000624: 21,285; CL:0000860: 17,695; CL:0000623: 16,978; CL:0002543: 12,975; CL:4028006: 10,321; CL:0002399: 9,133; CL:0000875: 8,834; CL:0002062: 7,937; CL:1001568: 7,391; CL:0000097: 6,623; CL:0005012: 5,873; CL:4028004: 5,182; CL:1001603: 4,805; CL:4030023: 4,600; CL:0002138: 4,595; CL:0000236: 4,511; CL:0002632: 4,393; CL:0009089: 3,032; CL:0019019: 2,996; CL:0000786: 1,773; CL:1000312: 1,670; CL:2000093: 1,573; CL:0000313: 1,472; CL:0000322: 1,440; CL:0019001: 1,417; CL:0000622: 1,274; CL:0019003: 968; CL:0000186: 716; CL:0005006: 561; CL:0000192: 556; CL:0000784: 552; CL:0000319: 537; CL:0000084: 500; CL:0000499: 335; CL:0000990: 322; CL:0000451: 312; CL:0000057: 276; CL:0000077: 230; CL:0002075: 165; CL:1000223: 159; CL:0000037: 60","PATO:0000461: 584,944","PATO:0000384: 353,754; PATO:0000383: 231,190","sixth decade stage: 74,309; 25-year-old stage: 49,574; 30-year-old stage: 35,652; 46-year-old stage: 28,792; 52-year-old stage: 28,029; 55-year-old stage: 25,789; 51-year-old stage: 24,667; 27-year-old stage: 23,001; seventh decade stage: 22,321; 57-year-old stage: 20,466; fifth decade stage: 17,786; 35-year-old stage: 17,711; 29-year-old stage: 17,533; 41-year-old stage: 15,388; 49-year-old stage: 14,613; 64-year-old stage: 11,598; 23-year-old stage: 11,591; 38-year-old stage: 9,406; 34-year-old stage: 9,134; 59-year-old stage: 8,099; 47-year-old stage: 8,016; 24-year-old stage: 7,543; 75-year-old stage: 7,523; 62-year-old stage: 7,286; 33-year-old stage: 6,816; 31-year-old stage: 6,389; 37-year-old stage: 6,255; 66-year-old stage: 6,114; 26-year-old stage: 6,001; 63-year-old stage: 5,390; 21-year-old stage: 4,880; 53-year-old stage: 4,592; 69-year-old stage: 4,305; 22-year-old stage: 4,241; 54-year-old stage: 4,061; fourth decade stage: 3,771; unknown: 3,427; 18-year-old stage: 3,272; 68-year-old stage: 2,626; 36-year-old stage: 2,542; 10-year-old stage: 2,232; 44-year-old stage: 2,230; 56-year-old stage: 2,217; 40-year-old stage: 1,739; 61-year-old stage: 1,649; 58-year-old stage: 1,605; 42-year-old stage: 1,411; 76-year-old stage: 704; 71-year-old stage: 601; 15-year-old stage: 47; 1-month-old stage: 0; 1-year-old stage: 0; 10-month-old stage: 0; 101-year-old stage: 0; 102-year-old stage: 0; 10th week post-fertilization stage: 0; 11-month-old stage: 0; 11-year-old stage: 0; 111-year-old stage: 0; 11th week post-fertilization stage: 0; 12-month-old stage: 0; 12-year-old stage: 0; 12th week post-fertilization stage: 0; 13-month-old stage: 0; 13-year-old stage: 0; 13th week post-fertilization stage: 0; 14-month-old stage: 0; 14-year-old stage: 0; 14th week post-fertilization stage: 0; 15-19 year-old: 0; 15-month-old stage: 0; 15th week post-fertilization stage: 0; 16-month-old stage: 0; 16-year-old stage: 0; 16th week post-fertilization stage: 0; 17-year-old stage: 0; 17th week post-fertilization stage: 0; 18-month-old stage: 0; 18th week post-fertilization stage: 0; 19-month-old stage: 0; 19-year-old stage: 0; 19th week post-fertilization stage: 0; 2-month-old stage: 0; 2-year-old stage: 0; 20-month-old stage: 0; 20-year-old stage: 0; 20th week post-fertilization stage: 0; 21-month-old stage: 0; 21st week post-fertilization stage: 0; 22nd week post-fertilization stage: 0; 23rd week post-fertilization stage: 0; 24th week post-fertilization stage: 0; 25th week post-fertilization stage: 0; 26th week post-fertilization stage: 0; 27th week post-fertilization stage: 0; 28-year-old stage: 0; 3-month-old stage: 0; 3-year-old stage: 0; 31st week post-fertilization stage: 0; 32-year-old stage: 0; 32nd week post-fertilization stage: 0; 33rd week post-fertilization stage: 0; 34th week post-fertilization stage: 0; 39-year-old stage: 0; 4-month-old stage: 0; 4-year-old stage: 0; 43-year-old stage: 0; 45-year-old stage: 0; 48-year-old stage: 0; 5-month-old stage: 0; 5-year-old stage: 0; 50-year-old stage: 0; 6-month-old stage: 0; 6-year-old stage: 0; 60-79 year-old stage: 0; 60-year-old stage: 0; 65-year-old stage: 0; 67-year-old stage: 0; 7-month-old stage: 0; 7-year-old stage: 0; 70-year-old stage: 0; 72-year-old stage: 0; 73-year-old stage: 0; 74-year-old stage: 0; 77-year-old stage: 0; 78-year-old stage: 0; 79-year-old stage: 0; 8-month-old stage: 0; 8-year-old stage: 0; 80 year-old and over stage: 0; 80-year-old stage: 0; 81-year-old stage: 0; 82-year-old stage: 0; 83-year-old stage: 0; 84-year-old stage: 0; 85-year-old stage: 0; 86-year-old stage: 0; 87-year-old stage: 0; 88-year-old stage: 0; 89-year-old stage: 0; 9-month-old stage: 0; 9-year-old stage: 0; 90 year-old and over stage: 0; 90-year-old stage: 0; 91-year-old stage: 0; 92-year-old stage: 0; 93-year-old stage: 0; 94-year-old stage: 0; 95-year-old stage: 0; 96-year-old stage: 0; 97-year-old stage: 0; 9th week post-fertilization stage: 0; Carnegie stage 01: 0; Carnegie stage 09: 0; Carnegie stage 10: 0; Carnegie stage 11: 0; Carnegie stage 12: 0; Carnegie stage 13: 0; Carnegie stage 14: 0; Carnegie stage 15: 0; Carnegie stage 16: 0; Carnegie stage 17: 0; Carnegie stage 18: 0; Carnegie stage 19: 0; Carnegie stage 20: 0; Carnegie stage 21: 0; Carnegie stage 22: 0; Carnegie stage 23: 0; adult stage: 0; blastula stage: 0; child stage (1-4 yo): 0; eighth LMP month stage: 0; eighth decade stage: 0; embryonic stage: 0; fifth LMP month stage: 0; fourth LMP month stage: 0; infant stage: 0; juvenile stage (5-14 yo): 0; late adult stage: 0; middle aged stage: 0; newborn stage (0-28 days): 0; ninth LMP month stage: 0; ninth decade stage: 0; nursing stage (0-11 months): 0; organogenesis stage: 0; pediatric stage: 0; postnatal stage: 0; prenatal stage: 0; prime adult stage: 0; seventh LMP month stage: 0; sixth LMP month stage: 0; tenth decade stage: 0; third decade stage: 0; young adult stage: 0"
