,ActMac,AntiB,Arterial,C-Hepato,C-Hepato2,CD3T-lrNK,CD4T,CD8T,CD8T-cNK,Chol,CholMucus,Fibroblast,Hepato,Hepato--Mac,I-Hepato,Kupffer,Kupffer--LSEC-Doublet,LAM-like,MHCII,MatB,Monocyte,NKT--Mac-Doublet,Neutrophil,P-Hepato,P-Hepato2,Prolif,Stellate,Tcell,cDC,cNK,cvEndo,cvLSEC,cvLSEC--T-Doublet,lrNK,pDC,ppLSEC
ENSG00000113594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33086342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4591381
ENSG00000113600,0.0,0.37853,0.1720052,0.78159344,1.0528722,0.6251731,0.62469643,0.6147839,0.55436075,0.6295761,0.0,0.6912786,0.7317661,0.7748539,0.9936822,0.53574294,0.55850446,0.0,0.0,0.8164088,0.0,0.53855866,0.0,0.89152616,0.84779346,0.42442793,0.65032893,0.8210181,0.0,0.58637345,0.6583113,0.6560753,0.6139192,0.6724748,0.9058161,0.462367
ENSG00000113648,0.15500477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42286754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113719,0.0,0.0,0.0,0.0,0.20822474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113732,0.1926432,0.0,0.37840527,0.19999626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58841264,0.5122966,0.0,0.0,0.3003525,0.7291171,0.0,0.0,0.0,0.0,0.0,0.48673344,0.0,0.0,0.0,0.0,0.0,0.17634928,0.38051182
ENSG00000113889,0.0,0.25367558,0.0,0.67856896,0.9991006,0.4677708,0.59190506,0.55827975,0.54348403,0.6645138,0.23136625,0.6562985,0.671147,0.52964187,0.7881302,0.37842384,0.0,0.0,0.0,0.6709133,0.0,0.43853268,0.0,0.7982939,0.70601606,0.5359907,0.6466272,0.67103064,0.14951627,0.54519236,0.6312162,0.5879645,0.4963647,0.5384808,0.5974295,0.0
ENSG00000113905,0.0,0.0,0.0,0.3036297,0.25892207,0.62736094,0.5344235,0.5883205,0.5466696,0.4358336,0.0,0.53029406,0.5798975,0.55273926,0.32110074,0.0,0.0,0.0,0.0,0.43346515,0.0,0.54862964,0.0,0.48252186,0.0,0.24992074,0.622588,0.41796935,0.0,0.20165506,0.121945396,0.4356713,0.5039664,0.46622533,0.20905688,0.0
ENSG00000113924,0.0,0.0,0.0,0.045797683,0.15411544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114021,0.0,0.0,0.0,0.13096571,0.08001818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114023,0.0,0.0,0.0,0.20350896,0.0,0.0,0.0,0.0,0.0,0.0,0.2674313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6033086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114200,0.0,0.0,0.0,0.1095794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3597824,0.24091008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114378,0.0,0.0,0.0,0.0,0.15262966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114391,1.2926159,0.7790868,0.9941914,0.9272729,0.19229674,0.76445,0.79395187,0.86362475,0.9477051,0.58364516,0.96762395,0.4975348,0.53791213,0.51895577,0.5654088,0.6596643,0.84529173,0.860711,1.1338127,0.6734935,1.2659577,0.9003191,1.0358574,0.0,0.0,0.6906611,0.44493043,0.59691024,0.9826505,0.64276576,0.65024424,0.65988994,0.8665284,0.8154851,1.0404695,1.3611685
ENSG00000114650,0.0,0.0,0.0,0.0,0.037490387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114771,0.0,0.0,0.0,0.15904677,0.2941235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19166128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5562091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114850,0.0,0.47367004,0.0,0.2066102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107203335,0.0,0.0,0.2381339,0.0,0.0,0.0,0.0,0.33877373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18799585,0.0
ENSG00000114867,0.0,0.0,0.0,0.0,0.19339429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12992904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114902,0.0,0.57657456,0.0,0.29939532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1418705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28683582,0.0,0.0,0.0,0.0,0.0,0.15391108,0.0
ENSG00000114942,1.3412273,0.7004452,0.0,0.6391006,0.10134443,0.7270596,0.6811181,0.6727878,0.856532,0.34636265,0.6730479,0.0,0.0,0.0,0.3410485,0.4341342,0.6964345,0.7143207,1.0923188,0.53869903,0.794477,0.7710775,0.6286524,0.0,0.0,0.59326255,0.0,0.42299718,1.5862703,0.5734085,0.42872173,0.0,0.6545403,0.55849415,0.7886362,0.7017667
ENSG00000114978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24725446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115053,0.0,0.0,0.35033196,0.16492093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18651178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33760816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18315038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115107,0.0,0.0,0.0,0.0,0.28334537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19883914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115226,0.0,0.0,0.0,0.0,0.097578526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115255,0.0,0.0,0.0,0.18524449,0.18285353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27520955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26642945,0.0
ENSG00000115268,2.070778,1.2037578,1.337378,1.2724901,0.4890704,1.5639744,1.4647366,1.5115094,1.5157905,0.9842365,1.5261332,0.85439545,0.8805655,0.66034174,0.94826835,1.2201171,1.3473299,1.4328308,1.914439,1.0488713,1.9530203,1.3757243,1.5522503,0.65274715,0.51445174,1.1369224,0.8792928,1.0246475,1.8730435,1.1047912,0.8223669,1.0641705,1.5130608,1.2475834,1.4124107,1.8818843
ENSG00000115286,0.0,0.0,0.0,0.23357378,0.048724014,0.0,0.0,0.0,0.0,0.0,0.2467564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4295882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115306,0.0,0.0,0.5708593,0.0,0.226834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39256173
ENSG00000115307,0.0,0.0,0.0,0.0,0.11094684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115310,0.0,0.0,0.0,0.33543268,0.18100604,0.0,0.0,0.0,0.0,0.0,0.44234192,0.0,0.0,0.0,0.27294192,0.0,0.0,0.33067212,0.0,0.0,0.0,0.0,0.7043318,0.0,0.0,0.0,0.0,0.0,0.33556616,0.0,0.0,0.0,0.0,0.0,0.27482933,0.0
ENSG00000115414,0.0,0.41682208,0.59998006,0.730172,1.022246,0.6739662,0.8966507,0.86362475,0.90523815,1.068386,0.29866147,1.0961199,1.1883929,0.98791534,1.0473677,0.6013456,0.6217917,0.0,0.0,1.0253636,0.0,0.6805589,0.0,1.2308803,1.0415483,0.9508815,1.0579927,1.0682831,0.2510245,0.93109626,1.0535495,0.9614587,0.73703575,0.91769874,1.026637,0.59235626
ENSG00000115457,0.0,0.34296495,0.58872235,0.89560854,0.56884074,1.1423409,1.1879964,1.0880581,1.1411362,0.9663922,0.6402447,1.1857729,1.1655039,1.1644816,0.9815068,0.60462457,0.5999097,0.0,0.0,0.9614587,0.0,0.8406019,0.0,1.1003932,0.92576945,0.67332757,1.1930737,0.996369,0.13731955,1.0343356,0.9996667,0.98765093,1.1154542,1.0175707,0.7088653,0.5872695
ENSG00000115461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70718735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91716707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5146155,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115524,0.0,0.0,0.0,0.0,0.04027942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115541,0.0,0.1735081,0.0,0.62275034,0.22951722,0.0,0.0,0.0,0.0,0.36755818,0.0,0.0,0.0,0.0,0.48323506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15328051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61310065,0.0
ENSG00000115648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44234192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115677,0.0,0.27906162,0.0,0.18033728,0.22151291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30538166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2911523,0.0
ENSG00000115718,0.0,0.0,0.0,0.24581888,0.5964968,0.0,0.0,0.0,0.0,0.38175428,0.0,0.0,0.43420848,0.45671016,0.3644721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5132671,0.48816693,0.0,0.0,0.3424343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115738,0.0,0.0,0.0,0.1618709,0.28150773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25168687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34317482,0.0,0.0,0.0,0.0,0.0,0.19423464,0.0
ENSG00000115875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2674313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115884,0.0,0.346366,0.0,0.15301043,0.28992993,0.0,0.0,0.0,0.0,0.0,0.5965616,0.0,0.0,0.0,0.24737741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29727435,0.0
ENSG00000115956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116016,0.0,0.0,0.61715055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53520143,0.0,0.0,0.0,0.0,0.59253705
ENSG00000116030,0.0,0.0,0.0,0.12769222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275185,0.0
ENSG00000116133,0.0,0.20304178,0.0,0.4305745,0.7326997,0.57245255,0.5792063,0.5192313,0.49203426,0.58260834,0.5756061,0.5578096,0.54746413,0.5170351,0.6658139,0.0,0.46837646,0.0,0.0,0.6619282,0.0,0.0,0.0,0.6594388,0.62148905,0.0,0.535596,0.5655738,0.0,0.54700875,0.52144325,0.52093726,0.52268517,0.5275728,0.7106912,0.0
ENSG00000116171,0.0,0.2546641,0.21395415,0.66403663,0.501688,0.23978654,0.6034962,0.54639065,0.52472395,0.522009,0.13844837,0.5389361,0.579638,0.67208356,0.73897713,0.4713953,0.5312197,0.19784328,0.0,0.59755075,0.0,0.5450536,0.4295882,0.60443616,0.50385743,0.39731282,0.5346452,0.5737406,0.33244452,0.5001924,0.45169547,0.5310816,0.553605,0.55305284,0.7679383,0.42597497
ENSG00000116209,0.0,0.5289358,0.0,0.28028837,0.26057252,0.0,0.0,0.0,0.0,0.0,0.49879754,0.0,0.0,0.0,0.25947735,0.0,0.0,0.36307216,0.38619027,0.0,0.0,0.0,0.36293402,0.0,0.0,0.0,0.0,0.0,0.13731955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,1.4057921,0.5399238,0.7506777,0.7910572,0.1735763,0.729192,0.7810583,0.7340125,0.6688174,0.5431222,0.90104353,0.4060207,0.32339424,0.0,0.503663,0.678238,0.7646144,0.9509986,1.1327418,0.6106205,1.180032,0.6514627,0.8598736,0.0,0.0,0.63626206,0.0,0.5493914,1.2964041,0.5938082,0.57634586,0.60841733,0.7026689,0.5971879,0.9365022,1.239974
ENSG00000116260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66823936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116285,0.0,0.0,0.0,0.34066725,0.36965662,0.0,0.0,0.0,0.0,0.40343386,0.0,0.0,0.0,0.0,0.49258256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44222993,0.39658347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5314537,0.0
ENSG00000116288,0.4597597,0.0,0.0,0.35512823,0.0,0.0,0.0,0.0,0.0,0.0,0.3711888,0.0,0.0,0.0,0.18678986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14951627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116350,0.0,0.0,0.0,0.0,0.08734419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116560,0.0,0.0,0.0,0.0,0.09823018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116586,0.0,0.0,0.0,0.19057181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116678,0.0,0.0,0.0,0.0,0.037490387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116690,0.0,0.0,0.0,0.14033495,0.27590138,0.4924468,0.42541328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25144148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116704,0.0,0.0,0.0,0.0,0.12025036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116741,0.4711131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116754,0.0,0.0,0.0,0.0,0.15522808,0.0,0.0,0.0,0.0,0.27650696,0.0,0.0,0.0,0.0,0.07153568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37554768,0.4013434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116785,0.0,0.0,0.0,0.0,0.39694408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33465582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43819284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116882,0.0,0.0,0.0,0.18788734,0.2185964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116898,0.0,0.0,0.0,0.10276304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.15396073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117305,0.0,0.0,0.0,0.0,0.038868092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117318,0.0,0.0,0.9371653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49988368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5465437,0.0,0.0,0.0,1.3735442
ENSG00000117335,0.0,0.0,0.0,0.0,0.10120775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117410,0.47167844,0.0,0.0,0.20408668,0.09147224,0.0,0.0,0.0,0.0,0.0,0.21097569,0.0,0.0,0.0,0.0,0.0,0.0,0.5225891,0.5319493,0.0,0.418046,0.0,0.33877373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117448,0.0,0.0,0.0,0.3583814,0.16253012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27329218,0.0,0.0,0.35299158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117450,0.0,0.40559894,0.55545723,0.78116107,0.41183138,0.0,0.0,0.40671903,0.0,0.43592888,0.58366907,0.54649574,0.0,0.51895577,0.5780015,0.53574294,0.47247672,0.88793397,0.5541532,0.0,0.0,0.31619155,0.6571925,0.0,0.0,0.0,0.5557346,0.31463796,0.32699615,0.0,0.5685538,0.53914535,0.4972335,0.0,0.26547086,0.6056661
ENSG00000117500,0.0,0.0,0.0,0.09359728,0.10363377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17129683,0.0
ENSG00000117519,0.0,0.0,0.37148005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117592,0.0,0.18601215,0.4427311,0.58994114,0.21080363,0.63349366,0.4340385,0.48335415,0.55363786,0.43356115,0.23136625,0.4649259,0.5347906,0.50949585,0.3720141,0.0,0.17554314,0.0,0.0,0.38090384,0.0,0.4027557,0.0,0.34781718,0.0,0.0,0.53347695,0.3790772,0.47625902,0.40638477,0.291437,0.45188126,0.42216957,0.42984736,0.30116484,0.5521947
ENSG00000117594,0.0,0.0,0.0,0.14498179,0.09510112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117601,0.0,0.18029669,0.0,0.90586543,1.1285039,0.6949811,0.60519034,0.64760274,0.66628414,0.73457646,0.0,0.7376957,0.794376,0.65296793,0.9145318,0.48335415,0.36799866,0.0,0.0,0.6547398,0.0,0.5935775,0.0,0.89344054,0.7547493,0.5847907,0.83206934,0.77635634,0.17002659,0.6500163,0.59029204,0.64945376,0.623791,0.74031633,0.46346992,0.41948152
ENSG00000117632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35287172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117707,0.0,0.0,0.0,0.14474529,0.4469226,0.0,0.0,0.0,0.0,0.2337709,0.0,0.0,0.0,0.0,0.3484293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3963445,0.23587295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989425,0.0
ENSG00000117983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3991544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117984,0.0,0.0,0.0,0.20407099,0.40582883,0.0,0.0,0.0,0.0,0.0,0.47812265,0.0,0.0,0.0,0.3662267,0.60330856,0.7106331,1.9875863,0.5421402,0.0,0.6037779,0.46162355,0.71376646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600447,0.58435076,0.0,0.27093384,0.0
