author_cell_type,mean,std,median,count,q1,q3,f_score
Hepato--Mac,0.9664489667741482,0.011915322350951009,0.9703676133661574,49,0.9605573003223632,0.9750327108716376,0.072463768115942
pDC,0.9086350892015259,0.1434653046439056,0.9252724931555873,324,0.9109475127090455,0.932575558448915,0.3254132231404958
Stellate,0.8571936378514267,0.04976014020810625,0.8674786368501879,636,0.8426726249996774,0.8855633327624634,0.7488207547169812
MatB,0.8403797305473911,0.03301925536291814,0.8459032064676626,201,0.8280662610322925,0.863649680976086,0.024390243902439
cDC,0.688788661299331,0.35746056215271044,0.8245220314547629,22,0.7885269744920174,0.8339668968967344,0.5434782608695652
AntiB,0.7760748857814589,0.17405705303876443,0.8157656674511,106,0.7562626132498139,0.8380644882473335,0.8755274261603375
Prolif,0.636064338192915,0.4790373431948325,0.812074843282476,84,0.7840500861457925,0.8179622701057656,0.5232558139534884
P-Hepato2,0.7977202640056908,0.06709789574178796,0.8082769803479408,3944,0.7735533530623349,0.8358377136070974,0.3656622724419334
C-Hepato,0.7688646367040309,0.13369736673688828,0.8078842298119102,1818,0.7697667122829014,0.8295775998284505,0.6628339533310788
Chol,0.7339436544163535,0.0997244944164121,0.7661375108456103,316,0.7037969297248436,0.8017550989077485,0.5455801104972375
lrNK,0.6939084011778749,0.21176252302090418,0.7531176264065186,190,0.6976251232083722,0.7800892856049095,0.3934426229508196
cvEndo,0.6072703323598696,0.2213657397364985,0.6972361655378749,76,0.5573023057954173,0.741137626231272,0.3225806451612903
ActMac,0.6245032966867928,0.18952022965834,0.6964415896775689,60,0.5831684946042541,0.7354492468992344,0.65625
CD3T-lrNK,0.5986878934667368,0.20830963396310587,0.6874719167666017,46,0.5639609899191322,0.7148872548819574,0.3333333333333333
ppLSEC,0.5845648028574666,0.19544941880900918,0.6711598978268596,172,0.5333445701854025,0.7078828554815022,0.6435643564356436
CD4T,0.6267326072237167,0.1389165807452384,0.6684124479322971,141,0.5793431174403794,0.7282387848136385,0.2680652680652681
cNK,0.5072413838543508,0.34601720075315706,0.6637822502264124,168,0.4892490107717657,0.6979493387168554,0.5652173913043478
C-Hepato2,0.5456002810997269,0.18818093853378054,0.6057056499140985,82,0.5296367190391285,0.6528187221652594,0.2972972972972973
I-Hepato,0.43217852000117757,0.24446473631668397,0.5228535050119943,1199,0.2985452256257217,0.6239561472236226,0.283965186605694
Fibroblast,0.36970597578947434,0.3848681896517473,0.5221959494870465,258,0.43589546608929103,0.5426806496692319,0.1456692913385826
Monocyte,0.274024424176773,0.4179811207332117,0.5029280060574601,324,0.0068371482770192005,0.5825169376364523,0.6892123287671232
MHCII,0.38243781173174474,0.29246623461457355,0.4810861011543662,109,0.288200631552488,0.5763433654255838,0.3299492385786802
LAM-like,0.3109623976940213,0.20779128074767064,0.38645967396213193,206,0.24756870499043132,0.4490423000581766,0.770893371757925
Arterial,0.35535523773419697,0.16124127115759201,0.3626018058185181,52,0.2694944948399704,0.4960881828131944,0.6060606060606061
Kupffer--LSEC-Doublet,0.15632511450475292,0.38260758220695307,0.331790841986525,52,0.15413862785068785,0.3867884398237006,0.1404494382022472
P-Hepato,0.13027169935989194,0.2619416288415671,0.2090452095150315,9325,-0.0595868657952554,0.3403804148020586,0.5445374174535912
cvLSEC,0.006326282868651862,0.333786224292254,0.1664688962111082,1643,-0.29505022625620975,0.2867141085096835,0.7173873710873891
CD8T,-0.010745468260017365,0.34120265782015496,0.0624434277826546,249,-0.3099680839177225,0.3061169032712801,0.4785478547854785
CholMucus,-0.1530435015367692,0.2934621921268057,-0.02764204259269815,10,-0.1323119470584353,0.0024630932224333256,0.7894736842105263
CD8T-cNK,-0.05413644230699898,0.26440885350613436,-0.08596411911136835,48,-0.25410422726896603,0.20962940493474186,0.5208333333333334
Neutrophil,-0.30717087582908953,0.17962010074388376,-0.2440050444427351,15,-0.46249137307862653,-0.16289697490156907,0.2631578947368421
Kupffer,-0.3561018140656672,0.22174012405328625,-0.3436993983199558,857,-0.4342328502980547,-0.2356768588331396,0.5924501922404753
Tcell,-0.4213096816407333,0.24368913586636495,-0.4315467473820226,846,-0.5735505830366529,-0.2835560014714171,0.0536352800953516
Hepato,-0.49058438513269836,0.16492262541100236,-0.4815548823069701,430,-0.5917002722758518,-0.3909198411664752,0.305591677503251
NKT--Mac-Doublet,-0.7230281999493986,0.17600314957830598,-0.7892852232387082,56,-0.8409866610435933,-0.608289794235531,0.4861111111111111
cvLSEC--T-Doublet,-0.7995956377509764,0.058518932342516934,-0.7909770631064754,122,-0.8268956986983389,-0.7605691622989521,0.5491329479768786
