author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
Antigen presenting cell (RPS high),0.5866940187899944,0.11186304413685558,0.621778422593403,5
B cell,-0.03350784201127324,0.3109748167277987,0.02717581347168974,66
B cell (Plasmocyte),0.796515043242756,0.05460241105380247,0.8158421506598873,153
Dendritic cell,-0.19604346021817098,0.226886596895119,-0.22998663875116393,930
Endothelial cell,-0.045854302699981676,0.2282282269670043,0.0022155147182836513,84
Endothelial cell (APC),0.27803637117988655,0.2752058478228275,0.37238332994226203,2657
Endothelial cell (endothelial to mesenchymal transition),-0.08208958810446446,0.219457265603414,-0.010466752748941231,10
Enterocyte progenitor,-0.36349215381413547,0.15833859009216358,-0.3114223307315924,5
Epithelial cell,0.3841116732486379,0.26036613279156173,0.507958973565439,4396
Fetal epithelial progenitor,0.2997156910236175,0.31516534995374673,0.47068984854421647,40
Intercalated cell,0.4842489830768238,0.23260160462171103,0.5553187266716851,4392
Loop of Henle,0.1850613894155837,0.2698542188767192,0.25476278655281914,8434
Macrophage,0.11844045303866624,0.2532845162051739,0.21318227414394686,845
Mast cell,0.8694404571767569,0.07107997257655287,0.8979113342262468,68
Monocyte,0.17751603169852748,0.2597673693100408,0.26554579003672263,157
Neutrophil,0.44876786870139046,0.3564480957787071,0.581084915286858,24
Proximal tubule progenitor,-0.08981188322731788,0.2563423578483855,-0.039103583416899367,7
Sinusoidal endothelial cell,-0.5031364335815124,0.16878045763690605,-0.4715399277708351,11
Smooth muscle cell,0.4576287267916383,0.3182571966444732,0.5931970847096951,244
Stromal cell,-0.34585375547483294,0.24115955177506848,-0.30985017357369626,16
T cell,0.17139551413291168,0.28678927650620867,0.2609060038722652,299
Ureteric bud cell,0.36262449324760804,0.18700227889048987,0.4242508544968248,102
