clusterName,NSForest_markers,f_score
Endothelial cell,"['ENSG00000134531', 'ENSG00000129538']",0.2806122448979591
Ureteric bud cell,"['ENSG00000169344', 'ENSG00000166681']",0.1162790697674418
Fetal epithelial progenitor,"['ENSG00000129562', 'ENSG00000117450', 'ENSG00000168653', 'ENSG00000139644']",0.1041666666666666
Proximal tubule progenitor,"['ENSG00000124766', 'ENSG00000147400', 'ENSG00000134352']",0.6666666666666666
B cell (Plasmocyte),['ENSG00000211896'],0.8752327746741154
Epithelial cell,"['ENSG00000144035', 'ENSG00000162366']",0.8460195530726257
Intercalated cell,"['ENSG00000151418', 'ENSG00000214128']",0.858836777954425
Loop of Henle,['ENSG00000101443'],0.6712031180116287
Enterocyte progenitor,"['ENSG00000140416', 'ENSG00000171729']",0.5555555555555556
Smooth muscle cell,"['ENSG00000101335', 'ENSG00000198523']",0.787292817679558
Endothelial cell (endothelial to mesenchymal transition),['ENSG00000168542'],0.7692307692307693
Stromal cell,['ENSG00000011465'],0.625
Antigen presenting cell (RPS high),"['ENSG00000111913', 'ENSG00000103187']",0.7692307692307693
Macrophage,"['ENSG00000197405', 'ENSG00000169429']",0.5844155844155844
Monocyte,"['ENSG00000085265', 'ENSG00000143546']",0.281195079086116
Dendritic cell,"['ENSG00000196735', 'ENSG00000223865']",0.7328482328482329
B cell,"['ENSG00000211592', 'ENSG00000169508']",0.5555555555555556
T cell,"['ENSG00000271503', 'ENSG00000121966']",0.4385964912280701
Mast cell,"['ENSG00000197253', 'ENSG00000163751']",0.9577922077922078
Neutrophil,['ENSG00000163993'],0.7236842105263158
Sinusoidal endothelial cell,"['ENSG00000172183', 'ENSG00000115875', 'ENSG00000169429']",0.5555555555555556
Endothelial cell (APC),"['ENSG00000115461', 'ENSG00000163513']",0.675017397355602
