clusterName,gene
P-Hepato2,CALR
P-Hepato2,MT-ND6
P-Hepato2,MT-ATP8
Chol-Doublet,KCNJ15
Chol-Doublet,DCDC2
Chol-Doublet,ITGB8
Prolif,MELK
Prolif,NCAPG
I-Hepato,ENSG00000260372
I-Hepato,ENSG00000228918
P-Hepato,HAL
Hepato-Doublet,KCNN2
Hepato-Doublet,LINC00862
Hepato-Doublet,MIR193BHG
Hepato-Doublet,MAPT
Hepato-Doublet,RNF125
C-Hepato,PPP1R1C
C-Hepato,ALAS1
Tcell-Doublet,ENSG00000284418
Tcell-Doublet,SLFN12L
Tcell-Doublet,CD96
Kupffer-Doublet,GADD45G
Kupffer-Doublet,SLC11A1
Kupffer-Doublet,TBXAS1
Stellate-Doublet,STEAP4
Stellate-Doublet,DACH1
cvLSEC-Doublet,CRHBP
cvLSEC-Doublet,DNASE1L3
CholMucus,ERN2
Chol,RALYL
Chol,DCDC2
Chol--Stellate-Doublet,FRMPD4
aStellate,LAMC3
aStellate,NAV3
Stellate,COL25A1
Stellate,ADAMTSL1
Fibroblast,NTRK3
Fibroblast,EBF1
VSMC,MMRN1
ppLSEC,SLCO2A1
cvEndo,RSPO3
cvEndo,KLF2
cvLSEC,STAB2
cvLSEC,DGKG
cvLSEC--Mac,IL1R2
cvLSEC--Mac,NPR1
Kupffer,NDST3
Kupffer,MPPED2
Monocyte,SYK
Monocyte,SLC11A1
AntiB,FCRL5
CD4T,THEMIS
lrNK,KLRF1
