cluster,count
P-Hepato,10201
C-Hepato,5568
P-Hepato2,2582
C-Hepato2,1665
cvLSEC,1228
Hepato-Doublet,1037
Chol,754
Stellate,507
cvLSEC-Doublet,319
ppLSEC,289
Stellate-Doublet,282
Prolif,268
aStellate,257
Monocyte,249
I-Hepato,237
Kupffer,233
Kupffer-Doublet,157
CD4T,141
Chol-Doublet,137
lrNK,84
cvEndo,78
Tcell-Doublet,64
Fibroblast,48
CholMucus,41
VSMC,34
AntiB,33
cvLSEC--Mac,10
Chol--Stellate-Doublet,6
