author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
AntiB,0.5737802090811747,0.3686426180702353,0.7011312257112438,33
C-Hepato,0.13273510885763973,0.2979874027435033,0.22827359432316485,5568
C-Hepato2,0.09045529717734316,0.3425139382208663,0.218874268548669,1665
CD4T,0.6575041707822574,0.18402104060967756,0.7065551509663878,141
Chol,0.24515551756298162,0.32047017641189063,0.3768405606803914,754
Chol--Stellate-Doublet,-0.7943725072152285,0.09264883892948775,-0.8012353668830572,6
Chol-Doublet,0.32301321342422373,0.39357465493934407,0.5364488726092791,137
CholMucus,0.9098596619124144,0.06681395505558207,0.9346714712868994,41
Fibroblast,0.7447600475522326,0.2357709088454534,0.80059969879143,48
Hepato-Doublet,0.27597536612509976,0.20698417834059754,0.3192325671032329,1037
I-Hepato,0.3616925764350216,0.4078891643615086,0.5442494804591079,237
Kupffer,0.6328973969891667,0.2197096893193989,0.7141131777678219,233
Kupffer-Doublet,-0.4129367783308978,0.2449805940496469,-0.3601009481143918,157
Monocyte,0.5616451742613074,0.14839594436908582,0.6023800248126157,249
P-Hepato,-0.14509149408848335,0.2799411500453945,-0.1630736166209207,10201
P-Hepato2,0.5136820321165073,0.21288045325130064,0.5728486276113302,2582
Prolif,0.5633128621708355,0.3068488946702052,0.6629229322466288,268
Stellate,0.5519770230680688,0.27388782071122936,0.6500949884371855,507
Stellate-Doublet,-0.3417182531426549,0.25692442752894706,-0.2621210692079561,282
Tcell-Doublet,0.16722244433687358,0.44223034539976086,0.41982804474111357,64
VSMC,0.5483705081387984,0.37194528228870694,0.6488460746623939,34
aStellate,0.5472871616994713,0.2888952670872352,0.6908880088118438,257
cvEndo,0.4259195467998752,0.22319500571752895,0.47473914021168606,78
cvLSEC,0.6423236351350977,0.16007956089480105,0.6828720520561796,1228
cvLSEC--Mac,0.2358382864022767,0.4534378845151709,0.47101353209054614,10
cvLSEC-Doublet,-0.26655311394756387,0.27884244243081213,-0.18841057382704332,319
lrNK,0.7514668451471291,0.16046236039637987,0.8108172185884341,84
ppLSEC,0.2753230980376433,0.23803217565984044,0.38317998902076406,289
