cluster,count
P-Hepato,38974
C-Hepato,19454
Chol,6693
C-Hepato2,5259
P-Hepato2,5096
cvLSEC,4192
Hepato-Doublet,2810
Kupffer,2653
aStellate,2304
ppLSEC,2237
Stellate,1914
Monocyte,1903
CD4T,1570
I-Hepato,1481
cvLSEC-Doublet,1263
Kupffer-Doublet,1164
lrNK,1112
Stellate-Doublet,895
Prolif,838
Chol-Doublet,827
Tcell-Doublet,596
VSMC,557
Fibroblast,540
AntiB,371
Prolif-Mac,259
cvEndo,252
CholMucus,194
cvLSEC--Mac,144
Chol--Stellate-Doublet,121
Chol--Kupffer-Doublet,107
