,AntiB,C-Hepato,C-Hepato2,CD4T,Chol,Chol--Stellate-Doublet,Chol-Doublet,CholMucus,Fibroblast,Hepato-Doublet,I-Hepato,Kupffer,Kupffer-Doublet,Monocyte,P-Hepato,P-Hepato2,Prolif,Stellate,Stellate-Doublet,Tcell-Doublet,VSMC,aStellate,cvEndo,cvLSEC,cvLSEC--Mac,cvLSEC-Doublet,lrNK,ppLSEC
CFLAR,0.2838652531305949,0.0342479944229126,0.0,0.028033093169883446,0.1891926129659017,0.18965481608002274,0.10051641640839754,0.030261699800138122,0.001859148343404134,0.06055525055638066,0.011425700452592637,0.05925631964648211,0.09542972070199472,0.15114101436403063,0.04094516568713718,0.0022087163395351833,0.11085807614856297,0.08238572323763813,0.0604532692167494,0.09572084303255435,0.00041245751910739474,0.006686466711538809,0.5346404314041138,0.38461686284453783,0.2593074485107704,0.09822963564484208,0.341202802128262,0.47210393128571687
TFPI,0.0,0.23937351173824734,0.2253061952414336,0.0,0.1996733193044309,0.18518518518518517,0.25732593845438073,0.2658353359610946,0.22385806066018563,0.31741418220378737,0.22012332412931654,0.0,0.22076815808260883,0.0,0.2991477295204445,0.22059031769081397,0.21119535190087776,0.26507150906103627,0.25330785910288495,0.25982286091204043,0.5266825998270953,0.18752120159290456,0.4311697350607978,0.5583266637943409,0.4790741470124986,0.38702066739400226,0.0,0.28452633486853707
RBM5,0.0,0.6270494129922655,0.0,0.0,0.0,0.0,0.6475085660263344,0.0,0.5925925925925926,0.6362435906021683,0.0,0.0,0.6267566989969324,0.0,0.6320820936450252,0.6164872337270666,0.6255504775930334,0.0,0.6754479386188366,0.7098389003011916,0.0,0.0,0.0,0.0,0.8303899897469414,0.6616039960472672,0.0,0.0
SLC7A2,0.0,0.5794764315640485,0.6210217387587936,0.0,0.0,0.0,0.5804528704396,0.0,0.6200927760865953,0.658658469164813,0.5555555555555556,0.0,0.5906369332913999,0.0,0.6812100697446752,0.6603215182269061,0.5610409710142348,0.0,0.6414505243301392,0.5795343385802375,0.0,0.0,0.0,0.0,0.0,0.5880922189465275,0.0,0.0
PLXND1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AK2,0.0,0.0,0.0,0.0,0.0,0.0,0.8518518518518519,0.0,0.0,0.893340755392004,0.0,0.0,0.0,0.0,0.0,0.8757138141879329,0.9049520426326327,0.0,0.8571603761778938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.9758232390439069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM6,0.20792570599803217,0.08937701693287602,0.09896401564280193,0.037037037037037035,0.09039668904410468,0.16343771969830548,0.09818673133850098,0.2188085979885525,0.14526635849917377,0.1030651088114138,0.07625268344525937,0.04448640788042987,0.1297621108867504,0.05585479736328125,0.09059739775127834,0.04037748442755805,0.12822570624174895,0.05144671157554344,0.14721977489965934,0.17498269787541143,0.06533093143392492,0.07421132811793575,0.06040842444808395,0.07154834932751125,0.03865440907301726,0.1176095097153275,0.0,0.06451725076746058
VPS50,0.0,0.0,0.0,0.0,0.0,0.0,0.8210559089978536,0.0,0.0,0.8442907796965705,0.0,0.0,0.0,0.0,0.0,0.7836447556813558,0.8734409632506194,0.0,0.7777777777777778,0.7944865866943642,0.0,0.0,0.0,0.0,0.0,0.8365307935961971,0.0,0.0
PDK4,0.0,0.3832515478134155,0.0,0.0,0.0,0.5294782740098459,0.3898188802931044,0.40706822165736445,0.5910171292446278,0.42577019223460444,0.0,0.8000930349032084,0.47431195223772965,0.7080863802521317,0.36856188376744586,0.4410797666620325,0.37323326534695095,0.401329325305091,0.5540146827697754,0.3333333333333333,0.3469733507544906,0.0,0.0,0.5420702364709642,0.6620266349227341,0.48481153338043775,0.0,0.0
SLC25A13,0.0,0.5351535236393964,0.4420725968148973,0.0,0.23565776039052894,0.27643609709209865,0.43179522620307076,0.2992815574010213,0.3188566388907256,0.5402083595593771,0.46178448641741715,0.24743257407788877,0.4262837083251388,0.2581367448524193,0.4968006036899708,0.41606407916104354,0.4600844692300867,0.0,0.42981982893413967,0.46731891455473723,0.2823724393491392,0.0,0.39829874480212174,0.34216908393082796,0.2222222222222222,0.4528026050991482,0.0,0.0
ST7,0.0,0.6271121568149991,0.0,0.0,0.0,0.0,0.608858154879676,0.5621041920449998,0.0,0.6488386569199739,0.5968189769321017,0.0,0.6089837749799093,0.0,0.6128446327315437,0.5755688702618634,0.6606761680708991,0.0,0.5994752513037788,0.579286171330346,0.0,0.0,0.0,0.0,0.5555555555555556,0.5745071548002737,0.0,0.0
CDC27,0.0,0.5691722962591383,0.0,0.0,0.0,0.0,0.589086013811606,0.0,0.0,0.5859971929479528,0.0,0.0,0.6012061966790093,0.0,0.5676233238644071,0.5555555555555556,0.7016246561650876,0.0,0.5766394138336182,0.5629537392545629,0.6007733565789682,0.0,0.6529134489871837,0.0,0.7691087391641405,0.6642831630176969,0.0,0.0
SKAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8783810249081364,0.0,0.913178320284243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8871383821522748,0.8900967350712529,0.8518518518518519,0.0,0.0
THSD7A,0.0,0.0,0.0,0.0,0.0,0.0,0.7195871163297582,0.875724646780226,0.0,0.7037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7771934535768297,0.0,0.7895489511666475,0.772207498550415,0.7807190550698174,0.7214625411563449,0.0,0.8325585104801037
ACSM3,0.0,0.0,0.0,0.0,0.0,0.8777533195636891,0.0,0.0,0.0,0.8518518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9730696060039379,0.8942471654326828,0.9043893836162709,0.0,0.0
CREBBP,0.4739184158819693,0.30631562294783415,0.25925925925925924,0.0,0.375438462804865,0.26720913251241046,0.3320183511133547,0.42038479999259665,0.2767097729223746,0.34243923646432384,0.29039268140439634,0.0,0.3108529249827067,0.0,0.307541999551985,0.27103411709820785,0.2875971661673652,0.2907623692795082,0.30424167271013614,0.3148159627561216,0.35013446984467683,0.0,0.30335038238101536,0.0,0.5319643638752125,0.3207835797910337,0.0,0.0
PON1,0.0,0.6536486082606845,0.5984299094588669,0.0,0.0,0.0,0.5949508481555514,0.0,0.5555555555555556,0.6782007460240964,0.5949313618518688,0.0,0.6140777402453952,0.0,0.6445673836602105,0.7081411017311944,0.5817307940235844,0.0,0.6258973390967758,0.5940844416618347,0.0,0.0,0.0,0.0,0.0,0.5858764670513295,0.0,0.0
GCFC2,0.0,0.6643404519116437,0.0,0.0,0.0,0.0,0.6265313426653544,0.0,0.0,0.7058665575804534,0.6685491976914583,0.0,0.5925925925925926,0.0,0.6381877153008072,0.6157237225108676,0.6587315731578403,0.0,0.6280050873756409,0.5944696841416536,0.0,0.0,0.0,0.0,0.5979432596100701,0.6387327114741007,0.0,0.0
CROT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9191715077117637,0.0,0.0,0.0,0.0,0.0,0.8909951073152048,0.9008037315474616,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB4,0.0,0.6970195372899374,0.5923438977312159,0.0,0.0,0.0,0.5836329195234511,0.0,0.5555555555555556,0.647374137684151,0.6690799351091739,0.0,0.6204153542165403,0.0,0.6175227805420205,0.5839210903203046,0.6201869425950227,0.0,0.5978364414638944,0.6261534006507309,0.0,0.0,0.0,0.0,0.0,0.5940006331161216,0.0,0.0
KMT2E,0.1904537390779566,0.07020333519688358,0.0,0.35389294889238143,0.1801793133770978,0.282819339522609,0.12020805146959093,0.14957451378857647,0.10674180366374829,0.0763239683928313,0.037037037037037035,0.27419691174118604,0.07916610549997401,0.31896269542199596,0.06361251186441493,0.04006311628553602,0.04440810062267162,0.3322577366122493,0.15233238979622168,0.10078221559524536,0.072501833792086,0.137289062694267,0.1994531441617895,0.08570901552836101,0.48699090215894913,0.12058796043749209,0.14564667366169118,0.21619696970339175
IBTK,0.0,0.596157020992703,0.4701859045911718,0.0,0.0,0.48384512353826453,0.5386512213283114,0.48649928084126226,0.4587772753503587,0.5809967650307549,0.5391309261322021,0.0,0.5561285372133609,0.0,0.5656169542559871,0.5103189547856649,0.4873107075691223,0.0,0.549388379962356,0.6254331977279098,0.0,0.0,0.0,0.0,0.4444444444444444,0.525719388767525,0.0,0.0
MYCBP2,0.4398257379178648,0.11807777925773903,0.012491471237606473,0.3217392563819885,0.0,0.03277443514929877,0.06639108834443269,0.10301795049949929,0.04898935114895856,0.15568190813064575,0.04282804109432079,0.42962695713396426,0.2385128030070552,0.375649352868398,0.10101716606705277,0.01698068998478077,0.16376364451867562,0.01790891974060624,0.096454123655955,0.273339518794307,0.025398488397951478,0.005265944533877903,0.1411191048445525,0.03503432318016335,0.3822740250163608,0.09254413180881077,0.1552978996877317,0.033208756535141555
FBXL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9805151334515324,0.0,0.0,0.0
ITGAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZFX,0.0,0.6512469031192638,0.0,0.0,0.0,0.607351075719904,0.6252357187094512,0.0,0.0,0.6841116569660328,0.0,0.0,0.6171393924289279,0.0,0.6302031698050322,0.6022715789300425,0.6422279874483744,0.0,0.6098619522871794,0.5925925925925926,0.0,0.0,0.0,0.0,0.8462709365067659,0.6083068052927653,0.0,0.0
LAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.96780068565298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K14,0.0,0.0,0.0,0.0,0.0,0.0,0.9125085605515374,0.0,0.0,0.8666760038446497,0.0,0.0,0.0,0.0,0.0,0.0,0.8933700874999717,0.0,0.8518518518518519,0.8650812418372543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2B1,0.0,0.0,0.0,0.0,0.0,0.0,0.8299872323318764,0.8659411911611203,0.0,0.7919163129947804,0.0,0.0,0.0,0.0,0.0,0.0,0.8018735007003501,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.9060240476219742,0.8020577364497714,0.0,0.0
RALA,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900792660536589,0.0,0.0,0.0,0.0,0.0
BAIAP2L1,0.0,0.0,0.0,0.0,0.0,0.0,0.7944187499858715,0.895177059703403,0.0,0.7478231279938309,0.0,0.0,0.7407407407407407,0.0,0.0,0.7537030776341757,0.767165897069154,0.0,0.7679854123680679,0.7565209998024834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM7A,0.0,0.7120435480718259,0.0,0.0,0.0,0.6296296296296297,0.6553411439613059,0.0,0.0,0.7373710782439621,0.0,0.0,0.6977555531042593,0.0,0.7291941907670763,0.66011807874397,0.0,0.0,0.6810564509144535,0.6671173042721219,0.0,0.0,0.0,0.0,0.6334596850253917,0.7310628559854295,0.0,0.0
PHTF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9063521402853506,0.0,0.0,0.0,0.0,0.0,0.0,0.9299107414704783,0.9249582180270443,0.8888888888888888,0.0,0.0
FARP2,0.0,0.5974227256245084,0.0,0.0,0.0,0.5603784101980703,0.5746314922968546,0.739258450490457,0.0,0.6373981833457947,0.0,0.0,0.6271258967894094,0.0,0.5886624499603554,0.5555555555555556,0.5609797195152,0.0,0.6034733476462187,0.5635290940602621,0.0,0.0,0.0,0.0,0.6625849494227657,0.5837866928842332,0.0,0.0
IFRD1,0.0,0.8307669538038748,0.0,0.0,0.0,0.0,0.8269158248548154,0.0,0.0,0.8660144121558578,0.0,0.0,0.0,0.0,0.0,0.8175983627637228,0.8148148148148148,0.0,0.8563412207144278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS41,0.0,0.5877703649026377,0.0,0.0,0.8065281929793181,0.6764592440040024,0.679698873449255,0.7061528364817301,0.0,0.619577184871391,0.0,0.0,0.6292757237399066,0.0,0.5691080336217527,0.5555555555555556,0.5850528279940287,0.0,0.5675570103857253,0.590798161647938,0.0,0.0,0.0,0.0,0.0,0.5844366131005464,0.0,0.0
ARHGAP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOR2,0.0,0.6056344222139429,0.5315814239007456,0.0,0.0,0.0,0.5395384717870642,0.5185185185185185,0.0,0.6360341089743154,0.5366569205566689,0.0,0.5619972701425906,0.0,0.6126023707566438,0.5796073697231434,0.5476361093697725,0.0,0.5876171301912378,0.5578809976577759,0.0,0.0,0.0,0.0,0.5308680026619522,0.591911307087651,0.0,0.0
MARK4,0.0,0.0,0.0,0.0,0.0,0.0,0.8813334438535902,0.0,0.0,0.8765239516894022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8560646264641373,0.0,0.0,0.0,0.8518518518518519,0.9310880921505116,0.0,0.0
PROM1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAFAH1B1,0.0,0.23741738663779366,0.0,0.0,0.30339968646014176,0.36172757546106976,0.26661150764535974,0.2617513382876361,0.3337888452741835,0.2348688907093472,0.23104856190858064,0.0,0.24249215920766196,0.0,0.23027692680005674,0.2222222222222222,0.24371233913633558,0.41764147855617384,0.2478093217920374,0.27503077189127606,0.28360682505148427,0.33454469398215964,0.4836038108225222,0.33244984017478096,0.27785094799818816,0.264493895901574,0.0,0.4004868114436114
BLTP2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9517578813764784,0.0,0.9674173814279062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259259259,0.0,0.0,0.0
ST7L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426186460035818,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259259259,0.0,0.933769961198171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUC7L,0.0,0.0,0.0,0.0,0.0,0.6813693223176179,0.6817918596444307,0.0,0.0,0.719938909565961,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.675392002971084,0.0,0.7043638670886004,0.7625555925899081,0.7491059921405934,0.0,0.0,0.0,0.8684039623649032,0.6859792294325652,0.0,0.0
DNAJC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMO3,0.0,0.7353977936285513,0.599463681379954,0.0,0.0,0.0,0.5861933297581143,0.0,0.5555555555555556,0.7271055115593804,0.6288651492860582,0.0,0.6683715979258219,0.0,0.6279391800915753,0.5978175313384445,0.6910465889506869,0.0,0.6024665413079439,0.6267877927532902,0.0,0.0,0.0,0.0,0.0,0.5861875127863001,0.0,0.0
JARID2,0.688243740134769,0.4860954417122735,0.0,0.0,0.0,0.4705976887985512,0.5376864473025004,0.5681737528906928,0.0,0.4936126161504675,0.0,0.7829706205262078,0.6199250839374684,0.8371721969710456,0.4444444444444444,0.4488486073635243,0.46308733578081485,0.0,0.5000895659128824,0.4977074795299106,0.0,0.0,0.0,0.0,0.7872525652249655,0.4728317945091813,0.0,0.0
NADK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9355507183957983,0.0,0.0,0.0,0.0,0.0,0.9346142433307789,0.0,0.0,0.9259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTH3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAG9,0.0,0.2735949092441135,0.18518518518518517,0.0,0.18968734917817293,0.31657026211420697,0.25106865609133683,0.1936977020016423,0.2536849953510143,0.2974874001962167,0.22063512934578788,0.0,0.23942640313395747,0.0,0.24609726446646232,0.19367400584397493,0.2097871634695265,0.2792927070900246,0.277961360083686,0.20849105384614733,0.3958986026269418,0.23349297929693152,0.5229214474006936,0.2623495834845084,0.2022568671791642,0.28975668880674577,0.0,0.293879473650897
AASS,0.0,0.6413555366021616,0.478119276188038,0.0,0.0,0.4444444444444444,0.47429301120616774,0.0,0.48507348475632844,0.6385146180788676,0.49950470747771086,0.0,0.5605619991267169,0.0,0.5531779461436801,0.48194425415109704,0.4836944893554405,0.469840078442185,0.5470952766912954,0.4845958374164723,0.0,0.5735015074412028,0.0,0.0,0.0,0.4881885316636827,0.0,0.0
MGST1,0.0,0.5867501607647648,0.5246413350105286,0.0,0.4328014298721596,0.37970341134954383,0.4982678205878646,0.44559732852158723,0.4412500814155296,0.5524580633198773,0.5757639937930636,0.0,0.5108029113875495,0.0,0.5273164444499545,0.5732577906714545,0.51461378954075,0.0,0.5121420997160452,0.5028349403981809,0.41166972893255727,0.0,0.0,0.0,0.37037037037037035,0.5012912617789375,0.0,0.0
CRY1,0.0,0.0,0.0,0.0,0.0,0.0,0.8061791835007844,0.8917059589315344,0.0,0.8409196712352611,0.0,0.0,0.0,0.0,0.0,0.7828194874304312,0.8300977658342432,0.0,0.8306511110729642,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0
ST3GAL1,0.0,0.4144919315973918,0.0,0.0,0.0,0.6900874729509707,0.3844529765623587,0.0,0.37037037037037035,0.40417696590776797,0.0,0.6427793569035001,0.4440653809794673,0.4196278143812109,0.3938582120118318,0.43019373770113345,0.3835460278722975,0.0,0.45299145027443216,0.44904055418791594,0.6037382792543482,0.5315026839574178,0.5085133910179138,0.0,0.4765010741021898,0.4046044526276765,0.0,0.0
PKD1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEATR5B,0.0,0.0,0.0,0.0,0.0,0.8765729069709778,0.7498562622953344,0.8631100455919901,0.0,0.7820358651655691,0.0,0.0,0.0,0.0,0.0,0.0,0.8073267186129535,0.0,0.7407407407407407,0.7515562640296088,0.0,0.0,0.0,0.0,0.0,0.7737567711759497,0.0,0.0
SEC62,0.8531914706583377,0.6927220335713139,0.0,0.0,0.0,0.0,0.6728565869507966,0.0,0.0,0.6878081427680122,0.0,0.0,0.6498458495846501,0.0,0.6532058428834986,0.7110761161203738,0.6296296296296297,0.0,0.6978716011400576,0.6536956186647769,0.0,0.0,0.0,0.0,0.0,0.6441353890630934,0.0,0.0
CSDE1,0.7095404399765862,0.5942292301743118,0.0,0.0,0.0,0.0,0.5867687640366731,0.6483153634601169,0.0,0.6032016211085849,0.0,0.0,0.6042188163156863,0.0,0.5846210872685468,0.5826662359414277,0.5804884786959048,0.0,0.6044757211649859,0.6234860177393313,0.0,0.0,0.0,0.0,0.5555555555555556,0.6190013377754776,0.0,0.0
UBE3C,0.0,0.45720277229944867,0.0,0.0,0.42676341754418834,0.4074074074074074,0.47419207405160974,0.0,0.41164270374510026,0.467045889960395,0.4682804853827865,0.0,0.4607335461510552,0.0,0.44314737673159,0.41052131741135206,0.4776420504958541,0.0,0.4358236900082341,0.44702760378519696,0.4396212608725936,0.0,0.42707812786102295,0.0,0.5288099028446056,0.43085224319387366,0.0,0.0
REV3L,0.0,0.47880978495986376,0.36498924537941263,0.0,0.4317213937088295,0.25925925925925924,0.47204160690307617,0.3740547409764043,0.32035725867306747,0.4771745491910864,0.45408678496325455,0.0,0.41663440730836654,0.0,0.42746164622130217,0.3694955022246749,0.599483644520795,0.3301083335170039,0.4369884795612759,0.48180168867111206,0.3054657644695706,0.2867753704388936,0.38743270768059623,0.0,0.2630893146550214,0.41206363174650407,0.0,0.0
TENM1,0.0,0.6049425447428668,0.6277380894731592,0.0,0.0,0.0,0.6113094290097555,0.0,0.0,0.6957790189319186,0.5925925925925926,0.0,0.6364544696278043,0.0,0.7108714933748599,0.6202509381152965,0.6662682096163431,0.0,0.6083066838758963,0.6536343274293123,0.0,0.0,0.0,0.0,0.0,0.6124287490491513,0.0,0.0
MASP2,0.0,0.6753600482587461,0.6111326018969218,0.0,0.0,0.0,0.5979087396904275,0.0,0.0,0.7095609726729216,0.6098493315555431,0.0,0.6292624848860281,0.0,0.6894414491123624,0.6640492545233833,0.5925925925925926,0.0,0.6602867378128899,0.6784485821370725,0.0,0.0,0.0,0.0,0.0,0.6258400502028288,0.0,0.0
VTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLXIPL,0.0,0.5897230285185354,0.6449375130512096,0.0,0.5185185185185185,0.0,0.5596147444513109,0.0,0.5271248530458521,0.5635210474332174,0.5834601057900323,0.0,0.5615956761218883,0.0,0.5765585413685551,0.5537886332582544,0.5687295176364757,0.0,0.5685572535903366,0.5634911236939607,0.0,0.0,0.0,0.0,0.0,0.5523752680531254,0.0,0.0
