,AntiB,C-Hepato,C-Hepato2,CD4T,Chol,Chol--Stellate-Doublet,Chol-Doublet,CholMucus,Fibroblast,Hepato-Doublet,I-Hepato,Kupffer,Kupffer-Doublet,Monocyte,P-Hepato,P-Hepato2,Prolif,Stellate,Stellate-Doublet,Tcell-Doublet,VSMC,aStellate,cvEndo,cvLSEC,cvLSEC--Mac,cvLSEC-Doublet,lrNK,ppLSEC
ACTR10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05248758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCH1,0.0,0.20985147,0.0,0.0,0.0,0.0,0.20328352,0.0,0.0,0.27970293,0.0,0.0,0.17327817,0.0,0.2574953,0.21457489,0.16211607,0.0,0.20257348,0.20590678,0.0,0.0,0.0,0.0,0.0,0.11328156,0.0,0.0
SPATA6,0.0,0.0,0.0,0.0,0.28450936,0.47865582,0.1755038,0.37719604,0.0,0.09551517,0.0,0.0,0.0,0.0,0.0,0.0,0.08735068,0.0,0.076506846,0.0,0.059826277,0.0,0.0,0.0,0.28583628,0.0,0.0,0.0
RAF1,0.0,0.19626975,0.0,0.0,0.0,0.09051539,0.20914118,0.0,0.1533795,0.21943644,0.0,0.0,0.18704097,0.0,0.20808744,0.16439556,0.23270588,0.0,0.22569509,0.2535808,0.0,0.0,0.0,0.0,0.0,0.19290367,0.0,0.0
PPARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11559532,0.0,0.0,0.15190999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54393643,0.0,0.0,0.41780177,0.2360377,0.16510512,0.0,0.0
NUP210,0.0,0.10972302,0.0,0.0,0.0,0.0,0.08904259,0.0,0.0,0.13770257,0.0,0.0,0.0,0.0,0.0,0.10275446,0.24486122,0.0,0.06699886,0.15345004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282081,0.0,0.0,0.09310343,0.0,0.10036495,0.12679464,0.0,0.0,0.06743622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENOSF1,0.0,0.35366336,0.27063787,0.0,0.3146351,0.0,0.3611781,0.29011935,0.06948379,0.3970141,0.3487976,0.0,0.3303579,0.0,0.3733724,0.29814932,0.50603026,0.0,0.32542488,0.37678403,0.31958598,0.0,0.0,0.0,0.0,0.35646078,0.0,0.0
TRIM22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21488875,0.0,0.0,0.0
EFR3A,0.0,0.2730732,0.0,0.0,0.0,0.23354852,0.24480584,0.21894923,0.19915901,0.25661495,0.25191906,0.21635729,0.24625999,0.0,0.22512354,0.17666563,0.26209342,0.0,0.23630893,0.2441677,0.0,0.0,0.0,0.0,0.18491115,0.23325904,0.0,0.0
PTCD3,0.0,0.0,0.0,0.0,0.0,0.0,0.07245084,0.0,0.0,0.108466186,0.0,0.0,0.0,0.0,0.0,0.07258105,0.14094014,0.0,0.02072449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMMT,0.0,0.0,0.0,0.0,0.0,0.13570695,0.0974813,0.0,0.0,0.1208396,0.0,0.0,0.098699376,0.0,0.0,0.059855115,0.15967855,0.0,0.09235852,0.042263795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILKAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10119851,0.0,0.0,0.0,0.0,0.0,0.0,0.12437986,0.0,0.092925,0.0,0.0,0.0,0.0,0.0,0.21488875,0.0,0.0,0.0
PTPRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5955348,0.0,0.0,0.0,0.0,0.0,0.0,0.4642666,0.0,0.0,0.0,0.45775136,0.0,0.0,0.0
PRKAA1,0.0,0.1747658,0.0,0.0,0.0,0.0,0.19159865,0.0,0.0,0.19700187,0.0,0.0,0.15483226,0.0,0.19079928,0.14459974,0.14792675,0.0,0.19080889,0.21465158,0.0,0.0,0.0,0.0,0.0,0.19193187,0.0,0.0
CLUH,0.0,0.0,0.0,0.0,0.0,0.0,0.1400053,0.0,0.0,0.11517547,0.0,0.0,0.11928104,0.0,0.08045832,0.14153612,0.10125235,0.0,0.10446876,0.08557038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07281501,0.0,0.0,0.0,0.0,0.0,0.1870673,0.09019851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2G1,0.0,0.19724065,0.0,0.0,0.0,0.0,0.1709911,0.18996313,0.08699544,0.21394104,0.0,0.0,0.11464013,0.0,0.1867607,0.14481607,0.16116562,0.0,0.17077988,0.27624166,0.0,0.0,0.0,0.0,0.30235165,0.2043744,0.0,0.0
EEFSEC,0.0,0.12963948,0.0,0.0,0.0,0.0,0.05318281,0.0,0.0,0.15323944,0.0,0.0,0.0,0.0,0.0,0.10019389,0.16880217,0.0,0.119029015,0.10244967,0.0,0.0,0.0,0.0,0.10095533,0.06975112,0.0,0.0
TBC1D14,0.0,0.19908738,0.0,0.0,0.0,0.0,0.15945867,0.0,0.0,0.22468753,0.12492829,0.0,0.22369492,0.0,0.18925996,0.14826019,0.17978251,0.0,0.16683362,0.2535808,0.0,0.0,0.0,0.0,0.0,0.16369654,0.0,0.0
PNISR,0.34377155,0.38652563,0.36440495,0.0,0.3729627,0.67480576,0.41001633,0.47281438,0.3321176,0.41467234,0.3656174,0.26405984,0.45198512,0.0,0.4111275,0.32243222,0.34643123,0.3790771,0.39836198,0.37143376,0.31937575,0.4335606,0.45548135,0.2895906,0.46356827,0.41757086,0.0,0.34605435
ANKRD17,0.701757,0.72638077,0.55876,0.46099538,0.64431965,0.6135393,0.72008365,0.61296934,0.70353043,0.748606,0.6884308,0.6321437,0.64757514,0.6263132,0.6974878,0.5497657,0.7480384,0.5721381,0.6675116,0.6896492,0.6827503,0.52537036,0.778363,0.7676546,0.81517065,0.7106583,0.4708475,0.69414866
H3-3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05302134,0.0,0.0,0.0
UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.08890396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10609521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZRANB2,0.0,0.22017133,0.0,0.0,0.21676238,0.09051539,0.23055798,0.33135208,0.21816772,0.24542476,0.16430305,0.0,0.22954798,0.0,0.21463245,0.16015929,0.1703679,0.21989183,0.23926686,0.23145741,0.26298767,0.0,0.30208918,0.0,0.0,0.245334,0.0,0.0
XAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09057599,0.0,0.0
VPS13B,0.77611816,0.50054157,0.32099676,0.82006526,0.5585236,0.16712923,0.48392057,0.5188869,0.59708124,0.5060152,0.5370691,0.7103293,0.5017275,0.7726518,0.46897468,0.35829574,0.56840485,0.5363315,0.47058335,0.56092846,0.60580456,0.6486902,0.6118176,0.612695,0.71494436,0.5210298,0.54463595,0.5886769
MATN2,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBD2,0.0,0.14273767,0.0,0.0,0.0,0.0,0.15842077,0.0,0.0,0.17107907,0.0,0.0,0.112846464,0.0,0.1183202,0.11889242,0.3582284,0.0,0.091179445,0.15250534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05302134,0.0,0.0,0.0
VPS4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05302134,0.0,0.0,0.0
MTSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116241015,0.0,0.0,0.0,0.0,0.0,0.060051225,0.0,0.0,0.092109665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIN2,0.0,0.0,0.0,0.0,0.0,0.36407307,0.0,0.3326313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4867732,0.12677254,0.0,0.0,0.0,0.8974897,1.2262516,0.6630868,0.38862178,0.0,1.0132877
PTPRA,0.0,0.020851992,0.0,0.0,0.0,0.42787737,0.16696322,0.18996313,0.037415307,0.15113936,0.0,0.0,0.09741478,0.0,0.0,0.09594412,0.17749298,0.0,0.14036852,0.08037715,0.0,0.0,0.0,0.0,0.34126437,0.15935682,0.24803469,0.0
DAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.14462462,0.0,0.0,0.12940429,0.0,0.0,0.08916573,0.0,0.0,0.09342774,0.13040912,0.0,0.0709979,0.0,0.0,0.0,0.0,0.0,0.10095533,0.0,0.0,0.0
CRP,0.0,0.2446704,1.0657274,0.0,0.0,0.0,0.602447,0.6243943,0.3809572,0.53398514,0.0,0.0,0.32806134,0.0,0.91425186,1.5449612,0.0,0.0,0.93832445,0.6884372,0.39165646,0.0,0.0,0.0,0.10095533,0.7098036,0.0,0.0
ARHGEF11,0.0,0.1496214,0.0,0.0,0.0,0.0,0.12284612,0.0,0.0,0.18525136,0.0,0.0,0.11464013,0.0,0.10840734,0.10649769,0.20241345,0.0,0.13629147,0.10502788,0.0,0.0,0.0,0.0,0.16695477,0.14391832,0.0,0.0
APCS,0.0,0.25834823,0.3000722,0.0,0.0,0.0,0.26618084,0.0,0.157327,0.27063787,0.0,0.0,0.24654984,0.0,0.27825373,0.50787646,0.22710228,0.0,0.25978643,0.2621134,0.052108753,0.0,0.0,0.0,0.0,0.23325904,0.0,0.0
NASP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19144109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNBL1,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.1208396,0.0,0.0,0.0,0.0,0.0,0.0,0.11339976,0.0,0.07413094,0.0,0.0,0.0,0.0,0.0,0.10095533,0.0,0.0,0.0
LPIN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099199116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSTM2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22698379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERINC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102765016,0.0,0.0,0.0,0.0,0.0,0.15740561,0.10198884,0.0,0.084076375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMGDH,0.0,0.8507797,0.7164341,0.0,0.0,0.0,0.6025592,0.0,0.4516722,0.93969727,0.77580166,0.0,0.6562426,0.0,0.8351054,0.6544192,0.74163294,0.0,0.69335353,0.741492,0.0,0.0,0.0,0.0,0.0,0.61874264,0.0,0.0
BHMT2,0.0,0.69036716,0.49295422,0.0,0.0,0.0,0.43766072,0.0,0.17871495,0.68637294,0.60803586,0.0,0.56639546,0.0,0.62268764,0.49901897,0.46796906,0.0,0.48365003,0.5326304,0.0,0.0,0.0,0.0,0.0,0.4761404,0.0,0.0
AP3B1,0.55924106,0.24006647,0.0,0.0,0.16754076,0.36925548,0.28107458,0.3112253,0.08817079,0.26988465,0.2349104,0.5250881,0.3021505,0.58957,0.23838452,0.17053437,0.34919763,0.0,0.2525272,0.26454717,0.35684448,0.0,0.0,0.0,0.4494356,0.25995216,0.0,0.3177055
ANGPTL3,0.0,0.1345844,0.0,0.0,0.0,0.0,0.07245084,0.0,0.0,0.19332452,0.0,0.0,0.13075131,0.0,0.113953546,0.21770498,0.104154974,0.0,0.13173783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCTN4,0.0,0.0,0.0,0.0,0.0,0.09051539,0.081094824,0.0,0.0,0.12005526,0.0,0.0,0.0,0.0,0.0,0.06283802,0.13299105,0.0,0.096332446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTUS2,0.0,0.0,0.0,0.0,0.0,0.0,0.08904259,0.0,0.0,0.21440148,0.0,0.0,0.0,0.0,0.15291075,0.138282,0.0,0.0,0.20297164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMYM5,0.0,0.0,0.0,0.0,0.0,0.0,0.07245084,0.0,0.0,0.07423456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USPL1,0.0,0.0,0.0,0.0,0.0,0.15231581,0.07245084,0.0,0.0,0.09884583,0.0,0.0,0.0,0.0,0.0,0.0,0.11387563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17871328,0.0,0.0,0.0
XPO4,0.0,0.10750618,0.0,0.0,0.0,0.3268372,0.12008412,0.0,0.0,0.14192764,0.0,0.0,0.098699376,0.0,0.0,0.07442692,0.16182452,0.0,0.11366452,0.10175899,0.0,0.0,0.0,0.0,0.0,0.10748013,0.0,0.0
CDK8,0.0,0.17433093,0.0,0.0,0.0,0.28802276,0.20899531,0.21967359,0.14201534,0.19455072,0.0,0.0,0.16272213,0.0,0.14590348,0.115883656,0.17623523,0.0,0.17438775,0.1280735,0.0,0.0,0.0,0.0,0.34126437,0.17625329,0.0,0.0
WASF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08316305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07620029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH10,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.10896689,0.09344734,0.0,0.0,0.0,0.0,0.0,0.0,0.2385134,0.3604871,0.16068476,0.0,0.0,0.36286744,0.0,0.0,0.0,0.0,0.0,0.0
PEMT,0.0,0.15814461,0.0,0.0,0.0,0.0,0.15050125,0.0,0.0,0.1785354,0.0,0.0,0.118292175,0.0,0.15758272,0.14895749,0.11476977,0.0,0.13347217,0.14522323,0.0,0.0,0.0,0.0,0.0,0.11140549,0.0,0.0
MPRIP,0.0,0.15605494,0.0,0.0,0.26245883,0.0,0.21169074,0.22541657,0.21263641,0.1709325,0.0,0.0,0.11464013,0.0,0.12910315,0.121405125,0.15846339,0.0,0.17751327,0.11347964,0.0,0.0,0.0,0.0,0.0,0.15935682,0.0,0.0
COG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077225655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPT1,0.0,0.1630547,0.0,0.0,0.0,0.0,0.16435719,0.2640949,0.20497933,0.13079412,0.0,0.0,0.21279855,0.0,0.15116225,0.34460902,0.1644234,0.0,0.24896762,0.09291507,0.13432121,0.0,0.3087206,0.0,0.16695477,0.18096508,0.0,0.0
RFC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3557181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARD13,0.0,0.5602325,0.3783514,0.0,0.3201746,0.46987033,0.51656485,0.32366917,0.5604286,0.593563,0.5550999,1.1534784,0.6003226,0.64468515,0.5273075,0.40626317,0.5093285,0.37061945,0.5341989,0.46692348,0.549326,0.45146626,0.0,0.0,0.57067895,0.4614501,0.0,0.0
MORC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116757825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF128,0.0,0.0,0.0,0.0,0.0,0.0,0.12795348,0.2367261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC39A11,0.0,0.25692987,0.0,0.0,0.0,0.0,0.23125419,0.0,0.31710386,0.30131721,0.3068929,0.2671824,0.31852192,0.36140904,0.29582438,0.23213042,0.23309526,0.0,0.28346813,0.28483522,0.0,0.0,0.0,0.0,0.10095533,0.2352713,0.0,0.0
SRRM1,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.097963944,0.0,0.0,0.0,0.0,0.0,0.0,0.18631856,0.0,0.081942365,0.08367132,0.052108753,0.0,0.0,0.0,0.11393343,0.0,0.0,0.0
SLF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14855376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070495844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN3,0.0,0.0,0.0,0.0,0.0,0.13570695,0.10472548,0.0,0.0,0.07789066,0.0,0.0,0.0,0.0,0.0,0.09246832,0.15745282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10095533,0.0,0.0,0.0
MED10,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZD2,0.0,0.0,0.0,0.0,0.0,0.13570695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC14L4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063432805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3B,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0818084,0.0,0.0,0.11026497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0854454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08985762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP13A3,0.0,0.5604608,0.42550516,0.0,0.5039247,0.13570695,0.58166623,0.29011935,0.3454625,0.6634654,0.5475664,0.0,0.52447754,0.0,0.6238411,0.5139787,0.5522748,0.0,0.59147465,0.61728513,0.2715741,0.0,0.0,0.0,0.2420983,0.5404514,0.0,0.7944171
TMTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42459446,0.0,0.47643423,0.0,0.0,0.0,0.0,0.0
KRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08151814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39616174,0.0,0.0,0.0,0.0,0.0
IPO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08217499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.09732938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMPA1,0.0,0.0,0.0,0.0,0.0,0.0,0.10472548,0.0,0.0,0.13132736,0.0,0.0,0.0,0.0,0.0,0.050727732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWAP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44270018,0.0,0.0,0.0
BMAL1,0.0,0.0,0.0,0.0,0.0,0.33284938,0.08958739,0.0,0.0,0.15578695,0.0,0.0,0.0,0.0,0.0,0.09932262,0.13733804,0.0,0.12694518,0.0,0.0,0.0,0.0,0.0,0.26350644,0.06929898,0.0,0.0
LYVE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39058167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16695477,0.0,0.0,0.0
SBF2,0.0,0.5734643,0.38626578,0.0,0.7010529,1.2071218,0.6284687,0.54662025,0.6579759,0.6053162,0.58689916,1.2303656,0.72915494,1.2173197,0.5679649,0.44429043,0.4827029,1.229509,0.6875631,0.5647054,0.9302267,1.0440762,0.7891141,1.1184433,1.2477269,0.7592261,0.0,0.8174668
MICAL2,0.0,0.14502382,0.0,0.0,0.0,0.0,0.08890396,0.0,0.24042425,0.19104303,0.0,0.0,0.09342113,0.0,0.11799174,0.11425334,0.15715897,0.0,0.21562234,0.15159169,0.0,0.0,0.0,0.0,0.0,0.116791464,0.0,0.0
RRAS2,0.0,0.0,0.0,0.0,0.29645467,0.22622234,0.24341351,0.0,0.0,0.16132775,0.0,0.0,0.094646655,0.0,0.0,0.09846352,0.13688219,0.0,0.107551605,0.14522323,0.0,0.0,0.0,0.0,0.0,0.0908849,0.0,0.0
HSD17B4,0.0,0.80415887,0.5879645,0.0,0.0,0.0,0.53914535,0.32366917,0.3454625,0.75891286,0.7195007,0.0,0.55972296,0.0,0.67623687,0.5679153,0.587633,0.0,0.630376,0.5356563,0.3092355,0.0,0.0,0.0,0.0,0.53284407,0.0,0.0
ZFC3H1,0.0,0.17944288,0.0,0.0,0.0,0.0,0.16081208,0.0,0.0,0.18990886,0.0,0.0,0.2156897,0.0,0.17613916,0.12762055,0.13151136,0.0,0.1705582,0.17934632,0.0,0.0,0.32352,0.0,0.3260541,0.20452121,0.0,0.0
SARAF,0.0,0.0,0.0,0.0,0.0,0.0,0.08148159,0.22541657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17604849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMB,0.0,0.47158402,0.3523988,0.0,0.55880547,0.5610748,0.5411764,0.6844496,0.33329558,0.48610952,0.43634728,0.42413116,0.5141813,0.6576405,0.4864713,0.37069422,0.4123797,0.23647302,0.44205618,0.41496348,0.5712999,0.2850196,0.6324013,0.6325053,0.6668257,0.52054435,0.0,0.49438426
CATSPERB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2367261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941643,0.0,0.0,0.0
ELP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113050796,0.0,0.0,0.0,0.0,0.0,0.0,0.13558704,0.0,0.08715178,0.0,0.0,0.0,0.0,0.0,0.3509693,0.0,0.0,0.0
CTIF,0.0,0.4266109,0.3421975,0.0,0.0,0.51123834,0.30719155,0.0,0.26630044,0.4547931,0.3581381,0.0,0.39393234,0.0,0.4345494,0.3208731,0.33242226,0.0,0.37388098,0.37469575,0.0,0.42100486,0.0,0.0,0.0,0.35744807,0.0,0.0
MBD2,0.0,0.0,0.0,0.0,0.0,0.22622234,0.11514228,0.21967359,0.0,0.102765016,0.0,0.0,0.10894524,0.0,0.0,0.0,0.0,0.0,0.10790974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL8B,0.0,0.0,0.0,0.0,0.0,0.0,0.08696216,0.0,0.0,0.09444984,0.0,0.0,0.0,0.0,0.0,0.0,0.068853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDEM1,0.0,0.15536863,0.0,0.0,0.0,0.0,0.109934315,0.0,0.0,0.17031237,0.0,0.0,0.13574615,0.0,0.16626067,0.1732481,0.111566946,0.0,0.16978392,0.09291507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEIS2,0.0,0.0,0.0,0.0,0.551335,0.6555523,0.41683504,1.3099605,0.3236758,0.14506598,0.0,0.0,0.0,0.0,0.12727672,0.13284971,0.109158754,0.5089659,0.34441203,0.0,0.3092355,0.25819728,1.5358226,1.2456657,0.84681356,0.58416533,0.0,1.0801587
DPH6,0.0,0.3112742,0.0,0.0,0.4986939,0.13570695,0.38309482,0.54662025,0.17871495,0.33626285,0.22125965,0.0,0.27094528,0.0,0.3018748,0.19958086,0.3806193,0.0,0.21415788,0.19301727,0.0,0.0,0.0,0.0,0.0,0.2352713,0.0,0.0
KATNBL1,0.0,0.0,0.0,0.0,0.0,0.09051539,0.15510598,0.0,0.0,0.13874549,0.0,0.0,0.080617316,0.0,0.0,0.07837701,0.21044803,0.0,0.10774681,0.15439627,0.0,0.0,0.0,0.0,0.0,0.116791464,0.0,0.0
PRPF38B,0.0,0.0,0.0,0.0,0.0,0.0,0.12795348,0.0,0.0,0.09682011,0.0,0.0,0.0,0.0,0.0,0.0,0.09529896,0.0,0.026916672,0.0,0.0,0.0,0.0,0.0,0.16695477,0.0,0.0,0.0
VAV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5877867,0.0,0.4591642,0.0,0.0,0.0,0.0,0.0,0.0,0.88919723,0.0,0.0,0.9149803,0.64454293,0.23018484,0.79133284,0.0
HMGCS2,0.0,0.5829247,0.6099482,0.0,0.0,0.0,0.5002326,0.0,0.062940486,0.76455224,0.45528212,0.0,0.5717179,0.0,0.6811181,0.6324848,0.36906064,0.0,0.6513566,0.35019225,0.099295765,0.0,0.0,0.0,0.0,0.5157628,0.0,0.0
PTPN22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599689,0.0
