,AntiB,C-Hepato,C-Hepato2,CD4T,Chol,Chol--Stellate-Doublet,Chol-Doublet,CholMucus,Fibroblast,Hepato-Doublet,I-Hepato,Kupffer,Kupffer-Doublet,Monocyte,P-Hepato,P-Hepato2,Prolif,Stellate,Stellate-Doublet,Tcell-Doublet,VSMC,aStellate,cvEndo,cvLSEC,cvLSEC--Mac,cvLSEC-Doublet,lrNK,ppLSEC
ENSG00000002834,0.0,0.0,0.0,0.0,0.0,0.28802276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000002933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15870422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000003147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44460434,0.4542597,0.09411625,0.0,0.0
ENSG00000003393,0.0,0.08869481,0.0,0.0,0.0,0.0,0.13531384,0.0,0.0,0.15560476,0.0,0.0,0.0,0.0,0.0,0.10768582,0.10614696,0.0,0.11909059,0.0,0.0,0.0,0.0,0.0,0.0,0.08745683,0.0,0.0
ENSG00000003402,0.6275314,0.38293397,0.31378514,0.37356055,0.5340847,0.5345044,0.4571616,0.37719604,0.3236758,0.416301,0.34412995,0.41475958,0.4526094,0.4996159,0.3917051,0.32471478,0.46566778,0.4390726,0.41619045,0.45289594,0.31731892,0.33499312,1.0008566,0.74882627,0.6015236,0.4551943,0.693228,0.8822915
ENSG00000003436,0.0,0.68494713,0.6520857,0.0,0.51992154,0.4046113,0.7251122,0.74083906,0.6484203,0.823936,0.6368685,0.0,0.6394629,0.0,0.79474974,0.63885415,0.59031504,0.739549,0.71652484,0.7300081,1.2755384,0.43184906,1.0386899,1.3669255,1.1500418,0.9473169,0.0,0.77119106
ENSG00000003756,0.0,0.16572216,0.0,0.0,0.0,0.0,0.18511379,0.0,0.047318846,0.17544207,0.0,0.0,0.16529658,0.0,0.1714466,0.13335085,0.16274539,0.0,0.20745967,0.2356464,0.0,0.0,0.0,0.0,0.40313315,0.19659391,0.0,0.0
ENSG00000003989,0.0,0.59319293,0.7357068,0.0,0.0,0.0,0.5980109,0.0,0.73275787,0.84772664,0.3695113,0.0,0.6364772,0.0,0.9082371,0.852385,0.4337528,0.0,0.7964476,0.59358716,0.0,0.0,0.0,0.0,0.0,0.62793857,0.0,0.0
ENSG00000004399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27360544,0.0,0.0,0.0,0.0
ENSG00000004455,0.0,0.0,0.0,0.0,0.0,0.0,0.061487846,0.0,0.0,0.12318324,0.0,0.0,0.0,0.0,0.0,0.09829654,0.1382316,0.0,0.07177543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08010365,0.0,0.0,0.0,0.0,0.0,0.0,0.12271296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004534,0.66727364,0.5592767,0.57029414,0.4165121,0.56060874,0.6296961,0.56946003,0.6765695,0.61422384,0.57444394,0.54116315,0.46382496,0.6003226,0.5008935,0.56085074,0.44614092,0.59890264,0.48796433,0.6159266,0.639377,0.5230298,0.53817934,0.5123638,0.5339122,0.43553135,0.5886992,0.0,0.52144665
ENSG00000004766,0.0,0.0,0.0,0.0,0.0,0.0,0.11737473,0.0,0.0,0.14669684,0.0,0.0,0.0,0.0,0.0,0.07093366,0.18048534,0.0,0.059697174,0.08433987,0.0,0.0,0.0,0.0,0.0,0.13769308,0.0,0.0
ENSG00000004799,0.0,0.15863799,0.0,0.0,0.0,0.30283618,0.16673303,0.18471944,0.3704573,0.20166552,0.0,0.8105832,0.24654984,0.5550999,0.13509414,0.21535166,0.14395617,0.1791769,0.32952303,0.05485548,0.08683518,0.0,0.0,0.3168174,0.4701392,0.25666463,0.0,0.0
ENSG00000004864,0.0,0.93086463,0.74517345,0.0,0.1787919,0.30283618,0.72038454,0.35416436,0.39679497,0.94109833,0.7890032,0.22187583,0.70466805,0.25345966,0.8542789,0.67094797,0.78557944,0.0,0.71518874,0.79936135,0.31721407,0.0,0.6095996,0.44924912,0.11393343,0.76977754,0.0,0.0
ENSG00000004866,0.0,0.36276767,0.0,0.0,0.0,0.0,0.34128356,0.2246284,0.0,0.3878586,0.32162157,0.0,0.34146008,0.0,0.34623587,0.2783785,0.40138927,0.0,0.32641295,0.28669578,0.0,0.0,0.0,0.0,0.18491115,0.27517146,0.0,0.0
ENSG00000004897,0.0,0.163008,0.0,0.0,0.0,0.0,0.1860203,0.0,0.0,0.18302426,0.0,0.0,0.19651638,0.0,0.16045867,0.11941404,0.2857079,0.0,0.17258741,0.14922109,0.1961776,0.0,0.23957731,0.0,0.36921358,0.24998817,0.0,0.0
ENSG00000005020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36793002,0.0,0.5940774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45100036,0.46931088,0.104386285,0.0,0.0
ENSG00000005108,0.0,0.0,0.0,0.0,0.0,0.0,0.15842077,0.7537056,0.0,0.09048168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3826102,0.0,0.42066067,0.35865775,0.3950807,0.16369654,0.0,0.5594016
ENSG00000005187,0.0,0.0,0.0,0.0,0.0,0.23632182,0.0,0.0,0.0,0.0710526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4967663,0.359365,0.4215903,0.0,0.0
ENSG00000005339,0.44342586,0.3167541,0.18559615,0.0,0.36704236,0.23632182,0.33708286,0.39967513,0.26603118,0.3445191,0.2954722,0.0,0.32091886,0.0,0.31796017,0.25083128,0.29020596,0.29604495,0.31447586,0.32418925,0.34980327,0.0,0.3133645,0.0,0.4984197,0.328796,0.0,0.0
ENSG00000005421,0.0,0.40898895,0.32414544,0.0,0.0,0.0,0.3179772,0.0,0.0759261,0.4442519,0.3179347,0.0,0.3494132,0.0,0.39578828,0.4898255,0.25889617,0.0,0.36769086,0.31547832,0.0,0.0,0.0,0.0,0.0,0.28342694,0.0,0.0
ENSG00000005436,0.0,0.22633885,0.0,0.0,0.0,0.0,0.19039483,0.0,0.0,0.25870106,0.22957444,0.0,0.13075131,0.0,0.20335265,0.17393535,0.2215876,0.0,0.1922683,0.13773176,0.0,0.0,0.0,0.0,0.14469332,0.20387267,0.0,0.0
ENSG00000005469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12758975,0.0,0.0,0.0,0.0,0.0,0.08979496,0.10396446,0.0,0.084688514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005471,0.0,1.135225,0.74112636,0.0,0.0,0.0,0.66151536,0.0,0.16002795,0.96789086,1.0393779,0.0,0.88015217,0.0,0.86741084,0.6656859,0.8792844,0.0,0.77251244,0.89937437,0.0,0.0,0.0,0.0,0.0,0.75231886,0.0,0.0
ENSG00000005483,0.34793943,0.24668738,0.0,0.46099538,0.34111094,0.40946323,0.29822394,0.32078907,0.28633195,0.25570777,0.16391167,0.40335134,0.25905487,0.4354304,0.23331371,0.1784955,0.19012256,0.44518176,0.32264262,0.2807668,0.2504745,0.3116164,0.35372424,0.2658998,0.5805986,0.29853788,0.31796992,0.36427072
ENSG00000005700,0.0,0.39485815,0.20356034,0.0,0.0,0.24233398,0.3312967,0.2483965,0.16468695,0.3791862,0.33196265,0.0,0.35264993,0.0,0.36300063,0.28657535,0.24981272,0.0,0.3447914,0.4257203,0.0,0.0,0.0,0.0,0.10095533,0.31137183,0.0,0.0
ENSG00000005810,0.73845375,0.41235974,0.28479487,0.5955348,0.21864843,0.3268372,0.36270112,0.39967513,0.34509143,0.4440931,0.3386,0.7252495,0.51273286,0.6580891,0.39791584,0.29837716,0.45031354,0.30050373,0.39361387,0.5457109,0.31458902,0.25488862,0.4318093,0.32975334,0.66610825,0.38965687,0.44378215,0.32746518
ENSG00000005812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08783347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16695477,0.0,0.0,0.0
ENSG00000005844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34922117,0.0
ENSG00000005889,0.0,0.18790457,0.0,0.0,0.0,0.15231581,0.16967148,0.0,0.0,0.21005055,0.0,0.0,0.16272213,0.0,0.17347404,0.14030111,0.18193097,0.0,0.15566978,0.10363585,0.0,0.0,0.0,0.0,0.43161988,0.15384178,0.0,0.0
ENSG00000005893,0.0,0.0,0.0,0.0,0.0,0.0,0.10472548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09104639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006062,0.0,0.0,0.0,0.0,0.0,0.0,0.15174831,0.0,0.0,0.089992784,0.0,0.0,0.0,0.0,0.0,0.0,0.12451176,0.0,0.056331728,0.08763404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006125,0.0,0.0,0.0,0.0,0.0,0.0,0.13477503,0.18471944,0.0,0.08686013,0.0,0.0,0.0,0.0,0.0,0.0,0.10416527,0.0,0.0537021,0.0,0.0,0.0,0.0,0.0,0.26350644,0.104386285,0.0,0.0
ENSG00000006451,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33792073,0.0,0.0,0.0,0.0,0.0
ENSG00000006453,0.0,0.0,0.0,0.0,0.0,0.0,0.17416565,0.34157783,0.0,0.12203556,0.0,0.0,0.098699376,0.0,0.0,0.13377738,0.14977665,0.0,0.15055381,0.13773176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006459,0.0,0.21844506,0.0,0.0,0.0,0.09051539,0.1466322,0.0,0.0,0.24515265,0.0,0.0,0.2021154,0.0,0.23748863,0.15532023,0.0,0.0,0.18235406,0.16514416,0.0,0.0,0.0,0.0,0.10095533,0.23940232,0.0,0.0
ENSG00000006576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16208649,0.0,0.0,0.0,0.0,0.0,0.0,0.25849974,0.24143957,0.08566145,0.0,0.0
ENSG00000006607,0.0,0.19311109,0.0,0.0,0.0,0.15231581,0.1709911,0.31328958,0.0,0.22336878,0.0,0.0,0.2156897,0.0,0.18563071,0.1324817,0.15364996,0.0,0.19781537,0.1574479,0.0,0.0,0.0,0.0,0.2420983,0.18096508,0.0,0.0
ENSG00000006652,0.0,0.11448105,0.0,0.0,0.0,0.0,0.110028155,0.0,0.0,0.15218794,0.0,0.0,0.0,0.0,0.0,0.0956478,0.08845931,0.0,0.14194044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094284974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006715,0.0,0.15891904,0.0,0.0,0.4011103,0.23632182,0.23943113,0.2640949,0.0,0.18529725,0.0,0.0,0.1933714,0.0,0.13093132,0.086292945,0.1561451,0.0,0.12765971,0.16149244,0.0,0.0,0.0,0.0,0.0,0.15533835,0.0,0.0
ENSG00000006740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5482333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11774142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006831,0.0,0.47690618,0.33341482,0.0,0.0,0.0,0.35958627,0.21967359,0.0,0.5177042,0.35161635,0.0,0.40705472,0.0,0.48639086,0.4375311,0.37824357,0.0,0.450794,0.399435,0.0,0.0,0.0,0.0,0.32956117,0.45731232,0.0,0.0
ENSG00000007047,0.0,0.0,0.0,0.0,0.0,0.0,0.08958739,0.0,0.0,0.08460272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059826277,0.0,0.0,0.0,0.05302134,0.15426981,0.0,0.0
ENSG00000007062,0.0,0.0,0.0,0.0,0.0,0.15231581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007168,0.0,0.27974886,0.0,0.0,0.34547997,0.38863763,0.31619865,0.3112253,0.36904114,0.27448738,0.2642353,0.0,0.2883573,0.0,0.2611469,0.20435345,0.2901101,0.4304332,0.29519662,0.32370618,0.33052146,0.36958036,0.48541498,0.36801672,0.3260541,0.31415784,0.0,0.41730565
ENSG00000007202,0.0,0.0,0.0,0.0,0.0,0.09051539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33369556,0.0,0.49407265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10095533,0.0,0.0,0.0
ENSG00000007341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09554713,0.0,0.0,0.0,0.0,0.0,0.0,0.06524932,0.0,0.08278153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007392,0.0,0.0,0.0,0.0,0.0,0.09051539,0.09091385,0.0,0.0,0.11530177,0.0,0.0,0.0,0.0,0.0,0.062862605,0.082236126,0.0,0.10556959,0.14333569,0.13432121,0.0,0.0,0.0,0.25862676,0.093868695,0.0,0.0
ENSG00000007923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049928006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007933,0.0,0.58233905,0.3160349,0.0,0.0,0.0,0.26618084,0.0,0.0460264,0.56464386,0.37878647,0.0,0.4466474,0.0,0.37722003,0.3111217,0.48976624,0.0,0.32289815,0.37491012,0.0,0.0,0.0,0.0,0.0,0.2661452,0.0,0.0
ENSG00000008083,0.3881381,0.16949493,0.0,0.0,0.0,0.15231581,0.21068351,0.2367261,0.0,0.1768575,0.0,0.64533114,0.28954834,0.86372393,0.098103404,0.11134353,0.13994458,0.0,0.18215856,0.18037313,0.0,0.0,0.0,0.0,0.6610574,0.15515722,0.0,0.0
ENSG00000008130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09324678,0.0,0.0,0.0,0.0,0.0,0.09191127,0.0,0.0,0.070350304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008256,0.0,0.0,0.0,0.0,0.0,0.22622234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008294,0.0,0.36016995,0.2173487,0.0,0.24742533,0.38863763,0.34125417,0.26252592,0.3436291,0.37683645,0.3065137,0.0,0.32926026,0.0,0.33635798,0.2624653,0.29234388,0.36453927,0.36356825,0.290439,0.44300532,0.322406,0.5609561,0.35099313,0.2796686,0.37180424,0.0,0.37455145
ENSG00000008311,0.0,0.5695156,0.3326313,0.0,0.0,0.09051539,0.31696928,0.0,0.35074586,0.56503975,0.3695113,0.0,0.45404658,0.0,0.4440597,0.34412995,0.34825718,0.28797403,0.43519667,0.34998125,0.0,0.47071722,0.0,0.0,0.0,0.35507205,0.0,0.0
ENSG00000008394,0.0,1.0389843,0.8763154,0.0,0.4314825,0.15231581,0.7754349,0.49758556,0.47866148,0.949566,1.0120784,0.0,0.83427507,0.0,0.8835388,1.0055697,0.84704405,0.0,0.83916247,0.80118144,0.3008747,0.0,0.0,0.0,0.11393343,0.7937029,0.0,0.0
ENSG00000008405,0.0,0.0,0.0,0.0,0.0,0.0,0.0974813,0.21967359,0.0,0.14954294,0.0,0.0,0.0,0.0,0.0,0.06449484,0.1371406,0.0,0.1379371,0.0,0.0,0.0,0.0,0.0,0.0,0.055715404,0.0,0.0
ENSG00000008513,0.0,0.20550185,0.0,0.0,0.0,0.46987033,0.16081208,0.0,0.10206139,0.19414341,0.0,0.4076436,0.23168473,0.21052769,0.1780732,0.21993434,0.15841714,0.0,0.23850271,0.2356363,0.36334026,0.29679728,0.27885932,0.0,0.2550764,0.19469322,0.0,0.0
ENSG00000008710,0.0,0.0,0.0,0.0,0.0,0.13570695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008869,0.0,0.0,0.0,0.0,0.0,0.2428312,0.08148159,0.21894923,0.0,0.1157829,0.0,0.0,0.0,0.0,0.0,0.0,0.14047319,0.0,0.06142742,0.08367132,0.0,0.0,0.0,0.0,0.0,0.10745701,0.0,0.0
ENSG00000008952,0.34377155,0.16231184,0.0,0.0,0.0,0.0,0.1451187,0.0,0.0,0.15834536,0.0,0.0,0.12265,0.0,0.12735787,0.17467782,0.0674607,0.0,0.16597691,0.12786058,0.0,0.0,0.0,0.0,0.0,0.11089227,0.0,0.0
ENSG00000009307,0.274829,0.18601163,0.0,0.0,0.0,0.0,0.17699873,0.22698379,0.0,0.19557175,0.0,0.0,0.19651638,0.0,0.17380653,0.16976172,0.1622385,0.0,0.19672047,0.2103822,0.0,0.0,0.0,0.0,0.05302134,0.20730816,0.0,0.0
ENSG00000009335,0.0,0.34203994,0.0,0.0,0.301776,0.23354852,0.3567564,0.0,0.25908095,0.3511174,0.35214803,0.0,0.34545064,0.0,0.3271949,0.25498667,0.35929245,0.0,0.3175153,0.33151746,0.3228261,0.0,0.3025152,0.0,0.39830902,0.30957422,0.0,0.0
ENSG00000009413,0.0,0.49267554,0.3239865,0.0,0.43527263,0.09051539,0.48483568,0.34216794,0.22973731,0.49088025,0.46295056,0.0,0.41316038,0.0,0.4293541,0.33378342,0.64139986,0.2493303,0.442,0.49573904,0.1961776,0.15231569,0.36447987,0.0,0.10095533,0.4057431,0.0,0.0
ENSG00000009694,0.0,0.3694768,0.44430205,0.0,0.0,0.0,0.40347505,0.0,0.0,0.5776296,0.24627523,0.0,0.4622814,0.0,0.6077818,0.42720455,0.5201756,0.0,0.39077514,0.49604028,0.0,0.0,0.0,0.0,0.0,0.40699473,0.0,0.0
ENSG00000009724,0.0,0.27801043,0.18679568,0.0,0.0,0.0,0.15224598,0.0,0.0,0.3130753,0.18424162,0.0,0.21556136,0.0,0.29279274,0.26402482,0.1303932,0.0,0.25883913,0.28148,0.0,0.0,0.0,0.0,0.0,0.21070579,0.0,0.0
ENSG00000009844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101121694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000009950,0.0,1.0680606,1.2341509,0.0,0.42141157,0.0,0.95984966,0.0,0.5489782,0.98377436,1.0504345,0.0,0.9732296,0.0,1.0296837,0.91030777,1.0045043,0.0,1.0038935,0.983637,0.0,0.0,0.0,0.0,0.0,0.89365375,0.0,0.0
ENSG00000009954,0.0,0.0,0.0,0.0,0.0,0.09051539,0.10836912,0.0,0.0,0.14068596,0.0,0.0,0.10699094,0.0,0.0,0.08853787,0.1700895,0.0,0.13918556,0.026301093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010017,0.0,0.17046517,0.0,0.0,0.0,0.2428312,0.13477503,0.0,0.0,0.20206417,0.0,0.0,0.16314784,0.0,0.15071715,0.11713043,0.27178872,0.0,0.18697944,0.17792553,0.23027688,0.0,0.0,0.0,0.0,0.1603813,0.0,0.0
ENSG00000010244,0.41801363,0.3054404,0.0,0.0,0.2702521,0.15231581,0.3080363,0.0,0.1633534,0.32245845,0.24688633,0.2377439,0.32212666,0.0,0.30148503,0.22542936,0.31240863,0.2493303,0.28945494,0.26231843,0.17734365,0.30020833,0.56983805,0.3207903,0.38537574,0.30806816,0.0,0.29903254
ENSG00000010278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17871328,0.0,0.0,0.0
ENSG00000010292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14417079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4225848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2066824,0.56118655,0.3640026,0.0,0.0
ENSG00000010379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100587234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010803,0.0,0.41171807,0.26522216,0.0,0.54109025,0.15231581,0.42866883,0.26325577,0.524866,0.40384668,0.38558722,0.0,0.33650082,0.0,0.36450568,0.27048445,0.71048284,0.0,0.3630034,0.4544044,0.4006871,0.0,0.34720424,0.0,0.1625511,0.30740398,0.0,0.0
ENSG00000010810,0.0,0.0,0.0,1.2532096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29410517,0.111935034,0.0,0.44953352,0.36605728,0.43161988,0.116791464,1.4998982,0.35460854
ENSG00000010818,0.0,0.17653665,0.0,0.0,0.30858752,0.47865582,0.2460215,0.39967513,0.18014291,0.18845506,0.0,0.0,0.0,0.0,0.1278552,0.08130944,0.07156024,0.33107534,0.22585747,0.21357173,0.16500698,0.55804,0.0,0.0,0.0,0.10748013,0.0,0.0
ENSG00000011105,0.0,0.38206136,0.32483587,0.0,0.0,0.0,0.31704527,0.0,0.16672996,0.41460693,0.3697877,0.0,0.30634806,0.0,0.38282263,0.33553305,0.2651072,0.0,0.33698028,0.30566365,0.23479632,0.0,0.4424752,0.401587,0.2926467,0.38965687,0.0,0.43799782
ENSG00000011114,0.0,0.18525997,0.0,0.0,0.0,0.09051539,0.2105099,0.2794276,0.0,0.19932626,0.0,0.0,0.13069141,0.0,0.171949,0.14709142,0.19249186,0.0,0.19985,0.0,0.3008747,0.0,0.48921943,0.29622164,0.3509693,0.21914193,0.0,0.3502787
ENSG00000011243,0.0,0.11821715,0.0,0.0,0.0,0.0,0.1466322,0.0,0.0,0.14597817,0.0,0.0,0.13069141,0.0,0.11709267,0.11249699,0.088610984,0.0,0.19728991,0.12795487,0.0,0.0,0.0,0.0,0.0,0.10588534,0.0,0.0
ENSG00000011258,0.0,0.15564117,0.0,0.0,0.1426924,0.0,0.2105099,0.22698379,0.0,0.18951178,0.0,0.0,0.16922177,0.0,0.14213309,0.12103373,0.14115855,0.0,0.15370116,0.14040625,0.0,0.0,0.0,0.0,0.4018161,0.16330804,0.0,0.0
