cluster,count
CD4T,11365
NK/NKT,8423
Capillary_Cell,6393
Macrophage,4289
CD8T,4136
Mono,3425
Fibroblast,3022
Mast_cell,2413
AT2,2144
DC1,2132
Vein_cell,2015
Cilia,1950
SM/Pericyte,1279
Artery_cell,912
B_cell,712
DC2,676
AT1,554
Club/Basal,529
Neutrophil,521
Plasma_cell,388
Prolif.immune,376
Lymphatic_Cell,264
