,AT1,AT2,Artery_cell,B_cell,CD4T,CD8T,Capillary_Cell,Cilia,Club/Basal,DC1,DC2,Fibroblast,Lymphatic_Cell,Macrophage,Mast_cell,Mono,NK/NKT,Neutrophil,Plasma_cell,Prolif.immune,SM/Pericyte,Vein_cell
H6PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11908812875326492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPSB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843617235307251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A33,0.0,0.18677483635467945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25593882219946107,0.0,0.0,0.0,0.1956639275913855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNBIP1,0.0,0.3180376244045983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LZIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1648958190702431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17780891588043252,0.0,0.0,0.0,0.0,0.0,0.1043410826291128,0.0,0.0
KIF1B,0.19467378656875828,0.1949294201365132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5013576492327522,1.3845597553076823,0.0,0.0,0.5939604607038934,0.0,0.31152259931725634,0.0,0.0,0.0,0.2004020085800478,0.0,0.0
PGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394601536468311,0.0,0.0,0.0,0.6500440636993028,0.0,0.39580035369086053,0.0,0.0,0.0,0.0,0.0,0.0
PEX14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17597871590797634,0.0,0.0,0.0,0.4693233580325096,0.0,0.0,0.0,0.0,0.0,0.31138104041415143,0.0,0.0
CASZ1,0.0,0.2739586078010452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TARDBP,0.0,0.17835669609508717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13856388906824924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1684464046725052,0.0,0.0,0.0,0.19116129831297776,0.0,0.0,0.0,0.0,0.23166236421033926,0.0,0.0,0.0
FBXO6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1475624300179734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAD2L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23074131977172074,0.0,0.0
AGTRAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16170050524910243,0.0,0.0,0.0,0.37295928147203455,0.0,0.4323476167715718,0.0,0.0,0.0,0.1558441957402194,0.0,0.0
MTHFR,0.0,0.19228757326733337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20215555546875638,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08055353569763103,0.0,0.0,0.0
KIAA2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16855351908135147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1044484589067709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17072908352265725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.5602991172973529,0.0,0.0,0.0,0.0,0.4623115094650825,0.730825925789023,0.0,0.0,0.10952742523625908,0.0,1.6194724170277235,0.7763079395656278,1.1261824601370511,0.0,0.5831915965066964,0.0,0.0
VPS13D,0.8760940912485159,0.42303325109871814,0.33330954389580114,0.0,0.0,0.0,0.0,0.0,0.3822819355409427,0.37653467289729975,0.47979376991795436,0.0,0.4440962940700752,0.3146315238885007,0.0,0.5854032859123935,0.0,0.0,0.0,0.2535305727272563,0.4028853371861284,0.3573774055831213
DHRS3,0.0,0.3017841552081063,0.6472419010469846,0.0,0.0,0.0,0.0,0.0,0.5674358420854804,0.0,0.0,0.0,0.0,0.2212276700868201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDPN,0.36402139876541906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8270859217582704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM2,0.0,0.26637618640619964,0.0,1.6814861516248119,0.6967127735534442,0.0,0.0,0.0,0.13721693921930467,0.40395088493965114,0.4460787475906827,0.0,0.4502473086076898,0.3304613339482053,0.0,0.4468708976057733,0.7097647736364836,0.0,0.28765794787245214,0.5291956925117559,0.0,0.0
KAZN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10506699170825487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18175874154845212,0.4002737550351734,0.0,0.0,0.19340533529557846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32259854017416845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7750262207739673,0.4591992469641105,0.0,0.0,1.048100434771638,0.0,0.9162820463802327,1.1882621896159204,0.0,0.0,0.8841369689310254,0.0,0.0
CASP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11412840544759079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10757932453775594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31732274846920067,0.39405060956431626,0.0,0.0,0.30641096885797736,0.0,0.29266520642092814,0.0,0.0,0.0,0.0,0.0,0.0
SPEN,0.0,0.24687274537855827,0.3981463558604357,0.0,0.0,0.0,0.0,0.0,0.0,0.36855812590785636,0.37983454881607454,0.0,0.0,0.30148551194727385,0.0,0.3664032548535981,0.0,0.0,0.0,0.39093351702575885,0.0,0.0
EPHA2,0.0,0.19948367623271884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20074675977749196,0.0,0.0,0.0,0.281532347276596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZRD1,0.0,0.18075050820653665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24114795767453867,0.0,0.0,0.0,0.2349028786906546,0.0,0.20884056612387858,0.0,0.0,0.0,0.2004020085800478,0.0,0.0
NECAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782676854567845,0.22428575589298677,0.0,0.0,0.3736804422616828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROCC,0.0,0.1913153047897042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21100460669300977,0.3052239109780625,0.0,0.0,0.0,0.0,0.2783128195464533,0.0,0.0,0.45039658486446765,0.13561863482361763,0.0,0.0
SDHB,0.0,0.187301365012045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3307807016214248,0.0,0.0,0.0,0.40026200308923265,0.0,0.2767753205628616,0.0,0.0,0.0,0.2644316539975184,0.0,0.0
RCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30898493954397027,0.0,0.0,0.0,0.2132141367140168,0.0,0.0,0.0,0.0,0.0,0.30539389475735385,0.0,0.0
ARHGEF10L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144030345064488,0.3423478722326151,0.0,0.0,0.21847394024128408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGSF21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8996607667071344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449460069186577,0.0,0.0,0.0,0.21717754748748871,0.0,0.2431266241708052,0.0,0.0,0.0,0.1558441957402194,0.0,0.0
MRTO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13790449570846136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A2,0.0,0.14754679854697092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1487818876801238,0.0,0.0,0.0,0.22178394157886977,0.0,0.0,0.0,0.0,0.0,0.17358037489510783,0.0,0.0
CAPZB,0.689565624425441,0.5072278809068015,0.5516228976823458,0.6655979935542119,0.9120882164828616,0.0,0.3385028969504973,0.0,0.32349058846205786,0.9699604310063557,1.2101726628195033,0.7015019378423152,0.7991894832344459,0.9183367164376586,0.7627582211139416,1.0174563353900221,0.884949910235016,0.0,0.17764387299880308,0.9843770494087163,0.7957927464691005,0.7408131266985236
MICOS10,0.0,0.4110489234530544,0.0,0.0,0.44720927483563366,0.0,0.0,0.0,0.3125962893316092,0.6505664123560153,0.5003194993904693,0.26733448746508975,0.0,0.8332313306785419,0.7452057714599782,0.49763341530617244,0.4155572091992713,0.0,0.22297720227738488,0.6924151392618173,0.0,0.0
NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1845440908551055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873615168704577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5674827625044276,0.0
PINK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11193102678518269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDOST,0.0,0.2180068173156578,0.0,0.0,0.0,0.0,0.0,0.0,0.2390565632243693,0.29169440841149663,0.0,0.0,0.0,0.2795294447012904,0.0,0.0,0.0,0.0,0.523483419401366,0.35501085226742196,0.0,0.0
HP1BP3,0.26731367427770886,0.4921606831443671,0.667399463589927,0.49829299952946626,0.62694975384769,0.0,0.5980028637768402,0.0,0.18701885276845512,0.5054884841707304,0.48165234440637716,0.5533905880527786,0.48197781926592465,0.5527935865625294,0.4243480468032894,0.46578657406985374,0.6747076405744109,0.0,0.19628861262736705,1.059271551166888,0.6217941342754614,0.5077699625648541
EIF4G3,0.0,0.32557404300601817,0.6378411955250565,0.7956961432091324,0.0,0.0,0.5519393223775451,0.0,0.2509842501748036,0.7094303692124905,0.47796660667474156,0.0,0.9527407205580498,0.6075979930469084,0.0,0.6935817427453891,0.7029893459432263,0.0,0.0,0.40577900025257263,0.0,0.5890023074574825
ECE1,0.0,0.0,0.9757012673244363,0.0,0.0,0.0,1.000833310462681,0.0,0.10303538412666902,0.0,0.0,0.0,0.0,0.0,0.0,0.31791181380185285,0.0,0.0,0.0,0.0,0.4908464443707473,0.8795122165747538
ALPL,0.0,1.2597126933860352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1GAP,0.0,0.2702223703087002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP48,0.0,0.19648418389800917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2535025115222187,0.29905930172603307,0.0,0.0,0.16214554481227622,0.0,0.0,0.0,0.0,0.4367627810759006,0.4008936806616822,0.0,0.0
HSPG2,0.6019761634461858,0.17749063234176404,0.5096702221354348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3824097249911545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8546909937404679
CDC42,1.1090791635781698,0.9124806585427057,1.154788508697942,1.1419134551077537,1.2837514700634962,1.0162879049074252,1.1263863413417166,0.0,0.7407162499195843,1.4868265808863446,1.2011205683294384,0.6865540650903017,1.267085396997468,1.5692671775739013,1.2352164716388772,1.4767166624669237,1.5307591338556026,0.0,0.5413637549806257,1.4099249000473977,1.0425778963517454,1.1775365547803014
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6767263529581555,2.7199240735930195,0.0,0.0,3.333630886612733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1203554910565554,2.3804993577650975,0.0,0.0,2.1898278985200657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.283850127920414,2.448666293062181,0.0,0.0,3.2156214240595085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1812136988029831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUZP1,0.0,0.0,0.4880546608913041,0.0,0.0,0.0,0.6615648825260021,0.0,0.0,0.2364782075044617,0.30423500187870905,0.0,0.0,0.25542500852167105,0.0,0.0,0.0,0.0,0.0,0.34774347861081006,0.0,0.5567307782198019
HNRNPR,0.0,0.3559815416624075,0.5697182003910773,0.49829299952946626,0.39951145568916546,0.0,0.0,0.0,0.37466655738691934,0.5058949865552307,0.42810296684814786,0.0,0.0,0.4538124426617559,0.0,0.4192160890625106,0.5812735584673654,0.0,0.0,0.8219323919964832,0.0,0.5097766002834296
TCEA3,0.0,0.22983155595751814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID3,0.0,0.23511174296251497,0.8545157264522325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707352967973384,0.0
RPL11,1.235571078450919,2.6307370237913537,2.0553109322992063,3.385929909531367,3.0853297456339783,2.0932687079093415,1.4035858582299516,1.2282981598323464,2.663114214986501,2.5474350109466086,2.2073420669554715,2.0351524985339853,2.267645927736294,2.337526136077445,3.4261699405159436,2.6059882650113426,2.730714991283789,0.0,2.2126414771789857,2.3341833320195557,2.223648144505946,2.0988896319915655
ELOA,0.0,0.31321003318893115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09888902707470552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITHD1,0.0,0.20438827898366752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15466248242095834,0.0,0.0,0.0,0.0,0.0,0.22979688620566516,0.0,0.0
LYPLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11689311267774637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12472191157190274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUCA1,0.0,0.13128396375485246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3809156620027634,0.0,0.0,0.3554354129470842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRC2,0.0,0.38972364799830694,0.0,0.0,0.0,0.0,0.0,0.0,0.17193209963296036,0.2604508706283629,0.0,0.0,0.0,0.30800365041476957,0.0,0.2566271490378133,0.0,0.0,0.0,0.34799120833751207,0.0,0.0
SRSF10,0.0,0.3184878993901856,0.4556854335437091,0.6238497778248389,0.5353896160727916,0.0,0.0,0.0,0.3393904859814154,0.3670135109244044,0.3199536564034924,0.5499565267045243,0.45313110877464646,0.3217422523167108,0.0,0.25414950328755453,0.5983230102127365,0.0,0.0,0.7464364259488233,0.6350259245118919,0.501286791740355
RCAN3,0.0,0.0,0.0,0.0,0.4081001990133797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCMAP,0.0,0.20820956632402782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRRM1,0.0,0.560727096950014,0.4862501687959216,0.7614348605967672,0.7779163631865675,0.0,0.0,0.0,0.451851343391805,0.7139149832810943,0.5854288079208729,0.30023788460723067,0.5332101034618787,0.6587261164322118,0.7580606749515864,0.6657976588755641,0.8310887365595775,0.0,0.2645844624346111,0.8802191787239234,0.5661236423030238,0.4395160887356505
CLIC4,0.0,0.4924471476087896,1.3374381109929379,0.0,0.0,0.0,1.16920673282052,0.0,0.0,0.7281656378744126,0.5678180395422022,0.9074369326869318,0.0,1.1115376977934535,0.0,0.5943814780523327,0.0,0.0,0.5053279578746541,0.0,1.3516299363157103,1.5494302283510737
RUNX3,0.0,0.0,0.0,0.0,0.9085869645666336,1.1471950054765654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.537947593854977,0.0,0.0,1.0173475212457646,0.0,0.0
SYF2,0.0,0.3072282063162448,0.0,0.5965134989553179,0.5323476749554306,0.0,0.0,0.0,0.2324027169239495,0.4990831788301906,0.3972416107512679,0.0,0.0,0.45402483843700425,0.7174160675548462,0.5764852568254494,0.6560286717406494,0.0,0.20886591555243197,0.5498218677369278,0.0,0.0
RSRP1,0.0,0.29819154079067633,0.48742241412634124,0.869691403754241,1.0626947694737408,1.0635928786166593,0.5144024714035662,0.0,0.22038568946912318,0.5489594118472678,0.4591992469641105,0.42199690183961486,0.8049850615483931,0.42447093697019883,0.602410974201663,0.6844322171937536,1.0833121707603217,0.0,0.3712981267898411,0.7166776779701395,0.0,0.47707577569463777
TMEM50A,0.0,0.33798740209712336,0.404983157161441,0.0,0.516151017810321,0.0,0.0,0.0,0.2792460283834165,0.5612523323924784,0.4185717168792112,0.0,0.618686266103856,0.7033942045405758,0.40344868944275536,0.45349422769733577,0.6068824819842755,0.0,0.12868147011501727,0.5876322962695185,0.0,0.3431899505103744
