clusterName,gene
CD8T,ENSG00000205045
CD8T,ENSG00000165929
Neutrophil,ENSG00000162747
B_cell,ENSG00000153064
B_cell,ENSG00000156738
Plasma_cell,ENSG00000170476
Plasma_cell,ENSG00000099958
Mast_cell,ENSG00000197253
Mast_cell,ENSG00000163751
CD4T,ENSG00000167286
CD4T,ENSG00000152495
NK/NKT,ENSG00000137441
NK/NKT,ENSG00000100453
Prolif.immune,ENSG00000148773
Prolif.immune,ENSG00000066279
Macrophage,ENSG00000167588
Macrophage,ENSG00000122641
DC1,ENSG00000166920
DC1,ENSG00000132514
DC1,ENSG00000072694
DC2,ENSG00000165457
DC2,ENSG00000117154
Mono,ENSG00000085265
Mono,ENSG00000186407
SM/Pericyte,ENSG00000131055
SM/Pericyte,ENSG00000198759
Fibroblast,ENSG00000139329
Fibroblast,ENSG00000077942
Lymphatic_Cell,ENSG00000137077
Lymphatic_Cell,ENSG00000160180
Vein_cell,ENSG00000213088
Artery_cell,ENSG00000155011
Artery_cell,ENSG00000164736
Capillary_Cell,ENSG00000165810
Capillary_Cell,ENSG00000120549
AT1,ENSG00000204305
AT1,ENSG00000136155
Cilia,ENSG00000196090
Club/Basal,ENSG00000167757
Club/Basal,ENSG00000243955
AT2,ENSG00000131400
AT2,ENSG00000133661
