author_cell_type,mean,std,median,count,q1,q3,f_score
Lymphatic_Cell,0.943839352737071,0.020264344630267567,0.950819934018804,137,0.9398270613619822,0.956199704537501,0.926605504587156
Neutrophil,0.7359602900022519,0.23554361095016182,0.7899650210000316,357,0.7598670063904353,0.8093992893324913,0.8504519309778144
Plasma_cell,0.7349471005531907,0.1501104260935409,0.7852243796586759,209,0.7237363728480206,0.8079991774930639,0.9096612296110416
DC2,0.7301549955331215,0.13098680710695337,0.7775291770192185,485,0.7080153921270677,0.8011346764932266,0.8613804905875642
Mast_cell,0.7457399883426213,0.09903430242110546,0.7680303325151476,1220,0.7152040848895994,0.8032789158711181,0.9700520833333334
B_cell,0.7123193207122555,0.15689821093390097,0.7657576850558007,367,0.7127656179381844,0.793618487739074,0.8973384030418251
Prolif.immune,0.6727593165222358,0.23979910810126606,0.7422410698421397,191,0.6882945505274687,0.7767968746605292,0.8684546615581098
Artery_cell,0.6742646734433859,0.14030758771352833,0.7270582642678606,587,0.6523637142245923,0.7579429733429917,0.7963655799037948
AT1,0.6267229614674106,0.17119424163834365,0.7121604239088787,335,0.5090241511202158,0.7422575649330463,0.8849557522123894
Vein_cell,0.625781457102226,0.17915332218369112,0.6961068977280388,1186,0.5974292646103208,0.7296459080947572,0.8916979842842501
Cilia,0.5612729878287898,0.1872540645371791,0.6157548051056438,1054,0.5198887434636795,0.6898756886980085,0.7101110461718293
Club/Basal,0.5429617486551185,0.1446645256825619,0.5734040707057158,134,0.5147501779175474,0.6323055481755288,0.821256038647343
CD4T,0.49329556356997983,0.20005069551283616,0.5731849623644502,7178,0.410343591547315,0.6384808413597586,0.7088176920895946
AT2,0.5027653409893384,0.20185558356674405,0.5681050717515195,1296,0.4488795618368574,0.638887151582509,0.9691106585200272
NK/NKT,0.5040497699484981,0.18252966144053365,0.5588094254465175,5679,0.4069194576759015,0.6453328208086417,0.8626238141012246
SM/Pericyte,0.4871743951083947,0.19870263587804,0.5187247507900692,836,0.4648573127935137,0.5838034424767082,0.8561884669479606
Macrophage,0.44746469814256046,0.22571646236935017,0.5167324300749983,2287,0.35810825869969043,0.610698401433209,0.9353066829417148
Mono,0.42761387523450595,0.19497670716303206,0.471991373033465,1789,0.3568962568558071,0.5607762024037921,0.8763241161095061
CD8T,0.32754113616645036,0.22161847625424747,0.3607248071929466,2599,0.1926545328050835,0.5045260223307069,0.3063133281371785
Capillary_Cell,0.16951240010669283,0.22404944926310605,0.2417356810441324,4401,-0.0011455385280102,0.3607881466312558,0.861263512412407
Fibroblast,0.10148450787447728,0.32827735263571967,0.2065844745286458,2281,-0.0152829136633753,0.3229912734237671,0.9156927266538069
DC1,0.003337832885092062,0.24235340617467255,0.0099747425696245,1191,-0.1763714916312497,0.20086459721760175,0.6454751865066494
