author_cell_type,mean,std,median,count,q1,q3,f_score
Cholangiocytes,0.8738681784637955,0.15995415133435872,0.9042653767992616,241,0.8777039920316799,0.9144565939182624,0.903954802259887
Mature B-cells,0.7469119747687274,0.2474624037831895,0.8151681920805345,469,0.7816718957859847,0.8305987879032609,0.8750754375377188
Neutrophil,0.7646588114797248,0.20458152567026558,0.8110233909881683,1143,0.7816996292096132,0.8317971883628644,0.8048927816369676
gd T-cells,0.7262468540751387,0.15394321500658859,0.7755302543414535,1777,0.7233172445650295,0.7985897576052571,0.8186206020576654
Plasma cells,0.7160452640759467,0.17862717026278355,0.7702936401450851,722,0.7331087511991694,0.7963364654372047,0.7174490699734278
NK-like cells,0.6397251425637683,0.2833485500526311,0.7322326845348486,1816,0.6627971317012215,0.7652301510178189,0.7826160053799597
HSC,0.5949160434054601,0.36586460076056,0.7089489289583197,655,0.6659620134230397,0.7226693106589168,0.7916437603078614
Erythrocytes,0.6213905567666579,0.19971950882584172,0.7043764337429038,277,0.5626714704602297,0.715425803854632,0.912442396313364
Cycling Plasma,0.6198017953866394,0.15656997297555988,0.6657656508275188,493,0.5663690733961283,0.7234381086725459,0.7139107611548556
CD3+ T-cells,0.5819123282977074,0.20901678083386893,0.6440533980508479,3903,0.5536288783125691,0.7001056913493486,0.863996273870517
Mono-Mac,0.46436214831794015,0.23971385291197553,0.5352318753912675,3376,0.4039716123025061,0.6365473057508463,0.8834776334776335
LSEC,0.41259878705858627,0.2510986992873799,0.48071410856585384,7690,0.3933191243657152,0.5522566054269435,0.8446010283755475
Macrophage (MHCII high),0.385053881013074,0.23069109538744537,0.4574214443666944,2378,0.31397462209709204,0.5351130961425876,0.5467289719626168
KC Like,0.35415802584780665,0.1890368475506103,0.3863889316140554,4634,0.29029839720419487,0.48555299026264237,0.837664692372779
Hepatocytes,0.2639389325368156,0.26350803285021185,0.34100871222712364,7630,0.10655045399526672,0.4768354750201476,0.8408345544623543
Myeloid Erythrocytes (phagocytosis),0.1357808024049798,0.42514833992784784,0.3403697514140286,70,0.2535588157055982,0.37616559696426666,0.8759124087591241
Cycling Myeloid,0.18849270013808583,0.3203720680651894,0.3019656991898629,351,0.1647399578262205,0.3956747483649654,0.5846994535519126
CDC1,-0.021765477063528813,0.4185491926153438,0.2206304772970535,25,-0.4403847574870377,0.2320478139013563,0.9405940594059404
Platelets,-0.534830754061795,0.13616749341448894,-0.5783441368309933,111,-0.6095047130130158,-0.4188565220423264,0.807799442896936
Doublet,-0.5617064987388997,0.22162489187595732,-0.6514020771658533,364,-0.7372923115123529,-0.32566225848426994,0.5786026200873362
