,B cell,CD14-positive monocyte,"CD14-positive, CD16-positive monocyte","CD4-positive, alpha-beta cytotoxic T cell","CD8-positive, alpha-beta cytotoxic T cell","activated CD4-positive, alpha-beta T cell","activated CD8-positive, alpha-beta T cell",capillary endothelial cell,dendritic cell,endothelial cell,endothelial cell of artery,endothelial cell of lymphatic vessel,epicardial adipocyte,fibroblast,macrophage,mast cell,mature NK T cell,mesothelial cell,monocyte,natural killer cell,neural cell,pericyte,regular atrial cardiac myocyte,regular ventricular cardiac myocyte,smooth muscle cell,unknown,vein endothelial cell
RPL31,0.7215882723148053,0.7353485180781438,0.7445655969473032,0.0,0.8136815772606776,0.8684544907166407,0.0,0.0,0.0,0.0,0.7011105693303622,0.0,0.0,0.0,0.0,0.0,0.7553953184531286,0.0,0.0,0.780684654529278,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923
RPS25,0.6120685912095584,0.6039642210190113,0.6159800199361948,0.5505576225427481,0.6521395376095405,0.7770268160563248,0.0,0.5612829327583313,0.0,0.0,0.5912455434982593,0.0,0.0,0.0,0.0,0.0,0.5760062474470872,0.5384615384615384,0.550638694029588,0.6020349172445444,0.0,0.0,0.0,0.0,0.0,0.0,0.5813692120405344
SFPQ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL35A,0.6194900549375094,0.6361825512005732,0.6139654012826773,0.5769230769230769,0.6584022618257083,0.7635509623931005,0.0,0.584759031350796,0.0,0.0,0.6078765598627237,0.0,0.0,0.0,0.0,0.0,0.5942377516856561,0.0,0.5815173410452329,0.6147487851289603,0.0,0.0,0.0,0.0,0.0,0.0,0.6050735276478988
BACE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINGO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.9566512910219339,0.0,0.0,0.0,0.0,0.9456550318461198,0.0,0.0,0.0,0.0
GPC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PKHD1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686735845529116,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS11,0.6695073636678549,0.7523598716809199,0.7439331458165095,0.0,0.6841742625603309,0.7785457854087536,0.0,0.6551872056264144,0.0,0.0,0.7007833398305453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,0.7153199521394876,0.0,0.0,0.0,0.0,0.0,0.0,0.6653428352796115
FRMD4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9616505274405847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0
CDIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GLUL,0.0,0.9489767184624305,0.9365494022002587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8264063482101147,0.0,0.784523599422895,0.819985187970675,0.7860395931280576,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7723289430141449,0.0,0.0,0.0,0.0,0.7925232236201947
HCST,0.0,0.8461538461538461,0.8587115682088412,0.0,0.902159395126196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8933541132853582,0.0,0.0,0.9316489283855145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8076923076923077,0.892509556733645,0.0,0.0,0.0,0.0,0.0,0.0,0.8271085551151862,0.0,0.8555113214712876,0.8762396482320932,0.0,0.8706922485278203,0.0
RETREG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAFB,0.0,0.9615384615384616,0.9651742623402522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRI3,0.0,0.966141388966487,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD68,0.0,0.9615384615384616,0.9671094417572021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSME2,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977874334041889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNL1,0.0,0.0,0.9740425623380221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TMEM88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684285154709449,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA1A,0.0,0.8780626998497889,0.9343656645371363,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8629901936421027,0.9079908132553101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF385B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PCSK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KIF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
GPCPD1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85970961359831,0.848107480085813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9358201829286722,0.8990244911267207,0.0,0.8461538461538461,0.0
MAP4K3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9446027966646048,0.9562636384597192,0.0,0.0,0.0
TSHZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863900450559763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616
LINC02147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9715629242933713,0.0,0.0,0.0,0.0,0.0,0.0,0.9445200677101429,0.9230769230769231,0.0,0.0,0.0
ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MTUS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674139068676875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0
RPL8,0.6223650712233323,0.6369622762386615,0.6267466384630936,0.0,0.5817197492489448,0.7414130522654607,0.0,0.6009517862246587,0.0,0.5384615384615384,0.6252899674268869,0.0,0.0,0.0,0.0,0.0,0.5765508046517005,0.5487943245814397,0.569691348534364,0.5789167032792017,0.0,0.0,0.0,0.0,0.0,0.0,0.6318611112924722
PRELID2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809701855366046,0.9615384615384616,0.0,0.0,0.0
ACO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SYNE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.9814700392576364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9290200082155374
DECR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FBXL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426057132390829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8892402763550098,0.9067888145263379,0.0,0.8846153846153846,0.0
EFNA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8534154914892637,0.8461538461538461,0.0,0.0,0.0,0.0,0.8808452051419479,0.0,0.0,0.0,0.0,0.8492752474087936,0.8651350576143998,0.0,0.0,0.0
KTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8801175699784205,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8910711247187394,0.9217845591214987,0.0,0.0,0.863984621488131
C1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD99,0.0,0.0,0.0,0.0,0.9289931333982028,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362362210567181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARGC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CLIC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
YBX1,0.0,0.7897603947382706,0.8340578537720901,0.0,0.0,0.793717758013652,0.0,0.7767564356327057,0.0,0.0,0.7798102383430188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7718152495530936,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
GAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENT5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DGKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CDH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.9753323495388031,0.0,0.0,0.0
RNASE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9320614956892453,0.0,0.8846153846153846,0.9382527929085952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990989671303675
XPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SEC14L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963534795320951,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRN,0.0,0.9702965663029597,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAP18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000282917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HLA-DPA1,0.9230769230769231,0.0,0.9407766255048605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9384870391625625
PHACTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERF2,0.6153846153846154,0.7229535235808446,0.7230465091191806,0.0,0.6293317675590515,0.6337131101351517,0.0,0.6331070409371302,0.0,0.0,0.6500885371978466,0.0,0.0,0.0,0.0,0.0,0.6610518579299633,0.0,0.6901701528292435,0.6846807094720694,0.0,0.0,0.0,0.0,0.0,0.0,0.62627846461076
CRADD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.9767235907224509,0.0,0.0,0.0
EZR,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974913090467453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9134332652275379,0.0,0.862780341735253,0.8707555303206811,0.8652081306164081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461
SOCS3,0.0,0.9618025261622208,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PDIA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.974551063317519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RPS5,0.77493616938591,0.7075410645741683,0.7156805120981656,0.0,0.7102329547588642,0.8599661886692047,0.0,0.6923076923076923,0.0,0.0,0.7100431758623856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7211743593215942,0.0,0.0,0.0,0.0,0.0,0.0,0.729664140022718
CKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RNF150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.9829044342041016,0.0,0.0,0.0
CDC37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9404674011927384,0.0,0.0,0.9302232036223779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231
GPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBA,0.678789462034519,0.7669316140504984,0.7601953171766721,0.6463622473753415,0.6796371478300828,0.6475505943481739,0.0,0.0,0.6414166872317975,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.7123718353418204,0.0,0.729451447725296,0.7544831014596499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT4,0.0,0.0,0.9230769230769231,0.0,0.0,0.9349324153019831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614680707454681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMOX1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBP1,0.0,0.9713563575194433,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT-CO2,0.4173832810842074,0.5586192195232098,0.5184933611979852,0.4142887019194089,0.3953510385293227,0.44477940981204694,0.2875946118281438,0.45876649251350987,0.2923152515521416,0.3556392445014073,0.44133773904580337,0.28135815262794495,0.0,0.0,0.28767629770132214,0.0,0.4740951152948233,0.2709448520953839,0.5753858570869153,0.4576609959969154,0.0,0.0,0.0,0.0,0.2692307692307692,0.3013993249489711,0.4068661377980159
CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FCN1,0.0,0.9660365512737861,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP6R3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9640872936982375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0
MYL6,0.4588389809315021,0.6657398045063019,0.6123394255454724,0.0,0.5196071083729084,0.5058242632792547,0.0,0.6172181046926059,0.43888593637026274,0.503228471829341,0.5997673387710865,0.0,0.4230769230769231,0.0,0.0,0.0,0.5363148909348708,0.4602360473229335,0.5865746851150806,0.571478043611233,0.0,0.0,0.0,0.0,0.5251853718207433,0.0,0.560565730700126
