,B cell,CD14-positive monocyte,"CD14-positive, CD16-positive monocyte","CD4-positive, alpha-beta cytotoxic T cell","CD8-positive, alpha-beta cytotoxic T cell","activated CD4-positive, alpha-beta T cell","activated CD8-positive, alpha-beta T cell",capillary endothelial cell,dendritic cell,endothelial cell,endothelial cell of artery,endothelial cell of lymphatic vessel,epicardial adipocyte,fibroblast,macrophage,mast cell,mature NK T cell,mesothelial cell,monocyte,natural killer cell,neural cell,pericyte,regular atrial cardiac myocyte,regular ventricular cardiac myocyte,smooth muscle cell,unknown,vein endothelial cell
NRDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25908408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPE,0.0,0.24320795,0.13491602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFLAR,0.0,0.0,0.19845787,0.0,0.0,0.0,0.0,0.13334934,0.0,0.4395357,0.3688978,0.0,0.37782308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68607646,0.6381046,0.0,0.0,0.28131858
USP15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22783472,0.0,0.0,0.0
ACTR2,0.0,0.65133613,0.48840696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBFOX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25622186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23965019,0.42878583,0.0,0.0,0.0
NFE2L2,0.0,0.19719501,0.0,0.0,0.0,0.0,0.0,0.0,0.22221854,0.0,0.0,0.0,0.16598298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24795702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43428868,0.5728363,0.0,0.0,0.0
EIF3E,0.0,0.0,0.0,0.0,0.0,0.4903921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77742875,0.9289956,0.0,0.0,0.0
RAB1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASSF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22091997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS1,0.0,0.92152935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A10,0.0,1.4206578,0.80629677,0.0,0.42816883,0.56659526,0.0,1.1016845,0.0,0.0,0.8553842,0.0,0.0,0.0,0.0,0.0,0.0,0.823635,0.53423667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7531441
ZFP36,0.0,0.55879664,0.7726029,0.0,0.0,0.43923527,0.0,0.4492705,0.0,0.0,0.59808767,0.0,0.0,0.0,0.0,0.0,0.0,0.69998085,0.0,0.5639988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCKAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5137695,0.3234386,0.0,0.0,0.0
SNRPD2,0.0,0.0,0.0,0.0,0.0,0.32177737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56413776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8192433,0.5841348,0.0,0.0,0.0,0.60197234,0.0,0.0,0.8362703,1.2202699,1.2015367,1.1305729,1.1312984,0.8369328,0.0
RPS14,1.7859976,1.7281469,1.6609132,1.416921,1.893275,2.5897112,0.0,1.2171142,0.0,0.36610898,1.4453595,0.0,0.0,0.0,0.0,0.0,1.635673,0.6635137,1.4396913,1.6379702,0.0,0.0,0.0,0.0,0.0,0.0,1.3921614
TALDO1,0.0,0.36781207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0045087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELF2,0.0,0.0,0.19888219,0.0,0.38396937,0.0,0.6378897,0.0,0.42720428,0.0,0.0,0.0,0.9907197,0.83476,0.22851624,1.0795832,0.0,0.6278285,0.0,0.0,0.0,0.0,0.8702023,0.6717366,0.0,0.65693754,0.0
TLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6181318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNBP,0.0,0.22735673,0.18293332,0.0,0.0,0.34922248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSC22D3,0.54122394,0.4419543,0.4254313,0.0,0.68657655,1.0355632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81743646,0.0,0.0,0.7420579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR3C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22347584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,0.7799785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95319295,0.0,0.0,1.2815366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SON,0.0,0.0,0.24511236,0.0,0.3643534,0.0,0.0,0.0,0.34011492,0.0,0.26071382,0.5184978,0.6494909,0.2989117,0.0,0.0,0.0,0.15853974,0.0,0.0,0.0,0.47335863,0.48262942,0.4300284,0.47625095,0.4474964,0.24954459
TNRC6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4940517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31668863,0.4940517,0.0,0.0,0.0
PLCXD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56291723,1.0329785,0.0,0.0,0.0
CTSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292017,0.0,0.0,1.1511586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIPBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20832635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23401295,0.3374963,0.0,0.0,0.0
COP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18919069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC19A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50470775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12,1.4088198,1.5085597,1.4770963,0.0,1.3511448,2.1286001,0.0,0.7732357,0.0,0.0,0.9934446,0.0,0.0,0.0,0.0,0.0,1.0478826,0.0,1.0918522,1.2432137,0.0,0.0,0.0,0.0,0.0,0.0,1.130863
HRAT17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35739836,0.0,0.0,0.0,0.0
PLSCR1,0.0,0.32786214,0.27531078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22974008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23206368
ADIRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43655,0.0,0.0,0.0,0.0,0.0,0.0,0.6394,0.0,0.0,0.0,0.0,0.0,0.0,0.66785425,0.0,0.678604
CSGALNACT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28465176,0.0,0.0,0.0
KLHL24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35156512,0.0,0.0,0.0
SCAF11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP15,0.0,0.0,0.0,0.0,0.0,0.0,0.9511975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3447102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52924466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9056287,0.0,0.0
FABP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700398,0.0,0.5624195,1.7430596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1820452
CSAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4058057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13743442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52496314,0.0,0.0,0.0
FAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4915219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37767565,0.44614935,0.0,0.0,0.0
THRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4183753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36624742,0.0,0.0,0.0
RPL22,0.5426065,0.93868417,0.85898113,0.0,0.6284749,1.3388503,0.0,0.0,0.0,0.0,0.6923824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843322,0.0,0.0,0.0,0.0,0.0,0.0,0.5824383
HLA-DRB1,0.7029893,0.32786214,0.86797225,0.0,0.0,0.0,0.0,0.41657004,0.0,0.0,0.39238012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84603584
PTP4A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30150744,0.0,0.0
NXN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29806334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRA2B,0.0,0.0,0.30903322,0.0,0.0,0.0,0.0,0.0,0.16913599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RABGAP1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7087692,0.9713577,0.0,0.23104642,0.0
GUCY1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63936126,0.0,0.0,0.0,0.0,0.0
CD3D,0.0,0.0,0.0,0.0,0.7622309,0.61662567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0280468,0.0,0.0,0.0
SYNPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7184207,0.0,0.0,0.0
AREG,0.0,0.5184263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5F1E,0.391348,1.3665253,1.3533851,0.0,0.92096806,0.9045099,0.0,0.762646,0.0,0.0,0.8673314,0.0,0.0,0.0,0.0,0.0,0.7505434,0.0,1.1838489,1.0075984,0.0,0.0,0.0,0.0,0.0,0.0,0.51395905
SESTD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24185017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13688642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFL1,0.0,1.2917024,1.2174988,0.0,0.9711757,0.84603584,0.0,0.8412188,0.0,0.0,0.88020056,0.0,0.0,0.0,0.0,0.0,0.92769635,0.0,0.9016706,1.373417,0.0,0.0,0.0,0.0,0.0,0.0,0.7016778
PCBP2,0.0,0.27276424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14833838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33849716,0.0,0.0,0.0
PCOLCE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45737988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R3HDM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22104514,0.0,0.0,0.0
UBE2D3,0.0,0.4780671,0.44661468,0.0,0.3358364,0.44215712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20446622
MGLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88700306,0.0,0.0,0.3234386,0.0,0.14716616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRELID1,0.0,0.3542632,0.43662423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPM1,0.0,0.0,0.0,0.0,0.0,0.77163565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MG,0.0,0.7690898,0.66797245,0.0,0.5593698,0.71570903,0.0,0.0,0.0,0.0,0.24962437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65353096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24671723,0.0,0.0,0.0,0.0,0.1376741,0.0,0.0,0.0,0.0,0.24556714,0.43438655,0.0,0.0,0.0
LRRC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36749807,0.0,0.0,0.0
RPS9,1.3170025,1.8826807,1.8069384,0.8965415,1.2363136,1.9833153,0.0,0.85863805,0.34979975,0.0,1.0981021,0.0,0.0,0.0,0.0,0.0,1.0107085,0.56399894,1.3518474,1.1706135,0.0,0.0,0.0,0.0,0.0,0.0,1.2210152
PROX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29607868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52259904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A6,0.0,2.263086,1.7912016,0.0,0.8168962,0.90764976,0.0,1.2036155,0.0,0.7263764,1.8639615,0.0,0.0,0.0,0.0,0.0,0.0,1.1996756,1.6442226,0.8280345,0.0,0.0,0.0,0.0,0.0,0.0,0.9790987
ABL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27693555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23976807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34111562,0.4292629,0.0,0.0,0.0
KANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50926507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6669105,0.78904253,0.0,0.0,0.0
CDC42SE2,0.0,0.0,0.0,0.0,0.48019722,0.0,0.68783003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLASP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19388615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2600525,0.0,0.0,0.0
CYYR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2748437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24960852
FOXO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20879433,0.0,0.0,0.0
UQCRB,0.0,0.7223201,0.69174635,0.0,0.39668903,0.66785425,0.0,0.0,0.0,0.0,0.30146062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55233085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16924576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1829128,0.0,0.9462478,1.5732799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5574911,0.0,0.6822881
MCL1,0.0,1.0957279,0.4819636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H3-3B,1.049522,1.5258646,1.3519287,0.57601005,1.0596867,1.3035475,0.0,1.2585816,0.49127412,0.8762834,1.2389002,0.3601695,0.0,0.0,0.0,0.0,1.439315,0.6561738,1.3765163,1.5068827,0.0,0.0,0.0,0.0,0.55010396,0.0,1.0779486
PBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5341197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19916618,0.5208934,0.0,0.0,0.0
RBM20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1910572,1.3882117,0.0,0.0,0.0
TMEM178B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49468827,0.67538387,0.0,0.0,0.0
ATRX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24332938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMO2,0.0,0.3870415,0.39787066,0.0,0.0,0.17351349,0.0,0.0,0.0,0.0,0.48299336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5532109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943884,0.0,0.65212226,0.61602527,0.0,0.0,0.0
PYCARD,0.0,0.3940591,0.3675019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831632,0.91537285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5134254,0.29012752,0.40318114,0.0,0.52388585,0.0
HP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1600804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC5,0.0,0.6695124,0.5750543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CERS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4896106,0.5475029,0.0,0.0,0.0
STX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9403807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD69,0.0,0.0,0.0,0.0,0.810737,0.96690154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0609461,0.0,0.0,1.0107085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72835165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28624305,0.33476007,0.0,0.0,0.0
GRB2,0.0,0.0,0.272956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18428223,0.0,0.0,0.0
RPS16,1.0408762,1.3018875,1.2810171,0.0,1.195758,1.8818045,0.0,0.6594593,0.0,0.0,0.9368977,0.0,0.0,0.0,0.0,0.0,0.8520907,0.37123284,0.76625025,1.076319,0.0,0.0,0.0,0.0,0.0,0.0,0.89109534
CTSS,0.0,1.3335735,1.2604969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88274384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCHSD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32775146,0.34840682,0.0,0.0,0.0
DDX5,0.8454547,0.69391376,0.7648336,0.76217896,0.95503014,0.8623757,0.92090964,0.91975033,0.6485633,0.94346744,0.95319295,0.9221894,0.995911,0.9181323,0.5833594,0.0,0.9031713,0.50467575,0.67829907,0.8950094,0.512533,0.8544593,0.5152892,0.4820845,0.9048204,0.75104594,0.98112845
HSP90AB1,0.3277791,0.39778817,0.6473427,0.0,0.38355082,0.8298912,0.0,0.48142022,0.0,0.0,0.47854316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6887106,0.0,0.0,0.0,0.0,0.0,0.0,0.4907681
