filename,s3_path
cluster_stats.log,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/cluster_stats.log
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_2D_projection.html,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_2D_projection.html
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_2D_projection.svg,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_2D_projection.svg
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_X_umap_dataset_summary.csv,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_X_umap_dataset_summary.csv
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_adata_filtered.h5ad,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_adata_filtered.h5ad
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_annotation.json,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_annotation.json
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores.csv,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores.csv
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores.pkl,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores.pkl
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores_symbols.csv,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores_symbols.csv
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores_symbols.pkl,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_binary_scores_symbols.pkl
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_f_score.html,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_f_score.html
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_onTarget.html,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_onTarget.html
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_precision.html,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_precision.html
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_recall.html,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_boxplot_recall.html
heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_cluster_cid_mapping.csv,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/69f8cb4dd3d80718c05efea1/results/heart_plus_pericardium_Eraslan_Science_2022_Broad_cell_type_X_umap_f44b0f_cluster_cid_mapping.csv
