,PP,alpha_MHC II,alpha_immature,alpha_mature,alpha_stress II,beta_MHC/autoantigen,beta_immature,beta_mature,beta_mtDNA deficient,beta_stress I,beta_stress II,delta
ENSG00000120053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6380937,0.0
ENSG00000196072,0.0,0.0,0.7411561,0.7010084,0.93464947,0.0,1.1537871,0.8482253,1.0924995,0.97434694,1.1185867,0.74227387
ENSG00000099194,0.9389117,0.0,0.0,0.5226698,0.0,1.1906116,0.7395293,1.0080099,0.0,0.0,0.0,0.0
ENSG00000166136,1.917943,1.6409167,1.749647,1.9286653,1.5349267,1.836763,1.3380123,1.7248055,2.207162,1.8143026,1.156639,1.858781
ENSG00000055950,0.56200844,0.0,0.7595904,0.79805696,0.7367589,0.0,0.8501829,0.81257117,0.0,0.0,0.8575273,0.7813889
ENSG00000107833,0.0,0.0,0.6709282,0.62274796,0.0,0.0,0.0,0.3347828,0.0,0.0,0.0,0.0
ENSG00000107872,0.8102434,0.0,0.75882536,0.84086585,0.7013164,0.0,0.8261513,0.8310489,0.0,1.0479746,0.8158947,0.84830004
ENSG00000107874,0.0,0.0,0.6661999,0.7178219,0.0,0.0,0.63194495,0.6750359,0.0,0.0,0.0,0.6757065
ENSG00000138107,0.0,0.0,0.6914113,0.5332554,0.6894897,0.0,0.0,0.0,0.0,0.0,0.0,0.4733213
ENSG00000138175,1.1447273,0.0,1.0959272,1.2955446,0.9987308,0.0,0.8665259,1.1258736,1.3316023,1.1037718,0.7218584,1.231444
ENSG00000166275,0.0,0.0,0.0,0.6533635,0.0,0.0,0.5175138,0.6820609,0.0,0.0,0.68238944,0.6247112
ENSG00000148798,0.0,0.0,0.0,0.0,0.0,0.0,0.45259598,0.58643556,0.0,0.0,0.0,0.0
ENSG00000173915,1.737722,1.1745645,2.0800912,2.072833,2.0930412,1.4011312,1.9002384,1.8983399,2.3479884,2.1214817,2.1175826,1.9326918
ENSG00000107954,0.8616645,0.0,0.0,0.5420299,0.0,0.0,0.0,0.56050074,0.0,0.0,0.0,0.0
ENSG00000148834,1.5828173,0.0,0.88955957,1.1437701,0.6503671,1.2130425,1.1590172,1.1902744,1.7348454,1.227337,0.8248038,1.1979333
ENSG00000065621,0.0,0.0,0.0,0.383898,0.0,0.0,0.0,0.46595585,0.0,0.0,0.0,0.0
ENSG00000108055,0.0,0.0,0.7495626,0.7004888,0.7203572,0.0,0.6526858,0.4802939,0.0,0.0,0.51924694,0.6645159
ENSG00000150593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67160577,0.0
ENSG00000214413,0.0,0.0,0.5840918,0.673185,0.0,0.0,0.66746104,0.6437028,0.0,0.0,0.8781088,0.6811378
ENSG00000165813,0.0,0.0,0.0,0.0,0.61290306,0.0,0.3425124,0.4831303,0.0,0.0,0.80875546,0.35869458
ENSG00000099204,0.0,0.0,0.0,0.48283613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165650,0.0,0.0,0.37095687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165669,0.0,0.0,0.7830865,0.70920265,0.7502134,0.0,0.59101576,0.57487136,0.0,0.0,0.45478445,0.67112947
ENSG00000151893,0.0,0.0,0.0,0.0,0.0,0.0,0.5963717,0.0,0.0,0.0,0.71517694,0.0
ENSG00000107581,0.0,0.0,0.8271903,0.7145903,0.86097014,0.0,0.73428017,0.68166363,0.0,0.0,0.9980293,0.71247303
ENSG00000165672,0.6830912,0.0,0.880786,1.022319,0.8524147,0.0,0.7850906,0.9842933,1.2699438,0.0,0.60446,0.94662726
ENSG00000151923,0.0,0.0,0.0,0.0,0.0,0.0,0.5190256,0.0,0.0,0.0,0.37881544,0.0
ENSG00000107679,0.0,0.0,0.9073478,0.8243904,0.85119003,0.0,0.7464447,0.59792525,0.0,0.0,0.5568637,0.6687304
ENSG00000154473,0.0,0.0,0.0,0.0,0.0,0.0,0.62462044,0.0,0.0,0.0,0.806692,0.58852476
ENSG00000188690,0.0,0.0,0.0,0.6595863,0.0,0.0,0.0,0.6141821,0.0,0.0,0.0,0.64894164
ENSG00000108010,0.0,0.0,0.9637609,0.59529096,0.928429,0.0,0.81871456,0.45024717,0.0,0.0,0.5471566,0.6677378
ENSG00000176171,0.0,0.0,0.28824466,0.0,0.0,0.0,0.49045706,0.0,0.0,0.0,0.0,0.0
ENSG00000198546,0.45180503,0.0,0.0,0.0,0.0,0.0,0.5370019,0.39136326,0.0,0.0,0.0,0.6283882
ENSG00000130643,1.2240319,0.0,0.0,0.65075153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9120099
ENSG00000127884,0.891874,0.0,0.8160849,0.9787858,0.82459956,0.0,0.6800245,0.88682806,0.9194282,1.0822887,0.662969,0.9746059
ENSG00000185627,0.610257,0.0,0.8757548,0.71981215,0.8895379,0.0,0.69185424,0.42723978,0.0,0.0,0.8811396,0.7681048
ENSG00000184363,0.0,0.0,0.6017942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000023191,0.85893154,0.0,1.2437979,1.07876,1.2505533,0.0,0.9182875,0.89529604,0.8840398,0.0,1.0366478,1.0119228
ENSG00000174775,0.88487345,0.0,1.2124512,1.0149312,0.9790524,0.0,0.87095076,0.9158109,0.0,0.0,0.27088022,0.85416955
ENSG00000099849,0.0,0.0,0.62299156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50842535,0.0,0.0,0.0,0.6575025
ENSG00000177156,1.3194532,0.0,1.2863977,1.2599028,1.214394,1.1675804,1.0198541,1.0519879,1.5135171,0.85897046,0.58902514,1.1986841
ENSG00000177600,3.6336803,2.4464092,3.6677973,3.7337644,3.4511395,2.6507385,3.4317756,3.540776,3.9452152,4.1901712,3.6773064,3.5472968
ENSG00000177666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459529,0.0
ENSG00000177697,1.2638829,2.2531772,1.5690413,1.450815,1.3354442,1.8602794,0.6365368,1.0489647,0.0,1.1481974,0.0,1.2534823
ENSG00000177700,2.032398,1.1114714,2.0225365,2.0947206,1.8260353,1.3555292,1.5174097,1.9480864,2.2668698,1.6570555,1.0959388,1.9242606
ENSG00000177830,0.0,1.4262738,0.71148616,0.82891226,0.69611496,0.46054336,0.0,0.5716709,0.0,0.7377227,0.0,0.573394
ENSG00000078902,0.9015683,0.0,0.8082798,0.8281382,0.9028985,0.0,0.61587065,0.81171346,0.0,0.0,0.0,0.7778632
ENSG00000117984,0.8632882,1.4645538,0.0,0.68596256,0.70756125,1.7508246,0.80430245,0.8978092,0.0,1.2102528,0.8064265,0.73536754
ENSG00000214026,1.338066,1.140835,1.0978726,1.2488471,0.77128077,0.8066653,0.83193135,1.1548157,1.4325418,1.2865106,0.9540023,1.3938737
ENSG00000167244,0.0,0.0,0.0,0.0,0.0,0.0,0.6326974,1.0509511,0.0,0.0,0.0,0.0
ENSG00000254647,5.5506887,5.4571104,4.9437723,5.0235496,5.0180783,9.304416,8.755592,8.40281,8.848622,9.68665,8.619753,5.1839747
ENSG00000110651,0.9451274,1.0425746,0.0,0.5747956,0.0,0.0,0.0,0.62852573,0.0,1.035698,0.0,0.6135044
ENSG00000184281,0.58196384,0.0,0.7181754,0.49650568,0.74832326,0.0,0.8014829,0.6909638,0.0,0.0,0.7483576,0.65615666
ENSG00000269821,0.81078523,0.9708291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94688314,0.0,0.0,0.0,0.0
ENSG00000205531,0.0,0.0,0.0,0.0,0.36304724,0.0,0.5585583,0.37673426,0.0,0.0,0.5006318,0.0
ENSG00000177105,0.0,0.0,0.7408404,0.0,0.8289459,0.0,0.5696058,0.0,0.0,0.0,0.43676656,0.0
ENSG00000166311,0.79186016,1.4868883,0.9874536,0.86057824,0.9104903,1.5183659,0.65793586,0.77036947,0.0,0.8065505,0.55471313,0.8761537
ENSG00000166313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7433497,0.0,0.0
ENSG00000132254,0.0,0.0,0.6279052,0.6404993,0.7004483,0.0,0.55203176,0.5437675,0.0,0.0,0.7784739,0.58066607
ENSG00000166333,0.0,0.0,0.6407447,0.0,0.6517266,0.0,0.42892545,0.0,0.0,0.0,0.0,0.5804059
ENSG00000166337,0.67003185,0.0,0.7305967,0.7413826,0.0,0.0,0.0,0.50852275,0.0,0.0,0.0,0.74402356
ENSG00000166340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35696012,0.0,0.0,0.0,0.0
ENSG00000158042,0.0,0.0,0.6487928,0.7014406,0.6502245,0.0,0.6768651,0.70293486,0.0,0.0,0.0,0.6821198
ENSG00000175390,1.1862272,0.0,1.008785,1.146303,0.98421854,0.0,1.1345311,1.1803949,1.4020832,1.7257997,1.434454,1.0757546
ENSG00000166405,1.0272279,1.14979,0.0,0.6699451,0.0,1.1745392,0.8596731,0.85491335,0.0,0.0,0.85092646,0.7279956
ENSG00000166407,0.0,0.0,0.0,0.6280239,0.0,0.0,0.0,0.877196,0.0,0.0,0.0,0.66660273
ENSG00000166441,3.5529475,2.254209,3.5660129,3.638197,3.2976654,2.7013702,3.5934656,3.6644819,4.0300035,4.287171,3.7766404,3.5882993
ENSG00000175348,0.0,0.0,0.789123,0.72253823,0.8982848,1.4398339,0.9347205,0.8572608,0.0,0.771549,0.6273326,0.723732
ENSG00000166471,0.0,0.0,0.0,0.0,0.0,0.0,0.36280456,0.0,0.0,0.0,0.80704623,0.0
ENSG00000148926,0.0,0.0,0.0,0.0,0.0,0.0,0.63503724,0.0,0.0,0.44476354,0.0,0.0
ENSG00000110321,1.5184793,1.1739554,1.5793973,1.4395936,1.4563204,1.2601807,1.4692804,1.4371591,0.0,1.347116,1.405826,1.3942428
ENSG00000133818,0.0,0.0,1.033695,0.0,0.94110924,0.0,0.3990268,0.0,0.0,0.0,0.6755002,0.0
ENSG00000129083,0.0,0.0,0.5529652,0.0,0.63704515,0.0,0.0,0.3444306,0.0,0.0,0.45938718,0.43462965
ENSG00000129084,1.0051717,1.0610468,1.5386033,1.454807,1.4187207,1.364735,1.523459,1.4295436,1.7644485,1.3272479,1.3760915,1.4971677
ENSG00000152270,0.0,0.69124985,0.0,0.43365803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110696,1.3882062,1.1109021,1.4882894,1.5207975,1.6527324,1.1325071,1.7532231,1.500086,1.7023985,1.7742908,1.9413265,1.4582865
ENSG00000110700,2.9892352,1.911942,3.1393628,3.2562637,3.0858638,2.557071,3.4790123,3.4435976,3.999598,4.180798,3.786291,3.179277
ENSG00000070081,0.92972934,1.6565287,0.95172656,1.0415549,0.9286542,2.3916597,1.4183762,1.4108677,1.3910711,2.06411,2.0941763,1.1683255
ENSG00000006071,0.8341488,0.33464006,0.0,0.0,0.0,1.999707,0.39730483,1.5374299,0.0,1.2736127,0.0,0.74146694
ENSG00000006611,0.6045749,0.0,0.0,0.5633417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39145923,0.0,0.0,0.0,0.0
ENSG00000134333,0.0,1.624732,1.7459933,1.7825404,1.3846196,0.0,0.0,0.0,0.0,0.0,0.0,1.4010543
ENSG00000074319,0.0,0.0,0.8526856,0.82610315,0.86475426,0.0,0.6530553,0.43456608,0.0,0.0,0.0,0.6633838
ENSG00000109854,0.0,0.0,0.9290597,0.86041504,0.94218886,1.0234898,0.9916932,0.7463965,0.0,0.0,0.8538834,0.715296
ENSG00000183161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6712864
ENSG00000198168,1.5719192,0.0,0.9366392,1.0844995,0.78454214,1.0457042,1.3068378,1.4526813,1.6467321,1.7449604,0.96457523,1.5615083
ENSG00000148950,0.0,0.0,0.0,0.6381657,0.32954636,0.0,0.0,0.6530424,0.0,0.0,0.0,0.51414657
ENSG00000007372,1.900672,1.012282,0.7799419,1.3898555,0.78283453,0.8610629,1.0565068,1.4927753,0.0,0.7750149,0.4002505,0.73488754
ENSG00000049449,0.7877781,1.4145236,0.9595257,0.94722337,1.1006757,1.1515342,0.6265051,0.5683668,0.0,0.5527976,0.8681358,0.69975954
ENSG00000149100,0.0,0.0,0.57599986,0.48765633,0.6601086,0.0,0.6968738,0.6633059,0.54243845,0.37873405,0.9376032,0.65947574
ENSG00000176102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57122606
ENSG00000085063,1.8141774,2.6578786,2.1676862,1.7998861,1.6989144,2.3845656,1.3980817,1.5425314,1.4077687,1.2236784,0.60058,1.8939828
ENSG00000149089,0.0,0.0,0.61605984,0.5667539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43177697
ENSG00000166326,0.0,0.0,0.0,0.0,0.0,0.0,0.4223538,0.36546466,0.0,0.0,0.0,0.0
ENSG00000110442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43799734,0.0,0.0,0.0,0.0
ENSG00000149084,0.0,0.0,0.69620234,0.6608549,0.7637672,0.8677543,0.5656752,0.7174648,0.0,0.5770147,0.53762597,0.5809761
ENSG00000085117,0.0,1.1776264,0.0,0.7499726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000019505,0.0,0.0,0.0,0.0,0.0,0.7429003,0.0,0.79654133,0.0,0.0,0.0,0.54393244
ENSG00000121680,0.0,0.0,0.5374964,0.0,0.6431888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110492,0.8503201,1.6525769,1.0755906,1.2942846,1.1763575,0.0,0.39034843,0.5814859,0.0,0.0,0.0,1.6165689
ENSG00000149182,0.0,0.0,0.0,0.0,0.53459036,0.0,0.42645058,0.0,0.0,0.0,0.0,0.0
ENSG00000134575,0.0,0.95804167,0.4297426,0.49684435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165916,0.8872129,0.0,1.2932869,1.1469474,1.2498711,0.71318954,0.9996941,1.0555944,1.2763991,0.7447259,0.8081886,1.2934158
ENSG00000149187,0.0,0.0,0.54810625,0.33021402,0.6599848,0.0,0.6056525,0.45575327,0.0,0.0,0.0,0.0
ENSG00000213619,0.8109763,0.0,0.7763325,0.818699,0.79679364,0.0,0.6863325,0.69390935,1.0645413,0.5936372,0.71012735,0.8294722
ENSG00000110536,0.0,0.0,0.0,0.0,0.0,0.0,0.54905,0.41554466,0.0,0.0,0.0,0.0
ENSG00000172247,0.494597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109919,0.39209807,0.0,0.99405444,0.92485005,0.9901624,0.8929044,0.7574985,0.74594563,0.0,0.0,0.0,0.84516937
ENSG00000109920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40144297,0.0
ENSG00000149136,0.0,0.0,0.46719113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134809,0.0,0.0,0.7875033,0.6997335,0.7065488,0.0,0.5202051,0.5408733,0.0,0.0,0.32765448,0.0
ENSG00000156603,0.0,0.0,0.0,0.0,0.0,0.0,0.41374233,0.0,0.0,0.0,0.59511226,0.0
ENSG00000213593,0.0,0.0,0.7158973,0.5672291,0.9086879,1.315706,0.5903404,0.5912564,0.0,0.0,0.67714316,0.6139915
ENSG00000211450,1.662836,0.0,1.3463904,1.5247105,1.1203446,0.56441724,1.2590766,1.6451037,1.8425016,1.0979828,1.0705382,1.5838988
ENSG00000166900,0.0,0.0,0.0,0.0,0.0,0.0,0.513225,0.0,0.0,1.2429029,0.89890224,0.0
ENSG00000110107,0.0,0.0,0.0,0.0,0.0,0.0,0.5532535,0.0,0.0,0.0,0.4005393,0.0
ENSG00000110108,0.0,0.0,0.0,0.0,0.0,1.2216879,0.6121438,0.6781937,0.0,0.43451378,0.0,0.0
ENSG00000167986,0.6724263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167985,0.0,0.0,0.5978903,0.52257675,0.7358959,0.0,0.8094168,0.62195593,0.0,0.0,0.8703673,0.5378274
ENSG00000011347,0.0,0.0,0.0,0.59915173,0.0,0.9296901,0.0,1.1673002,0.0,0.0,0.0,0.51520765
ENSG00000134825,1.7101877,1.6501139,1.7309841,1.9114876,1.6917917,1.6017876,1.6699355,1.6781683,2.1286144,1.9188486,1.8769314,1.8969549
ENSG00000149485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42801178,0.0,0.0,0.0,0.0
ENSG00000167996,4.123654,3.0008454,4.103134,4.2768083,4.3826623,4.132739,4.733224,4.7471714,5.376215,4.3707533,4.5538044,4.0749755
ENSG00000124939,1.4666814,1.5900313,0.6381834,0.80987215,0.8309052,1.5455269,0.8144311,0.8627804,1.1439078,1.7123582,0.34302878,0.0
ENSG00000149541,0.7761371,0.0,0.6698332,0.6940249,0.0,0.7775975,0.0,0.6337692,0.0,0.5945476,0.0,0.7266678
ENSG00000089597,0.0,1.0476768,0.0,0.46513742,0.0,0.0,0.0,0.29352084,0.0,0.0,0.0,0.0
ENSG00000162194,0.754016,0.0,1.0686452,1.0465653,0.8677642,0.0,0.7954631,0.8188309,0.7916697,0.0,0.0,0.8211451
ENSG00000204922,0.0,0.0,0.6983575,0.6253473,0.7104275,0.0,0.6282972,0.6466101,0.0,0.0,0.0,0.35808012
ENSG00000162191,1.0176911,0.0,1.0422782,1.017298,1.0742071,0.0,1.2343403,1.031029,1.1379799,1.4280108,1.5556991,1.0400159
ENSG00000168002,0.0,0.0,0.67922676,0.53714925,0.7103553,0.0,0.49114028,0.41139048,0.0,0.0,0.0,0.48447245
ENSG00000185475,0.0,1.290859,0.88234586,0.93092626,0.8650085,1.2928127,0.68623734,0.68521076,0.0,0.0,0.0,0.75220525
ENSG00000162236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7334122,0.0
ENSG00000168003,0.0,2.2979417,0.8285791,0.9598505,1.4290595,2.0268905,1.156476,0.86480486,0.0,1.9509486,2.2395132,1.120452
ENSG00000176485,0.69672024,0.0,0.8858124,1.040514,0.9449912,0.0,0.93470967,0.9358926,1.16858,0.868858,0.6324239,0.9865193
ENSG00000133318,0.7864934,1.4252043,0.90718186,0.86717045,1.0315353,1.6084278,0.6796356,0.8383153,0.0,0.5050412,0.7087633,0.8568627
ENSG00000176340,2.5581472,1.8944759,2.5978322,2.7628877,2.415992,1.7089081,2.164883,2.3987696,2.7441478,2.4207585,2.194589,2.5907156
ENSG00000167770,0.68103474,0.0,0.7519987,0.75869614,0.761677,0.0,0.50610197,0.5319237,0.0,0.0,0.0,0.6616901
ENSG00000168439,0.0,0.0,0.68350095,0.6625702,0.5731551,0.0,0.2805194,0.0,0.0,0.0,0.0,0.548178
ENSG00000149743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36938357,0.0,0.0,0.0,0.0
ENSG00000149761,0.0,0.0,0.66212463,0.656665,0.0,0.0,0.5668168,0.59158057,0.0,0.0,0.44748592,0.6443278
ENSG00000110011,0.0,0.0,0.0,0.6523545,0.0,0.0,0.47000605,0.6788641,0.0,0.92729926,0.6160032,0.57478
ENSG00000173486,2.501638,3.296348,2.4306731,2.554217,2.2569892,3.0069466,2.1422017,2.5109656,2.7414894,1.6034958,2.4103239,2.6956196
ENSG00000173457,0.5847092,0.0,1.1651933,0.84763944,0.840615,0.0,0.8814459,0.8136086,0.0,0.0,0.6518779,1.2927088
ENSG00000002330,0.0,0.0,0.72910243,0.79571694,0.74300426,0.0,0.7227945,0.70162433,0.0,0.0,0.68189925,0.66889215
ENSG00000173113,1.6201571,1.5292329,1.9098941,1.9834054,1.946691,1.5000511,1.9592813,1.7767725,2.0953288,1.8200624,2.4710014,1.8727859
ENSG00000126432,2.0715494,2.0455148,2.542042,2.6267161,2.47596,2.1559832,2.0188823,2.3575013,2.7049623,2.4272962,1.9083195,2.4265363
ENSG00000168066,0.9359644,1.1073654,0.81917584,0.7865524,0.9028708,0.0,0.88131624,0.71929455,0.0,0.671589,1.1649369,0.821587
ENSG00000213465,1.3416059,0.0,1.3289953,1.5906857,1.2476615,0.0,0.92477614,1.3037645,1.4737097,1.5059646,0.74319124,1.2023324
ENSG00000162300,0.0,0.0,0.0,0.0,0.61398345,0.0,0.4686375,0.43363127,0.0,0.0,0.7352263,0.0
ENSG00000149823,0.6427823,0.0,0.0,0.5997567,0.0,0.0,0.6647921,0.7621638,0.0,0.9078464,0.5991386,0.67879164
ENSG00000149806,2.9973755,2.2640011,3.209468,3.1982033,3.2135324,2.5786183,3.250333,3.2177935,3.6256459,3.8377526,3.7550964,3.1459038
ENSG00000162298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891404,0.0
ENSG00000149792,0.0,0.0,0.0,0.0,0.0,0.0,0.57013124,0.0,0.0,0.0,0.6882644,0.0
ENSG00000014216,0.0,0.0,0.67150944,0.52890235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000245532,1.5277046,2.2595973,1.4915205,1.6384008,2.0610485,1.7331301,1.693071,1.1528367,0.0,0.56490624,1.2456645,0.9895139
ENSG00000251562,7.694467,8.139536,6.968677,6.946554,7.1663876,8.133837,7.1665196,7.13109,3.5320148,6.7339964,6.7027264,6.7838607
ENSG00000142186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6769421,0.0
ENSG00000173465,0.40230387,0.0,0.7205859,0.60038054,0.8117994,0.0,0.64047647,0.59641814,0.0,0.0,0.57172316,0.5751966
ENSG00000172977,0.0,0.0,0.0,0.0,0.0,0.0,0.44864655,0.0,0.0,0.0,0.0,0.0
ENSG00000172922,1.147837,0.0,0.60537314,0.9448996,0.0,0.0,0.54057527,0.9704319,1.1534884,0.99337476,0.0,0.90453166
ENSG00000172757,2.5145454,2.1836553,3.2313867,3.033525,3.1427004,2.05374,2.292312,2.4398124,2.6675084,1.9762372,1.8263651,2.8203487
ENSG00000172500,0.88153476,0.0,0.8819386,1.0092819,0.8161086,0.0,0.49868435,0.7349626,0.0,0.45770907,0.0,0.9197315
ENSG00000175602,0.0,0.0,0.0,0.0,0.0,0.0,0.6477514,0.7882448,0.0,0.0,0.0,0.48874298
ENSG00000175550,1.3325455,0.0,1.4171829,1.3732581,1.3697388,0.0,0.9224196,1.1818832,1.3225653,0.92811847,0.7248297,1.3757359
ENSG00000175334,1.3027277,0.0,1.3221581,1.3855052,1.2605517,0.0,1.2208325,1.2587339,1.4652512,0.45680416,0.94360393,1.1807171
ENSG00000087365,1.1331446,0.0,1.1418093,1.0595981,1.2551923,0.0,1.0510507,0.93452877,0.0,1.0572157,1.0919496,1.0665954
ENSG00000174903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47753578,0.0,0.0,0.0,0.0
ENSG00000174851,1.364912,2.0007563,1.660189,1.5700524,1.9283626,2.0165954,1.3073943,1.392452,1.4455479,0.0,0.706327,1.375713
ENSG00000174744,0.0,0.0,0.7969409,0.70844215,0.78796536,0.0,0.87174916,0.6545388,0.0,0.0,0.9402734,0.6923022
ENSG00000174547,0.0,0.0,0.62834543,0.6905499,0.44505465,0.0,0.36088708,0.5799448,0.0,0.0,0.0,0.5921561
ENSG00000173992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36237118,0.0,0.0,0.0,0.0
ENSG00000239306,0.0,0.0,0.0,0.0,0.0,0.0,0.4421902,0.0,0.0,0.0,0.0,0.0
ENSG00000175482,0.9372012,0.0,0.66776437,0.60811555,0.0,0.0,0.7399013,0.74851316,0.0,0.0,0.7435879,0.8179973
ENSG00000172531,0.7818484,0.0,1.0895829,0.9313182,1.0741748,0.0,0.81823397,0.65496266,0.0,0.0,0.6293753,0.8549351
ENSG00000175634,0.0,0.0,0.59643793,0.0,0.5571564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172725,0.0,0.0,0.6527369,0.6061182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5143073
ENSG00000172663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41917074
ENSG00000110711,0.5160423,0.0,0.0,0.0,0.0,0.0,0.607398,0.53949076,0.0,0.0,0.0,0.34492317
ENSG00000167797,0.0,0.0,0.7028429,0.5462489,0.67225325,0.0,0.78962237,0.68273157,0.0,0.0,2.0356488,0.70716107
ENSG00000084207,1.6478143,0.0,1.5122044,1.5924281,1.2440917,0.0,0.5933017,0.8165098,0.0,0.76154464,0.0,1.9220067
ENSG00000167792,0.6491412,0.0,0.52387494,0.511922,0.0,0.0,0.0,0.58912694,0.0,0.7344808,0.0,0.5110108
ENSG00000110717,1.3656964,1.5569937,1.1982094,1.4648627,1.1643188,1.6521168,1.0269108,1.324439,1.5633638,0.3907824,0.65620023,1.40378
ENSG00000197345,0.57150674,0.0,0.90675277,0.8833124,1.0328561,0.0,0.7883763,0.7215024,0.0,0.0,0.84215134,0.81422013
ENSG00000085733,0.0,0.0,0.6855861,0.40914753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149357,1.5260316,0.0,1.7607898,1.7455906,1.8540217,1.4083186,1.7529899,1.7333169,1.8888848,1.6077654,1.6504624,1.7377672
ENSG00000110200,0.0,0.0,0.0,0.569446,0.0,0.0,0.0,0.42594737,0.0,0.0,0.0,0.5651885
ENSG00000214530,1.0528256,0.0,0.7694056,0.8419645,0.0,0.0,0.8399418,0.99175286,0.0,0.0,0.7345204,1.1730928
ENSG00000175582,0.0,0.0,0.560076,0.0,0.61079276,0.0,0.64317864,0.6111345,0.0,0.0,0.766998,0.0
ENSG00000181924,0.91218835,0.0,1.2430657,1.1958765,1.0527719,0.0,0.80304587,0.9426742,1.1544136,0.0,0.5399818,0.9881672
ENSG00000118363,1.2396936,1.8596802,1.553548,1.4566104,1.7035813,2.7183802,1.7141367,1.6989096,1.7907186,1.5311843,2.0427787,1.6219755
ENSG00000149273,3.5434587,2.453393,3.5687,3.6973228,3.428881,3.0917742,3.9095228,3.9920223,4.350624,4.5939283,4.0614705,3.7515657
ENSG00000074201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4463063,0.0,0.0,0.0,0.0
ENSG00000048649,0.5567335,0.0,0.0,0.6694726,0.53331727,0.0,0.61349976,0.6303757,0.0,0.0,0.0,0.6883511
ENSG00000151366,1.5806143,2.3641348,1.6362644,1.8381577,1.4937023,2.5680819,1.5845114,1.7772031,1.828682,1.8616875,1.3539732,1.9016837
ENSG00000246067,0.0,0.0,0.0,0.52431506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137500,0.0,0.0,0.6078856,0.0,0.55804527,0.0,0.8039621,0.659093,0.0,0.0,0.9258523,0.6723861
ENSG00000171204,0.0,0.0,0.78939724,0.7276198,0.76301116,0.0,0.80916035,0.79280907,1.1549242,0.0,0.0,0.71502894
ENSG00000171202,0.0,0.0,0.73723924,0.69543356,0.0,0.75876933,0.6007053,0.7621437,0.8238691,0.0,0.0,0.74711597
ENSG00000149196,0.0,0.0,0.37851992,0.470643,0.0,0.0,0.46883896,0.6624157,0.5776545,0.0,0.0,0.6844235
ENSG00000150687,0.70197016,0.0,0.0,0.0,0.0,2.3905663,1.819112,1.4145826,0.7755068,0.0,0.67262274,1.3359807
