,Differentiated keratinocytes I,Differentiated keratinocytes II,Endothelial cells,Fibroblasts I,Fibroblasts II,Immune,Melanocytes/melanocyte-like,Pericytes,Terminally differentiated keratinocytes,Undifferentiated keratinocytes I,Undifferentiated keratinocytes II
SFN,0.6068538725376129,0.6423872888088227,0.0,0.0,0.0,0.0,0.0,0.0,0.6118125259876251,0.6197288453578949,0.6
NUDC,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9484152376651764
TENT5B,0.7409971714019775,0.7298919498920441,0.0,0.0,0.0,0.0,0.0,0.0,0.772448581457138,0.0,0.7
SYTL1,0.8474828600883484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8362350463867188,0.0,0.8
WASF2,0.7019067943096161,0.0,0.738055419921875,0.0,0.0,0.0,0.0,0.0,0.7177788734436035,0.0,0.7
DNAJC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ATP5IF1,0.6800049304962158,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6127554833889007,0.600950962305069,0.6617370128631592
PHACTR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SNHG12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9209040880203248,0.9
LAPTM5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PUM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TINAGL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PTP4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KHDRBS1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516833424568176
EIF3I,0.6465815305709839,0.6354491770267486,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6552577018737793,0.6554388165473938
TMEM54,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9322647392749787,0.0,0.0
GJB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SFPQ,0.6,0.6411116480827331,0.0,0.0,0.0,0.0,0.0,0.0,0.624186897277832,0.6042964041233063,0.6297919929027558
PSMB2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925953847169876
TRAPPC3,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281838119029999
MAP7D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MRPS15,0.9490046083927155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
ZC3H12A,0.0,0.7119818747043609,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8200519263744355,0.733212673664093
POU3F1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.30848847031593324,0.2505605697631836,0.2,0.2038326919078827,0.2633638858795166,0.0,0.0,0.44000483751297,0.24361824989318848,0.2869707107543945,0.3548311531543732
MACF1,0.8706687927246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228736817836761,0.0,0.8
MFSD2A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAP1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9240595102310181,0.0,0.0
PPCS,0.9255807876586915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
YBX1,0.18981178998947143,0.19382832050323487,0.20969090461730958,0.11612314581871033,0.16590262055397034,0.1285169780254364,0.0,0.23028039336204528,0.1,0.24959946274757386,0.293409126996994
SLC2A1,0.8181250512599945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9284940123558044,0.8
ELOVL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PTPRF,0.8549416601657868,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8175576686859131,0.0,0.0
ATP6V0B,0.6353965640068054,0.6060244560241699,0.0,0.0,0.0,0.0,0.0,0.0,0.7248040974140167,0.6,0.6216778814792633
RPS8,0.14694811701774596,0.16569518446922302,0.05837191343307495,0.02033041715621948,0.013970357179641724,0.025292623043060302,0.0,0.08139333724975586,0.07519078254699707,0.13155695796012878,0.1484350323677063
PRDX1,0.05143340826034546,0.0007356882095336914,0.025484412908554077,0.010862696170806884,0.027425068616867065,0.0,0.025466996431350707,0.05131446719169617,0.01197502613067627,0.05331242084503174,0.08782013058662415
NASP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
GPBP1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UQCRH,0.45483514070510866,0.4475337386131287,0.4,0.0,0.0,0.0,0.0,0.4375895619392395,0.42431375980377195,0.46664066314697267,0.506438022851944
PDZK1IP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CMPK1,0.8037430226802826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8402003705501556,0.0,0.8
RNF11,0.8042682588100434,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8213733553886413,0.0,0.0
BTF3L4,0.8068856418132782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8072918474674224,0.0,0.8
SCP2,0.7634560108184815,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7808687627315521,0.0,0.7196097135543823
MAGOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TMEM59,0.1317221701145172,0.1,0.21314846277236937,0.3026913464069366,0.4143259108066559,0.0,0.31378819346427916,0.21679845452308655,0.11701504588127136,0.1332780420780182,0.1122738242149353
DHCR24,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9586001932621002,0.0,0.0
PLPP3,0.0,0.0,0.0,0.9,0.9182724773883819,0.0,0.0,0.0,0.0,0.0,0.0
TACSTD2,0.6,0.6420608043670655,0.0,0.0,0.0,0.0,0.0,0.0,0.6989423632621765,0.627795422077179,0.6014405786991119
JUN,0.22381789684295655,0.04574801325798035,0.0057324647903442385,0.04412655234336853,0.032712030410766604,0.0,0.07118776440620422,0.036033529043197635,0.2096002221107483,0.3290229499340057,0.17621680498123168
JAK1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9529268860816955,0.0,0.0
LEPROT,0.0,0.0,0.8778571903705596,0.8,0.8387030184268951,0.0,0.0,0.0,0.0,0.0,0.0
SERBP1,0.5382327556610107,0.5465283751487732,0.5,0.0,0.0,0.0,0.0,0.0,0.5271559894084931,0.5175473749637604,0.5356701016426086
GADD45A,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8190411031246185,0.8076311707496643
GNG12,0.734871506690979,0.7164105474948883,0.0,0.0,0.0,0.0,0.0,0.0,0.8283784508705139,0.0,0.7
SRSF11,0.5412090480327606,0.5248310565948486,0.580147099494934,0.0,0.0,0.0,0.0,0.0,0.5,0.5556698739528656,0.53857781291008
ADGRL4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5,0.5168700277805328,0.5214611291885376,0.5549212515354156,0.0,0.0,0.0,0.0,0.0,0.5,0.5629082679748535,0.5606373071670532
CCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CLCA2,0.8178650081157685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8699682176113128,0.0,0.8
SH3GLB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOF,0.9,0.0,0.0,0.0,0.9410558223724366,0.0,0.0,0.0,0.0,0.0,0.0
LMO4,0.7802572846412659,0.710250735282898,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.735460352897644
RPL5,0.07974753975868225,0.0981061577796936,0.07880382537841797,0.03203027844429016,0.022823214530944824,0.044874900579452516,0.0,0.10529596209526063,0.005321705341339111,0.1150057315826416,0.09504262804985046
ARHGAP29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN3,0.0,0.0,0.8,0.0,0.8171148478984833,0.0,0.8320855975151062,0.0,0.0,0.0,0.0
PALMD,0.8510222911834717,0.0,0.9234132945537568,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
PRPF38B,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9289515137672424
SARS1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259180128574371,0.0,0.0
GNAI3,0.6144098281860352,0.6042357385158539,0.0,0.0,0.0,0.0,0.0,0.0,0.703604257106781,0.6,0.6052512526512146
GSTM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AHCYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LAMTOR5,0.6331907570362091,0.6017733812332153,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6155860781669616,0.6402477025985718
ATP5PB,0.6492771089076996,0.6090382754802703,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6230812728404999,0.6884741902351379
CAPZA1,0.8128617107868195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443483114242554,0.0,0.8
RHOC,0.8,0.0,0.9181078791618347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8619475841522217
OLFML3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DENND2C,0.0,0.9019678473472595,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
CSDE1,0.5408625543117523,0.51105215549469,0.5074401915073394,0.0,0.0,0.0,0.0,0.0,0.6516620814800262,0.5185329496860505,0.5
ATP1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9108648836612702,0.9
PHGDH,0.8374267995357514,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8213546752929688
NOTCH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ANP32E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
APH1A,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8359622299671173,0.0,0.801753830909729
MCL1,0.6,0.6760820150375366,0.0,0.0,0.0,0.0,0.0,0.0,0.6105911254882812,0.6429678738117218,0.6194649696350097
ENSA,0.6585890829563141,0.6169450640678406,0.0,0.0,0.0,0.0,0.0,0.0,0.6171424746513366,0.6,0.6204344511032105
CTSK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BNIPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PSMD4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9435587704181672
PSMB4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903233391046524
TUFT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
THEM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S100A10,0.2,0.2051159679889679,0.33157713413238527,0.34601977467536926,0.4119070112705231,0.3069901466369629,0.4130983889102936,0.0,0.0,0.26306270956993105,0.2355529248714447
S100A11,0.19109528064727782,0.2074496865272522,0.02039114832878113,0.025772219896316527,0.15339164137840272,0.014245069026947022,0.04812160730361938,0.0018284201622009277,0.0,0.08461077809333802,0.06868898868560791
IVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SPRR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SPRR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S100A6,0.0,0.0,0.4355405867099762,0.4765194535255432,0.49756990671157836,0.4043844163417816,0.4760548293590546,0.45130268335342405,0.0,0.3135242760181427,0.3
S100A4,0.0,0.0,0.0,0.6082920372486115,0.6335559070110321,0.6519160628318786,0.5799836874008178,0.6559552192687989,0.0,0.0,0.5
S100A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218070328235626,0.9
S100A16,0.6155280530452728,0.5759622991085053,0.5,0.0,0.0,0.0,0.0,0.0,0.581527191400528,0.5365098118782043,0.544970816373825
S100A14,0.6341944336891174,0.6412992954254151,0.0,0.0,0.0,0.0,0.0,0.0,0.615755832195282,0.6,0.6040815055370331
S100A13,0.0,0.0,0.8122542917728424,0.8,0.8578632891178131,0.0,0.0,0.0,0.0,0.0,0.0
ILF2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9394142150878906
JTB,0.7585635364055634,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7102940857410431,0.0,0.7702279090881348
RAB13,0.7444855868816376,0.0,0.7912937104701996,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7629108250141143
RPS27,0.0844393789768219,0.08125408291816712,0.029578596353530884,0.015480369329452515,0.016617846488952637,0.0937360942363739,0.0,0.04196671843528747,0.018179476261138916,0.0674908697605133,0.05741305947303772
TPM3,0.7,0.0,0.8497597336769104,0.0,0.0,0.0,0.0,0.0,0.7136597871780396,0.0,0.7437106788158416
C1orf43,0.6321147680282593,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6077568233013153,0.6286535918712616,0.6280329048633575
PMVK,0.8306704163551331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8179577112197876,0.0,0.8
ZBTB7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ADAM15,0.8,0.0,0.8694409370422364,0.0,0.0,0.0,0.0,0.0,0.8167597532272339,0.0,0.0
EFNA1,0.6010132551193237,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6103490352630615,0.6708314299583436,0.62832892537117
FDPS,0.8072219133377075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414338171482086,0.0,0.8
SSR2,0.562487679719925,0.5605449497699737,0.0,0.0,0.6773899555206299,0.0,0.0,0.0,0.5,0.6199244379997253,0.6254420936107635
LAMTOR2,0.9450938701629639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
RAB25,0.8348509013652802,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8686978876590729,0.0,0.0
LMNA,0.024869775772094725,0.017110824584960938,0.09769718050956726,0.0022736966609954836,0.1273155391216278,0.01033746600151062,0.1305156648159027,0.0,0.08516745567321778,0.06388420462608338,0.04790462255477905
TMEM79,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9374885201454163,0.0,0.0
CCT3,0.8128186106681824,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443277180194855
CRABP2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549836874008178,0.0,0.0
HDGF,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8669126987457275,0.0,0.8168779850006104
IFI16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN2,0.23976675868034364,0.2117932379245758,0.3654609680175781,0.10630216598510742,0.2244311809539795,0.22859855890274047,0.0,0.13923733234405516,0.1,0.23342275023460388,0.29926297068595886
PEA15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TSTD1,0.8292605400085449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8278828918933868,0.0,0.8
NECTIN4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9540058135986328,0.0,0.0
PFDN2,0.6391997039318085,0.6722918152809143,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6689487755298614,0.689423680305481
UFC1,0.7291093587875366,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7182361125946045,0.0,0.7243475317955017
SDHC,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9042345225811005,0.0,0.0
RGS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MGST3,0.27935977578163146,0.2,0.41861931085586546,0.4828904390335083,0.5187779605388642,0.0,0.4000158250331879,0.6235346972942353,0.0,0.3177911460399628,0.30096580982208254
ALDH9A1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCO1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MPC2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9248206853866577
DPT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC19A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PRRX1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9407828569412231,0.0,0.0,0.0
PRRC2C,0.825727927684784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8501790761947632
PRDX6,0.592867773771286,0.5,0.0,0.0,0.5020736515522003,0.0,0.0,0.0,0.58434157371521,0.5001141488552093,0.5395850956439971
CACYBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IER5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9497108638286591,0.0,0.0
GLUL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARPC5,0.7169366657733918,0.0,0.0,0.0,0.0,0.0,0.0,0.868666011095047,0.7,0.0,0.7463729739189148
C1orf21,0.7377062857151031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7011256158351898,0.7678551077842712,0.7
IVNS1ABP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CFH,0.0,0.0,0.0,0.9,0.9174734055995941,0.0,0.0,0.0,0.0,0.0,0.0
PTPRC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
INAVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PKP1,0.7227957308292389,0.6909567236900329,0.0,0.0,0.0,0.0,0.0,0.0,0.7729156851768494,0.6,0.6182408988475799
LAD1,0.8435075581073761,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8739421725273132,0.0,0.0
CSRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757661759853363,0.0,0.0,0.9
KDM5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ADIPOR1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7119006633758544,0.792798787355423,0.7149433135986328
CYB5R1,0.7,0.7280303001403808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8195663690567017,0.7164040446281433
BTG2,0.6,0.620949512720108,0.0,0.0,0.0,0.0,0.0,0.0,0.6680336058139801,0.6682851016521454,0.6033853769302369
PRELP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP2B4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432814419269562,0.0,0.0
ZC3H11A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SNRPE,0.7270118772983551,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7211389780044556,0.8294658601284027
NUCKS1,0.45228386521339414,0.4,0.0,0.4202764451503754,0.5588836371898651,0.0,0.0,0.5226819574832916,0.0,0.45790466070175173,0.6116493284702301
CD55,0.6037484169006347,0.7289879977703094,0.0,0.0,0.0,0.0,0.0,0.0,0.8516491651535034,0.636603856086731,0.6
CD34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR205HG,0.7,0.7049589931964875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8295173287391663,0.7094513058662415
LAMB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IRF6,0.6,0.6547452628612518,0.0,0.0,0.0,0.0,0.0,0.0,0.6459639847278595,0.6382813453674316,0.613199383020401
NENF,0.8,0.0,0.0,0.0,0.8873978793621063,0.0,0.0,0.0,0.0,0.0,0.8249229431152344
ATF3,0.658648532629013,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6335557162761688,0.716070830821991,0.6016397118568421
DEGS1,0.6991895198822021,0.6193023502826691,0.0,0.0,0.0,0.0,0.0,0.0,0.6950305461883545,0.6286459803581238,0.6
CNIH4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8017609477043152,0.0,0.8359945893287659
ENAH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP9,0.5275254786014557,0.5,0.6451708078384399,0.0,0.0,0.0,0.0,0.0,0.5337869226932526,0.5210031628608703,0.6078132629394531
EPHX1,0.0,0.0,0.0,0.9,0.9344236552715302,0.0,0.0,0.0,0.0,0.0,0.0
H3-3A,0.05233870148658752,0.044029200077056886,0.036795443296432494,0.0,0.013150590658187866,0.004300367832183838,0.028348326683044434,0.007935470342636109,0.05655243396759033,0.08527081608772277,0.13218262791633606
ARF1,0.5032601535320282,0.5007178366184235,0.536149513721466,0.0,0.0,0.0,0.0,0.0,0.5918042659759521,0.511027204990387,0.5
GUK1,0.3498756229877472,0.28434414267539976,0.3333292305469513,0.2,0.2177550494670868,0.0,0.0,0.2591761529445648,0.2769051969051361,0.38555737137794494,0.28461090922355653
RNF187,0.9058107554912567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
RAB4A,0.8293250977993012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8397974491119384
IRF2BP2,0.8,0.8748529613018036,0.0,0.0,0.0,0.0,0.0,0.0,0.8487264573574066,0.0,0.0
