clusterName,gene
Melanocytes/melanocyte-like,PLP1
Terminally differentiated keratinocytes,SLURP1
Terminally differentiated keratinocytes,KLK7
Differentiated keratinocytes I,CHP2
Differentiated keratinocytes I,DSC1
Differentiated keratinocytes I,KCNK7
Differentiated keratinocytes I,DEFB1
Differentiated keratinocytes II,MAP3K8
Differentiated keratinocytes II,STX11
Undifferentiated keratinocytes II,PCLAF
Undifferentiated keratinocytes II,STMN1
Undifferentiated keratinocytes I,LAMB3
Undifferentiated keratinocytes I,TGFBI
Fibroblasts I,DCN
Fibroblasts I,C1S
Fibroblasts II,MFAP4
Fibroblasts II,SERPINF1
Fibroblasts II,FBLN1
Pericytes,ACTA2
Pericytes,TAGLN
Pericytes,TPM2
Endothelial cells,PLVAP
Endothelial cells,IFI27
Immune,CD52
