,Differentiated keratinocytes I,Differentiated keratinocytes II,Endothelial cells,Fibroblasts I,Fibroblasts II,Immune,Melanocytes/melanocyte-like,Pericytes,Terminally differentiated keratinocytes,Undifferentiated keratinocytes I,Undifferentiated keratinocytes II
RAB10,0.9402698,0.9826559,0.0,0.0,0.0,0.0,0.0,0.0,1.187046,0.76692605,0.6674416
HADHA,0.62250817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6490281
OST4,1.3265209,1.1674724,1.2855998,1.2153145,1.5062981,1.5419916,0.0,1.4067374,1.2621374,1.0594068,1.1911633
ATRAID,0.5287963,0.0,0.0,0.0,0.86181056,0.0,0.0,0.0,0.0,0.0,0.5905225
PPP1CB,1.0235801,0.9839914,0.0,0.0,0.0,0.0,0.0,0.0,1.2925352,0.99853814,0.8572878
YPEL5,0.57345307,0.58161426,0.0,0.0,0.0,0.0,0.0,0.0,0.6395172,0.7656003,0.0
LBH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4358164,0.0,0.0,0.0
DPY30,0.4034816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31442344,0.0,0.44092864
CRIM1,0.0,0.0,0.6176014,0.0,0.0,0.0,0.0,0.62797934,0.0,0.0,0.0
SRSF7,0.7693421,0.566412,0.0,0.0,0.0,0.0,0.0,0.0,0.5421853,1.0409557,0.8127925
COX7A2L,0.69907445,0.6754304,0.0,0.0,0.0,0.0,0.0,0.0,0.30909604,1.1185358,0.88130116
ZFP36L2,0.5875379,0.0,1.6624494,1.4735581,1.4579328,0.88747543,0.0,0.0,0.60344005,1.2407513,0.743636
EPAS1,0.0,0.0,1.2615961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM2,1.2418664,1.4030442,1.5361174,1.8718868,2.3098078,1.2882783,2.3704734,2.6750803,1.3003207,1.7223876,2.1666856
NRXN1,0.0,0.0,0.0,0.0,0.0,0.0,2.5725522,0.0,0.0,0.0,0.0
SPTBN1,0.0,0.0,1.6281066,0.53148615,0.0,0.0,1.6913382,0.0,0.0,0.0,0.0
RTN4,1.4524021,1.6212972,0.91659695,1.3232428,1.6072836,0.0,0.0,0.0,1.7682912,1.7592232,1.4979305
RPS27A,3.9563673,4.0543623,3.899477,3.475697,3.427718,4.0533876,2.945387,3.8823586,3.2875688,4.0230703,4.002342
REL,0.54355955,0.88308215,0.0,0.0,0.0,0.0,0.0,0.0,0.75125337,0.83699423,0.7570258
CCT4,0.78081787,0.7545403,0.0,0.0,0.0,0.0,0.0,0.0,0.5605363,0.8391157,0.84001243
MDH1,0.53221047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6994071
PELI1,0.0,0.68988824,0.0,0.0,0.0,0.0,0.0,0.0,0.6299826,0.0,0.0
LGALSL,0.79511595,1.0560019,0.0,0.0,0.0,0.0,0.0,0.0,1.9349461,0.0,0.0
