,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,ilc1,ilc3,macrophage,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,progenitor
UIMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077548005
NSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17175296,0.0,0.0,0.5583298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37019414,0.0,0.0,0.0,0.0,0.0
PRELID1,0.0,0.0,0.0,0.0,0.52774143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553032,0.6888969,0.81917185,0.0,0.672573,0.7123345,0.90449464,0.50639,0.4928261,0.18725625,0.0,0.37062132
LMAN2,0.51146865,0.0,0.0,0.0,0.47452292,0.4301478,0.0,0.0,0.48833558,0.0,0.0,0.0,0.0,0.4180255,0.36084968,0.7042781,0.5583298,0.17352244,0.23657784,0.3216414,0.5111966,0.5383593,0.39420164,0.59405994,0.3128438
RGS14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17175296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14114583,0.0,0.0,0.0,0.156412,0.0,0.0,0.0,0.0,0.0,0.2457211,0.0,0.0,0.0,0.0,0.07393226
PRR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4163301,0.0,0.0,0.0,0.0
DBN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17284858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15955304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMED9,0.0,0.0,0.0,0.0,0.0,0.12629059,0.0,0.46858236,0.43385622,0.0,0.0,0.0,0.0,0.3368163,0.33367252,0.0,0.0,0.0,0.0,0.28549272,0.3698535,0.41359717,0.0,0.4434992,0.40142125
NHP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40408635,0.2932829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38122624,0.50008786
HNRNPAB,0.0,0.0,0.0,0.3023917,0.0,0.12629059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46808073,0.36834663,0.0,0.0,0.32089126,0.0,0.33613122,0.53328717,0.0,0.5500667,0.1671298,0.9362837
PHYKPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23535323,0.22757253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPH1,0.27741694,0.0,0.0,0.3126879,0.52897894,0.55041087,0.0,0.0,0.4271095,0.0,0.0,0.0,0.0,0.31828564,0.27158028,0.0,0.5583298,0.28537524,0.0,0.30936545,0.41524336,0.0,0.45171866,0.58850133,0.3092512
CANX,0.51169443,0.44316706,0.0,0.4570309,0.52897894,0.0,0.0,0.47216117,0.5548118,0.55127025,0.40304014,0.0,0.0,0.7534455,0.6971637,0.0,0.0,0.84486747,0.5914463,0.6208215,0.6104078,0.5753174,0.45073867,1.2531159,0.5968685
MGAT4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQSTM1,1.1538064,0.73141116,0.45138597,0.83381057,0.81894433,0.70346564,1.1606424,1.2210984,1.0135765,0.9537049,0.8780786,1.0265359,0.9657589,0.8483075,1.1543101,0.7042781,1.0250169,1.0832291,1.180825,1.1767564,1.0317519,1.3505037,1.3346466,0.8274432,0.44084084
TBC1D9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29163602,0.18832877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86880386,0.0,0.0,0.9497838,0.76223886,0.7027873,0.0,0.0,0.0,0.7692673,0.54054767
MGAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4704552,0.7043195,0.0,0.0,0.9643369,0.7866837,0.873718,0.0,0.0,0.0,0.0,0.0
HEIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36094373,0.0,0.0,0.0,0.0,0.0
RACK1,1.7855356,2.3941426,2.563396,2.0342436,1.9002528,2.1046655,1.8893598,2.2132974,2.000515,2.452455,1.9690261,1.8085986,1.811513,2.3690507,2.0596085,2.040237,1.8655984,1.745491,1.7119722,1.856239,1.8689685,1.6289302,1.7493075,2.1688428,2.3849692
DUSP22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18145952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0180855,0.0
WRNIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.172463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19261068
SERPINB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14114583,0.0,0.0,0.0,0.6905825,0.81068295,0.0,0.0,0.8806106,1.2158308,0.853811,0.0,0.5685247,0.4378498,0.0,1.1203122
SERPINB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4271095,0.0,0.0,0.0,0.0,0.42573252,0.48687518,0.0,0.0,0.7050892,0.46569628,0.7237694,0.0,0.0,0.0,0.878316,0.0
SERPINB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44856182,0.3011437,0.6771769,0.0,0.27493972,0.26924908,0.27393407,0.0,0.0,0.0,0.0,0.31393662
NQO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15955304,0.2597533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15148026
PRP4K,0.50028837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998296,0.0,0.0,0.0,0.3201775,0.2014175,0.5368143,0.0,0.0,0.0,0.0,0.4927975,0.0,0.0,0.1671298,0.16800249
CDYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71969944,0.0
LYRM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31828564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09729992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54599166,0.4476956,0.0,0.0,0.24601817,0.26286396,0.0,0.0,0.0,0.0,0.0,0.0
RREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4180255,0.52904266,0.0,0.0,0.33892158,0.0,0.0,0.0,0.0,0.0,0.64506483,0.348467
RIOK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNDC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16685241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444278,0.33332968
BLOC1S5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04027592
EEF1E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16611844
TMEM14C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44075963,0.497455,0.0,0.0,0.18884686,0.0,0.0,0.0,0.0,0.0,0.29645294,0.54487437
TMEM14B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.2309746,0.4928851,0.0,0.20394781,0.0,0.0,0.0,0.0,0.0,0.34465635,0.5734364
NEDD9,0.0,0.0,0.0,0.0,0.0,0.37941968,0.41289946,0.0,0.0,0.0,0.0,0.0,0.0,0.23535323,0.21127376,0.5368143,0.0,0.09162026,0.0,0.31766823,0.47735566,0.0,0.0,0.0,0.0
TMEM170B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22373231,0.0,0.0,0.0,0.0,0.0,0.0
ADTRP,0.0,0.0,0.49546367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIVEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78218395,0.0
PHACTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43485534,0.831135,0.0,0.0,0.920115,0.8945798,0.70894504,0.0,0.0,0.0,0.0,0.0
NOL7,0.0,0.43252796,0.55694777,0.0,0.0,0.3688184,0.0,0.0,0.0,0.51609564,0.0,0.0,0.0,0.29163602,0.26154184,0.0,0.0,0.0,0.0,0.2724041,0.0,0.0,0.0,0.50689113,0.33312625
MCUR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16685241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2078205
CD83,0.0,0.0,0.0,0.31458944,0.0,0.0,0.5608043,0.0,0.581107,0.0,0.0,0.0,0.0,2.0531874,1.8455036,0.0,0.7381015,1.232738,1.1675534,1.5999253,0.6841279,0.0,0.5652681,1.5057486,0.0
JARID2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15440318,0.39563006,0.0,0.0,0.3333996,0.40721732,0.27284446,0.0,0.0,0.0,0.37082946,0.27629477
MYLIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46718764,0.0,0.35007274,0.0,0.0,0.124584585,0.0,0.0,0.7381015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671298,0.0
TPMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18252228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30980533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEK,0.0,0.4068941,0.0,0.47694075,0.52897894,0.4139905,0.0,0.0,0.0,0.5777588,0.49219513,0.0,0.0,0.6910783,0.5733794,0.4928851,0.0,0.5144819,0.49586,0.36762607,0.54248774,0.5668122,0.58135784,0.12252927,0.86111724
RNF144B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22231652,0.22647426,0.0,0.0,0.24598032,0.45715088,0.82019126,0.0,0.0,0.0,0.0,0.0
SOX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58832186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1421592,0.67013985
RIPOR2,0.0,0.60123116,0.75023836,0.0,0.5797731,0.0,0.0,0.0,0.0,0.522044,0.0,0.0,0.0,0.16942969,0.17853028,0.0,0.0,0.0,0.32692075,0.46799636,0.0,0.555421,0.4156221,0.0,0.0
TRIM38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15955304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1-2,0.5464716,0.0,0.0,0.0,0.0,0.4989357,0.0,0.0,0.0,0.0,0.0,0.33523935,0.0,0.22231652,0.2041133,0.0,0.0,0.0,0.0,0.0,0.6979599,0.0,0.48398572,1.1366339,1.1567924
H4C3,0.6810396,0.5520179,0.6926663,0.5456245,0.5674081,0.4345814,0.5704483,0.5284282,0.60271066,0.5019626,0.6456641,0.6753481,0.6841861,0.4704552,0.37227812,0.81917185,0.5583298,0.0,0.0,0.0,0.75581586,0.55454594,0.6833089,0.7205366,1.1519111
H2AC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42456353,0.0
H1-4,0.8497805,0.72877085,0.6247731,0.56330496,0.57761896,0.5860199,0.4387892,0.40667182,0.57093143,0.53118885,0.7125275,0.82693005,0.6509911,0.5593517,0.46773905,0.884221,0.0,0.3703065,0.26060516,0.29252228,1.0096262,0.67217237,0.878738,1.1730183,1.7421227
H1-3,0.0,0.0,0.5097372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31552002,0.0,0.40481913
BTN3A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3695436,0.0,0.0
HMGN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30980533,0.22535418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5583298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2BC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17284858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17752656,0.0
TRIM27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15627357
HLA-F,0.98457885,0.5929235,0.5097372,0.80412734,0.9667878,0.75748146,0.82553947,0.83245385,0.9167602,1.0796438,0.9212824,1.0054405,0.9739514,0.6460028,0.2932829,0.6771769,0.0,0.29353938,0.3811217,0.5166698,0.98374605,1.0903399,1.07085,0.0,0.0
HLA-A,3.1038456,2.453765,2.0951436,2.7869325,2.9405363,2.9261012,2.853832,2.606038,2.8859231,2.7788465,2.9586434,3.0670054,2.9919255,2.2361214,1.8030305,2.8657856,2.5658383,2.0999124,2.1237683,2.0436454,2.7916486,3.0640106,2.957028,2.0939918,1.5940752
POLR1H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25020054
PPP1R11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.20748904,0.4928851,0.0,0.0,0.0,0.17767075,0.0,0.0,0.0,0.0,0.0
TRIM26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17175296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCG18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12744662
RPP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15265784
HLA-E,2.1102905,1.7251986,1.6086683,2.0011358,2.2018003,2.0262885,1.9346519,1.7975981,1.944262,2.013438,2.1534214,2.1369011,2.0436692,1.4784534,1.2286937,2.051324,1.5557745,1.4607903,1.400845,1.8649702,1.8138525,2.3012972,2.0095694,0.878316,0.92102766
GNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15440318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15955304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42083323,0.1727958
PPP1R10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500458,0.0,0.0,0.0,0.0,0.0,0.22231652,0.20203461,0.6394809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671298,0.0
MRPS18B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R18,0.0,0.0,0.0,0.4982846,0.65663886,0.20309412,0.0,0.39621955,0.0,0.0,0.41083395,0.0,0.0,0.16685241,0.23023716,0.7042781,0.0,0.46196884,0.3413651,0.34851763,0.3885157,0.6569886,0.32963082,0.0,0.0
TUBB,0.48591885,0.56618553,0.0,0.59828544,0.61381793,0.62146926,0.5658213,0.5080817,0.64482,0.49931228,0.6382619,0.0,0.48604378,0.553032,0.532267,0.0,0.5583298,0.49605605,0.0,0.6524332,0.60253125,0.6760898,0.69158685,0.9352547,1.4439192
FLOT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22231652,0.5739278,0.0,0.0,0.3005681,0.3805529,0.0,0.0,0.0,0.0,0.0,0.07393226
IER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48398572,0.0,0.0,0.0,0.0,0.0,0.490837,0.0,0.0,1.6497874,1.5418375,1.0513928,0.0,0.0,0.6833089,0.0,0.0
HLA-C,2.922902,2.3879242,2.2459733,2.6803646,2.9869113,2.7203503,2.7212436,2.498046,2.7123275,2.527229,2.8726983,2.917216,2.86693,2.657131,2.1113348,2.742432,2.3821023,2.1810093,2.2303038,2.412652,2.6038203,3.0242457,2.8186584,2.1694298,1.6936473
HLA-B,3.335688,2.818102,2.6595094,3.0970898,3.2737048,3.079781,3.156681,2.997414,3.1429842,2.956665,3.2136998,3.3122668,3.251529,2.998593,2.419338,2.9654253,3.1110995,2.7985196,2.7000449,2.8649378,3.1092858,3.3779402,3.1882634,2.9705048,2.3828175
HCP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16685241,0.0,0.4928851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX39B,0.0,0.0,0.0,0.0,0.5016917,0.43689227,0.0,0.40667182,0.0,0.0,0.0,0.0,0.0,0.3368163,0.341401,0.0,0.0,0.25202656,0.3388552,0.335411,0.4187558,0.0,0.48107266,0.60571396,0.3604884
TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45729768,0.0,0.0,0.0,0.0,0.156412,0.0,0.0,0.0,0.0,0.0,0.4727912,0.0,0.0,0.0,0.0,0.0
LTB,0.0,1.6662458,1.0500679,1.2256886,0.0,1.0169095,0.86673373,1.2210984,1.4483774,0.78347987,0.0,0.0,0.0,0.0,0.0,0.4928851,0.6384646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16685241,0.8513329,0.0,0.6384646,1.1768947,1.1586001,2.1660967,0.0,0.0,0.0,0.0,0.077548005
NCR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57844865,0.42208967,0.0,0.0
AIF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95248145,1.1288116,0.0,0.0,1.6790023,1.6903045,2.1992948,0.0,0.0,0.0,0.0,0.7184199
PRRC2A,0.0,0.0,0.0,0.0,0.0,0.06712207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44856182,0.35032988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24199161
BAG6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22231652,0.31477773,0.0,0.0,0.0,0.0,0.24368218,0.0,0.0,0.0,0.0,0.18933648
CSNK2B,0.54256535,0.5125778,0.51640534,0.5024679,0.59471387,0.46499687,0.0,0.5958554,0.4830107,0.54011893,0.5074002,0.53709847,0.0,0.5593517,0.47780836,0.6771769,0.0,0.6107489,0.6497257,0.67385304,0.5424402,0.62813884,0.5500667,0.74709487,0.67991203
DDAH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3327713,0.0,0.0,0.09162026,0.0,0.0,0.0,0.0,0.0,0.4444278,0.31034398
CLIC1,0.94951093,0.65653324,0.0,1.1557164,1.3300344,1.1882946,1.024328,0.7355052,1.1221466,0.5513413,1.115818,0.9934336,1.0219326,0.872476,1.4541712,1.5732291,0.9144899,1.4195046,1.5304508,1.3067203,1.1979876,1.2706194,1.2284932,1.0532185,1.3503542
VARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07393226
LSM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23535323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33312625
HSPA1A,0.70904243,1.4588544,0.5477622,0.91700995,0.6273061,0.67758566,0.60343224,0.0,0.9587214,0.61475813,1.3099782,0.6801707,0.6938699,2.6165967,2.4556165,1.0685301,0.0,2.1450853,0.48583198,2.5005271,0.64640105,1.5825776,1.0779203,0.0,0.31373316
HSPA1B,0.0,0.567224,0.5097372,0.88821614,0.577784,0.0,0.0,0.0,0.94939405,0.5992396,0.7364663,0.0,0.0,1.8378811,0.65534186,1.4315455,0.0,0.35916665,0.0,0.96186006,0.2050207,0.77014697,0.53091574,0.0,0.0
SNHG32,0.0,0.0,0.51957417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881239,0.23200125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671298,0.07872557
NEU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23717868,0.0,0.0,0.0,0.15440318,0.0,0.4928851,0.5583298,0.0,0.0,0.29938126,0.0,0.0,0.0,0.0,0.0
NELFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16800249
ATF6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29711714,0.1791354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42387384,0.19640116
PPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049898613
AGPAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12252927,0.22695567
PBX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31426907,0.23363923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34105346,0.0
GPSM3,0.6337327,0.86195296,0.8252793,0.7945863,0.85977244,0.70673114,0.71068066,0.581107,0.6960471,0.5540648,0.7729058,0.68086547,0.66113305,0.29711714,0.49947023,0.0,0.7381015,0.65890753,0.70967114,0.8128653,0.5463965,0.7099211,0.6589051,0.74639475,0.23582788
HLA-DRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2144475,4.1107197,0.0,0.0,2.8695545,0.9487293,2.1656241,0.0,0.0,0.0,2.8918824,0.67974544
