,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,ilc1,ilc3,macrophage,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,progenitor
ENSG00000049245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18145952,0.0,0.0,0.0,0.0,0.28870097,0.0,0.0,0.0,0.0,0.0
ENSG00000116288,0.44642407,0.45412043,0.45138597,0.53154546,0.0,0.625398,0.0,0.0,0.50181544,0.0,0.4204511,0.4300715,0.0,0.69374925,0.5474968,0.6394809,0.5583298,0.598355,0.45903245,0.5182985,0.556527,0.5671695,0.57687706,1.2807939,0.7140418
ENSG00000142599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671298,0.097860724
ENSG00000074800,0.6328373,0.57519644,0.55224055,0.6932107,0.6435797,0.7579915,0.6181521,0.7486102,0.6195791,0.51957166,0.64430344,0.60217065,0.584684,1.1757892,1.0135579,0.7042781,0.0,1.1868855,1.2340109,0.8627992,0.70549357,0.6515721,0.66447675,0.37725705,1.2329407
ENSG00000171612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156412,0.2014175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5046593,0.0,0.0,0.0,0.0,0.0,0.5368143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049898613
ENSG00000178585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341401,0.0,0.0,0.49034965,0.9522399,0.49609876,0.0,0.0,0.0,0.40343016,0.65938246
ENSG00000160049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049898613
ENSG00000120948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15440318,0.08506944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2722277
ENSG00000116649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881239,0.18931746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46769214
ENSG00000171824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15955304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07393226
ENSG00000116670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15440318,0.0,0.5368143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20630361
ENSG00000177674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6431553,0.38375574,0.0,0.0,0.0,0.0,0.18616563
ENSG00000116691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.7587105,0.0,0.0,0.46716636,0.6029811,0.61103517,0.5679656,0.0,0.0,0.52905583,0.5773846,0.71156895,0.6235665,0.0,0.65606284,0.6771769,0.0,0.9793921,1.0715878,1.0088587,0.45604783,0.71701247,0.5652681,0.6638472,0.0
ENSG00000162496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156412,0.17853028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.8829189,0.0,0.0,0.75209016,1.3953127,0.5107457,0.7004447,0.581107,0.8378771,0.5543617,0.9846949,0.8671186,0.6994013,1.163464,1.0331563,1.0685301,0.7381015,1.2120343,1.348012,1.1875322,1.1342041,1.6785043,1.4587027,0.12252927,0.14396885
ENSG00000116786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17620616,0.0,0.0,0.18293622,0.36062804,0.2591412,0.0,0.0,0.0,0.0,0.097860724
ENSG00000065526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.20075981,0.4928851,0.0,0.2023266,0.0,0.2891439,0.0,0.0,0.0,0.37762332,0.26595265
ENSG00000055070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24626377,0.0,0.0,0.0,0.17175296,0.09426282,0.81917185,0.0,0.0,0.0,0.09743264,0.0,0.0,0.0,0.0,0.04027592
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09407023
ENSG00000117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23535323,0.17853028,0.0,0.0,0.0,0.0,0.29064208,0.0,0.0,0.0,0.0,0.19261068
ENSG00000117115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22231652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17175296,0.31611395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28146034
ENSG00000169991,0.0,0.0,0.0,0.0,0.0,0.0,0.49128005,0.43390223,0.59071034,0.3783245,0.0,0.0,0.0,0.18252228,0.22510073,0.6771769,0.0,0.0,0.0,0.0,0.4463143,0.0,0.41821045,0.0,0.0
ENSG00000127481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3221678,0.0,0.0,0.0,0.0,0.0,0.2898581
ENSG00000053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09407023
ENSG00000053371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000040487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077549,0.63785684,0.70368016,0.5477622,0.82636607,0.7736868,0.74545205,0.6951987,0.4932433,0.6137244,0.5777588,0.6935694,0.6640362,0.6875994,0.7891141,0.7015377,1.1415589,0.7381015,1.0542526,0.87651634,0.9381478,0.6903067,0.74516636,0.641985,0.6109844,0.6002811
ENSG00000173436,0.0,0.4343335,0.0,0.28968152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44075963,0.37227812,0.0,0.0,0.46285197,0.547897,0.65299946,0.0,0.0,0.0,0.0,0.3040856
ENSG00000158825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45959944,0.29451397,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.37457544,0.0,0.0,0.0,0.3123876,0.33736405,0.0,0.0,0.4327549,0.0,0.0,0.0,0.0,0.46808073,0.57294226,0.5368143,0.5583298,0.31732863,0.0,0.23540527,0.5505151,0.5751537,0.5095669,0.8298814,0.5967485
ENSG00000127483,0.54741615,0.47055042,0.0,0.51927567,0.53251755,0.43744943,0.49264666,0.46858236,0.4966724,0.5306828,0.5654657,0.48839408,0.0,0.2881239,0.29129028,0.6771769,0.0,0.19932641,0.0,0.33661544,0.51164186,0.53621185,0.5990404,0.38730395,0.5365765
ENSG00000075151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23535323,0.172463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12252927,0.25536612
ENSG00000090686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16685241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33421904
ENSG00000070831,0.92419744,1.0568603,0.8675039,0.9799987,1.1534483,0.9396112,0.9745072,1.080035,0.93142354,1.1651516,0.9046843,0.95717293,0.9737047,0.872476,1.0606041,0.7042781,1.1765769,1.155741,1.094976,1.2072332,0.9306227,1.0881369,0.9715509,0.68078446,0.6932844
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4397601,0.0,0.4470492,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18252228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2783518
ENSG00000125944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5105304,0.0,0.0,0.0,0.42573252,0.39441177,0.0,0.0,0.0,0.0,0.28055978,0.4764797,0.0,0.41821045,0.29645294,0.4830612
ENSG00000142676,2.4660554,3.181116,3.3650095,2.6942687,2.5765774,2.8139558,2.6602037,3.0202,2.6230633,3.0078936,2.6528935,2.5138671,2.569678,2.7926493,2.6458523,2.5052197,2.1276383,2.4193625,2.2561762,2.475995,2.345982,2.1309435,2.3248656,2.7530432,2.9827344
ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17284858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3038655
ENSG00000011009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124584585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942969,0.27869868,0.0,0.0,0.09069399,0.0,0.27156878,0.0,0.0,0.0,0.34465635,0.07872557
ENSG00000188529,0.54706013,0.4261886,0.0,0.36351484,0.0,0.47201857,0.0,0.0,0.39771783,0.4998296,0.0,0.0,0.0,0.29163602,0.27475888,0.0,0.6384646,0.0,0.0,0.0,0.5194745,0.5237287,0.5261007,0.42480242,0.687811
ENSG00000117602,0.0,0.4465528,0.7529447,0.0,0.0,0.48230666,0.0,0.0,0.0,0.24626377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.729836,0.73418605,0.5831197,0.6367303,0.66447675,0.7442728,0.7458661,0.7486102,0.60442734,0.6400416,0.69063103,0.73346907,0.73940694,0.606939,0.55848086,1.0263976,0.7381015,0.5790837,0.412865,0.47091836,0.7060549,0.69598645,0.717671,0.78789437,0.62480617
ENSG00000169504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31834525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04027592
ENSG00000020633,0.8077961,0.0,0.0,0.37685752,0.59594345,0.0,0.503554,0.500458,0.4733665,0.0,0.61701655,0.78087014,0.7736114,0.124584585,0.23200125,0.5368143,0.0,0.0,0.0,0.28650337,0.6293194,0.667856,0.60163164,0.0,0.0
ENSG00000117614,0.0,0.0,0.43789664,0.0,0.52774143,0.0,0.0,0.500458,0.0,0.5513413,0.0,0.0,0.0,0.31828564,0.22971925,0.0,0.0,0.0,0.3558219,0.41702944,0.0,0.0,0.0,0.44418892,0.04027592
ENSG00000117616,0.66486925,0.43968603,0.52501255,0.6073476,0.7053993,0.4123062,0.54835504,0.4427801,0.57919157,0.5132271,0.6301578,0.6592301,0.64885896,0.40408635,0.33595145,0.6394809,0.0,0.27493972,0.0,0.3577894,0.64508,0.7050874,0.6559407,0.20369968,0.28146034
ENSG00000183726,0.27555716,0.0,0.0,0.44051322,0.5694045,0.38559583,0.42161164,0.0,0.49348235,0.5132271,0.5369221,0.54828084,0.0,0.4180255,0.341401,0.0,0.0,0.32934028,0.3420217,0.36062706,0.47171438,0.5485406,0.0,0.5494138,0.35479337
ENSG00000204178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28965908,0.0
ENSG00000117632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16685241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799474,1.146436
ENSG00000142684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084777206,0.0,0.0,0.0,0.0,0.27629477
ENSG00000142669,1.5129907,1.6907008,0.9886917,1.9511421,2.133933,1.9161282,1.6676326,1.8481268,1.602798,1.2498696,1.9257483,1.6092839,1.6680524,1.220299,2.0580328,1.9835467,0.6384646,2.5615354,2.7756147,2.323295,0.9347783,1.9424125,1.7277653,1.4935617,1.084523
ENSG00000158062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401572,0.32160354,0.0,0.0,0.0,0.0,0.0
ENSG00000169442,0.0,1.5334134,0.9160021,1.5562718,1.8131291,1.6747292,1.0982915,1.448877,1.1835921,0.883684,1.3508322,0.0,0.8385043,0.16942969,0.33868378,1.5698361,0.0,0.36868796,0.9165369,1.368291,0.0,0.58081466,0.6648075,0.0,0.19640116
ENSG00000176083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6771769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198830,0.6449238,0.48971772,0.6002885,0.51396954,0.6273061,0.69504344,0.5891588,0.500458,0.5119833,0.7750638,0.6398375,0.671158,0.6338324,0.5171445,0.59857726,0.7042781,0.0,0.58824253,0.49118358,0.873718,0.71335393,0.7046518,0.7942236,0.78789437,1.1951277
ENSG00000117676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881239,0.09426282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30980533,0.19168226,0.0,0.0,0.1907028,0.0,0.0,0.0,0.0,0.0,0.0,0.3092512
ENSG00000204160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30980533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298325,0.0,0.0,0.0,0.17175296,0.28795305,0.0,0.0,0.0,0.0,0.28590652,0.0,0.0,0.29657248,0.0,0.5239039
ENSG00000142765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40380788,0.42984566,0.0,0.0
ENSG00000158195,0.0,0.0,0.43789664,0.0,0.0,0.20309412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40605414,0.24501044,0.0,0.0,0.1597333,0.26060516,0.50833863,0.0,0.0,0.0,0.1671298,0.22763538
ENSG00000126705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5583298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881239,0.4415101,0.0,0.0,0.67755514,1.0348048,1.0835878,0.0,0.5344128,0.0,0.0,0.0
ENSG00000126709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18116449,0.0,0.0,0.0,0.0,0.0,0.0,0.09017453
ENSG00000117758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34674832,0.0,0.0,0.39181036,0.6342869,0.6611438,0.0,0.0,0.0,1.210955,0.0
ENSG00000117748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15955304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07872557
ENSG00000169403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20203461,0.0,0.0,0.0,0.3689412,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23717868,0.0,0.0,0.0,0.22231652,0.27612603,0.0,0.6384646,0.08259201,0.0,0.09820406,0.0,0.0,0.0,0.0,0.27999043
ENSG00000130770,0.6002888,0.47735694,0.0,0.54617715,0.0,0.68749064,0.5260325,0.5284282,0.4918733,0.5298325,0.52515197,0.61929315,0.55363715,0.16942969,0.22985452,0.0,0.0,0.0,0.26184613,0.26731962,0.6342075,0.58727753,0.64815164,0.0,0.7639246
ENSG00000204138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09017453
ENSG00000242125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19136587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412989
ENSG00000197989,0.41965705,0.0,0.0,0.0,0.53251755,0.0,0.0,0.0,0.0,0.49735725,0.0,0.0,0.0,0.156412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19193095
ENSG00000198492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1863842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34105346,0.097860724
ENSG00000159023,0.0,0.0,0.43789664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17179298
ENSG00000116350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30980533,0.19156274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28109992
ENSG00000162511,1.1538064,1.1694243,1.2279356,1.354195,1.3429744,1.5628169,1.5763958,1.3493838,1.5889671,1.5176842,1.320354,1.12614,1.3001006,1.3312192,1.7862124,0.7042781,0.0,1.9896193,1.8709189,1.9631118,1.0006979,1.237953,1.0254307,1.5521576,0.66681576
ENSG00000134644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1814674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000060688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15955304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23539813
