cluster,count
nk_cd56dim,1454
cd8_temra,811
cd8_trm,680
cd3_gd,626
nk_cd56br,576
cd8_mait,507
monocyte_classical,422
cd8_tem,346
cd4_tem,326
monocyte_nonclassical,230
cd4_trm,217
cd4_cm,172
nk_ilc_precursor,155
cd4_temra,79
cd4_treg,56
macrophage,44
dc2,32
cd4_naive,29
cd8_cm,23
cd8_naive,20
progenitor,18
pdc,12
dc1,11
ilc1,7
ilc3,5
