cluster,count
P-Hepato,9325
P-Hepato2,3944
C-Hepato,1818
cvLSEC,1643
I-Hepato,1199
Kupffer,857
Tcell,846
Stellate,636
Hepato,430
pDC,324
Monocyte,324
Chol,316
Fibroblast,258
CD8T,249
LAM-like,206
MatB,201
lrNK,190
ppLSEC,172
cNK,168
CD4T,141
cvLSEC--T-Doublet,122
MHCII,109
AntiB,106
Prolif,84
C-Hepato2,82
cvEndo,76
ActMac,60
NKT--Mac-Doublet,56
Kupffer--LSEC-Doublet,52
Arterial,52
Hepato--Mac,49
CD8T-cNK,48
CD3T-lrNK,46
cDC,22
Neutrophil,15
CholMucus,10
