organ,first_author,year,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
bone_marrow,Triana,2021,10.1038/s41590-021-01059-0,Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states,3 healthy young and 3 healthy old bone marrow donors (Reference sample),Nat Immunol,https://cellxgene.cziscience.com/collections/93eebe82-d8c3-41bc-a906-63b5b5f24a9d,https://cellxgene.cziscience.com/e/cd4c96bb-ad66-4e83-ba9e-a7df8790eb12.cxg/,https://datasets.cellxgene.cziscience.com/e8aef9d1-b635-4b5e-9421-56230a77f3db.h5ad,Cell_label,X_umap,49050,40,0.37001487122721444,0.29231007331970427,0.2522540831982198,0.5912990700094206,0.5893319081109156,40
