,Cell_label,silhouette_score
152690_BM1_152690_9,CD4+ naive T cells,0.14493236545178187
642239_BM1_642239_9,CD4+ memory T cells,0.33061836121441146
381873_BM1_381873_9,CD8+ central memory T cells,0.09612403598380323
770191_BM1_770191_9,Mature naive B cells,0.552184394707597
769954_BM1_769954_9,Immature B cells,0.5578816636120388
514128_BM1_514128_9,CD4+ memory T cells,-0.4728899739078825
184936_BM1_184936_9,Conventional dendritic cell 2,0.6205687016626
114810_BM1_114810_9,Nonswitched memory B cells,-0.06039992093069528
56687_BM1_56687_9,CD4+ memory T cells,0.17820704423329986
680782_BM1_680782_9,CD56brightCD16- NK cells,0.45871903629648797
563421_BM1_563421_9,Mature naive B cells,0.34172819309567054
81414_BM1_81414_9,CD4+ memory T cells,0.13327844660958396
244570_BM1_244570_9,CD4+ cytotoxic T cells,0.5569894844949206
189226_BM1_189226_9,CD56dimCD16+ NK cells,-0.1956104451575597
80384_BM1_80384_9,CD8+ central memory T cells,0.010604657237953766
29627_BM1_29627_9,CD56dimCD16+ NK cells,-0.020401159968980363
881954_BM1_881954_9,CD56dimCD16+ NK cells,-0.7534989347896249
663218_BM1_663218_9,Immature B cells,0.6376459364947245
428282_BM1_428282_9,CD8+ central memory T cells,-0.1432932421278518
366741_BM1_366741_9,Mature naive B cells,-0.0598197729924809
39860_BM1_39860_9,CD11c+ memory B cells,0.43586181915351035
569342_BM1_569342_9,CD8+ central memory T cells,0.08243428116416142
456052_BM1_456052_9,NK T cells,-0.10569115840076627
3165_BM1_3165_9,CD8+CD103+ tissue resident memory T cells,-0.16082438037263758
432687_BM1_432687_9,Class switched memory B cells,0.21592991567403044
294052_BM1_294052_9,CD56dimCD16+ NK cells,-0.1479039044259753
51678_BM1_51678_9,GammaDelta T cells,-0.4085871033651967
567102_BM1_567102_9,CD8+ effector memory T cells,-0.37995551710365644
529449_BM1_529449_9,CD8+ effector memory T cells,-0.07266482590872334
439013_BM1_439013_9,Nonswitched memory B cells,-0.19246620552261143
796396_BM1_796396_9,CD56dimCD16+ NK cells,-0.17632186153417942
758922_BM1_758922_9,CD8+ central memory T cells,0.10602437531012313
538397_BM1_538397_9,Mature naive B cells,0.4733722561187845
468575_BM1_468575_9,CD4+ memory T cells,-0.4705433867160962
155075_BM1_155075_9,Nonswitched memory B cells,-0.24029362999602713
82107_BM1_82107_9,CD8+CD103+ tissue resident memory T cells,-0.2844572386200977
552471_BM1_552471_9,CD8+ central memory T cells,0.006673630791710594
238808_BM1_238808_9,CD8+CD103+ tissue resident memory T cells,0.004880104046358982
595667_BM1_595667_9,Mature naive B cells,0.5904053456405968
872127_BM1_872127_9,GammaDelta T cells,0.27780271587263355
692687_BM1_692687_9,Class switched memory B cells,-0.4113953158278885
362603_BM1_362603_9,Mature naive B cells,0.4095160938348632
643788_BM1_643788_9,Immature B cells,0.7486829420155685
485969_BM1_485969_9,Immature B cells,0.7304669668375713
452775_BM1_452775_9,Mature naive B cells,-0.03395391398295938
813257_BM1_813257_9,Pro-B cells,0.3916238046242979
311624_BM1_311624_9,CD8+ central memory T cells,0.07401150100617888
452465_BM1_452465_9,CD4+ memory T cells,0.29357057180695584
333545_BM1_333545_9,Mature naive B cells,0.3761411801406576
600903_BM1_600903_9,CD8+ central memory T cells,0.12671178523038723
96435_BM1_96435_9,CD4+ memory T cells,-0.125734399468551
477993_BM1_477993_9,CD8+ central memory T cells,-0.013395283243416429
555573_BM1_555573_9,Pro-B cells,-0.9297298609318821
637513_BM1_637513_9,CD8+ effector memory T cells,0.3821602278720286
444480_BM1_444480_9,Class switched memory B cells,-0.4531129851837567
779469_BM1_779469_9,CD4+ memory T cells,0.18955869573745354
771230_BM1_771230_9,CD4+ cytotoxic T cells,0.31068087581603426
351669_BM1_351669_9,CD56dimCD16+ NK cells,-0.11342283169499548
680256_BM1_680256_9,CD4+ memory T cells,0.10667950198708782
217308_BM1_217308_9,CD8+ central memory T cells,0.08358982845146948
769067_BM1_769067_9,Megakaryocyte progenitors,-0.7063175991403376
696391_BM1_696391_9,CD8+CD103+ tissue resident memory T cells,-0.08888119336932937
549498_BM1_549498_9,CD8+ central memory T cells,0.06302927011505542
440519_BM1_440519_9,Nonswitched memory B cells,-0.2220298006584405
584883_BM1_584883_9,Mature naive B cells,0.19638161448952066
291318_BM1_291318_9,Mature naive B cells,0.54816662327118
221425_BM1_221425_9,CD4+ memory T cells,0.27475519292624623
822624_BM1_822624_9,Mature naive B cells,-0.6052929055410087
785861_BM1_785861_9,GammaDelta T cells,-0.2779253012043061
622479_BM1_622479_9,CD8+ central memory T cells,0.11594333057433273
514898_BM1_514898_9,CD4+ naive T cells,0.3091632506229046
382177_BM1_382177_9,Mature naive B cells,0.41249264016035314
304154_BM1_304154_9,Mature naive B cells,0.5245345729776411
672151_BM1_672151_9,CD4+ naive T cells,0.3164630219765879
408432_BM1_408432_9,Nonswitched memory B cells,-0.38253948117766656
784249_BM1_784249_9,Nonswitched memory B cells,-0.4754829430674177
779090_BM1_779090_9,CD8+ central memory T cells,-0.13685682224874593
449159_BM1_449159_9,Immature B cells,0.5808264122507036
258548_BM1_258548_9,CD4+ memory T cells,-0.08591679458975918
583539_BM1_583539_9,CD8+ central memory T cells,0.07767631987112641
527712_BM1_527712_9,Nonswitched memory B cells,-0.3722800248013995
333479_BM1_333479_9,Mature naive B cells,0.4508373920510974
24777_BM1_24777_9,Nonswitched memory B cells,0.07268904603361956
800052_BM1_800052_9,CD4+ memory T cells,-0.08816432534970213
505627_BM1_505627_9,CD4+ memory T cells,0.42433097971510403
202148_BM1_202148_9,CD8+ central memory T cells,-0.11085497608726051
783713_BM1_783713_9,CD4+ memory T cells,0.4156353063634482
399205_BM1_399205_9,CD4+ memory T cells,0.019045630367542702
759554_BM1_759554_9,Nonswitched memory B cells,0.07060250587589825
739339_BM1_739339_9,Class switched memory B cells,-0.3036109063294435
567058_BM1_567058_9,Mature naive B cells,-0.14353359733311774
47559_BM1_47559_9,CD8+ central memory T cells,0.017403838407461385
234565_BM1_234565_9,CD8+ central memory T cells,0.10312412429482239
853480_BM1_853480_9,NK T cells,0.05801130910260954
606027_BM1_606027_9,Mature naive B cells,0.5352268721135209
521398_BM1_521398_9,CD4+ naive T cells,-0.22024193008833726
372099_BM1_372099_9,CD4+ memory T cells,0.3465023388237084
418741_BM1_418741_9,Nonswitched memory B cells,-0.07869351388102415
32838_BM1_32838_9,Mature naive B cells,0.3907570803394436
295101_BM1_295101_9,CD4+ memory T cells,-0.16185349088465042
62921_BM1_62921_9,CD4+ memory T cells,0.1996551334017151
196011_BM1_196011_9,Immature B cells,0.7130603180752066
308121_BM1_308121_9,Immature B cells,0.7198808336884354
265394_BM1_265394_9,Mature naive B cells,0.027536667074932127
811755_BM1_811755_9,Nonswitched memory B cells,-0.4111682781516406
689137_BM1_689137_9,Mature naive B cells,-0.008759805041582542
550763_BM1_550763_9,CD56dimCD16+ NK cells,-0.20406239081943714
462729_BM1_462729_9,CD8+ central memory T cells,0.1294786625118006
133603_BM1_133603_9,CD56dimCD16+ NK cells,-0.03447239031921558
81306_BM1_81306_9,CD4+ memory T cells,0.16986459760285577
663326_BM1_663326_9,Immature B cells,0.3168473452861905
718088_BM1_718088_9,CD4+ memory T cells,-0.1437615653755574
687091_BM1_687091_9,CD4+ memory T cells,-0.30548314754105277
547802_BM1_547802_9,Early promyelocytes,0.21372547956628163
366606_BM1_366606_9,Nonswitched memory B cells,-0.24134567474538404
83258_BM1_83258_9,Nonswitched memory B cells,-0.3898421057758648
27117_BM1_27117_9,CD4+ memory T cells,0.05968532717601291
839027_BM1_839027_9,CD8+ central memory T cells,-0.023460687130688804
325892_BM1_325892_9,Mature naive B cells,0.447480527459335
32680_BM1_32680_9,CD8+ central memory T cells,-0.19315404712640355
31302_BM1_31302_9,CD8+CD103+ tissue resident memory T cells,-0.08397863584494934
826387_BM1_826387_9,Immature B cells,0.7458101812202423
569666_BM1_569666_9,Nonswitched memory B cells,-0.24704506117104819
391515_BM1_391515_9,CD4+ memory T cells,-0.0990598654390839
590759_BM1_590759_9,Immature B cells,0.40479978261190924
376337_BM1_376337_9,Plasma cells,0.7107982981669239
266932_BM1_266932_9,Mature naive B cells,-0.30685522417384004
421015_BM1_421015_9,CD8+ effector memory T cells,0.3821580105163997
197032_BM1_197032_9,Class switched memory B cells,-0.3760617272581614
867659_BM1_867659_9,CD8+ central memory T cells,0.1297563405411361
79409_BM1_79409_9,CD8+ central memory T cells,0.12988269543611414
652039_BM1_652039_9,CD4+ naive T cells,0.3811750023328036
565326_BM1_565326_9,CD8+ effector memory T cells,-0.05366427570358341
878109_BM1_878109_9,Mature naive B cells,0.23219350006980088
549651_BM1_549651_9,CD8+ effector memory T cells,-0.5329192940540777
872136_BM1_872136_9,Immature B cells,0.7595828945891948
261082_BM1_261082_9,CD8+ central memory T cells,-0.31176181024593047
784458_BM1_784458_9,CD8+ effector memory T cells,0.20844468986550133
499342_BM1_499342_9,CD4+ memory T cells,-0.4830550305578522
32509_BM1_32509_9,GammaDelta T cells,-0.6230511621524525
219540_BM1_219540_9,CD4+ naive T cells,0.243872431468698
687617_BM1_687617_9,Mature naive B cells,0.38714587541701456
214623_BM1_214623_9,CD56dimCD16+ NK cells,-0.7676511622460193
132195_BM1_132195_9,CD8+ effector memory T cells,0.00784146562048708
797958_BM1_797958_9,CD4+ memory T cells,-0.16264133818687404
797459_BM1_797459_9,Immature B cells,0.5866809176948322
507426_BM1_507426_9,Nonswitched memory B cells,-0.4686853367214626
413493_BM1_413493_9,CD4+ naive T cells,0.19829523631540602
320349_BM1_320349_9,CD56dimCD16+ NK cells,-0.13830199329272352
628260_BM1_628260_9,CD8+ central memory T cells,0.06352994473235271
396223_BM1_396223_9,Nonswitched memory B cells,-0.5055509252510658
78462_BM1_78462_9,CD4+ memory T cells,-0.4484027779850241
202243_BM1_202243_9,CD8+ central memory T cells,-0.20045712962567047
310882_BM1_310882_9,CD8+ effector memory T cells,-0.1353269300232069
229264_BM1_229264_9,Mature naive B cells,0.4068371919818154
88215_BM1_88215_9,CD8+CD103+ tissue resident memory T cells,-0.23756049742183039
84295_BM1_84295_9,Immature B cells,0.5787217869364677
192675_BM1_192675_9,CD4+ memory T cells,0.265666353527487
734910_BM1_734910_9,CD8+ naive T cells,0.6944376119023704
610260_BM1_610260_9,Mature naive B cells,0.5204499187470193
605072_BM1_605072_9,Mature naive B cells,0.4016353082682074
363171_BM1_363171_9,Mature naive B cells,0.46667092396667853
828753_BM1_828753_9,CD4+ naive T cells,-0.08380364491169622
710231_BM1_710231_9,CD56dimCD16+ NK cells,-0.3554426017698263
707393_BM1_707393_9,Mature naive B cells,0.1961397874187238
170864_BM1_170864_9,CD4+ memory T cells,0.36853626989112415
130623_BM1_130623_9,CD56dimCD16+ NK cells,-0.18703101931081148
481268_BM1_481268_9,CD8+ effector memory T cells,-0.04941604971392568
312852_BM1_312852_9,CD4+ memory T cells,-0.5860913701222128
750623_BM1_750623_9,CD56dimCD16+ NK cells,0.013282196927039533
679185_BM1_679185_9,CD8+ effector memory T cells,-0.45408098450642614
114762_BM1_114762_9,Mature naive B cells,0.5288522767837806
461117_BM1_461117_9,CD11c+ memory B cells,-0.2363493782203398
113161_BM1_113161_9,CD56dimCD16+ NK cells,-0.14369224670997785
67873_BM1_67873_9,Class switched memory B cells,-0.48473571634245705
783983_BM1_783983_9,Class switched memory B cells,-0.3129728155583383
774201_BM1_774201_9,Mature naive B cells,0.5246470335201358
337700_BM1_337700_9,CD56dimCD16+ NK cells,-0.18045484547583035
280601_BM1_280601_9,NK T cells,-0.08858379828474088
640260_BM1_640260_9,CD56dimCD16+ NK cells,-0.1300240095847446
283471_BM1_283471_9,CD4+ memory T cells,0.06716707557667227
790837_BM1_790837_9,Mature naive B cells,0.08402108204369334
548919_BM1_548919_9,Mature naive B cells,0.2663651603688837
358341_BM1_358341_9,Immature B cells,0.7195854269062745
290875_BM1_290875_9,Immature B cells,0.5322330013854123
227432_BM1_227432_9,CD8+ central memory T cells,-0.16645905210776313
137719_BM1_137719_9,CD56dimCD16+ NK cells,-0.29557679773779577
755850_BM1_755850_9,CD4+ naive T cells,0.1794901402123472
728125_BM1_728125_9,CD8+ central memory T cells,0.11173318668946734
527699_BM1_527699_9,Lymphomyeloid prog,-0.6881863616829669
382906_BM1_382906_9,Nonswitched memory B cells,-0.11491563567639813
709055_BM1_709055_9,Nonswitched memory B cells,-0.3967380269201016
306336_BM1_306336_9,Mature naive B cells,0.2363398356863959
420739_BM1_420739_9,Nonswitched memory B cells,-0.08594701213737171
190407_BM1_190407_9,Mature naive B cells,0.14853184750949075
792481_BM1_792481_9,CD56brightCD16- NK cells,0.2162568331492681
640150_BM1_640150_9,Mature naive B cells,0.5156526451529816
870500_BM1_870500_9,Mature naive B cells,0.5774819257980583
805458_BM1_805458_9,Class switched memory B cells,0.08723875559177409
37162_BM1_37162_9,CD11c+ memory B cells,0.48872380058452
627053_BM1_627053_9,Immature B cells,0.7599154753995864
577630_BM1_577630_9,CD8+ central memory T cells,0.10843699581372081
353662_BM1_353662_9,Immature B cells,0.7540540208329003
146257_BM1_146257_9,Immature B cells,-0.2323886038970865
311255_BM1_311255_9,CD8+ central memory T cells,0.10199706877777484
317048_BM1_317048_9,Mature naive B cells,0.27979387054528965
207297_BM1_207297_9,CD8+CD103+ tissue resident memory T cells,-0.10375443797006101
149416_BM1_149416_9,Late promyelocytes,0.0355561899247411
620942_BM1_620942_9,CD4+ cytotoxic T cells,-0.4025355870286936
491354_BM1_491354_9,CD8+CD103+ tissue resident memory T cells,0.03759952377617807
65602_BM1_65602_9,Nonswitched memory B cells,0.20145292070737653
598045_BM1_598045_9,Immature B cells,0.7188092586349942
186123_BM1_186123_9,Nonswitched memory B cells,-0.4198128278189074
564883_BM1_564883_9,Mature naive B cells,0.12696192054211375
442114_BM1_442114_9,Mature naive B cells,0.4342952689843963
46385_BM1_46385_9,CD8+ central memory T cells,0.0602838703059075
29228_BM1_29228_9,CD8+ central memory T cells,0.11260411557818077
189669_BM1_189669_9,GammaDelta T cells,-0.4967463762285253
74235_BM1_74235_9,GammaDelta T cells,0.0916847108024709
571393_BM1_571393_9,CD4+ memory T cells,-0.01665455845399988
97452_BM1_97452_9,Mature naive B cells,-0.0072811640197418094
602306_BM1_602306_9,Class switched memory B cells,-0.4939432676564112
801571_BM1_801571_9,Mature naive B cells,0.27870593309060765
414881_BM1_414881_9,CD4+ memory T cells,-0.4122855294352154
404715_BM1_404715_9,Mature naive B cells,0.3141171440663386
23674_BM1_23674_9,CD8+ central memory T cells,-0.012761931735228837
723453_BM1_723453_9,Nonswitched memory B cells,-0.18234378699605638
389843_BM1_389843_9,CD56dimCD16+ NK cells,-0.7619574880405368
289094_BM1_289094_9,GammaDelta T cells,-0.3181853490753572
535885_BM1_535885_9,CD8+ effector memory T cells,-0.5205528644515138
444630_BM1_444630_9,CD4+ memory T cells,-0.31695186070918335
310546_BM1_310546_9,CD8+ central memory T cells,0.07814507968538059
209646_BM1_209646_9,CD4+ memory T cells,-0.940018514253795
204454_BM1_204454_9,CD4+ memory T cells,0.3843657444875214
578362_BM1_578362_9,CD8+ naive T cells,0.6107369516352542
379808_BM1_379808_9,CD8+ central memory T cells,-0.26766683649466816
377587_BM1_377587_9,CD8+ effector memory T cells,0.3333228476105328
161748_BM1_161748_9,CD4+ memory T cells,-0.021388159792875627
754675_BM1_754675_9,Lymphomyeloid prog,0.27869312553772624
265368_BM1_265368_9,CD4+ memory T cells,-0.13907674479395035
192588_BM1_192588_9,CD56dimCD16+ NK cells,-0.13895886097299454
44826_BM1_44826_9,Class switched memory B cells,-0.3730692467194336
666308_BM1_666308_9,CD4+ cytotoxic T cells,-0.43301358200893303
453695_BM1_453695_9,Mature naive B cells,0.47483338557817306
353425_BM1_353425_9,CD8+CD103+ tissue resident memory T cells,-0.08415220697930142
275378_BM1_275378_9,CD8+ effector memory T cells,-0.39030543129462225
104891_BM1_104891_9,CD8+ naive T cells,0.6429531721995418
31504_BM1_31504_9,CD4+ memory T cells,0.39259168534144306
832538_BM1_832538_9,Mature naive B cells,0.4623013321972585
659853_BM1_659853_9,CD4+ naive T cells,0.34599277407869994
881327_BM1_881327_9,Late promyelocytes,0.07068359001901978
464870_BM1_464870_9,CD4+ naive T cells,0.18792739885465504
115194_BM1_115194_9,CD4+ naive T cells,0.4212970059018638
798018_BM1_798018_9,Mature naive B cells,0.5633225821575749
175731_BM1_175731_9,CD56dimCD16+ NK cells,-0.0668840034638325
750530_BM1_750530_9,Early promyelocytes,0.09930660259725371
693387_BM1_693387_9,CD4+ naive T cells,0.33150047302261587
24715_BM1_24715_9,CD8+ effector memory T cells,0.37084800662849654
100203_BM1_100203_9,CD8+ effector memory T cells,-0.5006810874942987
702902_BM1_702902_9,CD8+ effector memory T cells,-0.4536885350971071
350985_BM1_350985_9,CD8+ central memory T cells,0.133217846264263
741229_BM1_741229_9,CD4+ naive T cells,0.35504802853390516
627602_BM1_627602_9,Early erythroid progenitor,0.1944353643934519
560622_BM1_560622_9,CD4+ memory T cells,-0.2930231714059781
529226_BM1_529226_9,Mature naive B cells,0.24143598698877444
773367_BM1_773367_9,GammaDelta T cells,-0.4743041830066426
140007_BM1_140007_9,CD8+ effector memory T cells,-0.21589038907065172
3994_BM1_3994_9,CD56brightCD16- NK cells,0.2295896119228462
627624_BM1_627624_9,CD56dimCD16+ NK cells,-0.3094536355856725
351602_BM1_351602_9,CD8+ central memory T cells,0.12533096651451522
77178_BM1_77178_9,Mature naive B cells,0.5469031777265748
668799_BM1_668799_9,Mature naive B cells,0.5125441196162059
567953_BM1_567953_9,CD8+CD103+ tissue resident memory T cells,-0.41236006446911816
806967_BM1_806967_9,CD4+ memory T cells,-0.5770887305171101
39211_BM1_39211_9,Lymphomyeloid prog,-0.06666168889276365
10948_BM1_10948_9,CD8+ central memory T cells,0.10005996115318709
696248_BM1_696248_9,Immature B cells,0.6979454651461758
543061_BM1_543061_9,Immature B cells,0.7142467259809206
356758_BM1_356758_9,CD8+ effector memory T cells,-0.3424405859320398
51841_BM1_51841_9,CD8+ naive T cells,0.7005984138983228
316812_BM1_316812_9,CD56dimCD16+ NK cells,-0.14207629543392766
97681_BM1_97681_9,CD4+ naive T cells,0.33882872696851224
777555_BM1_777555_9,CD4+ memory T cells,0.058417622237591144
660078_BM1_660078_9,CD8+ central memory T cells,-0.6718540888219516
602329_BM1_602329_9,Mature naive B cells,0.3924424057830797
446251_BM1_446251_9,Mature naive B cells,0.47051131366461374
883824_BM1_883824_9,CD8+ central memory T cells,-0.004298694127347448
641298_BM1_641298_9,GammaDelta T cells,-0.3918324472952255
275207_BM1_275207_9,CD8+ central memory T cells,-0.518116768033858
228519_BM1_228519_9,CD8+ central memory T cells,-0.5366472508612623
868311_BM1_868311_9,Mature naive B cells,0.49888697658992065
840448_BM1_840448_9,CD8+ central memory T cells,0.09793777348067366
420982_BM1_420982_9,CD4+ memory T cells,-0.18524862610632375
391143_BM1_391143_9,CD8+ central memory T cells,0.13175350299213795
708858_BM1_708858_9,Nonswitched memory B cells,-0.32592302314806576
281976_BM1_281976_9,CD8+ effector memory T cells,0.3160518137625249
256520_BM1_256520_9,CD4+ cytotoxic T cells,-0.10798022070433859
800201_BM1_800201_9,Nonswitched memory B cells,-0.3355482390938548
373956_BM1_373956_9,Pro-B cells,0.3322129232939369
29889_BM1_29889_9,Mature naive B cells,-0.11906038622796539
383718_BM1_383718_9,Classical Monocytes,0.2598116956006944
253471_BM1_253471_9,CD4+ memory T cells,0.25224929553064424
832303_BM1_832303_9,Mature naive B cells,-0.0054939811746535306
135093_BM1_135093_9,CD8+ effector memory T cells,-0.8155958741682482
496252_BM1_496252_9,CD4+ memory T cells,-0.5063241875578028
199590_BM1_199590_9,CD8+ effector memory T cells,-0.09195054967359323
882670_BM1_882670_9,CD4+ memory T cells,0.0030204593783026996
782927_BM1_782927_9,CD56dimCD16+ NK cells,-0.15267163401375028
662079_BM1_662079_9,Pre-B cells,-0.9278942656486355
588466_BM1_588466_9,Immature B cells,0.6424476405117894
852949_BM1_852949_9,Conventional dendritic cell 1,0.33171088108603375
185196_BM1_185196_9,CD56dimCD16+ NK cells,-0.8333207988868628
376509_BM1_376509_9,CD4+ memory T cells,-0.469539420171359
292998_BM1_292998_9,CD4+ naive T cells,0.41058695242676857
139875_BM1_139875_9,CD8+ effector memory T cells,-0.8012296074200416
692299_BM1_692299_9,CD4+ memory T cells,0.4116060357274109
446659_BM1_446659_9,HSCs & MPPs,-0.30238895548457784
868190_BM1_868190_9,CD8+ central memory T cells,0.09475474323226205
664705_BM1_664705_9,Class switched memory B cells,-0.4877345980814222
861615_BM1_861615_9,CD4+ memory T cells,-0.617546767777204
544427_BM1_544427_9,NK T cells,-0.13360126637387412
264537_BM1_264537_9,CD56dimCD16+ NK cells,-0.28347799529873857
870993_BM1_870993_9,CD11c+ memory B cells,0.4196829684290147
730257_BM1_730257_9,CD4+ memory T cells,-0.392901002806194
229163_BM1_229163_9,Late promyelocytes,-0.6160822902663406
181079_BM1_181079_9,Immature B cells,0.6306370326362044
34848_BM1_34848_9,CD8+CD103+ tissue resident memory T cells,-0.28534975568867066
788931_BM1_788931_9,Mature naive B cells,0.30128001227150164
715651_BM1_715651_9,Immature B cells,0.7632747303539495
443347_BM1_443347_9,Classical Monocytes,-0.41599547064588055
522643_BM1_522643_9,Plasmacytoid dendritic cell progenitors,0.29018112842070237
179371_BM1_179371_9,CD56dimCD16+ NK cells,-0.2418882227120985
287004_BM1_287004_9,CD56dimCD16+ NK cells,-0.10494953114110257
178620_BM1_178620_9,Immature B cells,0.5991528687289863
665632_BM1_665632_9,Immature B cells,0.5881607881664265
624257_BM1_624257_9,Early promyelocytes,0.010909837886073385
465729_BM1_465729_9,CD4+ memory T cells,0.008422611641609123
103084_BM1_103084_9,Immature B cells,0.7274266549733978
376730_BM1_376730_9,Nonswitched memory B cells,0.30101333592093943
503830_BM1_503830_9,CD8+ effector memory T cells,-0.5164794319596353
173240_BM1_173240_9,Mature naive B cells,0.12328506320688143
144880_BM1_144880_9,Nonswitched memory B cells,0.17158441675396285
829430_BM1_829430_9,Mature naive B cells,-0.5298109908881795
757960_BM1_757960_9,CD8+ central memory T cells,0.10496841713485647
503226_BM1_503226_9,Immature B cells,0.7054060840610079
134493_BM1_134493_9,CD8+ central memory T cells,-0.3260471352491186
758319_BM1_758319_9,CD4+ naive T cells,0.3470749381313226
534546_BM1_534546_9,Nonswitched memory B cells,0.16852101060780902
465570_BM1_465570_9,Mature naive B cells,0.5095631350432542
260451_BM1_260451_9,Immature B cells,0.7552823543284388
256347_BM1_256347_9,CD4+ naive T cells,0.42405286932737835
599479_BM1_599479_9,Eosinophil-basophil-mast cell progenitors,0.614295468475015
78439_BM1_78439_9,CD8+ central memory T cells,0.004213281923660648
774646_BM1_774646_9,CD4+ memory T cells,-0.35950749613559024
739144_BM1_739144_9,CD8+ naive T cells,0.6120420719358265
684643_BM1_684643_9,CD8+ central memory T cells,0.09291055511650843
371270_BM1_371270_9,CD4+ memory T cells,-0.6073940023440927
841242_BM1_841242_9,CD8+ central memory T cells,-0.02953314452795658
672243_BM1_672243_9,CD4+ memory T cells,-0.15292448606436446
308807_BM1_308807_9,NK T cells,-0.09410804583021745
18465_BM1_18465_9,GammaDelta T cells,0.27126680622569793
647927_BM1_647927_9,CD4+ memory T cells,-0.3040240534156192
365864_BM1_365864_9,CD56dimCD16+ NK cells,0.0010051928244590555
17836_BM1_17836_9,Early promyelocytes,0.18616668955026214
777634_BM1_777634_9,CD8+ central memory T cells,-0.05168911060288258
668075_BM1_668075_9,CD69+PD-1+ memory CD4+ T cells,0.2916546334882847
638353_BM1_638353_9,Class switched memory B cells,-0.2774813763085651
268951_BM1_268951_9,CD4+ memory T cells,0.2616668882180266
857032_BM1_857032_9,CD4+ memory T cells,-0.596567866121878
470732_BM1_470732_9,CD4+ memory T cells,-0.3154683946794031
22427_BM1_22427_9,Mature naive B cells,-0.11875106382013544
779670_BM1_779670_9,CD8+ central memory T cells,0.09050547691975382
275251_BM1_275251_9,Immature B cells,0.08101633963967336
490824_BM1_490824_9,Mature naive B cells,0.23303611151955753
435611_BM1_435611_9,CD8+ naive T cells,0.6948172400477505
92841_BM1_92841_9,Mature naive B cells,0.32969029921931226
848247_BM1_848247_9,CD4+ memory T cells,0.4338264722697615
529927_BM1_529927_9,CD56dimCD16+ NK cells,-0.30542607811889866
524722_BM1_524722_9,Mature naive B cells,0.014793880789647504
152851_BM1_152851_9,CD56dimCD16+ NK cells,0.04857214559795157
609461_BM1_609461_9,CD8+ central memory T cells,0.08503928817272971
237397_BM1_237397_9,CD8+ central memory T cells,-0.25247040787040925
3561_BM1_3561_9,CD56dimCD16+ NK cells,0.006638578010686289
688865_BM1_688865_9,CD8+ effector memory T cells,-0.4577266890073191
260578_BM1_260578_9,Nonswitched memory B cells,-0.4264312133403252
640777_BM1_640777_9,Immature B cells,0.7618236755037535
546212_BM1_546212_9,Mature naive B cells,0.5965851869889309
536258_BM1_536258_9,Nonswitched memory B cells,-0.5787720837814081
500382_BM1_500382_9,CD8+ naive T cells,0.7008225544258164
223690_BM1_223690_9,CD8+ central memory T cells,0.07516006396099409
188652_BM1_188652_9,CD4+ naive T cells,0.20678523459292655
29941_BM1_29941_9,CD8+ naive T cells,0.5841696587081558
723098_BM1_723098_9,CD4+ memory T cells,0.2819748659829954
673697_BM1_673697_9,CD56dimCD16+ NK cells,-0.21173399542585272
309456_BM1_309456_9,Mature naive B cells,0.45910779792109513
308480_BM1_308480_9,Immature B cells,0.736208966727597
264506_BM1_264506_9,Mature naive B cells,0.5898557066161549
237574_BM1_237574_9,Immature B cells,0.6369625599903147
347681_BM1_347681_9,Nonswitched memory B cells,0.27409986336295217
494790_BM1_494790_9,CD4+ naive T cells,0.2254062970372907
319010_BM1_319010_9,CD8+ central memory T cells,0.04179263393379411
198865_BM1_198865_9,CD4+ naive T cells,0.39147496293095513
128115_BM1_128115_9,Nonswitched memory B cells,-0.46872933391041594
684756_BM1_684756_9,CD8+CD103+ tissue resident memory T cells,-0.21516450803962991
635953_BM1_635953_9,CD8+ effector memory T cells,0.31255108888357225
227903_BM1_227903_9,CD56dimCD16+ NK cells,-0.17508146681382708
602688_BM1_602688_9,Immature B cells,0.6512403557392707
701775_BM1_701775_9,Mature naive B cells,0.0912950844360509
658764_BM1_658764_9,CD4+ memory T cells,-0.21864711908510479
607662_BM1_607662_9,CD4+ memory T cells,0.1879866857945386
506564_BM1_506564_9,Immature B cells,0.7210777550346795
472048_BM1_472048_9,Immature B cells,0.5045852431660988
786714_BM1_786714_9,Mature naive B cells,0.5109940531200455
636352_BM1_636352_9,Nonswitched memory B cells,-0.032307840894317076
511574_BM1_511574_9,GammaDelta T cells,-0.05547508492060593
251171_BM1_251171_9,CD8+ effector memory T cells,0.2392444594033513
829293_BM1_829293_9,CD56dimCD16+ NK cells,0.08307895660505005
120748_BM1_120748_9,Plasmacytoid dendritic cells,0.5647652511324022
567805_BM1_567805_9,CD8+ central memory T cells,0.11595364666734902
452746_BM1_452746_9,Immature B cells,0.7638352645272807
801750_BM1_801750_9,Class switched memory B cells,-0.4804693000950407
497380_BM1_497380_9,Nonswitched memory B cells,0.18137845693074078
244907_BM1_244907_9,CD8+ effector memory T cells,0.3860089423284613
497824_BM1_497824_9,Nonswitched memory B cells,0.15071278820020542
639794_BM1_639794_9,CD8+CD103+ tissue resident memory T cells,-0.3405201388372082
181051_BM1_181051_9,Nonswitched memory B cells,-0.2436842806556005
800632_BM1_800632_9,HSCs & MPPs,-0.22264428829390284
332708_BM1_332708_9,GammaDelta T cells,-0.15559422161540673
