,Cell_label,silhouette_score
31174_Aged2_31174_4,CD8+ effector memory T cells,0.11149383700956825
154867_Aged2_154867_4,CD8+CD103+ tissue resident memory T cells,-0.7119636546974006
784613_Aged2_784613_4,CD8+ central memory T cells,-0.11937735579509642
255241_Aged2_255241_4,CD4+ memory T cells,-0.26098296286883316
144593_Aged2_144593_4,Mature naive B cells,-0.7170500003448309
801891_Aged2_801891_4,Nonswitched memory B cells,-0.15921089555182358
815754_Aged2_815754_4,CD8+ effector memory T cells,-0.23537362292733938
546119_Aged2_546119_4,CD8+ central memory T cells,-0.3577911890724111
351651_Aged2_351651_4,Mature naive B cells,0.15192425467245568
797625_Aged2_797625_4,CD8+ effector memory T cells,0.07181251308136367
358734_Aged2_358734_4,CD56brightCD16- NK cells,0.48859649036566266
266230_Aged2_266230_4,CD4+ naive T cells,0.3524007900174208
437390_Aged2_437390_4,CD8+ effector memory T cells,0.2550024787231456
27850_Aged2_27850_4,CD4+ memory T cells,0.1295894841769368
9949_Aged2_9949_4,CD4+ naive T cells,0.2773706719201218
453581_Aged2_453581_4,CD8+CD103+ tissue resident memory T cells,-0.5910491773424402
624576_Aged2_624576_4,CD8+ effector memory T cells,0.21933310804219494
862148_Aged2_862148_4,CD4+ memory T cells,0.22646800823535998
681624_Aged2_681624_4,CD8+ central memory T cells,-0.22539024345996583
132786_Aged2_132786_4,Nonswitched memory B cells,0.09165834408739258
479859_Aged2_479859_4,Plasmacytoid dendritic cells,0.7428828149539302
618504_Aged2_618504_4,Nonswitched memory B cells,0.027735940977013797
620608_Aged2_620608_4,CD8+ effector memory T cells,0.24986053618841536
823487_Aged2_823487_4,CD8+CD103+ tissue resident memory T cells,-0.3729490993225031
19484_Aged2_19484_4,Mature naive B cells,0.40730430664199824
843480_Aged2_843480_4,Mature naive B cells,0.1516344136900035
784627_Aged2_784627_4,CD4+ memory T cells,0.21902738283045659
590642_Aged2_590642_4,CD8+CD103+ tissue resident memory T cells,-0.5643345170489217
187511_Aged2_187511_4,Nonswitched memory B cells,0.1541164541077047
130982_Aged2_130982_4,Plasma cells,-0.8921483426419281
523094_Aged2_523094_4,Nonswitched memory B cells,-0.3306425612566242
508717_Aged2_508717_4,CD8+ effector memory T cells,0.08714527997315809
389045_Aged2_389045_4,HSCs & MPPs,-0.48551502261478613
420059_Aged2_420059_4,Plasmacytoid dendritic cells,0.5751067766037675
805276_Aged2_805276_4,Nonswitched memory B cells,0.19230131120854707
214596_Aged2_214596_4,CD8+ central memory T cells,-0.15358401538076497
75711_Aged2_75711_4,Nonswitched memory B cells,0.21927342568232824
347905_Aged2_347905_4,CD8+ central memory T cells,-0.13726019503365078
485433_Aged2_485433_4,CD4+ memory T cells,0.21444454900964582
406982_Aged2_406982_4,Myelocytes,-0.2061850679429182
571431_Aged2_571431_4,Mature naive B cells,-0.3189987338341363
507296_Aged2_507296_4,Mature naive B cells,0.17218457657007236
467323_Aged2_467323_4,CD8+ effector memory T cells,-0.3266273028801424
86473_Aged2_86473_4,CD4+ memory T cells,0.32957069375893006
792399_Aged2_792399_4,Mature naive B cells,0.4666910417772408
121061_Aged2_121061_4,CD8+ effector memory T cells,0.03375062817527945
41959_Aged2_41959_4,Mature naive B cells,0.282858601774318
96266_Aged2_96266_4,Pre-B cells,-0.9327060964535149
14110_Aged2_14110_4,CD8+ effector memory T cells,0.2352799336529838
138863_Aged2_138863_4,GammaDelta T cells,0.04766376727355332
79451_Aged2_79451_4,CD8+CD103+ tissue resident memory T cells,-0.286044444827968
698847_Aged2_698847_4,Late erythroid progenitor,0.5825124944892147
685868_Aged2_685868_4,Mature naive B cells,0.15692044062519134
99030_Aged2_99030_4,CD8+CD103+ tissue resident memory T cells,-0.38175937725059295
138021_Aged2_138021_4,CD4+ memory T cells,0.14700075666901163
50725_Aged2_50725_4,Class switched memory B cells,-0.0881235193151159
831302_Aged2_831302_4,CD8+CD103+ tissue resident memory T cells,-0.37741311353798934
428973_Aged2_428973_4,CD8+ effector memory T cells,-0.12012493089478717
740778_Aged2_740778_4,Nonswitched memory B cells,0.20753325746251752
235094_Aged2_235094_4,Mature naive B cells,0.25076662961967905
8103_Aged2_8103_4,Plasma cells,0.8879831042252001
449484_Aged2_449484_4,CD4+ memory T cells,0.40359551703761065
595772_Aged2_595772_4,Mature naive B cells,0.16013843249397483
358151_Aged2_358151_4,CD8+ effector memory T cells,-0.24633648046046128
667456_Aged2_667456_4,CD4+ memory T cells,0.18150114340109694
815772_Aged2_815772_4,GammaDelta T cells,0.0877060753818683
472826_Aged2_472826_4,CD4+ memory T cells,0.3442274820588197
783703_Aged2_783703_4,CD8+ effector memory T cells,-0.43037024546040004
518400_Aged2_518400_4,CD8+ central memory T cells,0.065887938795138
645480_Aged2_645480_4,CD56dimCD16+ NK cells,-0.1347913579003616
37642_Aged2_37642_4,CD4+ naive T cells,0.40380716474469347
437047_Aged2_437047_4,CD4+ memory T cells,0.17837165606172092
319079_Aged2_319079_4,Nonswitched memory B cells,0.08131264439957386
672395_Aged2_672395_4,Nonswitched memory B cells,-0.33920849855292795
827779_Aged2_827779_4,Mature naive B cells,0.19577763897984463
541964_Aged2_541964_4,Mature naive B cells,0.18916188813990134
752220_Aged2_752220_4,CD8+ naive T cells,-0.10454525118083727
452948_Aged2_452948_4,CD8+ effector memory T cells,0.3685250572206006
711199_Aged2_711199_4,CD4+ memory T cells,-0.2484502856890439
158543_Aged2_158543_4,CD4+ memory T cells,0.19595930890462113
142631_Aged2_142631_4,CD8+ effector memory T cells,0.19878160125778116
234826_Aged2_234826_4,CD8+ effector memory T cells,0.010986546926967789
349784_Aged2_349784_4,CD4+ memory T cells,0.333624506041654
82442_Aged2_82442_4,CD8+ effector memory T cells,0.033412727852149354
305299_Aged2_305299_4,CD8+ effector memory T cells,0.4172284018108513
802492_Aged2_802492_4,CD8+ effector memory T cells,-0.08984236603959775
662524_Aged2_662524_4,CD8+CD103+ tissue resident memory T cells,-0.49430903917742364
620222_Aged2_620222_4,GammaDelta T cells,0.24371397123654467
210188_Aged2_210188_4,CD4+ memory T cells,0.11702631601435835
505095_Aged2_505095_4,CD8+ effector memory T cells,0.012388366270327121
518653_Aged2_518653_4,CD4+ memory T cells,0.18630997136914731
366948_Aged2_366948_4,CD56dimCD16+ NK cells,-0.40171535948477693
392660_Aged2_392660_4,CD8+ central memory T cells,-0.08152645762103748
501760_Aged2_501760_4,Nonswitched memory B cells,0.17889639428328566
718004_Aged2_718004_4,Mature naive B cells,0.3416236996390934
157398_Aged2_157398_4,Early erythroid progenitor,0.5312878317118395
201910_Aged2_201910_4,CD8+ effector memory T cells,-0.02527227618583263
643999_Aged2_643999_4,CD8+CD103+ tissue resident memory T cells,-0.4809213734168016
34607_Aged2_34607_4,CD8+ effector memory T cells,0.27046797928457234
761752_Aged2_761752_4,CD8+CD103+ tissue resident memory T cells,-0.5042449990311999
186629_Aged2_186629_4,Nonswitched memory B cells,-0.2864989595716003
35480_Aged2_35480_4,CD8+ effector memory T cells,0.3102488460278738
11302_Aged2_11302_4,CD4+ naive T cells,0.09458929388247081
575537_Aged2_575537_4,CD4+ memory T cells,0.289126400872648
596582_Aged2_596582_4,Nonswitched memory B cells,0.24236178932832506
346830_Aged2_346830_4,CD8+ effector memory T cells,-0.002057456395229399
223917_Aged2_223917_4,CD4+ memory T cells,0.10804674947569633
69532_Aged2_69532_4,Mature naive B cells,0.2160314949705477
277987_Aged2_277987_4,Mature naive B cells,0.2555085872985199
219406_Aged2_219406_4,CD8+ central memory T cells,-0.3139958321159802
305086_Aged2_305086_4,CD4+ memory T cells,0.3411032467359274
355387_Aged2_355387_4,Nonswitched memory B cells,-0.6477717678820426
734556_Aged2_734556_4,CD8+ effector memory T cells,0.05016937187807873
626546_Aged2_626546_4,CD8+CD103+ tissue resident memory T cells,-0.33663715959929447
31775_Aged2_31775_4,CD8+ effector memory T cells,0.2913392610361432
695427_Aged2_695427_4,Class switched memory B cells,-0.12955997168850053
465284_Aged2_465284_4,Nonswitched memory B cells,-0.17038093198356977
293094_Aged2_293094_4,Plasma cells,0.8376401434285576
478663_Aged2_478663_4,Mature naive B cells,0.18458377355637998
146836_Aged2_146836_4,CD8+CD103+ tissue resident memory T cells,-0.20221939769345157
730599_Aged2_730599_4,CD8+ effector memory T cells,0.0673578940591978
180660_Aged2_180660_4,CD8+ effector memory T cells,0.26399275974334163
662702_Aged2_662702_4,CD8+ effector memory T cells,0.2565905170156193
296220_Aged2_296220_4,CD8+ effector memory T cells,0.053981706602390336
22476_Aged2_22476_4,CD4+ memory T cells,0.1266285705497153
673097_Aged2_673097_4,Class switched memory B cells,-0.031039669727388048
818309_Aged2_818309_4,Mature naive B cells,0.2020615752584332
571063_Aged2_571063_4,CD8+CD103+ tissue resident memory T cells,-0.4801458521379757
212407_Aged2_212407_4,CD8+ effector memory T cells,0.12273981775851629
32638_Aged2_32638_4,Mature naive B cells,0.4644027328063467
219887_Aged2_219887_4,CD4+ memory T cells,0.15756374866703338
599915_Aged2_599915_4,Class switched memory B cells,-0.06852000581087697
652171_Aged2_652171_4,GammaDelta T cells,0.32154525739879813
599955_Aged2_599955_4,CD8+ effector memory T cells,0.14131347392311402
135247_Aged2_135247_4,CD8+CD103+ tissue resident memory T cells,-0.4352718856364978
163551_Aged2_163551_4,CD4+ memory T cells,-0.05822814728909715
364659_Aged2_364659_4,Mature naive B cells,0.3217492320994019
218095_Aged2_218095_4,Mature naive B cells,0.21213098786995457
824404_Aged2_824404_4,Mature naive B cells,0.12112683785769451
865532_Aged2_865532_4,CD4+ memory T cells,0.08123904036484265
786990_Aged2_786990_4,CD8+ effector memory T cells,-0.05834717467403258
15455_Aged2_15455_4,CD4+ memory T cells,0.3623925263750522
707150_Aged2_707150_4,GammaDelta T cells,0.2616010842035311
424727_Aged2_424727_4,Mature naive B cells,0.2034814109999942
512464_Aged2_512464_4,Nonswitched memory B cells,0.2037850286513202
711360_Aged2_711360_4,CD4+ memory T cells,0.28338319396278444
270502_Aged2_270502_4,Nonswitched memory B cells,0.10169716106757164
821547_Aged2_821547_4,CD8+ naive T cells,-0.05773335503937587
825852_Aged2_825852_4,CD4+ memory T cells,0.02530729042539945
863320_Aged2_863320_4,Nonswitched memory B cells,0.12302660057407871
283811_Aged2_283811_4,CD4+ memory T cells,0.13633351824321757
530791_Aged2_530791_4,CD8+ effector memory T cells,-0.012015267851225437
639167_Aged2_639167_4,GammaDelta T cells,0.3522632345428527
229306_Aged2_229306_4,CD8+ effector memory T cells,0.02301555835499737
831346_Aged2_831346_4,CD8+ effector memory T cells,-0.10630303771239052
646824_Aged2_646824_4,Plasma cells,-0.6400222627724678
391225_Aged2_391225_4,CD8+ effector memory T cells,-0.4493351584816671
401938_Aged2_401938_4,CD4+ memory T cells,0.09709532493974968
465332_Aged2_465332_4,CD4+ memory T cells,0.19004968164125166
777623_Aged2_777623_4,CD8+CD103+ tissue resident memory T cells,-0.40341333542565133
55886_Aged2_55886_4,CD8+ effector memory T cells,0.3478247159538009
475032_Aged2_475032_4,CD8+ effector memory T cells,-0.40620571833230945
833669_Aged2_833669_4,Class switched memory B cells,-0.022242927508129225
432677_Aged2_432677_4,CD8+ effector memory T cells,-0.47844872563387253
147701_Aged2_147701_4,CD8+ effector memory T cells,0.09039357309817503
781233_Aged2_781233_4,CD4+ memory T cells,0.1995461925886454
148624_Aged2_148624_4,CD8+ effector memory T cells,0.1659032564849625
365856_Aged2_365856_4,CD4+ memory T cells,0.1986531594398111
424122_Aged2_424122_4,CD4+ naive T cells,0.43895795333277077
749735_Aged2_749735_4,CD8+CD103+ tissue resident memory T cells,-0.186944870178082
799549_Aged2_799549_4,CD8+ central memory T cells,-0.1204048442074457
480679_Aged2_480679_4,CD8+ effector memory T cells,0.1957807560575662
246571_Aged2_246571_4,CD8+CD103+ tissue resident memory T cells,-0.12417999673515961
303079_Aged2_303079_4,HSCs & MPPs,0.21399667598258937
667919_Aged2_667919_4,Mature naive B cells,0.4044484153758996
388196_Aged2_388196_4,CD4+ memory T cells,0.039448007864931696
100690_Aged2_100690_4,CD8+ effector memory T cells,0.32301899664434414
56483_Aged2_56483_4,CD8+ effector memory T cells,0.0005754181742080309
158452_Aged2_158452_4,CD8+ effector memory T cells,-0.25652165132369514
24069_Aged2_24069_4,CD8+CD103+ tissue resident memory T cells,0.08325800322940298
394197_Aged2_394197_4,Nonswitched memory B cells,0.12582046480429143
350079_Aged2_350079_4,Mature naive B cells,0.22713403732314313
641209_Aged2_641209_4,CD4+ memory T cells,0.05853758843595502
67407_Aged2_67407_4,CD4+ memory T cells,0.30440091582765944
757765_Aged2_757765_4,CD4+ memory T cells,0.28677540086997566
826148_Aged2_826148_4,CD4+ memory T cells,0.1284270295680033
21107_Aged2_21107_4,CD8+CD103+ tissue resident memory T cells,-0.4986183072899226
793203_Aged2_793203_4,Nonswitched memory B cells,0.07248102470045774
102898_Aged2_102898_4,Mature naive B cells,0.2345865708048216
735522_Aged2_735522_4,Nonswitched memory B cells,-0.15594330670326745
606210_Aged2_606210_4,CD8+ effector memory T cells,0.10814676680910405
861816_Aged2_861816_4,CD4+ memory T cells,0.2503598822425071
399879_Aged2_399879_4,CD56dimCD16+ NK cells,-0.27439782515046035
506567_Aged2_506567_4,CD8+CD103+ tissue resident memory T cells,-0.31506878321302567
348823_Aged2_348823_4,CD8+ effector memory T cells,-0.412730270430387
64091_Aged2_64091_4,CD8+ central memory T cells,-0.20124479242913898
87865_Aged2_87865_4,CD8+ effector memory T cells,0.1375752947119726
379703_Aged2_379703_4,CD4+ memory T cells,0.19444157547934954
591560_Aged2_591560_4,CD4+ memory T cells,-0.3294159478960131
108481_Aged2_108481_4,Non-classical monocytes,0.7226753733019441
383319_Aged2_383319_4,CD8+ effector memory T cells,-0.15278892112373757
379560_Aged2_379560_4,Nonswitched memory B cells,0.16022302665479152
24343_Aged2_24343_4,CD8+ effector memory T cells,-0.009844708735389854
779360_Aged2_779360_4,CD8+ effector memory T cells,-0.4180774901948604
143680_Aged2_143680_4,CD8+ effector memory T cells,0.07040278527895653
388190_Aged2_388190_4,CD8+ naive T cells,-0.17507143759434216
65575_Aged2_65575_4,CD56dimCD16+ NK cells,-0.2301665910315646
62561_Aged2_62561_4,Lymphomyeloid prog,-0.7773394796066289
296783_Aged2_296783_4,CD4+ memory T cells,0.12143720148358499
383837_Aged2_383837_4,CD4+ memory T cells,0.27619358971392155
609321_Aged2_609321_4,Nonswitched memory B cells,0.19219760002731634
310646_Aged2_310646_4,Non-classical monocytes,0.7161451200131181
678297_Aged2_678297_4,Non-classical monocytes,0.725885237217921
348109_Aged2_348109_4,Plasmacytoid dendritic cells,0.689961922850411
199451_Aged2_199451_4,HSCs & MPPs,0.22243649966993922
533448_Aged2_533448_4,Plasmacytoid dendritic cells,0.6071741058043602
660099_Aged2_660099_4,Conventional dendritic cell 2,0.5683899664700075
613702_Aged2_613702_4,GammaDelta T cells,-0.6964290020484827
510312_Aged2_510312_4,CD4+ memory T cells,0.20072120522813647
733817_Aged2_733817_4,HSCs & MPPs,0.01762336892482956
854394_Aged2_854394_4,CD4+ memory T cells,-0.043974628051935104
733108_Aged2_733108_4,CD8+CD103+ tissue resident memory T cells,-0.4823356864033757
414578_Aged2_414578_4,HSCs & MPPs,0.609503910232
35400_Aged2_35400_4,CD4+ naive T cells,0.30680624424937
356005_Aged2_356005_4,GammaDelta T cells,0.3444992165129397
618_Aged2_618_4,CD8+ naive T cells,-0.5811857129758686
756541_Aged2_756541_4,CD8+CD103+ tissue resident memory T cells,-0.09128397873570944
525119_Aged2_525119_4,CD8+CD103+ tissue resident memory T cells,-0.3881311095859066
609085_Aged2_609085_4,CD8+ effector memory T cells,0.2697676967810706
801826_Aged2_801826_4,Mature naive B cells,0.21651133564276107
350276_Aged2_350276_4,Class switched memory B cells,-0.1361494175893376
621581_Aged2_621581_4,CD4+ memory T cells,0.16974300892056593
444810_Aged2_444810_4,Mature naive B cells,-0.4742485401425113
705943_Aged2_705943_4,Class switched memory B cells,-0.16743414680793586
173150_Aged2_173150_4,CD8+ effector memory T cells,0.25258855188378926
110318_Aged2_110318_4,CD8+ effector memory T cells,-0.46910207352392325
528606_Aged2_528606_4,Mature naive B cells,0.237074654721534
43827_Aged2_43827_4,Pre-B cells,-0.28529449080571395
710402_Aged2_710402_4,Mature naive B cells,0.02311054078284828
415507_Aged2_415507_4,CD8+ effector memory T cells,0.29423960486199907
173697_Aged2_173697_4,CD4+ memory T cells,0.42394124986293835
250656_Aged2_250656_4,CD8+ naive T cells,0.2828309997499873
800878_Aged2_800878_4,CD8+CD103+ tissue resident memory T cells,0.02832060886876965
689067_Aged2_689067_4,CD8+ central memory T cells,-0.1245139161463919
319563_Aged2_319563_4,Nonswitched memory B cells,0.22181796673368623
241404_Aged2_241404_4,CD8+ effector memory T cells,0.2462101329549615
847170_Aged2_847170_4,Class switched memory B cells,-0.3290081126087508
376973_Aged2_376973_4,CD8+ effector memory T cells,-0.05713485654741411
123206_Aged2_123206_4,CD8+ effector memory T cells,0.34046314522677473
358103_Aged2_358103_4,Mature naive B cells,0.1885999913081208
852919_Aged2_852919_4,CD8+CD103+ tissue resident memory T cells,-0.423700784688377
734376_Aged2_734376_4,CD4+ memory T cells,0.28279838536788304
356247_Aged2_356247_4,Mature naive B cells,0.34285875219409506
620210_Aged2_620210_4,CD8+CD103+ tissue resident memory T cells,-0.4521594716511416
407396_Aged2_407396_4,CD8+CD103+ tissue resident memory T cells,-0.47911083948554006
231705_Aged2_231705_4,CD8+ effector memory T cells,-0.09314209303011367
606256_Aged2_606256_4,CD4+ memory T cells,0.3556425859969964
10908_Aged2_10908_4,Nonswitched memory B cells,0.027920321225900758
42853_Aged2_42853_4,CD4+ memory T cells,0.1931117571464696
439428_Aged2_439428_4,CD8+ effector memory T cells,0.22386406658733907
292711_Aged2_292711_4,CD8+ effector memory T cells,-0.09544540501314983
88503_Aged2_88503_4,CD4+ naive T cells,0.2549726738604452
370248_Aged2_370248_4,CD8+ effector memory T cells,-0.04735592040737989
766786_Aged2_766786_4,CD4+ memory T cells,0.27124094928498443
292898_Aged2_292898_4,Nonswitched memory B cells,0.17567693138267668
231824_Aged2_231824_4,Nonswitched memory B cells,0.03960936943036368
168988_Aged2_168988_4,CD4+ memory T cells,-0.12425934337001072
683253_Aged2_683253_4,Nonswitched memory B cells,0.22893213648231786
251741_Aged2_251741_4,CD8+ effector memory T cells,-0.3828180921926878
270995_Aged2_270995_4,CD8+ effector memory T cells,0.14265085257410273
786228_Aged2_786228_4,HSCs & MPPs,0.3862038022053431
363645_Aged2_363645_4,CD8+ effector memory T cells,0.15796872825500244
434689_Aged2_434689_4,CD4+ memory T cells,-0.2525973132430002
806361_Aged2_806361_4,CD8+CD103+ tissue resident memory T cells,-0.43481945547829365
261486_Aged2_261486_4,CD4+ memory T cells,0.15158052380523954
395982_Aged2_395982_4,CD8+CD103+ tissue resident memory T cells,-0.3057950066491463
280797_Aged2_280797_4,CD8+CD103+ tissue resident memory T cells,-0.4207720341523191
434730_Aged2_434730_4,CD4+ memory T cells,0.34713559517410797
52797_Aged2_52797_4,CD4+ memory T cells,-0.17926018445465627
214756_Aged2_214756_4,Class switched memory B cells,0.1281692443675602
562775_Aged2_562775_4,CD8+ effector memory T cells,0.0026364800999168604
191585_Aged2_191585_4,Early erythroid progenitor,0.5629995797163766
672206_Aged2_672206_4,CD8+ effector memory T cells,0.22590219097692713
794810_Aged2_794810_4,CD4+ memory T cells,0.38067279899120876
633219_Aged2_633219_4,CD4+ memory T cells,0.23562590347444065
594665_Aged2_594665_4,Mature naive B cells,0.24762300987334235
63132_Aged2_63132_4,CD8+ effector memory T cells,0.41141464931112687
775364_Aged2_775364_4,CD4+ naive T cells,0.04121381150584945
778169_Aged2_778169_4,CD4+ memory T cells,0.4179078300524195
589930_Aged2_589930_4,CD8+CD103+ tissue resident memory T cells,-0.18739275123899304
153988_Aged2_153988_4,GammaDelta T cells,0.31414151793399975
815012_Aged2_815012_4,Mature naive B cells,0.44771276404888816
174437_Aged2_174437_4,Nonswitched memory B cells,-0.19332254462231874
731824_Aged2_731824_4,CD8+ effector memory T cells,-0.4182335029040639
451480_Aged2_451480_4,CD8+ effector memory T cells,0.22377131448909188
613456_Aged2_613456_4,CD4+ memory T cells,0.12080413069208985
280162_Aged2_280162_4,CD8+ effector memory T cells,-0.07683412836443339
550785_Aged2_550785_4,CD4+ naive T cells,0.12182527559920756
819757_Aged2_819757_4,Nonswitched memory B cells,0.21413401375360377
495607_Aged2_495607_4,Late erythroid progenitor,0.5417941592327972
309282_Aged2_309282_4,Plasmacytoid dendritic cells,0.7375033852840933
270381_Aged2_270381_4,CD8+ effector memory T cells,0.20660676132312614
35482_Aged2_35482_4,CD4+ naive T cells,0.44110596791806017
883028_Aged2_883028_4,CD8+ effector memory T cells,-0.3795560617658955
484764_Aged2_484764_4,CD4+ memory T cells,0.17625879644054682
151735_Aged2_151735_4,Mature naive B cells,0.016982746232174047
404950_Aged2_404950_4,CD8+ effector memory T cells,0.03147483123631987
545089_Aged2_545089_4,Plasmacytoid dendritic cells,0.7077385028332128
74217_Aged2_74217_4,CD8+ effector memory T cells,0.3717933008658465
695351_Aged2_695351_4,Mature naive B cells,0.22486073921906027
851463_Aged2_851463_4,CD8+ effector memory T cells,-0.11668944072961523
479522_Aged2_479522_4,CD8+CD103+ tissue resident memory T cells,-0.4345349463760153
517846_Aged2_517846_4,Nonswitched memory B cells,0.022652880542442543
735963_Aged2_735963_4,CD8+ effector memory T cells,0.1181106336706219
165144_Aged2_165144_4,CD4+ memory T cells,0.2581559844677141
124894_Aged2_124894_4,Mature naive B cells,0.19815677229603815
658327_Aged2_658327_4,GammaDelta T cells,0.32968436195685347
103131_Aged2_103131_4,CD8+ effector memory T cells,-0.41028063557946365
851577_Aged2_851577_4,HSCs & MPPs,0.5022761847905278
500937_Aged2_500937_4,Mature naive B cells,0.2483764889150137
426337_Aged2_426337_4,CD8+CD103+ tissue resident memory T cells,-0.29982371662503104
19638_Aged2_19638_4,CD4+ memory T cells,-0.09285482144455588
872672_Aged2_872672_4,Conventional dendritic cell 1,-0.07898208083388239
282882_Aged2_282882_4,CD4+ memory T cells,0.33543609438015565
479956_Aged2_479956_4,CD4+ naive T cells,0.37498490472142426
869947_Aged2_869947_4,CD8+ effector memory T cells,0.012527994973991102
467944_Aged2_467944_4,CD4+ memory T cells,-0.11873351040940053
833487_Aged2_833487_4,CD4+ naive T cells,0.1507089880404058
729548_Aged2_729548_4,CD4+ memory T cells,-0.10203895943615902
208795_Aged2_208795_4,Mature naive B cells,0.21185516699966903
516929_Aged2_516929_4,CD8+ naive T cells,0.5794573431426505
461251_Aged2_461251_4,CD8+ effector memory T cells,0.258551905486684
718869_Aged2_718869_4,CD8+ effector memory T cells,-0.037531370175813296
827749_Aged2_827749_4,CD4+ memory T cells,0.2430294378428395
703592_Aged2_703592_4,CD4+ memory T cells,0.3691452944331896
189097_Aged2_189097_4,CD4+ memory T cells,-0.269562681268898
4556_Aged2_4556_4,CD8+CD103+ tissue resident memory T cells,-0.3603468459033732
93993_Aged2_93993_4,Nonswitched memory B cells,0.23072695563370238
425454_Aged2_425454_4,CD8+ effector memory T cells,0.03388884620768738
204944_Aged2_204944_4,CD8+ central memory T cells,-0.07719108230924898
380660_Aged2_380660_4,CD4+ naive T cells,0.31960682045524136
869284_Aged2_869284_4,CD8+CD103+ tissue resident memory T cells,-0.3845930242613277
247763_Aged2_247763_4,CD8+ effector memory T cells,0.14042411548857714
357098_Aged2_357098_4,CD4+ naive T cells,0.019069763369771824
523844_Aged2_523844_4,CD4+ memory T cells,-0.16986176280643264
811318_Aged2_811318_4,CD4+ memory T cells,0.24558363191034813
772788_Aged2_772788_4,CD4+ memory T cells,-0.2827542760558449
156111_Aged2_156111_4,CD8+ effector memory T cells,-0.4134410482744444
262296_Aged2_262296_4,Mature naive B cells,0.18102523362461306
51692_Aged2_51692_4,CD8+CD103+ tissue resident memory T cells,-0.5264069283371404
823535_Aged2_823535_4,Mature naive B cells,0.23048458453565984
19850_Aged2_19850_4,CD8+ effector memory T cells,0.016372495485603013
236942_Aged2_236942_4,Mature naive B cells,0.22298206771886728
738676_Aged2_738676_4,CD8+ effector memory T cells,0.0866152494074436
216176_Aged2_216176_4,CD8+ central memory T cells,-0.3599214762244483
428953_Aged2_428953_4,CD4+ naive T cells,0.05695564232014792
866300_Aged2_866300_4,Class switched memory B cells,0.06390767785717454
211286_Aged2_211286_4,Mature naive B cells,0.2503091105646366
590456_Aged2_590456_4,HSCs & MPPs,0.5608578712017473
248304_Aged2_248304_4,Nonswitched memory B cells,-0.10228842871995852
228561_Aged2_228561_4,Nonswitched memory B cells,0.05173986543501504
235194_Aged2_235194_4,CD4+ naive T cells,0.11349318360464568
169024_Aged2_169024_4,CD4+ naive T cells,0.04484425267124444
294711_Aged2_294711_4,CD8+CD103+ tissue resident memory T cells,-0.25402963391095357
332147_Aged2_332147_4,CD8+ effector memory T cells,0.17647207585578698
403767_Aged2_403767_4,CD4+ memory T cells,-0.042126409238047204
746056_Aged2_746056_4,Mature naive B cells,0.32061731580470804
781086_Aged2_781086_4,CD8+ effector memory T cells,0.3136071638725709
67438_Aged2_67438_4,CD4+ memory T cells,-0.05347382974503907
417088_Aged2_417088_4,CD8+ effector memory T cells,-0.2845113856730869
86453_Aged2_86453_4,CD8+ effector memory T cells,-0.44087342756566306
748543_Aged2_748543_4,CD4+ memory T cells,-0.25600205612494686
307167_Aged2_307167_4,Nonswitched memory B cells,-0.1910627424789917
282693_Aged2_282693_4,HSCs & MPPs,0.5717579154542402
839080_Aged2_839080_4,Mature naive B cells,0.1786439673641808
338820_Aged2_338820_4,Mature naive B cells,0.2368192598563938
401369_Aged2_401369_4,HSCs & MPPs,-0.1716689560063125
474692_Aged2_474692_4,CD4+ memory T cells,0.15627228265653026
287543_Aged2_287543_4,CD8+ effector memory T cells,-0.08459689094514236
547872_Aged2_547872_4,Nonswitched memory B cells,0.10974779075692606
778888_Aged2_778888_4,Mature naive B cells,0.2837792206487907
217060_Aged2_217060_4,CD4+ memory T cells,-0.1611974307201938
41711_Aged2_41711_4,CD56dimCD16+ NK cells,-0.5674663429402068
586370_Aged2_586370_4,CD8+ effector memory T cells,-0.10635663157497585
645362_Aged2_645362_4,Mature naive B cells,0.24882264610104393
106473_Aged2_106473_4,CD4+ memory T cells,0.07925414830568915
612640_Aged2_612640_4,CD8+CD103+ tissue resident memory T cells,-0.43961469892892774
76453_Aged2_76453_4,HSCs & MPPs,-0.3686116595983428
169169_Aged2_169169_4,CD8+ effector memory T cells,-0.20707064272508535
504281_Aged2_504281_4,CD8+ effector memory T cells,0.11862022377633358
684944_Aged2_684944_4,CD8+CD103+ tissue resident memory T cells,-0.24469920384467497
783189_Aged2_783189_4,Nonswitched memory B cells,0.2345130523977477
348845_Aged2_348845_4,CD8+ effector memory T cells,0.01537078532024083
864587_Aged2_864587_4,CD8+ central memory T cells,-0.3178275242859915
664846_Aged2_664846_4,CD4+ memory T cells,0.39417148006126207
841381_Aged2_841381_4,HSCs & MPPs,0.24318299761884926
332172_Aged2_332172_4,Nonswitched memory B cells,0.30142807128509297
68950_Aged2_68950_4,CD8+ effector memory T cells,-0.6174799310437074
665973_Aged2_665973_4,CD8+ central memory T cells,-0.279931941250095
835923_Aged2_835923_4,CD8+ effector memory T cells,-0.08998398421187576
520154_Aged2_520154_4,Mature naive B cells,0.15808086275604766
47512_Aged2_47512_4,CD8+CD103+ tissue resident memory T cells,-0.4363651815829553
397992_Aged2_397992_4,Mature naive B cells,0.19561448533024633
816486_Aged2_816486_4,CD8+ effector memory T cells,0.3928498177073055
