clusterName,NSForest_markers,f_score
Erythroid cell,"['ENSG00000206172', 'ENSG00000250361']",0.891245487364621
Erythroid progenitor cell (RP high),"['ENSG00000144381', 'ENSG00000115541', 'ENSG00000169877']",0.567744854105406
CB CD34+,"['ENSG00000128040', 'ENSG00000069275', 'ENSG00000125534', 'ENSG00000113648']",0.4901960784313725
B cell,"['ENSG00000169575', 'ENSG00000105369']",0.625
Neutrophil (RPS high),"['ENSG00000074800', 'ENSG00000234741']",0.210691823899371
T cell,"['ENSG00000277734', 'ENSG00000116824']",0.6486486486486487
Neutrophil,['ENSG00000122862'],0.8252081702369938
Dendritic cell,"['ENSG00000196735', 'ENSG00000223865', 'ENSG00000231389']",0.5389221556886228
Antigen presenting cell (RPS high),"['ENSG00000085265', 'ENSG00000182718']",0.5683217070168239
Monocyte,"['ENSG00000233276', 'ENSG00000085265', 'ENSG00000170345']",0.4385964912280701
Macrophage,"['ENSG00000250722', 'ENSG00000073754']",0.8333333333333334
B cell (Plasmocyte),['ENSG00000170476'],0.7696897374701671
