,B,CCDlike,CNT,CTAL,DCT,Endothelial,ICA,ICB,LOHlike,MNP,Mesangial,NK,PC,PEC,PT,Podocytes,T cell,VCAM1_PT,unknown
ENSG00000180370,0.0,0.0,2.9630823,0.9581014,0.9416677,0.9790076,0.967537,0.9656816,0.0,1.9930639,0.0,0.0,1.9843376,0.9871577,0.0,0.0,0.0,0.98384583,0.9885215
ENSG00000119231,0.0,0.0,0.85501313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114503,0.0,0.0,1.9347999,0.0,0.0,0.0,0.948908,0.9576502,0.0,0.0,0.0,0.0,0.97419286,0.0,0.0,0.0,0.0,0.8983096,0.0
ENSG00000270170,0.0,0.0,1.9807835,0.9637333,0.97738534,0.0,0.92795706,0.0,0.0,0.0,0.0,0.0,0.97961885,0.0,0.0,0.0,0.0,0.9384178,0.0
ENSG00000075711,0.0,0.0,1.9814546,0.0,0.0,0.0,0.9623295,0.0,0.0,0.0,0.0,0.0,0.9843474,0.99088407,0.0,0.0,0.0,0.9647686,0.0
ENSG00000161267,0.0,0.0,0.91328585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122068,0.0,0.0,1.8838243,0.0,0.0,0.0,0.9545152,0.0,0.0,0.0,0.0,0.0,0.9673379,0.99033296,0.0,0.0,0.0,0.0,0.0
ENSG00000182899,10.9740715,10.646222,59.657997,16.928219,14.253815,5.8942375,27.942146,22.347736,5.7876444,11.9515705,8.818107,3.9884975,18.902779,23.84066,7.967826,2.341814,8.971617,23.132545,16.776718
ENSG00000182903,0.0,0.0,0.99679065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688313,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169020,0.0,2.9177363,15.941458,7.8109717,7.9541554,0.9293125,6.792818,6.8723383,2.9518087,0.97794557,1.9427164,0.0,5.969519,2.916914,3.9393017,0.98621535,0.0,3.8032813,1.9649693
ENSG00000169026,0.0,0.0,0.97915804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178950,0.0,0.0,0.93802994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127418,0.0,0.0,0.923841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178222,0.0,0.0,0.97619855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.995047,0.0,0.9590012,0.0,0.0,0.0,0.70109046,0.0
ENSG00000159692,0.0,0.0,0.8917793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090316,0.0,0.0,1.4371064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163950,0.0,0.0,2.9146404,0.0,0.0,0.0,0.9850309,0.9717188,0.0,0.0,0.0,0.0,0.99336946,0.9878931,0.0,0.0,0.0,0.0,0.0
ENSG00000168936,0.0,0.0,0.97977984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168924,0.0,0.0,0.8740708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185049,0.0,0.0,0.9725348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000243449,0.0,0.0,1.9898643,0.98043513,0.98903996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9779669,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123933,0.0,0.0,2.910089,0.98960674,0.9380628,0.9925233,0.89681405,0.9251462,0.0,0.0,0.0,0.0,1.9555438,0.99713624,0.0,0.48472664,0.0,0.98070693,0.0
ENSG00000063978,0.0,0.0,0.91126657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168884,0.0,0.0,0.36828244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087274,0.0,0.0,1.8116558,0.8619093,0.0,0.97671396,0.84804344,0.43930963,0.0,0.0,0.970952,0.0,0.9918847,0.9894178,0.0,0.0,0.0,0.9959361,0.98523504
ENSG00000109736,0.0,0.0,1.9438796,0.0,0.0,0.0,0.97110605,0.0,0.0,0.0,0.0,0.0,0.97874355,0.9972755,0.0,0.0,0.0,0.9857442,0.95831615
ENSG00000197386,0.0,0.0,0.9806869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45723647,0.0
ENSG00000163956,0.0,0.0,8.748997,1.9942107,1.9026101,0.0,1.9877337,1.9913049,0.0,0.9863826,0.9769219,0.0,4.9772625,1.9843763,0.0,0.0,0.0,1.990711,1.969413
ENSG00000184160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98628914,0.0,0.0,0.0,0.0,0.0
ENSG00000168818,0.0,0.0,1.9839063,0.0,0.0,0.0,0.98388135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179010,0.0,0.97948974,5.958864,2.879716,1.984094,0.96934414,1.98788,1.8911643,0.9715416,0.98213714,0.9968405,0.0,2.9735346,3.9880242,0.96675205,0.97618234,0.0,2.8712175,1.9836009
ENSG00000178988,0.0,0.0,0.9871777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186222,0.0,0.0,0.9881983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8641197,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170871,0.0,0.0,2.966047,0.99535346,0.9847235,0.0,0.98714197,0.0,0.0,0.0,0.0,0.0,0.9965804,0.46764398,0.0,0.0,0.0,0.9839489,0.9756746
ENSG00000132405,0.0,0.9857744,4.934868,0.0,0.0,0.0,2.9871955,0.97270215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109519,0.0,0.0,1.8214762,0.7977261,0.820524,0.0,0.0,0.8661885,0.0,0.0,0.0,0.0,0.6768005,0.0,0.9506905,0.0,0.0,0.0,0.0
ENSG00000125089,0.0,0.0,0.91328204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071127,0.0,0.0,4.398014,0.9591031,0.944387,0.0,1.958566,0.981523,0.0,0.0,0.0,0.0,0.9947829,0.88936824,0.0,0.0,0.0,0.9623625,0.0
ENSG00000109684,0.0,0.0,7.9799833,0.0,0.0,0.0,5.996481,2.9940877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157869,0.0,0.0,0.955341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000038219,0.47462302,0.0,4.9204464,1.9875524,1.9810365,0.99412656,1.9894835,1.9715415,0.0,0.996811,0.98828745,0.0,1.9936097,1.9933473,0.0,0.0,0.0,1.949039,1.9829459
ENSG00000118564,0.0,0.0,1.6681333,0.0,0.0,0.0,0.8408101,0.0,0.0,0.0,0.0,0.0,0.94698375,0.9703601,0.9787742,0.95271254,0.0,0.99065316,0.9719108
ENSG00000237765,0.0,0.97545606,4.8150525,1.9628683,1.9473643,0.0,1.9285281,1.9581096,0.0,0.0,0.0,0.0,1.9519627,1.9916286,0.9519494,0.9785938,0.0,0.9878442,0.98413146
ENSG00000109743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9222665,0.0,0.0,0.0,0.0,0.0
ENSG00000137441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.997421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951632,0.9897468,0.0,0.0,0.0,0.9879528,1.9920331
ENSG00000169744,0.0,0.0,0.0,0.0,0.0,0.9879049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151552,0.0,0.0,1.9658179,0.0,0.0,0.0,0.736415,0.0,0.0,0.0,0.0,0.0,0.84752697,0.9046296,1.9522712,0.0,0.0,0.8996904,0.0
ENSG00000002549,0.0,0.0,1.9774935,0.8545635,0.0,0.0,0.81832874,0.86934984,0.0,0.9129571,0.0,0.0,0.8996594,0.0,0.97943336,0.0,0.0,0.91448104,0.0
ENSG00000118579,0.0,0.0,2.9335098,0.0,0.0,0.0,0.98168254,0.9522077,0.0,0.0,0.0,0.0,0.97555315,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163257,0.0,0.0,0.98002315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178177,0.0,0.0,0.95287275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145147,0.0,0.0,1.9958289,0.0,0.0,0.0,1.9889498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109819,0.0,0.0,2.9934654,1.9922745,0.9939335,0.0,0.99633855,0.9888358,0.0,0.0,0.0,0.0,0.98155785,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109606,0.0,0.0,0.9794232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.989662,0.0,0.0,0.0,0.0,0.0,0.0,0.98471534,2.9983792
ENSG00000153012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92031014
ENSG00000250317,0.0,0.0,1.9842887,0.4351157,0.0,0.0,0.9528081,0.0,0.0,0.0,0.0,0.0,0.9757292,0.0,0.0,0.0,0.0,0.8963661,0.0
ENSG00000168214,0.0,0.0,2.9775534,0.9722458,0.9801217,0.0,0.99123436,0.97386605,0.0,0.99787366,0.0,0.0,0.9850341,0.46850255,0.0,0.0,0.0,0.98194814,0.9779905
ENSG00000109689,0.0,0.0,1.93695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912608,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169299,0.0,0.0,0.93761444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065882,0.0,0.9935082,6.928321,0.97837657,0.9805189,0.0,3.9948833,1.9972517,0.0,0.0,0.9953989,0.0,1.9844816,0.48379603,0.0,0.0,0.0,0.0,0.0
ENSG00000109787,0.0,0.0,1.8753539,0.0,0.0,0.9721156,0.0,0.96267134,0.0,0.99424213,0.0,0.0,0.9832905,0.0,0.0,0.0,0.0,0.0,0.9036102
ENSG00000197712,0.0,0.0,0.99137527,0.0,0.0,0.0,0.9454216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109790,0.0,0.0,0.91109025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000035928,0.0,0.0,2.9786181,0.98774445,0.9735387,0.96039355,0.9959408,0.950706,0.0,0.0,0.0,0.0,0.9942853,1.9914224,0.0,0.9940913,0.0,0.9891016,0.98855567
ENSG00000163682,12.915634,12.759445,84.13649,21.794758,17.72076,6.700322,41.884827,31.816074,6.9124346,12.967862,12.112564,4.967414,23.4674,26.216698,12.594944,1.8848243,8.972492,30.864252,20.312971
ENSG00000121897,0.0,0.0,0.9828474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163683,0.0,0.0,3.8646374,0.9717054,0.953929,0.0,0.93861187,0.0,0.0,0.0,0.0,0.0,1.9944036,0.9818387,0.0,0.0,0.0,0.97427523,0.9896225
ENSG00000078140,0.0,0.0,2.9775987,0.97153294,0.9475924,0.0,0.9491832,0.9328799,0.0,0.0,0.0,0.0,1.9500074,0.98431647,0.0,0.0,0.0,0.95738506,0.9837225
ENSG00000121892,0.0,0.0,0.94748205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163694,0.0,0.0,4.977259,1.9835646,1.9043545,0.0,1.9020321,0.99675614,0.0,0.0,0.0,0.0,1.9440931,0.0,0.96610826,0.0,0.0,0.996699,0.9929398
ENSG00000163697,0.0,0.0,0.9759526,0.0,0.96748215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154277,0.0,0.0,0.9902606,1.9866421,0.0,0.0,0.0,0.0,0.9952438,0.0,0.0,0.0,1.9949479,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000064042,0.0,0.0,4.918922,0.0,0.97504663,1.9871275,1.8750608,0.0,0.0,0.0,0.0,0.0,1.9958515,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109133,0.0,0.0,1.9815586,0.0,0.0,0.0,0.97192097,0.0,0.0,0.0,0.0,0.0,0.9528715,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000014824,0.0,0.0,2.926569,0.96911764,0.9952594,0.0,0.99381435,0.0,0.0,0.0,0.0,0.0,0.9904633,0.0,0.0,0.0,0.0,0.8347628,0.0
ENSG00000178343,0.0,0.0,0.0,0.0,0.9861274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151806,0.0,0.0,0.9778086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163281,0.0,0.0,0.9023262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837295,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169019,0.0,0.0,1.9817348,0.0,0.9498053,0.0,0.9543654,0.0,0.0,0.0,0.0,0.0,0.9606678,0.9739327,0.0,0.0,0.0,0.88760495,0.0
ENSG00000145246,0.0,0.0,1.457347,0.0,0.0,0.0,0.99345785,0.98842794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163293,0.0,0.0,0.98228335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920582,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99576664,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109171,0.0,0.0,0.99170494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8882044,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075539,0.0,0.0,0.97611475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109180,0.0,0.95486903,8.958242,3.9486485,2.9699473,0.966844,3.964365,2.9132109,0.0,0.9760072,0.97836757,0.0,2.9928546,2.9652662,0.0,0.0,0.0,1.9727981,1.9468877
ENSG00000145247,0.0,0.0,3.0605073,0.98567116,0.9855742,0.0,0.8417183,0.7049836,0.0,0.0,0.0,0.0,1.9848236,1.8017128,2.9691029,0.0,0.0,8.977903,1.9849838
ENSG00000109182,0.0,0.0,0.99482745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9922735,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163069,0.0,0.0,0.83784497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94871026,0.0,0.0,0.0,0.99667835,0.0
ENSG00000109189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908985,0.0,0.0,0.0
ENSG00000128045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99577385,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145216,0.0,0.0,0.99706817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072201,0.0,0.0,0.9653646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157404,0.0,0.0,2.9658024,0.0,0.0,0.0,2.993497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128052,0.0,0.0,0.0,0.0,0.0,0.98616916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134851,0.0,0.0,2.9587617,0.9892949,0.97943306,0.0,0.99285233,0.9854744,0.0,0.9926422,0.0,0.0,0.99589425,0.9977628,0.0,0.0,0.0,0.9845787,0.9782647
ENSG00000134852,0.0,0.0,0.9786758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090989,0.0,0.0,0.950138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157426,0.0,0.0,0.9865805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128050,0.0,0.0,0.94191396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174780,0.0,0.0,2.399726,0.96900916,0.9416304,0.0,0.950634,0.0,0.0,0.0,0.0,0.0,0.9906477,0.99778605,0.0,0.0,0.0,0.98280644,0.0
ENSG00000171476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99869466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000084093,0.0,0.0,3.4442668,0.9882247,0.99277633,0.0,0.99430466,0.97291815,0.0,0.0,0.0,0.0,0.9942813,0.98730767,0.0,0.0,0.0,0.9795466,0.9899108
ENSG00000047315,0.0,0.0,0.9670621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4244857,0.0,0.0,0.0,0.0,0.0
ENSG00000163453,0.0,0.8317992,123.15097,27.978582,50.804066,7.979368,38.896053,4.896583,0.8749656,0.0,21.77644,0.9620342,51.81477,112.31609,0.0,8.896551,0.0,17.883762,15.845385
ENSG00000145241,0.0,0.0,1.9832367,0.9716677,0.0,0.0,0.97740686,0.0,0.0,0.0,0.0,0.0,0.9847943,0.98391116,0.0,0.0,0.0,0.0,0.0
ENSG00000035720,0.0,0.0,1.9778216,0.0,0.0,0.0,0.9984309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000033178,0.0,0.0,0.9533527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000083896,0.0,0.0,2.9707673,0.9882244,0.9612779,0.0,0.9822682,0.9525108,0.0,0.0,0.0,0.0,0.99692166,0.9964917,0.0,0.0,0.0,0.9849731,0.99243855
ENSG00000135220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7751865,0.0
ENSG00000171234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7248068,3.9423478,0.0,0.0,3.5687366,2.9292464
ENSG00000132467,0.0,0.0,0.99075127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000018189,0.0,0.0,1.9898193,0.0,0.0,0.0,0.98512495,0.0,0.0,0.0,0.0,0.0,0.9122334,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132463,0.0,0.0,1.9231905,0.0,0.0,0.0,0.9313985,0.0,0.0,0.0,0.0,0.0,0.96511894,0.0,0.0,0.0,0.0,0.94190204,0.0
ENSG00000173542,0.0,0.0,3.9849267,0.0,0.0,0.0,2.9954586,0.973034,0.0,0.0,0.0,0.0,1.9801745,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000080493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9708945,0.0,0.9461244,0.0,0.0,0.0,0.0
ENSG00000132466,0.0,0.0,1.9927166,0.98388064,0.94564664,0.0,0.9381505,0.0,0.0,0.0,0.0,0.0,0.9815352,0.97674346,0.0,0.0,0.0,0.8911469,0.0
ENSG00000163631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98855674,0.0,0.0,0.0,0.0
ENSG00000081051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87413204,0.0,0.0,0.0,0.0
ENSG00000169435,0.0,0.0,0.99041545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163738,0.0,0.0,1.947139,0.0,0.0,0.0,0.0,0.97844326,0.0,0.0,0.0,0.0,0.9785468,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9995569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97694814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163743,0.0,0.0,0.99123967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982429
ENSG00000138757,0.0,0.0,2.850585,0.94911087,0.9308437,0.0,0.97683513,0.9018902,0.0,0.0,0.0,0.0,1.8048004,0.99484795,0.9711901,0.0,0.0,0.9764894,0.9902186
ENSG00000138768,0.0,0.0,2.4129205,0.9780123,0.0,0.0,0.9869231,0.0,0.0,0.0,0.0,0.0,0.976796,0.9825339,0.0,0.0,0.0,0.9728975,0.0
ENSG00000138744,0.0,0.0,0.989625,0.997471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198301,0.0,0.0,0.9940592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138760,0.0,0.0,2.9775243,0.96691215,0.9722658,0.96160567,0.99367046,0.96931654,0.0,0.0,0.0,0.0,0.9989177,0.9915168,0.0,0.0,0.0,0.9795817,0.9962422
ENSG00000138771,0.0,0.0,1.9924395,0.0,0.0,0.0,1.9912192,0.0,0.0,0.0,0.0,0.0,0.9915435,0.99637145,0.0,0.0,0.0,0.0,0.0
ENSG00000138758,0.0,0.0,4.738169,0.0,0.9738698,0.0,0.9918453,0.0,0.0,0.0,0.0,0.0,2.9810061,2.9549646,0.0,0.9960176,0.0,1.9412627,1.91112
ENSG00000118816,0.99625695,1.9851627,24.235836,6.9507113,4.9683566,1.9882455,7.9837084,6.9377112,1.9812853,2.990137,2.9922583,0.9915689,6.9828053,10.452475,2.8528612,1.4749038,0.9952919,6.871167,4.9850855
ENSG00000138764,0.0,0.0,0.9858078,0.0,0.0,0.0,0.0,0.9363593,0.0,0.0,0.0,0.0,0.941843,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138767,0.0,0.0,1.9876174,0.0,0.9901144,0.0,0.9762269,0.0,0.0,0.0,0.0,0.0,0.97741824,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169288,0.0,0.0,1.9901123,0.98012257,0.9838062,0.0,0.9709953,0.939088,0.0,0.0,0.0,0.0,0.9844594,0.0,0.0,0.0,0.0,0.89024293,0.0
ENSG00000138759,0.0,0.0,0.39446852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801158,0.99085057,0.0,0.0,0.0,0.0,0.0
ENSG00000138772,0.0,0.0,1.9946648,0.0,0.0,0.0,0.97429377,0.0,0.0,0.0,0.0,0.0,0.9964351,1.9937104,0.0,0.0,0.0,0.9754,0.9934988
ENSG00000138668,0.0,0.9758079,5.920127,1.9808146,1.9200007,0.97501606,1.9220002,1.9254975,0.0,0.99414366,0.98462546,0.99145496,2.919417,1.956378,0.0,0.0,0.0,1.990581,1.9779966
ENSG00000152795,0.99179685,0.0,6.367771,2.930442,2.8920596,0.9824929,1.9799683,2.9422088,0.9502747,1.9848584,0.99724877,0.993804,2.9829226,2.990491,0.9554403,0.0,0.99301076,2.9601946,1.97919
ENSG00000145293,0.0,0.0,0.9340829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000249242,0.0,0.0,0.9913595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145284,0.0,0.0,0.0,0.99774826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138674,0.0,0.0,1.989696,0.99229944,0.9777746,0.0,0.9167506,0.0,0.0,0.0,0.4653245,0.0,0.981287,0.9927076,0.9585762,0.0,0.0,0.9942858,0.9856918
